orthogroup	set	ACN	AGE	CNV	CON	DUP	EVR	EXP	PHC	STA	UNI	WGA
16853at7399	20h-UP	1.024390244	203.0	0.15058465	0	0.024390244	0.9247	1	0.31	79	1.0	0.82
3883at7399	20h-UP	1.0	203.0	0.0	0	0.0	1.0222	0	0.56	80	1.0	0.83
4659at7399	20h-UP	1.048780488	203.0	0.205389788	0	0.048780488	1.3037	2	0.51	78	1.0	0.83
5972at7399	20h-UP	1.048780488	203.0	0.205389788	0	0.048780488	0.9798	2	0.4	78	1.0	0.81
17301at7399	20h-UP	1.0	203.0	0.0	0	0.0	1.0539	0	0.07	80	1.0	0.81
7779at7399	20h-UP	1.0	203.0	0.0	0	0.0	1.5428	0	0.46	80	1.0	0.91
10920at7399	20h-UP	1.0	203.0	0.0	0	0.0	0.7628	0	0.2	80	1.0	0.39
5404at7399	20h-UP	1.024390244	203.0	0.15058465	0	0.024390244	1.1364	1	0.56	79	1.0	0.91
5675at7399	20h-UP	1.0	203.0	0.0	0	0.0	0.8672	0	0.15	80	1.0	0.56
3360at7399	20h-UP	1.0	203.0	0.0	0	0.0	0.9829	0	0.71	80	1.0	0.94
16734at7399	20h-UP	1.0	203.0	0.0	2	0.0	0.8246	0	0.62	78	0.951219512	0.88
1322at7399	20h-UP	1.0	203.0	0.0	1	0.0	0.8139	0	0.77	79	0.975609756	0.93
23499at7399	20h-UP	1.025	203.0	0.152317024	1	0.025	0.8874	1	0.48	78	0.975609756	0.94
4109at7399	20h-UP	1.0	203.0	0.0	0	0.0	1.2165	0	0.5	80	1.0	0.85
14930at7399	20h-UP	1.0	203.0	0.0	0	0.0	0.7444	0	0.58	80	1.0	0.94
23388at7399	20h-UP	1.027777778	203.0	0.159894048	5	0.027777778	0.9417	1	0.29	74	0.87804878	0.735
4345at7399	20h-UP	1.0	203.0	0.0	0	0.0	0.8945	0	0.56	80	1.0	0.93
12049at7399	20h-UP	1.024390244	203.0	0.15058465	0	0.024390244	0.905	1	0.68	79	1.0	0.89
19952at7399	20h-UP	1.0	203.0	0.0	0	0.0	0.7114	0	0.45	80	1.0	0.74
7901at7399	20h-UP	1.024390244	203.0	0.15058465	0	0.024390244	1.3494	1	0.42	79	1.0	0.87
18078at7399	20h-UP	1.0	203.0	0.0	4	0.0	1.3233	0	0.11	76	0.8292682929999999	0.62
8846at7399	20h-UP	1.025	203.0	0.152317024	1	0.025	0.8586	1	0.31	78	0.975609756	0.68
23336at7399	20h-UP	1.0	203.0	0.0	1	0.0	0.7243	0	0.53	79	0.975609756	0.92
23358at7399	20h-UP	1.025	203.0	0.152317024	1	0.025	1.3937	1	0.45	78	0.975609756	0.87
1534at7399	20h-UP	1.0	203.0	0.0	0	0.0	0.9067	0	0.77	80	1.0	0.96
28244at7399	20h-UP	1.0	203.0	0.0	2	0.0	1.0003	0	0.69	78	0.951219512	0.9
6546at7399	20h-UP	1.0	203.0	0.0	0	0.0	0.9257	0	0.47	80	1.0	0.9
16921at7399	20h-UP	1.05	203.0	0.297380857	1	0.025	0.7053	1	0.69	78	0.975609756	0.89
5415at7399	20h-UP	1.0	203.0	0.0	0	0.0	0.8552	0	0.52	80	1.0	0.87
15700at7399	20h-UP	1.027027027	203.0	0.15789473699999998	3	0.027027027	1.4743	1	0.29	76	0.902439024	0.88
20551at7399	20h-UP	1.075	203.0	0.435697535	1	0.025	1.0377	1	0.34	78	0.975609756	0.81
20234at7399	20h-UP	1.05	203.0	0.207566616	1	0.05	1.0119	2	0.18	77	0.975609756	0.57
21012at7399	20h-UP	1.024390244	203.0	0.15058465	0	0.024390244	0.8005	1	0.77	79	1.0	0.91
5592at7399	20h-UP	1.0	203.0	0.0	0	0.0	0.862	0	0.52	80	1.0	0.87
11642at7399	20h-UP	1.026315789	203.0	0.15596827	3	0.026315789	1.3001	1	0.51	76	0.926829268	0.91
18457at7399	20h-UP	1.0	203.0	0.0	1	0.0	0.9089	0	0.37	79	0.975609756	0.89
21000at7399	20h-UP	1.073170732	203.0	0.242660869	0	0.073170732	1.1617	3	0.27	77	1.0	0.8
6033at7399	20h-UP	1.041666667	203.0	0.191833261	1	0.041666667	1.3777	1	0.42	78	0.585365854	0.91
19563at7399	20h-UP	1.025641026	203.0	0.15411035	2	0.025641026	0.8863	1	0.42	77	0.951219512	0.84
5576at7399	20h-UP	1.025	203.0	0.152317024	1	0.025	1.2343	1	0.7	78	0.975609756	0.93
8413at7399	20h-UP	1.0	203.0	0.0	4	0.0	1.1102	0	0.45	76	0.902439024	0.93
922at7399	20h-UP	1.0	203.0	0.0	3	0.0	1.0759	0	0.65	77	0.926829268	0.91
24267at7399	20h-UP	1.0	203.0	0.0	2	0.0	0.9088	0	0.47	78	0.951219512	0.87
12105at7399	20h-UP	1.024390244	203.0	0.15058465	0	0.024390244	1.0676	1	0.64	79	1.0	0.96
1275at7399	20h-UP	1.048780488	203.0	0.205389788	0	0.048780488	0.9031	2	0.38	78	1.0	0.7
7849at7399	20h-UP	1.048780488	203.0	0.205389788	0	0.048780488	0.7805	2	0.53	78	1.0	0.87
10240at7399	20h-UP	1.25	203.0	0.558569602	4	0.175	0.8515	6	0.33	70	0.975609756	0.68
6630at7399	20h-UP	1.0	203.0	0.0	0	0.0	0.9962	0	0.55	80	1.0	0.9
27378at7399	20h-UP	1.075	203.0	0.245015204	1	0.075	0.8563	3	0.39	76	0.975609756	0.86
18526at7399	20h-UP	1.0	203.0	0.0	0	0.0	1.2626	0	0.47	80	1.0	0.92
8355at7399	20h-UP	1.0	203.0	0.0	0	0.0	0.8298	0	0.5	80	1.0	0.84
28611at7399	20h-UP	1.025	203.0	0.152317024	1	0.025	0.9731	1	0.46	78	0.975609756	0.88
6767at7399	20h-UP	1.0	203.0	0.0	0	0.0	0.8201	0	0.3	80	1.0	0.77
9681at7399	20h-UP	1.0	203.0	0.0	0	0.0	0.9462	0	0.66	80	1.0	0.89
25012at7399	20h-UP	1.025	203.0	0.152317024	1	0.025	1.0247	1	0.38	78	0.975609756	0.78
30239at7399	20h-DO	1.888888889	203.0	0.915079364	13	0.222222222	0.6936	2	0.31	65	0.219512195	0.9
10968at7399	20h-DO	1.804878049	203.0	0.21956860600000006	8	0.804878049	1.4711	0	0.395	72	1.0	0.9
24758at7399	20h-DO	1.0	203.0	0.0	4	0.0	1.1015	0	0.29	76	0.902439024	0.68
17277at7399	20h-DO	1.0	177.3420531	0.0	6	0.0	1.7162	0	0.34	74	0.707317073	0.91
27346at7399	20h-DO	1.852941176	203.0	0.191136422	11	0.852941176	0.831	0	0.38	69	0.8292682929999999	0.755
32606at7399	20h-DO	1.0	162.0	0.0	11	0.0	2.3405	0	0.02	69	0.097560976	0.58
12080at7399	20h-DO	1.0	203.0	0.0	1	0.0	1.3051	0	0.25	79	0.975609756	0.63
22028at7399	20h-DO	1.0	203.0	0.0	11	0.0	1.2399	0	0.23	69	0.658536585	0.6
16327at7399	20h-DO	2.75	203.0	0.6441087120000001	18	0.8	1.2528	11	0.35666666700000005	51	0.975609756	0.833333333
31655at7399	20h-DO	1.0	203.0	0.0	12	0.0	1.0422	0	0.34	68	0.682926829	0.96
16962at7399	20h-DO	1.097560976	203.0	0.337016686	0	0.073170732	1.1844	3	0.4	77	1.0	0.82
28948at7399	20h-DO	1.0	203.0	0.0	3	0.0	1.3128	0	0.21	77	0.902439024	0.67
26712at7399	20h-DO	1.0	203.0	0.0	2	0.0	1.1589	0	0.57	78	0.951219512	0.87
29600at7399	20h-DO	1.0	203.0	0.0	8	0.0	1.2408	0	0.34	72	0.682926829	0.75
21723at7399	20h-DO	1.0	203.0	0.0	10	0.0	1.3003	0	0.35	70	0.585365854	0.66
22477at7399	20h-DO	1.0	203.0	0.0	0	0.0	0.8909999999999999	0	0.8	80	1.0	0.94
19797at7399	20h-DO	1.0	203.0	0.0	1	0.0	1.2398	0	0.49	79	0.975609756	0.9
29716at7399	20h-DO	2.351351351	203.0	0.8226224059999999	16	0.486486486	1.5005	9	0.014285714	55	0.902439024	0.16
32876at7399	20h-DO	1.0	203.0	0.0	8	0.0	1.3177	0	0.15	72	0.487804878	0.75
22594at7399	20h-DO	1.052631579	203.0	0.212132034	3	0.052631579000000005	0.8988	2	0.29	75	0.926829268	0.635
32231at7399	20h-DO	1.7179487180000002	203.0	0.34747602200000005	12	0.641025641	0.7161	3	0.71	65	0.951219512	0.915
31717at7399	20h-DO	1.0	177.3420531	0.0	11	0.0	1.0199	0	0.35	69	0.243902439	0.64
5332at7399	20h-DO	1.0	177.3420531	0.0	5	0.0	1.2722	0	0.31	75	0.365853659	0.81
31467at7399	20h-DO	1.125	68.31969659999999	0.293972368	7	0.125	1.2667	1	0.18	72	0.195121951	0.76
28868at7399	20h-DO	1.0	183.0129637	0.0	12	0.0	1.6505	0	0.22	68	0.634146341	0.94
10269at7399	20h-DO	1.0	203.0	0.0	0	0.0	0.885	0	0.3	80	1.0	0.63
24362at7399	20h-DO	1.0	203.0	0.0	11	0.0	1.2787	0	0.38	69	0.634146341	0.83
23502at7399	20h-DO	1.027027027	203.0	0.15789473699999998	4	0.027027027	1.2031	1	0.13	75	0.902439024	0.57
29567at7399	20h-DO	1.0	183.0129637	0.0	6	0.0	1.2686	0	0.25	74	0.731707317	0.72
30012at7399	20h-DO	1.068965517	203.0	0.237047394	9	0.068965517	0.93	2	0.37	69	0.707317073	0.75
30384at7399	20h-DO	1.4	203.0	0.857142857	9	0.1	0.8858	1	0.31	70	0.243902439	0.64
26244at7399	20h-DO	1.0	183.0129637	0.0	5	0.0	1.056	0	0.42	75	0.780487805	0.92
29906at7399	20h-DO	1.051282051	203.0	0.209812811	2	0.051282051	1.1372	2	0.03	76	0.951219512	0.89
20519at7399	20h-DO	1.048780488	203.0	0.205389788	0	0.048780488	1.1027	2	0.41	78	1.0	0.73
15338at7399	20h-DO	1.025641026	203.0	0.15411035	2	0.025641026	1.0827	1	0.56	77	0.951219512	0.825
3187at7399	20h-DO	1.0	203.0	0.0	0	0.0	0.7815	0	0.48	80	1.0	0.76
359at7399	20h-DO	1.073170732	203.0	0.318181818	0	0.048780488	1.7577	2	0.32	78	1.0	0.79
5247at7399	20h-DO	2.0	203.0	0.110431526	1	0.975609756	0.9606	1	0.555	78	1.0	0.87
19928at7399	20h-DO	1.073170732	203.0	0.242660869	0	0.073170732	1.2358	3	0.21	77	1.0	0.9
2690at7399	20h-DO	1.05	203.0	0.207566616	1	0.05	1.0939	2	0.64	77	0.975609756	0.8
9900at7399	20h-DO	1.526315789	203.0	0.747568393	6	0.210526316	1.2779	4	0.17	70	0.926829268	0.72
24820at7399	20h-DO	1.0	203.0	0.0	0	0.0	1.0324	0	0.38	80	1.0	0.89
13731at7399	20h-DO	1.0	203.0	0.0	2	0.0	1.1926	0	0.48	78	0.951219512	0.87
2827at7399	20h-DO	1.0	203.0	0.0	0	0.0	0.9014	0	0.57	80	1.0	0.91
16737at7399	20h-DO	1.027777778	203.0	0.159894048	5	0.027777778	0.897	1	0.12	74	0.87804878	0.68
17256at7399	20h-DO	1.048780488	203.0	0.205389788	0	0.048780488	0.9266	2	0.73	78	1.0	0.93
2626at7399	20h-DO	1.024390244	203.0	0.15058465	0	0.024390244	1.2165	1	0.53	79	1.0	0.87
9134at7399	20h-DO	1.0	203.0	0.0	0	0.0	1.1441	0	0.3	80	1.0	0.65
11756at7399	20h-DO	1.0	203.0	0.0	1	0.0	0.7447	0	0.73	79	0.975609756	0.94
2274at7399	20h-DO	1.0	203.0	0.0	0	0.0	1.1454	0	0.47	80	1.0	0.8
5713at7399	20h-DO	1.0	203.0	0.0	0	0.0	0.83	0	0.7	80	1.0	0.97
19131at7399	20h-DO	1.024390244	203.0	0.15058465	0	0.024390244	1.1766	1	0.45	79	1.0	0.93
796at7399	20h-DO	1.0	203.0	0.0	0	0.0	1.0506	0	0.74	80	1.0	0.95
21641at7399	20h-DO	1.025641026	203.0	0.15411035	2	0.025641026	0.9914	1	0.09	77	0.951219512	0.53
21182at7399	20h-DO	1.0	203.0	0.0	1	0.0	1.0882	0	0.17	79	0.975609756	0.68
25173at7399	20h-DO	1.0	203.0	0.0	1	0.0	0.8769	0	0.46	79	0.951219512	0.74
7764at7399	20h-DO	1.0	203.0	0.0	1	0.0	0.7788	0	0.55	79	0.975609756	0.84
20684at7399	20h-DO	1.025641026	203.0	0.15411035	2	0.025641026	0.997	1	0.11	77	0.951219512	0.57
11101at7399	20h-DO	1.15	203.0	0.458071902	1	0.1	1.4741	4	0.15	75	0.975609756	0.84
22340at7399	20h-DO	1.0	203.0	0.0	1	0.0	0.9743	0	0.35	79	0.975609756	0.81
7209at7399	20h-DO	1.097560976	203.0	0.27034500100000003	0	0.097560976	0.986	4	0.495	76	1.0	0.865
12997at7399	20h-DO	1.0	203.0	0.0	0	0.0	0.9317	0	0.41	80	1.0	0.87
1868at7399	20h-DO	1.0	203.0	0.0	0	0.0	1.2535	0	0.56	80	1.0	0.86
6731at7399	20h-DO	1.0	203.0	0.0	0	0.0	1.8083	0	0.43	80	1.0	0.94
8620at7399	20h-DO	1.024390244	203.0	0.15058465	0	0.024390244	0.8753	1	0.74	79	1.0	0.97
27176at7399	20h-DO	1.024390244	203.0	0.15058465	0	0.024390244	0.9236	1	0.58	79	1.0	0.88
10596at7399	20h-DO	1.128205128	203.0	0.5740604970000001	2	0.051282051	0.7602	2	0.26	76	0.951219512	0.57
13661at7399	20h-DO	1.048780488	203.0	0.205389788	0	0.048780488	1.3647	2	0.44	78	1.0	0.93
17035at7399	20h-DO	1.025	203.0	0.152317024	1	0.025	1.052	1	0.52	78	0.975609756	0.93
11913at7399	20h-DO	1.073170732	203.0	0.242660869	0	0.073170732	0.9461	3	0.09	77	1.0	0.47
12424at7399	20h-DO	1.0	203.0	0.0	0	0.0	0.9924	0	0.34	80	1.0	0.8
3952at7399	20h-DO	1.025	203.0	0.152317024	1	0.025	1.3908	1	0.23	78	0.975609756	0.76
4028at7399	20h-DO	1.027777778	183.0129637	0.159894048	2	0.027777778	1.1667	1	0.62	77	0.87804878	0.94
30894at7399	20h-DO	1.0	203.0	0.0	0	0.0	1.2316	0	0.12	80	1.0	0.79
14625at7399	20h-DO	1.0	203.0	0.0	2	0.0	1.0555	0	0.36	78	0.951219512	0.84
3648at7399	20h-DO	1.073170732	203.0	0.242660869	0	0.073170732	0.8342	3	0.35	77	1.0	0.625
11329at7399	20h-DO	1.025	203.0	0.152317024	1	0.025	1.2527	1	0.53	78	0.975609756	0.935
17434at7399	20h-DO	1.0	203.0	0.0	0	0.0	1.2042	0	0.53	80	1.0	0.93
5710at7399	20h-DO	1.025	203.0	0.152317024	1	0.025	1.0672	1	0.37	78	0.975609756	0.84
2499at7399	20h-DO	1.0	203.0	0.0	0	0.0	1.0252	0	0.57	80	1.0	0.94
8605at7399	20h-DO	1.0	203.0	0.0	1	0.0	0.9074	0	0.64	79	0.975609756	0.94
18775at7399	20h-DO	1.0	203.0	0.0	1	0.0	0.7769	0	0.68	79	0.975609756	0.93
30802at7399	20h-DO	1.025	203.0	0.152317024	1	0.025	0.9861	1	0.35	78	0.975609756	0.95
25283at7399	20h-DO	1.0	203.0	0.0	1	0.0	1.1035	0	0.23	79	0.975609756	0.83
23197at7399	20h-DO	1.0	177.3420531	0.0	7	0.0	1.0888	0	0.35	73	0.609756098	0.88
5278at7399	20h-DO	1.048780488	203.0	0.205389788	0	0.048780488	0.8425	2	0.21	78	1.0	0.62
23188at7399	20h-DO	1.131578947	203.0	0.361027319	6	0.105263158	0.944	3	0.23	71	0.926829268	0.78
16476at7399	20h-DO	1.026315789	203.0	0.15596827	3	0.026315789	1.2794	1	0.32	76	0.926829268	0.68
8220at7399	20h-DO	1.024390244	203.0	0.15058465	0	0.024390244	0.8606	1	0.6	79	1.0	0.91
1512at7399	20h-DO	1.0	183.0129637	0.0	2	0.0	1.2729	0	0.25	78	0.804878049	0.69
24255at7399	20h-DO	1.025	203.0	0.152317024	1	0.025	1.1839	1	0.23	78	0.975609756	0.68
6758at7399	20h-DO	1.024390244	203.0	0.15058465	0	0.024390244	0.8503	1	0.43	79	1.0	0.66
8364at7399	20h-DO	1.027027027	183.0129637	0.15789473699999998	1	0.027027027	0.8728	1	0.13	78	0.902439024	0.31
6886at7399	20h-DO	1.1	203.0	0.272727273	1	0.1	0.757	4	0.41	75	0.975609756	0.81
1194at7399	20h-DO	1.12195122	203.0	0.291661041	0	0.12195122	0.9326	5	0.71	75	1.0	0.93
4542at7399	20h-DO	1.0	203.0	0.0	1	0.0	1.1821	0	0.57	79	0.975609756	0.85
20738at7399	20h-DO	1.048780488	203.0	0.205389788	0	0.048780488	0.8024	2	0.77	78	1.0	0.97
11631at7399	20h-DO	1.078947368	203.0	0.328137172	3	0.052631579000000005	1.1482	2	0.19	75	0.926829268	0.72
11587at7399	20h-DO	1.025	203.0	0.152317024	1	0.025	1.0032	1	0.3	78	0.975609756	0.73
1475at7399	20h-DO	1.024390244	203.0	0.15058465	0	0.024390244	0.9478	1	0.43	79	1.0	0.78
3656at7399	20h-DO	1.0	183.0129637	0.0	19	0.0	0.8575	0	0.48	61	0.26829268300000003	0.85
3990at7399	20h-DO	1.0	203.0	0.0	0	0.0	0.9847	0	0.63	80	1.0	0.92
3746at7399	20h-DO	1.048780488	203.0	0.205389788	0	0.048780488	0.9515	2	0.21	78	1.0	0.32
4601at7399	20h-DO	1.0	183.0129637	0.0	1	0.0	0.8211	0	0.68	79	0.902439024	0.92
26298at7399	20h-DO	1.0	203.0	0.0	1	0.0	0.8701	0	0.33	79	0.975609756	0.64
16083at7399	20h-DO	1.0	203.0	0.0	0	0.0	0.8465	0	0.58	80	1.0	0.93
590at7399	20h-DO	1.0	203.0	0.0	0	0.0	1.1909	0	0.59	80	1.0	0.93
9488at7399	20h-DO	1.075	203.0	0.245015204	1	0.075	1.1842	3	0.15	76	0.975609756	0.41
26564at7399	20h-DO	1.026315789	203.0	0.15596827	2	0.026315789	0.8562	1	0.6	77	0.926829268	0.89
32297at7399	20h-DO	1.105263158	203.0	0.277664376	6	0.105263158	1.2877	2	0.2	72	0.463414634	0.59
13204at7399	20h-DO	1.15	203.0	0.310496888	1	0.15	1.1967	6	0.25	73	0.975609756	0.54
22694at7399	20h-DO	1.157894737	203.0	0.7012385740000001	3	0.052631579000000005	1.2007	2	0.27	75	0.926829268	0.58
21343at7399	20h-DO	1.0	203.0	0.0	0	0.0	0.8787	0	0.58	80	1.0	0.88
7263at7399	20h-DO	1.048780488	203.0	0.294165364	0	0.024390244	0.8164	1	0.34	79	1.0	0.71
20600at7399	20h-DO	1.048780488	203.0	0.294165364	0	0.024390244	1.1283	1	0.4	79	1.0	0.71
5417at7399	20h-DO	1.024390244	203.0	0.15058465	0	0.024390244	0.8856	1	0.44	79	1.0	0.84
19279at7399	20h-DO	1.025	203.0	0.152317024	1	0.025	1.0766	1	0.3	78	0.975609756	0.75
9722at7399	20h-DO	1.421052632	203.0	1.182288126	3	0.105263158	1.1133	3	0.18	74	0.926829268	0.71
17162at7399	20h-DO	1.1	203.0	0.272727273	1	0.1	1.1214	3	0.44	76	0.975609756	0.88
2676at7399	20h-DO	1.024390244	203.0	0.15058465	0	0.024390244	0.9966	1	0.35	79	1.0	0.62
805at7399	20h-DO	1.0	162.0	0.0	14	0.0	0.9265	0	0.63	66	0.390243902	0.9
21555at7399	20h-DO	1.024390244	203.0	0.15058465	0	0.024390244	0.7805	1	0.49	79	1.0	0.85
12728at7399	20h-DO	1.0	203.0	0.0	0	0.0	0.9197	0	0.49	80	1.0	0.87
32508at7399	20h-DO	1.0	203.0	0.0	14	0.0	1.2029	0	0.04	66	0.658536585	0.67
292at7399	20h-DO	1.0	203.0	0.0	0	0.0	1.1406	0	0.84	80	1.0	0.97
28497at7399	20h-DO	1.0	203.0	0.0	0	0.0	1.2323	0	0.5	80	1.0	0.75
302at7399	20h-DO	1.0	203.0	0.0	0	0.0	0.7432	0	0.86	80	1.0	0.98
21911at7399	20h-DO	1.026315789	203.0	0.15596827	3	0.026315789	1.1966	1	0.2	76	0.926829268	0.83
24298at7399	20h-DO	1.025641026	203.0	0.15411035	2	0.025641026	0.9309	1	0.32	77	0.951219512	0.83
16254at7399	20h-DO	2.075	203.0	0.292897489	4	0.9	1.431	5	0.11	71	0.975609756	0.685
2678at7399	20h-DO	1.0	203.0	0.0	0	0.0	1.06	0	0.76	80	1.0	0.97
30348at7399	20h-DO	1.0	203.0	0.0	9	0.0	1.2556	0	0.13	71	0.390243902	0.4
28850at7399	20h-DO	1.025	203.0	0.152317024	1	0.025	0.7447	1	0.3	78	0.975609756	0.85
16293at7399	20h-DO	1.078947368	203.0	0.249925628	3	0.078947368	0.9124	3	0.34	74	0.926829268	0.68
1942at7399	20h-DO	1.0	203.0	0.0	0	0.0	0.7409	0	0.65	80	1.0	0.91
10170at7399	20h-DO	1.025641026	203.0	0.15411035	2	0.025641026	0.8456	1	0.33	77	0.951219512	0.64
7126at7399	20h-DO	1.0	203.0	0.0	1	0.0	0.9162	0	0.3	79	0.975609756	0.6
18482at7399	20h-DO	1.0	203.0	0.0	5	0.0	0.7651	0	0.53	75	0.87804878	0.9
1959at7399	20h-DO	1.025	203.0	0.152317024	1	0.025	0.8326	1	0.8	78	0.975609756	0.97
1939at7399	20h-DO	1.076923077	203.0	0.324718612	2	0.051282051	1.4569	2	0.6	76	0.951219512	0.96
1393at7399	20h-DO	1.0	203.0	0.0	0	0.0	1.1196	0	0.78	80	1.0	0.93
31298at7399	20h-DO	1.0	203.0	0.0	0	0.0	1.7014	0	0.1	80	1.0	0.89
1716at7399	20h-DO	1.0	203.0	0.0	0	0.0	0.9866	0	0.65	80	1.0	0.94
31841at7399	20h-DO	1.526315789	203.0	0.418081229	20	0.447368421	1.2808	3	0.12	57	0.926829268	0.77
11072at7399	20h-DO	1.0	203.0	0.0	0	0.0	0.8784	0	0.51	80	1.0	0.87
12117at7399	20h-DO	1.052631579	203.0	0.212132034	3	0.052631579000000005	0.9607	2	0.62	75	0.926829268	0.94
7461at7399	20h-DO	1.0	203.0	0.0	3	0.0	0.8464	0	0.49	77	0.926829268	0.9
11555at7399	20h-DO	1.0	203.0	0.0	0	0.0	0.938	0	0.58	80	1.0	0.95
12227at7399	20h-DO	1.025	203.0	0.152317024	1	0.025	1.4767	1	0.32	78	0.975609756	0.68
9736at7399	20h-DO	1.052631579	203.0	0.212132034	3	0.052631579000000005	0.8668	2	0.3	75	0.926829268	0.66
26908at7399	20h-DO	1.0	203.0	0.0	2	0.0	0.8363	0	0.03	78	0.951219512	0.77
15757at7399	20h-DO	1.025641026	203.0	0.15411035	2	0.025641026	1.0908	1	0.21	77	0.951219512	0.69
28816at7399	20h-DO	1.0	183.0129637	0.0	5	0.0	1.0693	0	0.44	75	0.707317073	0.94
3516at7399	20h-DO	1.0	203.0	0.0	0	0.0	0.8982	0	0.48	80	1.0	0.87
24050at7399	20h-DO	1.435897436	203.0	0.345340707	13	0.435897436	0.7146	0	0.38	67	0.951219512	0.88
5873at7399	20h-DO	1.0	183.0129637	0.0	3	0.0	1.0338	0	0.47	77	0.780487805	0.87
32473at7399	20h-DO	1.0	177.3420531	0.0	6	0.0	1.4286	0	0.15	74	0.31707317100000004	0.81
5293at7399	20h-DO	1.0	203.0	0.0	1	0.0	0.802	0	0.63	79	0.975609756	0.78
21871at7399	20h-DO	1.0	203.0	0.0	1	0.0	0.949	0	0.54	79	0.975609756	0.91
15687at7399	20h-DO	1.0	203.0	0.0	2	0.0	1.1997	0	0.44	78	0.951219512	0.92
28847at7399	20h-DO	1.0	203.0	0.0	1	0.0	0.884	0	0.54	79	0.975609756	0.87
7033at7399	20h-DO	1.0	203.0	0.0	0	0.0	1.1132	0	0.49	80	1.0	0.93
24053at7399	20h-DO	1.0	203.0	0.0	0	0.0	0.7839	0	0.61	80	1.0	0.96
25748at7399	20h-DO	1.0	203.0	0.0	0	0.0	0.8062	0	0.44	80	1.0	0.85
2809at7399	20h-DO	1.024390244	203.0	0.15058465	0	0.024390244	0.7642	1	0.5	79	1.0	0.72
9351at7399	20h-DO	1.0	177.3420531	0.0	4	0.0	1.215	0	0.2	76	0.7560975609999999	0.53
27810at7399	20h-DO	1.035714286	183.0129637	0.17917767	10	0.035714286	1.1621	1	0.56	69	0.682926829	0.97
15671at7399	20h-DO	4.029411765	203.0	0.609346983	30	0.8235294120000001	1.1389	15	0.09125	35	0.8292682929999999	0.79625
5462at7399	20h-DO	1.0	203.0	0.0	0	0.0	0.9536	0	0.64	80	1.0	0.94
12428at7399	20h-DO	1.0	203.0	0.0	0	0.0	1.1183	0	0.33	80	1.0	0.85
3415at7399	20h-DO	1.0	183.0129637	0.0	1	0.0	0.9514	0	0.41	79	0.902439024	0.76
1640at7399	20h-DO	1.05	203.0	0.207566616	1	0.05	0.8867	1	0.66	78	0.975609756	0.94
17572at7399	20h-DO	1.025641026	203.0	0.15411035	2	0.025641026	0.9072	1	0.48	77	0.951219512	0.82
10033at7399	20h-DO	1.073170732	203.0	0.242660869	0	0.073170732	1.2335	3	0.1	77	1.0	0.64
3028at7399	20h-DO	1.0	203.0	0.0	1	0.0	1.0098	0	0.48	79	0.975609756	0.89
20048at7399	20h-DO	1.024390244	203.0	0.15058465	0	0.024390244	0.9819	1	0.43	79	1.0	0.82
27354at7399	20h-DO	1.0	203.0	0.0	0	0.0	0.8341	0	0.55	80	1.0	0.89
3051at7399	20h-DO	1.073170732	203.0	0.242660869	0	0.073170732	1.0995	3	0.46	77	1.0	0.92
4813at7399	20h-DO	1.0	203.0	0.0	0	0.0	1.207	0	0.42	80	1.0	0.87
10241at7399	20h-DO	1.052631579	203.0	0.212132034	3	0.052631579000000005	1.1388	2	0.21	75	0.926829268	0.7
5322at7399	20h-DO	1.048780488	203.0	0.205389788	0	0.048780488	1.0988	2	0.5	78	1.0	0.85
764at7399	20h-DO	1.05	203.0	0.297380857	1	0.025	0.9806	1	0.25	78	0.975609756	0.58
455at7399	20h-DO	1.0	203.0	0.0	0	0.0	1.0167	0	0.48	80	1.0	0.82
7238at7399	20h-DO	1.0	203.0	0.0	1	0.0	1.4044	0	0.24	79	0.975609756	0.62
10851at7399	20h-DO	1.097560976	203.0	0.337016686	0	0.073170732	1.406	3	0.35	77	1.0	0.77
14776at7399	20h-DO	1.0	203.0	0.0	0	0.0	0.8583	0	0.48	80	1.0	0.87
7611at7399	20h-DO	1.0	203.0	0.0	1	0.0	0.7829999999999999	0	0.69	79	0.975609756	0.94
21803at7399	20h-DO	1.0	203.0	0.0	0	0.0	1.0152	0	0.1	80	1.0	0.86
25681at7399	20h-DO	1.025	203.0	0.152317024	1	0.025	1.1419	1	0.25	78	0.975609756	0.86
4022at7399	20h-DO	1.048780488	203.0	0.205389788	0	0.048780488	1.3526	2	0.34	78	1.0	0.85
23857at7399	20h-DO	1.025641026	203.0	0.15411035	2	0.025641026	1.4727	1	0.37	77	0.951219512	0.92
2791at7399	20h-DO	1.024390244	203.0	0.15058465	0	0.024390244	1.0219	1	0.86	79	1.0	0.98
31672at7399	20h-DO	3.073170732	203.0	0.611471755	18	0.902439024	0.7881	7	0.285	55	1.0	0.75
916at7399	20h-DO	1.027027027	183.0129637	0.15789473699999998	1	0.027027027	1.0285	1	0.59	78	0.902439024	0.93
30605at7399	20h-DO	1.0	203.0	0.0	1	0.0	0.9194	0	0.2	79	0.975609756	0.79
10191at7399	20h-DO	1.0	203.0	0.0	1	0.0	1.011	0	0.63	79	0.975609756	0.98
26261at7399	20h-DO	1.025	203.0	0.152317024	1	0.025	0.8895	1	0.38	78	0.975609756	0.91
1221at7399	20h-DO	1.024390244	203.0	0.15058465	0	0.024390244	0.8540000000000001	1	0.62	79	1.0	0.92
