orthogroup	AAL	AEN	AGE	CAF	CNV	CON	DUP	EVR	EXP	LCA	PDN	PDS	SEL	STA	SYN	UNI	ACN
MZ22511009	493.0555556	4.222222222	43.0	0.7975	0.0	1	0.0	0.9714	0	7	0.67213	4.61741	0.14556	35	0.0	0.9473684210526316	1.0
MZ22511010	429.3157895	3.052631579	43.0	0.9565	0.0	0	0.0	0.8495	0	7	0.15849000000000002	5.8652	0.02702	36	0.0	1.0	1.0
MZ22511011	430.5714286000001	3.571428571	27.90365678	0.001	0.0	9	0.0	0.9586	0	7	0.21704	3.72816	0.058220000000000015	27	0.0	0.3684210526315789	1.0
MZ22511014	501.1052632	4.0	43.0	0.9565	0.0	0	0.0	0.9443	0	7	0.49635	7.29913	0.068	36	0.0	1.0	1.0
MZ22511016	522.1578946999998	9.105263158	43.0	0.9565	0.0	0	0.0	0.944	0	7	0.31945	3.4384300000000003	0.09291	36	0.0	1.0	1.0
MZ22511017	712.7692308	2.769230769	43.0	0.014	0.0	6	0.0	1.2192	0	7	0.86364	5.75903	0.14995999999999998	30	0.0	0.6842105263157895	1.0
MZ22511020	435.85	1.3	43.0	0.887	0.212132034	0	0.052631579000000005	0.883	1	7	0.22706	5.9481	0.03817	35	0.078947368	1.0	1.0526315789473684
MZ22511023	479.0526316	2.210526316	43.0	0.9565	0.0	0	0.0	1.1502	0	7	0.5825100000000001	7.766539999999999	0.075	36	0.0	1.0	1.0
MZ22511024	432.5454545	4.0	43.0	0.002	0.0	8	0.0	1.0444	0	7	0.66274	9.53315	0.06952	28	0.0	0.5789473684210527	1.0
MZ22511025	443.85	8.3	43.0	0.951	0.212132034	0	0.052631579000000005	1.047	1	7	0.09175	4.65115	0.01973	35	0.0	1.0	1.0526315789473684
MZ22511027	361.1304348000001	5.9565217389999985	43.0	0.55	0.430412823	0	0.15789473699999998	0.9445	3	7	1.14075	12.4522	0.09161	33	0.061403509	1.0	1.2105263157894737
MZ22511029	555.2222222	3.166666667	43.0	0.7975	0.0	1	0.0	1.0533	0	7	0.6677	8.40127	0.07948	35	0.274509804	0.9473684210526316	1.0
MZ22511030	415.05555560000005	3.222222222	43.0	0.8245	0.0	1	0.0	1.3371	0	7	1.33639	8.42489	0.15862	35	0.0	0.9473684210526316	1.0
MZ22511039	432.7	4.1	19.19682665	0.006	0.0	7	0.0	1.0531	0	6	0.44509	3.1360900000000003	0.14193	29	0.088888889	0.5263157894736842	1.0
MZ22511041	430.7894737	3.842105263	43.0	0.9565	0.0	0	0.0	0.8278	0	7	0.06622	5.57304	0.01188	36	0.0	1.0	1.0
MZ22511043	485.3	2.95	43.0	0.888	0.212132034	0	0.052631579000000005	1.3356	1	7	1.5349	9.91236	0.15485	35	0.166666667	1.0	1.0526315789473684
MZ22511044	596.0	3.476190476	43.0	0.8059999999999999	0.277664376	0	0.105263158	1.0793	2	7	0.8430799999999999	9.20809	0.09156	34	0.0	1.0	1.1052631578947372
MZ22511047	554.1428571	3.952380952	43.0	0.0	0.277664376	0	0.105263158	1.0037	2	7	1.93375	22.13695	0.08735	34	0.096491228	1.0	1.1052631578947372
MZ22511049	466.5	3.75	43.0	0.9165	0.0	1	0.0	0.9521	0	7	0.13978	3.39446	0.04118	35	0.0	0.21052631578947367	1.0
MZ22511052	478.8666667	2.933333333	43.0	0.036000000000000004	0.0	4	0.0	1.0289	0	7	0.82084	7.58529	0.10821	32	0.147619048	0.7894736842105263	1.0
MZ22511054	710.0	1.947368421	43.0	0.8270000000000001	0.217005559	1	0.055555556	1.3888	1	7	1.15132	4.38351	0.26265	34	0.0	0.9473684210526316	1.0555555555555556
MZ22511055	439.4285714	4.571428571	43.0	0.001	0.0	9	0.0	0.998	0	7	0.30318	3.02812	0.10012	27	0.0	0.3684210526315789	1.0
MZ22511056	484.7777778	3.777777778	43.0	0.8245	0.0	1	0.0	0.9808	0	7	0.52477	5.02542	0.10442	35	0.0	0.9473684210526316	1.0
MZ22511057	408.95	2.15	43.0	0.888	0.212132034	0	0.052631579000000005	0.905	1	7	0.42635	7.57282	0.0563	35	0.0	1.0	1.0526315789473684
MZ22511061	682.3684211	7.052631579	43.0	0.9565	0.0	0	0.0	0.8865	0	7	0.18738	5.48613	0.03416	36	0.0	1.0	1.0
MZ22511062	446.5263158	3.052631579	43.0	0.9565	0.0	0	0.0	0.8865	0	7	0.26237	7.130960000000001	0.03679	36	0.0	1.0	1.0
MZ22511063	468.5294118	2.294117647	27.90365678	0.925	0.0	1	0.0	0.8813	0	7	0.40182	5.6066	0.07167000000000001	35	0.0	0.8947368421052632	1.0
MZ22511065	499.0	2.166666667	43.0	0.0	0.0	10	0.0	1.1203	0	7	0.4371	4.27539	0.10224	26	0.0	0.3157894736842105	1.0
MZ22511066	502.0	1.909090909	43.0	0.0	0.272727273	7	0.1	0.9769	1	7	0.3513	5.19631	0.06761	28	0.0	0.5263157894736842	1.1
MZ22511067	512.6666667	3.0	1.979807516	0.003	0.0	8	0.0	1.0158	0	6	0.035289999999999995	0.09891	0.35679	28	0.0	0.15789473684210525	1.0
MZ22511068	507.83333330000005	1.111111111	43.0	0.82	0.0	1	0.0	1.2327	0	7	1.2204700000000002	5.94907	0.20515	35	0.0	0.9473684210526316	1.0
MZ22511071	332.5333333000001	5.4	43.0	0.066	0.0	4	0.0	1.1644	0	7	1.05013	8.41955	0.12473	32	0.0	0.7894736842105263	1.0
MZ22511073	401.2222222	5.0	27.90365678	0.0	0.0	9	0.0	0.883	0	7	0.12521	3.79261	0.033010000000000005	27	0.0	0.4736842105263158	1.0
MZ22511078	487.45	1.1	43.0	0.888	0.212132034	0	0.052631579000000005	0.8908	1	7	0.48078	5.95077	0.08079	35	0.0	1.0	1.0526315789473684
MZ22511079	482.5882353	4.647058824	43.0	0.655	0.0	2	0.0	1.0544	0	7	0.59025	7.26738	0.08122	34	0.0	0.8947368421052632	1.0
MZ22511080	468.7	3.6	43.0	0.887	0.212132034	0	0.052631579000000005	1.2036	1	7	1.2445	7.5748	0.16429000000000002	35	0.105263158	1.0	1.0526315789473684
MZ22511081	545.0	4.6363636360000005	43.0	0.026	0.435984684	1	0.166666667	1.1261	3	7	1.15671	9.30301	0.12434	32	0.0	0.9473684210526316	1.2222222222222223
MZ22511082	523.0	2.0	27.90365678	0.589	0.0	3	0.0	0.9512	0	7	0.16543	2.16407	0.07644	33	0.0	0.15789473684210525	1.0
MZ22511083	504.125	4.0	43.0	0.0	0.306186218	10	0.14285714300000002	1.021	1	7	0.36187	3.69181	0.09802	25	0.0	0.3684210526315789	1.1428571428571428
MZ22511085	424.5	2.0	43.0	0.0	0.0	8	0.0	1.0224	0	7	0.64464	6.52835	0.09874	28	0.0	0.5263157894736842	1.0
MZ22511088	489.26666669999986	2.733333333	43.0	0.0	0.0	4	0.0	1.2445	0	7	1.1463	5.25105	0.2183	32	0.0	0.7894736842105263	1.0
MZ22511090	407.0	3.6	43.0	0.001	0.0	9	0.0	1.065	0	7	0.40302	4.72515	0.08528999999999999	27	0.0	0.2631578947368421	1.0
MZ22511091	490.42105260000005	5.526315789	43.0	0.9565	0.0	0	0.0	0.8994	0	7	0.28866	4.10595	0.0703	36	0.0	1.0	1.0
MZ22511093	531.9444444000002	2.944444444	43.0	0.8245	0.0	1	0.0	1.0194	0	7	0.90004	9.90046	0.09091	35	0.0	0.9473684210526316	1.0
MZ22511094	521.3684211	4.736842105	43.0	0.725	0.217005559	1	0.055555556	1.0944	1	7	0.78098	5.67505	0.13762	34	0.0	0.9473684210526316	1.0555555555555556
MZ22511096	515.047619	6.095238095	43.0	0.851	0.277664376	0	0.105263158	0.9885	2	7	0.4386	3.8953	0.1126	34	0.225146199	1.0	1.1052631578947372
MZ22511098	492.1538462	2.307692308	43.0	0.0	0.0	6	0.0	0.9509	1	7	0.55248	6.2496800000000015	0.0884	29	0.0	0.6842105263157895	1.0
MZ22511099	437.33333330000005	2.833333333	43.0	0.0	0.0	10	0.0	0.993	0	7	0.33057	4.64493	0.07117000000000001	26	0.0	0.3157894736842105	1.0
MZ22511101	421.11111110000013	5.777777778	43.0	0.82	0.0	1	0.0	0.9181	0	7	0.10238	4.77339	0.02145	35	0.08496732	0.9473684210526316	1.0
MZ22511102	355.3684211000001	3.736842105	43.0	0.9565	0.0	0	0.0	0.8352	0	7	0.11354000000000003	4.97898	0.0228	36	0.0	1.0	1.0
MZ22511105	490.375	5.5	43.0	0.147	0.0	3	0.0	1.0486	0	7	0.8206600000000001	5.94422	0.13806	33	0.0	0.8421052631578947	1.0
MZ22511106	477.0	3.263157895	43.0	0.506	0.28827503	2	0.117647059	1.0804	2	7	0.8618	8.50795	0.10129	32	0.0	0.8947368421052632	1.1176470588235294
MZ22511109	402.4736842	4.0	43.0	0.9565	0.0	0	0.0	0.8795	0	7	0.35246	5.98074	0.05893	36	0.029239766	1.0	1.0
MZ22511113	453.0	2.263157895	43.0	0.9565	0.0	0	0.0	1.0834	0	7	0.94592	7.61098	0.12428	36	0.061403509	1.0	1.0
MZ22511114	462.9047619	2.0	43.0	0.8270000000000001	0.277664376	0	0.105263158	0.9238	2	7	0.41804	6.65172	0.06285	34	0.175438596	1.0	1.1052631578947372
MZ22511116	657.0	1.0	19.19682665	0.0	0.0	11	0.0	1.1019	0	6	0.24336	1.87907	0.12951	25	0.0	0.2631578947368421	1.0
MZ22511117	356.6111111	2.777777778	43.0	0.82	0.0	1	0.0	1.0326	0	7	0.86711	7.07665	0.12253	35	0.0	0.9473684210526316	1.0
MZ22511118	397.0526316	3.631578947	43.0	0.9565	0.0	0	0.0	0.8885	0	7	0.19564	4.94234	0.03958	36	0.0	1.0	1.0
MZ22511120	460.7222222	3.0	43.0	0.825	0.0	1	0.0	0.9142	0	7	0.27681	6.592410000000001	0.04199	35	0.04248366	0.9473684210526316	1.0
MZ22511122	371.9411765	2.0	43.0	0.516	0.0	2	0.0	0.9315	0	7	0.61549	9.18071	0.06704	34	0.0	0.8947368421052632	1.0
MZ22511124	382.4705882	5.823529412	43.0	0.648	0.0	2	0.0	0.8788	0	7	0.23331	6.06977	0.03844	34	0.106617647	0.8947368421052632	1.0
MZ22511125	472.5714286000001	2.071428571	43.0	0.09	0.0	4	0.0	0.9305	0	7	0.38174	5.31986	0.07176	32	0.049450549	0.7368421052631579	1.0
MZ22511126	470.8421053	5.894736842	43.0	0.9565	0.0	0	0.0	0.9113	0	7	0.36495	4.59725	0.07937999999999999	36	0.01754386	1.0	1.0
MZ22511127	332.5	5.833333333	43.0	0.7865	0.0	1	0.0	0.8452	0	7	0.03263	2.396	0.013619999999999998	35	0.0	0.9473684210526316	1.0
MZ22511128	441.7058824	5.529411765	43.0	0.631	0.0	2	0.0	0.9328	0	7	0.43838	3.58125	0.12241	34	0.0	0.8947368421052632	1.0
MZ22511129	615.7894737	3.157894737	43.0	0.9565	0.0	0	0.0	1.14	0	7	1.01616	8.26639	0.12293	36	0.023391813	1.0	1.0
MZ22511139	393.6666667	3.666666667	27.90365678	0.0	0.0	9	0.0	0.8838	0	7	0.15577	3.48328	0.04472	27	0.0	0.4736842105263158	1.0
MZ22511140	446.8235294	4.1176470589999985	43.0	0.655	0.0	2	0.0	1.0282	0	7	0.62028	3.70794	0.16727999999999998	34	0.073529412	0.8947368421052632	1.0
MZ22511145	428.0	3.944444444	43.0	0.82	0.0	1	0.0	0.9423	0	7	0.47112	7.40825	0.06359	35	0.08496732	0.9473684210526316	1.0
MZ22511146	483.33333330000005	3.5	43.0	0.82	0.0	1	0.0	1.0767	0	7	0.53778	4.3534	0.12353	35	0.0	0.9473684210526316	1.0
MZ22511150	760.6315789	2.0526315790000003	43.0	0.9565	0.0	0	0.0	1.7383	0	7	2.94362	10.80642	0.2724	36	0.0	1.0	1.0
MZ22511153	423.3684211	4.0	43.0	0.9565	0.0	0	0.0	0.8344	0	7	0.07622000000000001	5.92199	0.01287	36	0.0	1.0	1.0
MZ22511155	434.3684211	2.947368421	43.0	0.9565	0.0	0	0.0	0.8615	0	7	0.20483	6.313269999999998	0.03244	36	0.0	1.0	1.0
MZ22511156	384.5789474	4.526315789	43.0	0.84	0.217005559	1	0.055555556	0.9168	1	7	0.2557	4.8247	0.053	34	0.0	0.9473684210526316	1.0555555555555556
MZ22511159	540.3333332999998	2.066666667	43.0	0.071	0.240370085	4	0.071428571	1.0788	1	7	0.86146	5.85895	0.14703	31	0.0	0.7368421052631579	1.0714285714285714
MZ22511160	512.5789474	2.842105263	43.0	0.84	0.217005559	1	0.055555556	1.4757	1	7	1.90516	8.69923	0.219	34	0.0	0.9473684210526316	1.0555555555555556
MZ22511163	408.7826087	2.52173913	43.0	0.892	0.336781161	0	0.210526316	0.8465	3	7	0.21232	9.08981	0.02336	33	0.046783626	1.0	1.2105263157894737
MZ22511164	439.11111110000013	3.833333333	43.0	0.851	0.0	1	0.0	0.8276	0	7	0.035660000000000004	5.69137	0.00627	35	0.0	0.9473684210526316	1.0
MZ22511165	451.2	2.1	43.0	0.888	0.212132034	0	0.052631579000000005	1.0269	1	7	0.738	8.1988	0.09001	35	0.0	1.0	1.0526315789473684
MZ22511167	530.1578946999998	2.631578947	43.0	0.9565	0.0	0	0.0	1.0612	0	7	0.8161	10.7078	0.07622000000000001	36	0.0	1.0	1.0
MZ22511168	525.4	3.1	43.0	0.0	0.0	9	0.0	1.6271	0	7	1.59394	7.43613	0.21435	27	0.0	0.5263157894736842	1.0
MZ22511170	410.4705882	2.705882353	43.0	0.655	0.0	2	0.0	0.8791	0	7	0.4122	5.74164	0.07178999999999999	34	0.0	0.8947368421052632	1.0
MZ22511173	423.0	5.785714286	43.0	0.015	0.0	5	0.0	0.8749	0	7	0.10618	4.83114	0.02198	31	0.0	0.7368421052631579	1.0
MZ22511176	441.05	2.0	43.0	0.888	0.212132034	0	0.052631579000000005	0.9276	1	7	0.43424	7.22288	0.060120000000000014	35	0.187134503	1.0	1.0526315789473684
MZ22511177	450.2631579	1.052631579	43.0	0.507	0.282842712	1	0.111111111	1.1275	2	7	0.8097	6.3885	0.12674000000000002	33	0.0	0.9473684210526316	1.1111111111111112
MZ22511178	364.2631579	4.578947368	43.0	0.9565	0.0	0	0.0	0.9361	0	7	0.32895	5.47621	0.06007000000000001	36	0.073099415	1.0	1.0
MZ22511180	580.625	5.0	43.0	0.312	0.233853587	3	0.066666667	0.8531	1	7	0.27603	4.7318	0.05834	32	0.0	0.7894736842105263	1.0666666666666669
MZ22511182	426.1666667	4.1111111110000005	43.0	0.7975	0.0	1	0.0	0.946	0	7	0.40851	6.1318800000000016	0.06662	35	0.0	0.9473684210526316	1.0
MZ22511183	428.2631579	5.1052631580000005	43.0	0.9565	0.0	0	0.0	0.8573	0	7	0.10397	4.45067	0.02336	36	0.0	1.0	1.0
MZ22511185	340.2857143	2.142857143	43.0	0.002	0.319438282	7	0.166666667	1.7229	1	7	0.8950299999999999	5.70282	0.15695	28	0.0	0.3157894736842105	1.1666666666666667
MZ22511190	436.8421053	4.157894737	43.0	0.6940000000000001	0.217005559	1	0.055555556	1.1352	1	7	1.3686	8.66517	0.15794	34	0.0	0.9473684210526316	1.0555555555555556
MZ22511198	431.33333330000005	4.666666667	9.663417743	0.002	0.0	8	0.0	1.4277	0	6	0.41383	1.28215	0.32276	28	0.0	0.15789473684210525	1.0
MZ22511199	376.1363636	4.5	43.0	0.501	0.314918329	0	0.15789473699999998	0.8916	3	7	0.2251	6.6239	0.03398	33	0.105263158	1.0	1.1578947368421053
MZ22511203	803.1764706	3.0	43.0	0.655	0.0	2	0.0	1.2056	0	7	2.38567	8.94004	0.26685	34	0.0	0.8947368421052632	1.0
MZ22511206	474.7368421	2.105263158	43.0	0.9565	0.0	0	0.0	0.9271	0	7	0.32924000000000003	6.796639999999999	0.04844	36	0.151234568	1.0	1.0
MZ22511207	508.85	4.15	43.0	0.888	0.212132034	0	0.052631579000000005	0.9601	1	7	0.6815	7.96992	0.08551	35	0.0	1.0	1.0526315789473684
MZ22511209	589.4285714	4.0	43.0	0.014	0.0	5	0.0	0.8882	0	7	0.22764	3.74336	0.06081	31	0.0	0.7368421052631579	1.0
MZ22511211	397.8421053	4.947368421	43.0	0.9565	0.0	0	0.0	0.8281	0	7	0.06652999999999999	4.69596	0.01417	36	0.0	1.0	1.0
MZ22511212	422.3684211	5.0	43.0	0.9565	0.0	0	0.0	0.8566	0	7	0.15220999999999998	4.86532	0.03128	36	0.0	1.0	1.0
MZ22511219	441.2222222	3.111111111	43.0	0.001	0.0	9	0.0	1.0982	0	7	0.6924	7.16948	0.09658	27	0.0	0.4736842105263158	1.0
MZ22511221	513.25	3.5	15.68373472	0.0	0.353553391	11	0.333333333	0.8829	1	6	0.02001	0.9641	0.02076	24	0.0	0.15789473684210525	1.3333333333333333
MZ22511224	461.1764706	3.411764706	43.0	0.329	0.22782255	3	0.0625	0.9751	1	7	1.3258299999999998	17.3926	0.07622999999999999	32	0.0	0.8421052631578947	1.0625
MZ22511229	491.6315789	6.789473684	43.0	0.9565	0.0	0	0.0	0.9905	0	7	0.39677	8.10562	0.04895	36	0.0	1.0	1.0
MZ22511234	440.1764706	4.058823529	43.0	0.655	0.0	2	0.0	0.8675	0	7	0.2025	6.38425	0.03172	34	0.0	0.8947368421052632	1.0
MZ22511236	457.1578947	2.947368421	43.0	0.9565	0.0	0	0.0	0.9846	0	7	0.4784	8.011239999999999	0.05972	36	0.204678363	1.0	1.0
MZ22511237	461.75	4.75	15.68373472	0.0	0.0	10	0.0	1.3523	0	6	0.46978	2.97189	0.15807000000000002	26	0.25	0.21052631578947367	1.0
MZ22511238	508.8095238	4.952380952	43.0	0.8059999999999999	0.277664376	0	0.105263158	0.875	2	7	0.06994	3.81991	0.01831	34	0.0	1.0	1.1052631578947372
MZ22511239	393.8888889	5.888888889	43.0	0.0	0.0	9	0.0	0.8145	0	7	0.03822	3.90451	0.00979	27	0.0	0.4736842105263158	1.0
MZ22511242	442.4444444	4.055555556	43.0	0.7975	0.0	1	0.0	0.9676	0	7	0.38146	6.1626	0.0619	35	0.049019608	0.9473684210526316	1.0
MZ22511244	556.7368421	7.736842105	43.0	0.9565	0.0	0	0.0	1.0679	0	7	0.79215	6.569189999999999	0.12059	36	0.0	1.0	1.0
MZ22511245	425.9411765	7.647058824	43.0	0.0	0.0	2	0.0	0.8548	0	7	0.16255999999999998	5.1205	0.03175	34	0.084558824	0.8947368421052632	1.0
MZ22511247	643.5882353	1.0	43.0	0.655	0.0	2	0.0	1.6788	0	7	2.27888	8.67568	0.26267	34	0.0	0.8947368421052632	1.0
MZ22511248	481.0714286000001	3.0	27.90365678	0.713	0.0	2	0.0	1.2579	0	7	1.10012	5.60239	0.19637	34	0.0	0.7368421052631579	1.0
MZ22511249	588.1666667000002	3.833333333	11.78552174	0.162	0.333333333	5	0.2	1.7049	1	6	1.1857799999999998	3.21255	0.36911	30	0.0	0.2631578947368421	1.2
MZ22511251	422.35	6.7	43.0	0.961	0.212132034	0	0.052631579000000005	0.8206	1	7	0.03598	4.94685	0.00727	35	0.0	1.0	1.0526315789473684
MZ22511252	347.2307692	1.807692308	43.0	0.0	0.39223227	5	0.6	0.8190000000000001	10	7	0.0227	4.9344	0.0046	21	0.0	0.7894736842105263	1.7333333333333334
MZ22511256	451.0	3.5625	43.0	0.451	0.0	3	0.0	0.8354	0	7	0.0351	3.77225	0.0093	33	0.0	0.8421052631578947	1.0
MZ22511257	556.3157894999998	6.684210526	43.0	0.0	0.217005559	1	0.055555556	0.8324	1	7	0.1955	3.70415	0.05278	34	0.0	0.9473684210526316	1.0555555555555556
MZ22511261	420.0526316	4.0	43.0	0.9565	0.0	0	0.0	0.8576	0	7	0.19884	5.37099	0.03702	36	0.0	1.0	1.0
MZ22511263	408.14285710000007	8.285714286000001	43.0	0.0	0.0	5	0.0	1.1247	0	7	0.63125	3.84204	0.1643	31	0.0	0.7368421052631579	1.0
MZ22511264	412.55555560000005	7.666666667	43.0	0.825	0.0	1	0.0	0.8637	0	7	0.25005	5.395	0.04635	35	0.0	0.9473684210526316	1.0
MZ22511265	473.8947368	4.789473684	43.0	0.9565	0.0	0	0.0	1.1376	0	7	1.63234	24.09854	0.06774	36	0.0	1.0	1.0
MZ22511266	598.6666667000002	4.166666667	43.0	0.82	0.0	1	0.0	1.0317	0	7	0.8251	5.2805	0.15625	35	0.075163399	0.9473684210526316	1.0
MZ22511268	402.4736842	7.842105263	43.0	0.9565	0.0	0	0.0	0.8324	0	7	0.2964	13.39961	0.02212	36	0.0	1.0	1.0
MZ22511273	659.6	3.7	43.0	0.888	0.212132034	0	0.052631579000000005	0.9516	1	7	0.43186	5.28263	0.08175	35	0.0	1.0	1.0526315789473684
MZ22511274	472.5789474	3.315789474	43.0	0.9565	0.0	0	0.0	1.0544	0	7	0.77718	8.92078	0.08712	36	0.052631579000000005	1.0	1.0
MZ22511275	408.7894737	2.0	43.0	0.9565	0.0	0	0.0	0.8458	0	7	0.08215	4.76279	0.01725	36	0.090643275	1.0	1.0
MZ22511276	398.0625	1.125	43.0	0.444	0.0	3	0.0	1.1742	0	7	1.07483	9.47778	0.11341	33	0.0	0.8421052631578947	1.0
MZ22511277	454.9473684	3.526315789	43.0	0.9565	0.0	0	0.0	0.9558	0	7	0.6238	8.91521	0.06997	36	0.0	1.0	1.0
MZ22511278	490.4444444	3.222222222	27.90365678	0.0	0.293972368	9	0.125	1.6732	1	7	1.58823	6.31813	0.25138	26	0.0	0.42105263157894735	1.125
MZ22511280	444.8823529	1.529411765	43.0	0.171	0.299942324	2	0.133333333	1.4909	2	7	1.41319	8.3569	0.1691	32	0.0	0.7894736842105263	1.1333333333333333
MZ22511282	473.9	2.15	43.0	0.888	0.212132034	0	0.052631579000000005	1.4006	1	7	2.0085	10.60562	0.18938	35	0.0	1.0	1.0526315789473684
MZ22511283	428.9	1.15	43.0	0.0	0.212132034	0	0.052631579000000005	0.9389	1	7	0.38691	7.97238	0.04853	35	0.049707602	1.0	1.0526315789473684
MZ22511284	482.0	4.0	43.0	0.9565	0.0	0	0.0	1.0019	0	7	0.43842	7.0000100000000005	0.06262999999999999	36	0.0	1.0	1.0
MZ22511285	411.0625	3.1875	43.0	0.003	0.306186218	5	0.14285714300000002	1.2076	2	7	1.80417	16.25009	0.11103	29	0.0	0.7368421052631579	1.1428571428571428
MZ22511287	429.68421050000006	2.105263158	43.0	0.9565	0.0	0	0.0	1.1199	0	7	1.11196	9.60846	0.11573	36	0.076023392	1.0	1.0
MZ22511292	374.5	8.166666667000001	27.90365678	0.0	0.0	10	0.0	0.8829	0	7	0.21565	2.35121	0.09172	26	0.0	0.3157894736842105	1.0
MZ22511293	409.8421053	4.684210526	43.0	0.9565	0.0	0	0.0	0.8527	0	7	0.16013	4.70463	0.03404	36	0.078947368	1.0	1.0
MZ22511295	415.6666667	2.944444444	43.0	0.82	0.0	1	0.0	0.93	0	7	0.30502	9.36557	0.03257	35	0.0	0.9473684210526316	1.0
MZ22511297	370.4	4.333333333	27.90365678	0.362	0.0	3	0.0	1.2682	0	7	3.01743	23.61344	0.12778	33	0.0	0.7894736842105263	1.0
MZ22511298	543.8888889	1.222222222	43.0	0.82	0.0	1	0.0	0.9592	0	7	0.56776	6.88465	0.08247	35	0.12745098	0.9473684210526316	1.0
MZ22511299	505.33333330000005	2.111111111	43.0	0.8245	0.0	1	0.0	0.9914	0	7	0.583	9.3006	0.06268	35	0.0	0.9473684210526316	1.0
MZ22511304	522.1578946999998	3.157894737	43.0	0.725	0.217005559	1	0.055555556	1.1196	1	7	0.74319	7.83207	0.09489	34	0.104575163	0.9473684210526316	1.0555555555555556
MZ22511305	461.68421050000006	2.263157895	43.0	0.9565	0.0	0	0.0	1.3409	0	7	1.4489299999999998	7.91118	0.18315	36	0.0	1.0	1.0
MZ22511307	452.6470588	3.647058824	43.0	0.63	0.0	2	0.0	1.3013	0	7	1.56857	7.805060000000001	0.20097	34	0.0	0.8947368421052632	1.0
MZ22511308	597.3	4.6	43.0	0.888	0.212132034	0	0.052631579000000005	1.2532	1	7	1.11842	9.34857	0.11964	35	0.0	1.0	1.0526315789473684
MZ22511309	622.8888889	3.166666667	43.0	0.82	0.0	1	0.0	1.4068	0	7	1.19367	5.33407	0.22378	35	0.0	0.9473684210526316	1.0
MZ22511310	403.4210526	7.052631579	43.0	0.9565	0.0	0	0.0	0.9057	0	7	0.18894	5.64334	0.03348	36	0.0	1.0	1.0
MZ22511312	381.625	5.125	43.0	0.28	0.0	3	0.0	0.8676	0	7	0.14217	3.93343	0.03614	33	0.0	0.8421052631578947	1.0
MZ22511316	437.3684211	7.736842105	43.0	0.925	0.217005559	1	0.055555556	0.9271	1	7	0.47625	6.45066	0.07382999999999999	34	0.0	0.9473684210526316	1.0555555555555556
MZ22511317	702.5	6.6	43.0	0.888	0.212132034	0	0.052631579000000005	1.2555	1	7	2.1406	10.7089	0.19989	35	0.090643275	1.0	1.0526315789473684
MZ22511320	501.7368421	3.157894737	43.0	0.9565	0.0	0	0.0	0.8641	0	7	0.11039000000000003	6.8712100000000005	0.016069999999999997	36	0.0	1.0	1.0
MZ22511323	518.7058824	3.647058824	43.0	0.0	0.0	2	0.0	0.8886	0	7	0.13524	9.69138	0.01395	34	0.0	0.8947368421052632	1.0
MZ22511324	570.5	1.75	43.0	0.0	0.0	6	0.0	1.507	0	7	1.73891	9.705	0.17918	30	0.0	0.631578947368421	1.0
MZ22511328	419.8666667	1.066666667	19.19682665	0.415	0.240370085	3	0.071428571	1.0438	1	6	0.5481199999999999	4.37274	0.12535	32	0.0	0.7368421052631579	1.0714285714285714
MZ22511331	422.2222222	2.111111111	43.0	0.8245	0.0	1	0.0	0.8713	0	7	0.3676	10.16206	0.03617	35	0.0	0.9473684210526316	1.0
MZ22511332	374.1666667	8.833333332999999	43.0	0.825	0.0	1	0.0	0.9323	0	7	0.19484	3.00535	0.06483	35	0.0	0.9473684210526316	1.0
MZ22511334	521.3684211	6.315789474	43.0	0.9565	0.0	0	0.0	0.8914	0	7	0.6332	5.1827	0.12218	36	0.0	1.0	1.0
MZ22511335	812.0	4.3684210530000005	43.0	0.9565	0.0	0	0.0	0.9258	0	7	0.4659	7.33445	0.06352000000000001	36	0.0	1.0	1.0
MZ22511337	417.95	2.85	43.0	0.888	0.212132034	0	0.052631579000000005	0.8757	1	7	0.23953	6.59934	0.0363	35	0.0	1.0	1.0526315789473684
MZ22511339	447.1666667	4.0	43.0	0.0	0.0	11	0.0	0.963	0	7	0.26155	3.4541800000000005	0.07572000000000001	25	0.0	0.3157894736842105	1.0
MZ22511340	386.85714289999993	3.142857143	43.0	0.104	0.0	4	0.0	1.1669	0	7	1.59282	9.82499	0.16212	32	0.0	0.7368421052631579	1.0
MZ22511343	853.4782608999999	1.260869565	43.0	0.652	0.336781161	0	0.210526316	1.2348	3	7	1.8058	16.5737	0.10896	33	0.0	1.0	1.2105263157894737
MZ22511344	516.6363636	2.636363636	43.0	0.003	0.0	7	0.0	1.1322	0	7	0.8400799999999999	6.64939	0.12634	29	0.0	0.5789473684210527	1.0
MZ22511346	512.9473684	2.894736842	43.0	0.9565	0.0	0	0.0	1.4156	0	7	1.96223	10.79034	0.18185	36	0.0	1.0	1.0
MZ22511349	413.375	3.25	43.0	0.245	0.0	3	0.0	1.0136	0	7	0.49859	6.3417900000000005	0.07862000000000001	33	0.15833333300000002	0.8421052631578947	1.0
MZ22511351	491.4736842	2.0526315790000003	43.0	0.9565	0.0	0	0.0	1.8025	0	7	2.78376	10.51783	0.26467	36	0.038011696	1.0	1.0
MZ22511353	364.0769231	2.076923077	27.90365678	0.196	0.0	5	0.0	1.4155	0	7	2.10823	14.50966	0.1453	31	0.0	0.6842105263157895	1.0
