orthogroup	PDN
MZ22507744	1.26357
MZ22507746	0.48421000000000003
MZ22507747	0.27159
MZ22507748	0.3196
MZ22507750	0.28742
MZ22507751	0.16927999999999999
MZ22507753	0.19161
MZ22507754	0.20789000000000002
MZ22507757	0.3033
MZ22507760	1.3085
MZ22507761	1.13706
MZ22507764	0.6362300000000001
MZ22507765	0.79709
MZ22507768	1.4486700000000001
MZ22507769	1.5447600000000001
MZ22507770	1.44021
MZ22507772	0.09267
MZ22507784	0.96442
MZ22507786	0.13699
MZ22507789	0.99782
MZ22507791	0.81591
MZ22507792	2.06123
MZ22507793	0.7601100000000001
MZ22507795	0.5462600000000001
MZ22507798	1.04645
MZ22507799	0.6402399999999999
MZ22507800	0.44187
MZ22507801	0.32531
MZ22507802	0.58703
MZ22507807	0.73129
MZ22507810	0.5081899999999999
MZ22507811	0.29001
MZ22507813	0.66488
MZ22507817	0.21166
MZ22507819	0.6965
MZ22507820	0.72533
MZ22507821	0.6593399999999999
MZ22507822	1.37935
MZ22507824	1.59059
MZ22507826	0.56114
MZ22507830	1.1924700000000001
MZ22507834	0.20129
MZ22507837	0.56398
MZ22507838	1.26381
MZ22507843	1.39808
MZ22507845	0.4465
MZ22507846	0.09472
MZ22507847	0.30034
MZ22507850	1.72724
MZ22507851	0.36764
MZ22507852	0.80195
MZ22507855	0.8408700000000001
MZ22507856	0.55693
MZ22507857	4.2583
MZ22507858	0.23009000000000002
MZ22507860	0.53342
MZ22507861	0.69973
MZ22507862	0.9745
MZ22507868	1.3287
MZ22507869	1.52397
MZ22507874	0.30338000000000004
MZ22507875	0.9537899999999999
MZ22507876	0.65476
MZ22507878	0.6520600000000001
MZ22507880	1.0903
MZ22507882	0.34295
MZ22507883	0.97115
MZ22507885	0.53254
MZ22507887	0.27812
MZ22507890	1.5185
MZ22507893	0.35372
MZ22507894	0.2642
MZ22507896	0.34215999999999996
MZ22507898	1.0777700000000001
MZ22507899	1.36091
MZ22507903	0.76065
MZ22507905	0.16975
MZ22507906	0.20085
MZ22507908	0.6954
MZ22507911	0.48901999999999995
MZ22507912	0.98895
MZ22507914	0.23794
MZ22507919	0.96815
MZ22507920	0.3205
MZ22507922	0.33464
MZ22507926	0.41462
MZ22507927	0.24869000000000002
MZ22507930	0.27204
MZ22507937	3.4045
MZ22507939	0.76163
MZ22507940	0.16657
MZ22507941	2.7352
MZ22507942	0.22404000000000002
MZ22507945	0.8225399999999999
MZ22507947	0.28321
MZ22507948	0.04955
MZ22507949	0.3498
MZ22507953	0.9017799999999999
MZ22507954	0.23365999999999998
MZ22507956	0.11400999999999999
MZ22507960	0.89861
MZ22507961	0.41058999999999996
MZ22507963	1.60653
MZ22507966	0.17078
MZ22507967	0.1839
MZ22507968	0.037110000000000004
MZ22507969	1.33497
MZ22507970	0.46502
MZ22507972	1.23604
MZ22507976	1.44482
MZ22507977	4.984
MZ22507980	0.36748000000000003
MZ22507981	0.33674
MZ22507984	0.46993
MZ22507987	0.58741
MZ22507988	1.23892
MZ22507989	0.5346
MZ22507992	0.8960899999999999
MZ22507995	0.5764699999999999
MZ22507996	0.17614000000000002
MZ22508000	0.09769
MZ22508001	0.058370000000000005
MZ22508003	0.41036000000000006
MZ22508004	1.0261200000000001
MZ22508005	0.28565
MZ22508006	0.39603
MZ22508014	0.7396
MZ22508018	0.08937
MZ22508020	0.57012
MZ22508022	0.16003
MZ22508023	1.1979899999999999
MZ22508027	0.2139
MZ22508029	0.8143100000000001
MZ22508033	0.53266
MZ22508034	4.4798599999999995
MZ22508039	0.20445
MZ22508040	0.89592
MZ22508041	1.0181
MZ22508042	0.41081000000000006
MZ22508046	0.31216
MZ22508048	1.03789
MZ22508049	1.6195
MZ22508051	1.47118
MZ22508055	0.8152699999999999
MZ22508056	0.0631
MZ22508057	1.50483
MZ22508059	0.3708
MZ22508063	0.57187
MZ22508065	0.3526
MZ22508066	1.7837
MZ22508068	0.8099
MZ22508069	2.20246
MZ22508073	2.3184
MZ22508074	0.41967
MZ22508080	1.27254
MZ22508081	0.39916
MZ22508091	0.09333999999999999
MZ22508093	0.7318
MZ22508094	0.0555
MZ22508098	0.9909100000000001
MZ22508099	0.21305
MZ22508106	1.7549
MZ22508108	0.6029399999999999
MZ22508113	0.47188
MZ22508120	3.9281
MZ22508123	0.21474000000000001
MZ22508124	0.11522
MZ22508127	0.8781
MZ22508131	0.81926
MZ22508134	1.02806
MZ22508136	0.9667100000000001
MZ22508137	0.38395
MZ22508138	2.46948
MZ22508143	0.28226
MZ22508145	1.15511
MZ22508146	0.6938
MZ22508151	0.1349
MZ22508156	0.16802999999999998
MZ22508165	0.4572
MZ22508166	1.0463
MZ22508170	0.6191399999999999
MZ22508173	3.5974800000000005
MZ22508176	0.20054
MZ22508177	0.78964
MZ22508178	4.0966
MZ22508179	0.9113
MZ22508180	0.2333
MZ22508181	0.14419
MZ22508182	1.11552
MZ22508184	0.10480999999999999
MZ22508185	0.29475
MZ22508186	0.51549
MZ22508188	0.38753000000000004
MZ22508189	0.34396
MZ22508192	0.06686
MZ22508193	0.90486
MZ22508194	0.027160000000000004
MZ22508197	1.06836
MZ22508198	1.5918299999999999
MZ22508201	0.6692600000000001
MZ22508208	0.51172
MZ22508209	1.34353
MZ22508210	0.30795
MZ22508211	1.08135
MZ22508212	0.65463
MZ22508213	0.1315
MZ22508214	0.61007
MZ22508216	0.9777399999999999
MZ22508217	1.43856
MZ22508219	1.5933700000000002
MZ22508220	0.07397999999999999
MZ22508224	0.44861999999999996
MZ22508227	0.69765
MZ22508229	0.56796
MZ22508231	0.74774
MZ22508234	0.79909
MZ22508237	0.34807
MZ22508238	0.13179000000000002
MZ22508240	0.19816
MZ22508242	0.45186000000000004
MZ22508244	0.37285999999999997
MZ22508246	0.28508
MZ22508248	0.17792
MZ22508251	0.73978
MZ22508252	1.22685
MZ22508253	0.23426
MZ22508254	0.72445
MZ22508255	0.66608
MZ22508257	0.9089200000000001
MZ22508258	1.1123
MZ22508260	0.11472
MZ22508262	0.46608
MZ22508266	1.7934299999999999
MZ22508271	1.21043
MZ22508272	0.5371
MZ22508275	0.22685999999999998
MZ22508276	0.55237
MZ22508279	0.6096600000000001
MZ22508280	0.09882
MZ22508282	0.59819
MZ22508283	0.34863
MZ22508284	0.50648
MZ22508285	0.5141100000000001
MZ22508286	0.6938300000000001
MZ22508287	0.32946
MZ22508289	0.15197
MZ22508290	0.23725
MZ22508291	1.14563
MZ22508292	0.8034600000000001
MZ22508293	0.21195
MZ22508295	0.81295
MZ22508297	0.72385
MZ22508299	0.34842
MZ22508300	1.55834
MZ22508304	2.35767
MZ22508305	0.16093
MZ22508307	0.69343
MZ22508308	0.36916
MZ22508310	0.50111
MZ22508311	1.00078
MZ22508315	0.20656999999999998
MZ22508316	0.72705
MZ22508317	0.39419
MZ22508318	1.35312
MZ22508320	0.7255
MZ22508321	0.8360700000000001
MZ22508325	0.52672
MZ22508330	0.4531
MZ22508331	0.42025
MZ22508333	0.53259
MZ22508335	1.10709
MZ22508337	0.5672699999999999
MZ22508343	0.19702
MZ22508344	0.55886
MZ22508349	0.19692
MZ22508350	0.38204
MZ22508352	0.07125
MZ22508354	0.53885
MZ22508357	0.44956999999999997
MZ22508358	0.8954
MZ22508361	0.25335
MZ22508363	0.27085
MZ22508364	1.42658
MZ22508367	0.51415
MZ22508369	0.7436
MZ22508371	0.18897
MZ22508373	0.13144
MZ22508375	0.14076
MZ22508376	2.4248
MZ22508379	0.61569
MZ22508390	0.27005999999999997
MZ22508393	2.1478
MZ22508395	1.8860299999999999
MZ22508397	1.41078
MZ22508398	0.6229399999999999
MZ22508399	0.32363000000000003
MZ22508400	0.12557000000000001
MZ22508402	0.9324
MZ22508404	0.22100999999999998
MZ22508407	1.1366399999999999
MZ22508411	1.37896
MZ22508412	0.23112
MZ22508420	0.8326899999999999
MZ22508423	1.00254
MZ22508426	0.5775100000000001
MZ22508427	0.21553000000000003
MZ22508428	0.34121
MZ22508430	1.22319
MZ22508432	3.02783
MZ22508437	1.1958
MZ22508440	0.81129
MZ22508442	0.21091999999999997
MZ22508443	0.40303
MZ22508444	0.6668
MZ22508449	0.52822
MZ22508453	1.04692
MZ22508455	0.33519
MZ22508456	0.13569
MZ22508458	1.3950799999999999
MZ22508459	0.5112899999999999
MZ22508461	0.12525999999999998
MZ22508463	0.8904700000000001
MZ22508464	0.46812
MZ22508465	0.07941000000000001
MZ22508470	1.6604900000000002
MZ22508471	1.0884
MZ22508473	0.29188000000000003
MZ22508475	0.66867
MZ22508477	1.20862
MZ22508478	0.6139100000000001
MZ22508479	0.28808
MZ22508480	0.05906
MZ22508487	0.38009
MZ22508488	0.25915
MZ22508491	0.26819
MZ22508502	2.93395
MZ22508507	0.26106999999999997
MZ22508508	0.72209
MZ22508509	0.89836
MZ22508510	0.4515
MZ22508512	0.66027
MZ22508513	0.25328
MZ22508514	0.20465
MZ22508515	0.52388
MZ22508516	0.76169
MZ22508517	1.15319
MZ22508518	0.49945
MZ22508519	1.33836
MZ22508524	1.53036
MZ22508525	0.10826
MZ22508526	0.28903
MZ22508532	0.5849
MZ22508537	0.3331
MZ22508540	0.70435
MZ22508544	0.47798
MZ22508545	0.31831
MZ22508547	0.78968
MZ22508548	2.87453
MZ22508550	0.43151000000000006
MZ22508553	0.48301000000000005
MZ22508554	1.7433599999999998
MZ22508558	0.36941999999999997
MZ22508562	0.5274800000000001
MZ22508564	1.02199
MZ22508565	0.171
MZ22508566	2.11748
MZ22508567	0.1644
MZ22508570	0.09692
MZ22508571	1.03776
MZ22508572	1.53007
MZ22508575	0.96999
MZ22508576	0.73859
MZ22508577	0.34214
MZ22508580	0.021759999999999998
MZ22508585	1.6627900000000002
MZ22508588	0.36505
MZ22508590	0.19549
MZ22508592	0.9783
MZ22508594	0.21900999999999998
MZ22508597	0.0938
MZ22508599	3.99765
MZ22508600	0.20094
MZ22508603	0.62156
MZ22508604	1.0641
MZ22508606	0.17952
MZ22508610	1.56565
MZ22508612	0.1951
MZ22508613	0.09656
MZ22508614	0.18781
MZ22508615	0.65364
MZ22508618	0.48658
MZ22508619	0.79502
MZ22508620	0.21259
MZ22508621	1.3779299999999999
MZ22508622	0.43776000000000004
MZ22508624	1.4001700000000001
MZ22508625	0.36073
MZ22508627	0.06934
MZ22508628	0.38156999999999996
MZ22508629	0.69828
MZ22508630	1.02252
MZ22508633	1.2792
MZ22508638	2.47805
MZ22508640	0.67595
MZ22508641	1.02154
MZ22508643	0.48212
MZ22508645	0.40686
MZ22508646	0.45824
MZ22508647	0.84131
MZ22508648	0.45829
MZ22508650	0.50984
MZ22508657	0.27559
MZ22508658	1.0123799999999998
MZ22508660	0.32121
MZ22508661	0.03781
MZ22508663	1.0829799999999998
MZ22508665	0.66664
MZ22508666	0.09827999999999999
MZ22508669	1.6408099999999999
MZ22508671	0.14615999999999998
MZ22508672	0.13633
MZ22508674	0.08795
MZ22508675	1.0612700000000002
MZ22508678	1.15621
MZ22508679	0.23359000000000002
MZ22508682	0.73315
MZ22508684	0.61128
MZ22508688	0.45271000000000006
MZ22508689	0.25595999999999997
MZ22508693	1.86963
MZ22508696	0.53396
MZ22508697	0.0
MZ22508700	1.46456
MZ22508701	0.71053
MZ22508704	0.32259
MZ22508705	0.51002
MZ22508707	0.44918
MZ22508709	4.80235
MZ22508710	0.10245
MZ22508712	1.55073
MZ22508715	0.29585
MZ22508718	0.44446
MZ22508722	1.06722
MZ22508723	0.62638
MZ22508726	0.18158
MZ22508732	0.26918000000000003
MZ22508733	0.8188
MZ22508734	0.13979
MZ22508735	0.4692
MZ22508736	13.126170000000002
MZ22508737	0.0337
MZ22508739	0.1451
MZ22508740	1.7791299999999999
MZ22508742	0.46617
MZ22508743	0.47791000000000006
MZ22508744	0.21136
MZ22508746	0.33954
MZ22508750	0.6608
MZ22508751	0.1009
MZ22508752	0.87845
MZ22508753	0.8670200000000001
MZ22508754	0.30427
MZ22508755	1.20584
MZ22508756	0.41495
MZ22508757	0.5723699999999999
MZ22508759	0.57608
MZ22508761	0.4595
MZ22508765	0.27169
MZ22508768	1.7476900000000002
MZ22508770	0.35136999999999996
MZ22508771	1.07358
MZ22508772	0.83011
MZ22508774	0.39131
MZ22508777	0.68093
MZ22508779	2.24527
MZ22508784	0.66172
MZ22508785	1.20354
MZ22508788	2.48177
MZ22508790	0.90685
MZ22508792	0.46265
MZ22508793	1.16514
MZ22508796	0.30653
MZ22508798	1.0865
MZ22508801	0.45928
MZ22508805	0.66142
MZ22508808	0.90533
MZ22508809	0.8871899999999999
MZ22508810	0.30424
MZ22508812	1.2178799999999999
MZ22508817	0.16179000000000002
MZ22508818	2.37743
MZ22508823	1.0996
MZ22508824	0.2388
MZ22508826	0.15417
MZ22508828	0.72895
MZ22508829	1.1411200000000001
MZ22508830	0.3649
MZ22508831	0.05801
MZ22508832	0.19596
MZ22508835	0.5344
MZ22508836	2.0897900000000003
MZ22508838	1.30074
MZ22508840	1.6464299999999998
MZ22508842	1.20749
MZ22508843	0.33625
MZ22508844	0.4861
MZ22508845	0.14685
MZ22508849	0.17364000000000002
MZ22508850	0.48533999999999994
MZ22508851	0.28275
MZ22508852	0.5359
MZ22508854	0.06286
MZ22508856	0.9299200000000001
MZ22508858	0.08717000000000001
MZ22508859	1.2687
MZ22508860	3.6844
MZ22508861	1.10226
MZ22508867	0.23881999999999998
MZ22508868	0.35844000000000004
MZ22508870	0.18206
MZ22508876	0.90827
MZ22508877	2.6674599999999997
MZ22508878	0.36495
MZ22508881	0.09626
MZ22508885	0.17986
MZ22508887	0.16699999999999998
MZ22508888	0.2032
MZ22508891	0.23091
MZ22508893	0.32659
MZ22508895	0.63058
MZ22508898	0.51073
MZ22508899	0.6081300000000001
MZ22508901	0.0
MZ22508902	0.60273
MZ22508903	0.36083000000000004
MZ22508904	0.40704
MZ22508905	2.38793
MZ22508906	0.5881
MZ22508907	0.9938799999999999
MZ22508908	1.88527
MZ22508911	0.01047
MZ22508913	0.82415
MZ22508914	0.08738
MZ22508916	0.8411799999999999
MZ22508917	1.44587
MZ22508918	0.28447
MZ22508920	0.18175999999999998
MZ22508921	1.4072200000000001
MZ22508926	0.7552
MZ22508927	0.10670999999999999
MZ22508928	0.74327
MZ22508930	0.48996000000000006
MZ22508931	0.41413
MZ22508933	0.73517
MZ22508935	0.95032
MZ22508939	0.33523000000000003
MZ22508945	0.05757999999999999
MZ22508946	0.77273
MZ22508948	0.29019
MZ22508950	1.06249
MZ22508951	1.3802299999999998
MZ22508956	0.26099
MZ22508957	0.84957
MZ22508960	1.148
MZ22508962	1.40438
MZ22508966	0.07078999999999999
MZ22508972	0.81976
MZ22508974	0.62278
MZ22508977	1.1426100000000001
MZ22508978	0.83452
MZ22508984	0.70192
MZ22508985	0.56679
MZ22508987	0.78249
MZ22508990	0.26789
MZ22508992	0.86325
MZ22508994	0.75066
MZ22508996	0.08671
MZ22508998	0.28833000000000003
MZ22508999	0.90055
MZ22509000	0.68396
MZ22509001	0.07343
MZ22509005	0.0015
MZ22509012	0.41339
MZ22509017	0.39255999999999996
MZ22509018	0.79543
MZ22509019	0.83349
MZ22509021	0.7188
MZ22509022	0.39137
MZ22509024	0.31995
MZ22509025	0.6308199999999999
MZ22509027	1.18495
MZ22509029	0.09431
MZ22509033	0.7633
MZ22509034	0.40331999999999996
MZ22509035	0.28217
MZ22509039	0.89213
MZ22509041	1.0303799999999999
MZ22509046	0.64507
MZ22509048	0.81585
MZ22509051	1.47565
MZ22509052	0.31105
MZ22509053	0.43113999999999997
MZ22509054	0.50803
MZ22509055	0.6250899999999999
MZ22509060	0.74179
MZ22509062	0.59141
MZ22509067	1.16445
MZ22509074	0.25643
MZ22509077	0.20881
MZ22509078	0.23967
MZ22509079	1.39917
MZ22509082	0.0773
MZ22509083	0.62252
MZ22509084	0.29895
MZ22509089	0.16922
MZ22509091	0.6207199999999999
MZ22509094	0.64632
MZ22509097	0.3634
MZ22509103	0.19064
MZ22509105	0.11531
MZ22509107	0.80088
MZ22509111	0.54806
MZ22509112	0.20571
MZ22509113	0.18342999999999998
MZ22509115	0.55305
MZ22509118	0.09358
MZ22509120	0.63647
MZ22509126	0.2353
MZ22509128	0.20917
MZ22509130	1.78277
MZ22509134	1.10741
MZ22509135	0.34005
MZ22509136	0.23658
MZ22509138	0.15893
MZ22509140	0.09039
MZ22509141	0.33728
MZ22509144	0.54833
MZ22509145	0.8178
MZ22509146	0.6506
MZ22509148	0.21728000000000003
MZ22509149	0.02398
MZ22509152	0.26156999999999997
MZ22509153	1.1585
MZ22509154	0.65454
MZ22509160	0.28552
MZ22509161	0.5022399999999999
MZ22509162	0.8514700000000001
MZ22509166	0.45395
MZ22509167	1.0175299999999998
MZ22509168	0.37831
MZ22509169	0.23463
MZ22509174	0.55129
MZ22509175	0.7387699999999999
MZ22509176	1.6871
MZ22509177	0.73317
MZ22509178	0.71542
MZ22509180	0.19881
MZ22509181	2.16755
MZ22509182	0.7460399999999999
MZ22509185	1.20421
MZ22509188	0.72229
MZ22509190	0.8786
MZ22509191	0.70427
MZ22509192	0.73679
MZ22509194	1.37341
MZ22509195	2.37688
MZ22509196	0.2461
MZ22509200	0.5232100000000001
MZ22509201	0.23748000000000002
MZ22509202	0.55483
MZ22509208	1.1076700000000002
MZ22509209	0.97644
MZ22509210	0.4279
MZ22509211	0.33807
MZ22509215	3.71481
MZ22509216	0.67879
MZ22509217	0.8988299999999999
MZ22509219	0.71272
MZ22509221	0.78158
MZ22509222	0.68379
MZ22509223	0.79669
MZ22509224	0.16852
MZ22509225	1.3465200000000002
MZ22509227	0.15769
MZ22509229	0.35189000000000004
MZ22509232	0.5836
MZ22509234	0.84378
MZ22509235	3.4528300000000005
MZ22509237	1.5769799999999998
MZ22509239	1.09184
MZ22509241	0.47168999999999994
MZ22509243	2.04798
MZ22509246	1.5107
MZ22509248	0.10775
MZ22509249	0.27035
MZ22509252	0.5060899999999999
MZ22509255	0.377
MZ22509257	0.16078
MZ22509264	0.5252600000000001
MZ22509266	0.48913
MZ22509270	0.5713600000000001
MZ22509273	0.14762999999999998
MZ22509274	0.42483000000000004
MZ22509276	0.53086
MZ22509280	0.6131300000000001
MZ22509282	0.012
MZ22509283	0.27488
MZ22509286	0.95216
MZ22509291	0.61852
MZ22509293	4.84964
MZ22509294	0.22956
MZ22509295	0.18298
MZ22509298	1.51092
MZ22509299	0.64605
MZ22509302	0.43785
MZ22509303	2.14494
MZ22509305	0.49878
MZ22509306	0.84059
MZ22509307	0.5575
MZ22509310	0.42871000000000004
MZ22509311	0.2608
MZ22509312	1.50127
MZ22509314	0.47375
MZ22509316	0.1601
MZ22509318	0.31277
MZ22509319	0.6609
MZ22509320	1.0818299999999998
MZ22509321	0.58673
MZ22509322	0.55729
MZ22509323	0.70432
MZ22509324	0.3806
MZ22509326	0.19462000000000002
MZ22509327	0.44385
MZ22509330	1.31813
MZ22509333	1.0765
MZ22509336	0.20252
MZ22509337	1.29635
MZ22509338	0.54502
MZ22509342	0.67829
MZ22509345	0.52681
MZ22509347	1.62084
MZ22509350	0.8517
MZ22509354	2.60203
MZ22509356	0.45348999999999995
MZ22509357	0.30134
MZ22509358	0.64461
MZ22509364	0.75875
MZ22509365	0.5851
MZ22509368	0.32048000000000004
MZ22509372	2.06427
MZ22509373	0.1089
MZ22509375	0.22171
MZ22509376	1.12477
MZ22509377	0.50135
MZ22509379	0.49177
MZ22509381	0.39655999999999997
MZ22509382	0.47483000000000003
MZ22509383	2.0555
MZ22509384	3.68245
MZ22509388	0.36456
MZ22509389	0.07991000000000001
MZ22509392	1.25581
MZ22509393	0.59851
MZ22509394	0.5977899999999999
MZ22509397	0.36605
MZ22509401	0.7073699999999999
MZ22509403	0.49786
MZ22509405	5.12788
MZ22509408	1.0945
MZ22509412	0.30922
MZ22509416	1.5101200000000001
MZ22509417	0.9460299999999999
MZ22509421	0.44816999999999996
MZ22509422	1.11469
MZ22509423	0.26271
MZ22509424	1.34772
MZ22509427	0.6691
MZ22509429	0.9143899999999999
MZ22509430	0.57482
MZ22509432	0.27747
MZ22509434	0.33085
MZ22509435	0.5955600000000001
MZ22509436	0.18037999999999998
MZ22509437	0.12566
MZ22509440	0.64362
MZ22509441	0.81182
MZ22509444	0.38842
MZ22509447	0.27528
MZ22509448	0.2315
MZ22509450	0.12379000000000001
MZ22509451	0.29238000000000003
MZ22509453	0.63377
MZ22509454	0.39374000000000003
MZ22509456	0.9964200000000001
MZ22509462	0.09139
MZ22509466	0.09881000000000001
MZ22509468	0.24341999999999997
MZ22509469	0.39165
MZ22509470	0.92819
MZ22509473	0.37185999999999997
MZ22509478	0.3105
MZ22509483	2.02895
MZ22509485	1.0203
MZ22509486	0.1898
MZ22509487	1.11465
MZ22509488	0.48691
MZ22509492	1.97928
MZ22509494	0.20185
MZ22509495	1.00329
MZ22509496	0.7035899999999999
MZ22509497	0.73674
MZ22509498	3.11892
MZ22509502	0.69313
MZ22509503	0.5393
MZ22509506	0.25613
MZ22509507	1.76868
MZ22509508	1.0707799999999998
MZ22509510	0.5131100000000001
MZ22509511	0.19197
MZ22509514	0.32082
MZ22509515	0.026310000000000004
MZ22509516	0.13187000000000001
MZ22509518	0.16885
MZ22509519	0.1752
MZ22509520	0.56097
MZ22509521	0.08789
MZ22509523	0.02182
MZ22509524	0.8450700000000001
MZ22509525	0.62525
MZ22509526	0.9455
MZ22509535	0.26133
MZ22509536	1.83749
MZ22509537	0.59868
MZ22509538	0.0998
MZ22509542	0.36656
MZ22509543	0.76853
MZ22509545	0.6162
MZ22509548	0.11157
MZ22509550	0.60668
MZ22509551	0.7663800000000001
MZ22509552	0.5295
MZ22509555	1.8356400000000002
MZ22509560	0.75095
MZ22509562	0.66188
MZ22509566	0.5112899999999999
MZ22509568	0.15467
MZ22509570	1.2822799999999999
MZ22509573	0.4293
MZ22509574	0.16795
MZ22509576	1.7407700000000002
MZ22509577	0.5252899999999999
MZ22509581	0.053989999999999996
MZ22509585	0.7369
MZ22509586	3.50334
MZ22509591	2.1141
MZ22509592	0.07301
MZ22509596	0.10825
MZ22509599	0.79913
MZ22509600	0.19997
MZ22509601	2.1047
MZ22509603	0.77312
MZ22509605	0.18932000000000002
MZ22509608	0.42851999999999996
MZ22509609	1.5283799999999998
MZ22509610	0.4486
MZ22509611	0.07478
MZ22509612	0.45735
MZ22509618	1.30129
MZ22509619	0.44196
MZ22509621	0.06175
MZ22509623	1.2941
MZ22509625	0.08281000000000001
MZ22509626	0.12630999999999998
MZ22509628	0.08596000000000001
MZ22509629	0.23484000000000002
MZ22509632	0.8252299999999999
MZ22509633	0.22684
MZ22509635	0.5284800000000001
MZ22509638	2.7385099999999998
MZ22509642	0.36913
MZ22509643	0.6157600000000001
MZ22509644	0.35901
MZ22509647	0.43565
MZ22509650	1.15344
MZ22509651	0.87929
MZ22509652	0.51571
MZ22509654	0.75227
MZ22509656	0.17655
MZ22509657	0.72188
MZ22509658	0.49351000000000006
MZ22509659	0.7597
MZ22509661	0.011000000000000001
MZ22509663	0.1026
MZ22509664	0.33692
MZ22509666	0.25772
MZ22509669	0.33504
MZ22509673	0.13459000000000002
MZ22509675	0.34408
MZ22509676	0.44928999999999997
MZ22509677	0.52363
MZ22509679	0.75173
MZ22509681	0.46285
MZ22509683	0.19597
MZ22509686	0.03847
MZ22509687	0.15693
MZ22509692	0.93737
MZ22509695	1.04283
MZ22509697	0.23636
MZ22509698	1.43204
MZ22509699	1.34954
MZ22509701	0.31544
MZ22509702	1.9592
MZ22509703	0.06742000000000001
MZ22509704	0.05554
MZ22509705	0.8641700000000001
MZ22509706	0.31871
MZ22509707	0.15761
MZ22509712	0.96885
MZ22509715	0.4563
MZ22509716	4.04491
MZ22509719	2.44393
MZ22509722	0.31916
MZ22509723	0.37139
MZ22509724	0.6428699999999999
MZ22509725	0.46278
MZ22509729	0.83565
MZ22509730	0.39916999999999997
MZ22509731	1.02
MZ22509734	0.30429
MZ22509741	1.42127
MZ22509743	0.43366000000000005
MZ22509745	0.13601
MZ22509749	0.13257
MZ22509751	0.69695
MZ22509753	2.74133
MZ22509755	0.65287
MZ22509756	0.35658
MZ22509757	0.07178
MZ22509759	0.54294
MZ22509760	0.25374
MZ22509762	0.52785
MZ22509766	0.16717
MZ22509767	0.5993
MZ22509770	0.29627
MZ22509774	1.71022
MZ22509775	0.47552
MZ22509778	0.37556999999999996
MZ22509779	0.1431
MZ22509780	0.20809
MZ22509782	0.42671000000000003
MZ22509783	4.15913
MZ22509784	0.20355
MZ22509786	0.18569000000000002
MZ22509787	0.0
MZ22509788	7.09008
MZ22509789	1.50546
MZ22509791	0.29054
MZ22509792	0.12153
MZ22509793	0.16238
MZ22509794	1.03431
MZ22509798	0.5979
MZ22509799	0.9087700000000001
MZ22509802	0.99871
MZ22509803	0.03775
MZ22509804	0.47698999999999997
MZ22509806	0.13055999999999998
MZ22509807	0.68089
MZ22509810	0.09554
MZ22509814	0.10892
MZ22509817	0.47696000000000005
MZ22509818	0.35272
MZ22509821	0.19983
MZ22509823	0.99736
MZ22509824	0.45121000000000006
MZ22509825	1.51781
MZ22509827	0.1191
MZ22509831	0.18728
MZ22509832	0.2856
MZ22509836	0.35986999999999997
MZ22509839	1.11996
MZ22509841	0.39813000000000004
MZ22509842	1.0094
MZ22509845	1.25904
MZ22509846	0.97778
MZ22509848	1.71845
MZ22509853	1.35709
MZ22509854	0.58344
MZ22509856	0.281
MZ22509857	0.65353
MZ22509858	2.48902
MZ22509859	0.46276999999999996
MZ22509860	0.33078
MZ22509862	0.19072
MZ22509864	1.59826
MZ22509865	0.08142
MZ22509866	0.16402
MZ22509867	0.32618
MZ22509869	1.18875
MZ22509870	9e-05
MZ22509872	0.94237
MZ22509873	0.76155
MZ22509874	0.36165
MZ22509879	0.10319
MZ22509883	0.22238000000000002
MZ22509884	0.09246
MZ22509885	0.52781
MZ22509888	1.04744
MZ22509889	0.06651
MZ22509892	0.27716
MZ22509894	0.26158000000000003
MZ22509896	3.7517699999999996
MZ22509900	0.50756
MZ22509903	0.33424
MZ22509905	0.1331
MZ22509906	2.14816
MZ22509907	0.15917
MZ22509909	0.26303000000000004
MZ22509911	0.78894
MZ22509914	0.43268
MZ22509916	0.13856
MZ22509918	0.41862
MZ22509919	0.5555399999999999
MZ22509920	2.17466
MZ22509921	0.17897000000000002
MZ22509926	0.36185
MZ22509930	0.08021
MZ22509933	0.02546
MZ22509936	0.5412100000000001
MZ22509937	0.54638
MZ22509938	0.34345
MZ22509940	0.73253
MZ22509942	1.2206
MZ22509943	2.86931
MZ22509945	0.35728000000000004
MZ22509946	3.06751
MZ22509948	0.21025
MZ22509949	0.27736
MZ22509951	0.54491
MZ22509952	1.15535
MZ22509954	0.30096
MZ22509959	0.13822
MZ22509960	1.6966700000000001
MZ22509962	2.9786900000000003
MZ22509964	0.5504
MZ22509970	0.59511
MZ22509973	0.28633000000000003
MZ22509977	0.45361999999999997
MZ22509978	1.3034
MZ22509979	0.16583
MZ22509983	0.11868
MZ22509987	0.3642
MZ22509988	0.18932000000000002
MZ22509990	0.01122
MZ22509992	1.34779
MZ22509993	0.13138
MZ22509994	1.45399
MZ22509995	0.73345
MZ22509997	1.76049
MZ22509999	0.5159199999999999
MZ22510000	0.11490999999999998
MZ22510001	0.10415999999999999
MZ22510002	1.17879
MZ22510004	1.87549
MZ22510005	0.396
MZ22510007	1.5412299999999999
MZ22510008	0.38604
MZ22510009	0.66079
MZ22510011	0.16107
MZ22510014	0.46837
MZ22510016	0.08157
MZ22510017	0.85435
MZ22510021	0.22019
MZ22510026	0.6120399999999999
MZ22510027	1.1961
MZ22510028	9.7485
MZ22510029	0.115
MZ22510033	0.10665
MZ22510035	0.23926
MZ22510036	1.2724
