orthogroup	CON
MZ22507801	0
MZ22507802	0
MZ22507807	1
MZ22507810	1
MZ22507811	0
MZ22507813	0
MZ22507817	0
MZ22507819	0
MZ22507820	4
MZ22507821	0
MZ22507822	1
MZ22507824	9
MZ22507826	1
MZ22507830	11
MZ22507834	4
MZ22507837	3
MZ22507838	3
MZ22507843	1
MZ22507845	2
MZ22507846	0
MZ22507847	0
MZ22507850	0
MZ22507851	2
MZ22507852	0
MZ22507855	0
MZ22507856	2
MZ22507857	1
MZ22507858	0
MZ22507860	1
MZ22507861	6
MZ22507862	2
MZ22507868	0
MZ22507869	1
MZ22507874	3
MZ22507875	1
MZ22507876	6
MZ22507878	10
MZ22507880	1
MZ22507882	1
MZ22507883	0
MZ22507885	1
MZ22507887	0
MZ22507890	0
MZ22507893	0
MZ22507894	0
MZ22507896	0
MZ22507898	10
MZ22507899	0
MZ22507903	0
MZ22507905	7
MZ22507906	1
MZ22507908	1
MZ22507911	0
MZ22507912	0
MZ22507914	2
MZ22507919	1
MZ22507920	10
MZ22507922	8
MZ22507926	11
MZ22507927	0
MZ22507930	4
MZ22507937	1
MZ22507939	0
MZ22507940	3
MZ22507941	1
MZ22507942	0
MZ22507945	2
MZ22507947	0
MZ22507948	0
MZ22507949	0
MZ22507953	7
MZ22507954	0
MZ22507956	0
MZ22507960	1
MZ22507961	0
MZ22507963	1
MZ22507966	0
MZ22507967	0
MZ22507968	0
MZ22507969	1
MZ22507970	0
MZ22507972	0
MZ22507976	2
MZ22507977	8
MZ22507980	1
MZ22507981	0
MZ22507984	1
MZ22507987	0
MZ22507988	3
MZ22507989	0
MZ22507992	7
MZ22507995	0
MZ22507996	3
MZ22508000	0
MZ22508001	0
MZ22508003	1
MZ22508004	2
MZ22508005	0
MZ22508006	0
MZ22508014	0
MZ22508018	1
MZ22508020	1
MZ22508022	8
MZ22508023	1
MZ22508027	1
MZ22508029	8
MZ22508033	6
MZ22508034	8
MZ22508039	8
MZ22508040	6
MZ22508041	0
MZ22508042	1
MZ22508046	0
MZ22508048	2
MZ22508049	0
MZ22508051	1
MZ22508055	5
MZ22508056	1
MZ22508057	7
MZ22508059	10
MZ22508063	0
MZ22508065	7
MZ22508066	2
MZ22508068	2
MZ22508069	0
MZ22508073	7
MZ22508074	0
MZ22508080	1
MZ22508081	0
MZ22508091	0
MZ22508093	1
MZ22508094	1
MZ22508098	1
MZ22508099	1
MZ22508106	1
MZ22508108	0
MZ22508113	0
MZ22508120	0
MZ22508123	0
MZ22508124	2
MZ22508127	0
MZ22508131	0
MZ22508134	0
MZ22508136	2
MZ22508137	9
MZ22508138	5
MZ22508143	0
MZ22508145	0
MZ22508146	9
MZ22508151	0
MZ22508156	1
MZ22508165	3
MZ22508166	2
MZ22508170	0
MZ22508173	2
MZ22508176	0
MZ22508177	0
MZ22508178	2
MZ22508179	8
MZ22508180	10
MZ22508181	0
MZ22508182	2
MZ22508184	0
MZ22508185	0
MZ22508186	11
MZ22508188	0
MZ22508189	0
MZ22508192	2
MZ22508193	3
MZ22508194	1
MZ22508197	0
MZ22508198	3
MZ22508201	0
MZ22508208	2
MZ22508209	0
MZ22508210	2
MZ22508211	4
MZ22508212	0
MZ22508213	0
MZ22508214	0
MZ22508216	5
MZ22508217	1
MZ22508219	0
MZ22508220	0
MZ22508224	3
MZ22508227	1
MZ22508229	2
MZ22508231	1
MZ22508234	2
MZ22508237	4
MZ22508238	1
MZ22508240	0
MZ22508242	0
MZ22508244	1
MZ22508246	0
MZ22508248	0
MZ22508251	0
MZ22508252	2
MZ22508253	1
MZ22508254	11
MZ22508255	0
MZ22508257	2
MZ22508258	0
MZ22508260	0
MZ22508262	1
MZ22508266	8
MZ22508271	1
MZ22508272	2
MZ22508275	0
MZ22508276	0
MZ22508279	4
MZ22508280	4
MZ22508282	0
MZ22508283	0
MZ22508284	0
MZ22508285	9
MZ22508286	1
MZ22508287	1
MZ22508289	0
MZ22508290	0
MZ22508291	0
MZ22508292	3
MZ22508293	6
MZ22508295	5
MZ22508297	4
MZ22508299	0
MZ22508300	11
MZ22508304	3
MZ22508305	1
MZ22508307	0
MZ22508308	0
MZ22508310	8
MZ22508311	1
MZ22508315	9
MZ22508316	0
MZ22508317	1
MZ22508318	0
MZ22508320	1
MZ22508321	0
MZ22508325	11
MZ22508330	10
MZ22508331	0
MZ22508333	9
MZ22508335	2
MZ22508337	0
MZ22508343	0
MZ22508344	0
MZ22508349	0
MZ22508350	0
MZ22508352	0
MZ22508354	0
MZ22508357	0
MZ22508358	2
MZ22508361	0
MZ22508363	0
MZ22508364	0
MZ22508367	0
MZ22508369	0
MZ22508371	1
MZ22508373	7
MZ22508375	1
MZ22508376	0
MZ22508379	1
MZ22508390	10
MZ22508393	7
MZ22508395	1
MZ22508397	5
MZ22508398	1
MZ22508399	0
MZ22508400	6
MZ22508402	2
MZ22508404	0
MZ22508407	0
MZ22508411	9
MZ22508412	8
MZ22508420	8
MZ22508423	0
MZ22508426	1
MZ22508427	1
MZ22508428	1
MZ22508430	3
MZ22508432	0
MZ22508437	1
MZ22508440	0
MZ22508442	0
MZ22508443	1
MZ22508444	3
MZ22508449	0
MZ22508453	0
MZ22508455	1
MZ22508456	0
MZ22508458	1
MZ22508459	8
MZ22508461	10
MZ22508463	0
MZ22508464	6
MZ22508465	0
MZ22508470	9
MZ22508471	3
MZ22508473	0
MZ22508475	1
MZ22508477	0
MZ22508478	1
MZ22508479	9
MZ22508480	0
MZ22508487	0
MZ22508488	1
MZ22508491	0
MZ22508502	1
MZ22508507	0
MZ22508508	1
MZ22508509	0
MZ22508510	8
MZ22508512	1
MZ22508513	0
MZ22508514	7
MZ22508515	0
MZ22508516	1
MZ22508517	6
MZ22508518	3
MZ22508519	2
MZ22508524	0
MZ22508525	2
MZ22508526	1
MZ22508532	5
MZ22508537	0
MZ22508540	0
MZ22508544	0
MZ22508545	2
MZ22508547	1
MZ22508548	2
MZ22508550	0
MZ22508553	0
MZ22508554	5
MZ22508558	9
MZ22508562	1
MZ22508564	1
MZ22508565	7
MZ22508566	4
MZ22508567	0
MZ22508570	0
MZ22508571	6
MZ22508572	2
MZ22508575	3
MZ22508576	1
MZ22508577	0
MZ22508580	0
MZ22508585	3
MZ22508588	11
MZ22508590	0
MZ22508592	2
MZ22508594	0
MZ22508597	0
MZ22508599	1
MZ22508600	0
MZ22508603	0
MZ22508604	0
MZ22508606	0
MZ22508610	2
MZ22508612	2
MZ22508613	0
MZ22508614	2
MZ22508615	0
MZ22508618	1
MZ22508619	6
MZ22508620	0
MZ22508621	0
MZ22508622	7
MZ22508624	1
MZ22508625	2
MZ22508627	0
MZ22508628	0
MZ22508629	0
MZ22508630	0
MZ22508633	0
MZ22508638	0
MZ22508640	1
MZ22508641	4
MZ22508643	1
MZ22508645	0
MZ22508646	0
MZ22508647	2
MZ22508648	0
MZ22508650	0
MZ22508657	3
MZ22508658	2
MZ22508660	0
MZ22508661	1
MZ22508663	0
MZ22508665	0
MZ22508666	0
MZ22508669	1
MZ22508671	2
MZ22508672	0
MZ22508674	0
MZ22508675	4
MZ22508678	0
MZ22508679	0
MZ22508682	0
MZ22508684	1
MZ22508688	2
MZ22508689	1
MZ22508693	0
MZ22508696	1
MZ22508697	2
MZ22508700	6
MZ22508701	1
MZ22508704	2
MZ22508705	10
MZ22508707	1
MZ22508709	1
MZ22508710	0
MZ22508712	1
MZ22508715	0
MZ22508718	1
MZ22508722	0
MZ22508723	0
MZ22508726	1
MZ22508732	0
MZ22508733	1
MZ22508734	0
MZ22508735	0
MZ22508736	2
MZ22508737	0
MZ22508739	10
MZ22508740	5
MZ22508742	1
MZ22508743	0
MZ22508744	1
MZ22508746	2
MZ22508750	0
MZ22508751	0
MZ22508752	0
MZ22508753	0
MZ22508754	0
MZ22508755	2
MZ22508756	10
MZ22508757	0
MZ22508759	1
MZ22508761	0
MZ22508765	0
MZ22508768	3
MZ22508770	3
MZ22508771	2
MZ22508772	0
MZ22508774	0
MZ22508777	0
MZ22508779	1
MZ22508784	2
MZ22508785	6
MZ22508788	1
MZ22508790	6
MZ22508792	2
MZ22508793	8
MZ22508796	1
MZ22508798	6
MZ22508801	0
MZ22508805	0
MZ22508808	0
MZ22508809	0
MZ22508810	2
MZ22508812	2
MZ22508817	0
MZ22508818	2
MZ22508823	0
MZ22508824	1
MZ22508826	10
MZ22508828	1
MZ22508829	0
MZ22508830	0
MZ22508831	0
MZ22508832	0
MZ22508835	0
MZ22508836	6
MZ22508838	1
MZ22508840	1
MZ22508842	2
MZ22508843	1
MZ22508844	2
MZ22508845	0
MZ22508849	1
MZ22508850	0
MZ22508851	0
MZ22508852	1
MZ22508854	10
MZ22508856	1
MZ22508858	0
MZ22508859	0
MZ22508860	3
MZ22508861	0
MZ22508867	3
MZ22508868	9
MZ22508870	0
MZ22508876	6
MZ22508877	0
MZ22508878	0
MZ22508881	0
MZ22508885	1
MZ22508887	0
MZ22508888	1
MZ22508891	0
MZ22508893	1
MZ22508895	0
MZ22508898	0
MZ22508899	0
MZ22508901	2
MZ22508902	8
MZ22508903	0
MZ22508904	1
MZ22508905	1
MZ22508906	3
MZ22508907	0
MZ22508908	1
MZ22508911	8
MZ22508913	10
MZ22508914	0
MZ22508916	0
MZ22508917	2
MZ22508918	1
MZ22508920	2
MZ22508921	2
MZ22508926	6
MZ22508927	0
MZ22508928	3
MZ22508930	0
MZ22508931	1
MZ22508933	0
MZ22508935	3
MZ22508939	0
MZ22508945	0
MZ22508946	0
MZ22508948	0
MZ22508950	3
MZ22508951	4
MZ22508956	1
MZ22508957	1
MZ22508960	6
MZ22508962	3
MZ22508966	0
MZ22508972	1
MZ22508974	0
MZ22508977	1
MZ22508978	1
MZ22508984	0
MZ22508985	0
MZ22508987	4
MZ22508990	0
MZ22508992	0
MZ22508994	0
MZ22508996	9
MZ22508998	0
MZ22508999	1
MZ22509000	1
MZ22509001	10
MZ22509005	8
MZ22509012	0
MZ22509017	6
MZ22509018	4
MZ22509019	0
MZ22509021	1
MZ22509022	0
MZ22509024	10
MZ22509025	1
MZ22509027	0
MZ22509029	0
MZ22509033	0
MZ22509034	2
MZ22509035	0
MZ22509039	3
MZ22509041	6
MZ22509046	3
MZ22509048	0
MZ22509051	2
MZ22509052	0
MZ22509053	4
MZ22509054	2
MZ22509055	1
MZ22509060	0
MZ22509062	1
MZ22509067	2
MZ22509074	9
MZ22509077	0
MZ22509078	8
MZ22509079	3
MZ22509082	2
MZ22509083	9
MZ22509084	3
MZ22509089	0
MZ22509091	7
MZ22509094	0
MZ22509097	5
MZ22509103	7
MZ22509105	0
MZ22509107	0
MZ22509111	9
MZ22509112	0
MZ22509113	0
MZ22509115	11
MZ22509118	8
MZ22509120	0
MZ22509126	8
MZ22509128	2
MZ22509130	1
MZ22509134	6
MZ22509135	1
MZ22509136	0
MZ22509138	0
MZ22509140	0
MZ22509141	10
MZ22509144	0
MZ22509145	1
MZ22509146	1
MZ22509148	0
MZ22509149	1
MZ22509152	1
MZ22509153	1
MZ22509154	0
MZ22509160	0
MZ22509161	0
MZ22509162	0
MZ22509166	0
MZ22509167	0
MZ22509168	0
MZ22509169	1
MZ22509174	0
MZ22509175	0
MZ22509176	0
MZ22509177	0
MZ22509178	0
MZ22509180	0
MZ22509181	3
MZ22509182	2
MZ22509185	2
MZ22509188	0
MZ22509190	0
MZ22509191	3
MZ22509192	2
MZ22509194	1
MZ22509195	1
MZ22509196	8
MZ22509200	0
MZ22509201	1
MZ22509202	1
MZ22509208	0
MZ22509209	1
MZ22509210	10
MZ22509211	0
MZ22509215	6
MZ22509216	0
MZ22509217	6
MZ22509219	0
MZ22509221	1
MZ22509222	4
MZ22509223	6
MZ22509224	6
MZ22509225	0
MZ22509227	9
MZ22509229	9
MZ22509232	0
MZ22509234	0
MZ22509235	0
MZ22509237	0
MZ22509239	0
MZ22509241	3
MZ22509243	1
MZ22509246	1
MZ22509248	1
MZ22509249	1
MZ22509252	0
MZ22509255	0
MZ22509257	1
MZ22509264	2
MZ22509266	0
MZ22509270	1
MZ22509273	1
MZ22509274	0
MZ22509276	0
MZ22509280	0
MZ22509282	0
MZ22509283	10
MZ22509286	2
MZ22509291	0
MZ22509293	4
MZ22509294	2
MZ22509295	1
MZ22509298	6
MZ22509299	0
MZ22509302	8
MZ22509303	1
MZ22509305	0
MZ22509306	1
MZ22509307	1
MZ22509310	0
MZ22509311	1
MZ22509312	2
MZ22509314	2
MZ22509316	1
MZ22509318	0
MZ22509319	0
MZ22509320	1
MZ22509321	0
MZ22509322	2
MZ22509323	2
MZ22509324	1
MZ22509326	3
MZ22509327	1
MZ22509330	3
MZ22509333	0
MZ22509336	9
MZ22509337	1
MZ22509338	1
MZ22509342	1
MZ22509345	0
MZ22509347	3
MZ22509350	1
MZ22509354	3
MZ22509356	1
MZ22509357	0
MZ22509358	2
MZ22509364	1
MZ22509365	0
MZ22509368	1
MZ22509372	5
MZ22509373	10
MZ22509375	0
MZ22509376	0
MZ22509377	2
MZ22509379	0
MZ22509381	0
MZ22509382	6
MZ22509383	0
MZ22509384	1
MZ22509388	1
MZ22509389	1
MZ22509392	0
MZ22509393	0
MZ22509394	2
MZ22509397	0
MZ22509401	2
MZ22509403	10
MZ22509405	1
MZ22509408	7
MZ22509412	0
MZ22509416	0
MZ22509417	1
MZ22509421	0
MZ22509422	1
MZ22509423	0
MZ22509424	5
MZ22509427	0
MZ22509429	0
MZ22509430	1
MZ22509432	10
MZ22509434	0
MZ22509435	0
MZ22509436	0
MZ22509437	2
MZ22509440	0
MZ22509441	0
MZ22509444	4
MZ22509447	2
MZ22509448	0
MZ22509450	0
MZ22509451	0
MZ22509453	0
MZ22509454	12
MZ22509456	6
MZ22509462	7
MZ22509466	0
MZ22509468	0
MZ22509469	0
MZ22509470	0
MZ22509473	2
MZ22509478	2
MZ22509483	1
MZ22509485	0
MZ22509486	8
MZ22509487	1
MZ22509488	2
MZ22509492	6
MZ22509494	7
MZ22509495	0
MZ22509496	0
MZ22509497	1
MZ22509498	1
MZ22509502	0
MZ22509503	0
MZ22509506	5
MZ22509507	0
MZ22509508	1
MZ22509510	0
MZ22509511	0
MZ22509514	0
MZ22509515	2
MZ22509516	0
MZ22509518	1
MZ22509519	0
MZ22509520	2
MZ22509521	4
MZ22509523	8
MZ22509524	0
MZ22509525	0
MZ22509526	1
MZ22509535	1
MZ22509536	0
MZ22509537	2
MZ22509538	0
MZ22509542	0
MZ22509543	11
MZ22509545	0
MZ22509548	9
MZ22509550	2
MZ22509551	0
MZ22509552	6
MZ22509555	4
MZ22509560	0
MZ22509562	0
MZ22509566	1
MZ22509568	0
MZ22509570	1
MZ22509573	2
MZ22509574	2
MZ22509576	2
MZ22509577	3
MZ22509581	0
MZ22509585	0
MZ22509586	1
MZ22509591	2
MZ22509592	0
MZ22509596	8
MZ22509599	2
MZ22509600	1
MZ22509601	0
MZ22509603	0
MZ22509605	0
MZ22509608	1
MZ22509609	1
MZ22509610	1
MZ22509611	0
MZ22509612	1
MZ22509618	1
MZ22509619	0
MZ22509621	0
MZ22509623	3
MZ22509625	2
MZ22509626	2
MZ22509628	2
MZ22509629	11
MZ22509632	0
MZ22509633	0
MZ22509635	1
MZ22509638	6
MZ22509642	0
MZ22509643	2
MZ22509644	3
MZ22509647	1
MZ22509650	1
MZ22509651	1
MZ22509652	0
MZ22509654	1
MZ22509656	0
MZ22509657	0
MZ22509658	0
MZ22509659	0
MZ22509661	0
MZ22509663	1
MZ22509664	9
MZ22509666	1
MZ22509669	0
MZ22509673	0
MZ22509675	0
MZ22509676	0
MZ22509677	4
MZ22509679	0
MZ22509681	1
MZ22509683	0
MZ22509686	1
MZ22509687	10
MZ22509692	3
MZ22509695	7
MZ22509697	0
MZ22509698	1
MZ22509699	5
MZ22509701	0
MZ22509702	2
MZ22509703	0
MZ22509704	7
MZ22509705	3
MZ22509706	1
MZ22509707	9
MZ22509712	0
MZ22509715	3
MZ22509716	0
MZ22509719	5
MZ22509722	0
MZ22509723	0
MZ22509724	1
MZ22509725	0
MZ22509729	7
MZ22509730	1
MZ22509731	0
MZ22509734	1
MZ22509741	1
MZ22509743	0
MZ22509745	1
MZ22509749	0
MZ22509751	0
MZ22509753	5
MZ22509755	1
MZ22509756	1
MZ22509757	0
MZ22509759	0
MZ22509760	0
MZ22509762	0
MZ22509766	0
MZ22509767	0
MZ22509770	0
MZ22509774	1
MZ22509775	2
MZ22509778	1
MZ22509779	1
MZ22509780	0
MZ22509782	7
MZ22509783	4
MZ22509784	4
MZ22509786	0
MZ22509787	0
MZ22509788	5
MZ22509789	9
MZ22509791	1
MZ22509792	1
MZ22509793	1
MZ22509794	2
MZ22509798	4
MZ22509799	0
MZ22509802	1
MZ22509803	1
MZ22509804	2
MZ22509806	4
MZ22509807	1
MZ22509810	4
MZ22509814	1
MZ22509817	1
MZ22509818	10
MZ22509821	1
MZ22509823	2
MZ22509824	0
MZ22509825	1
MZ22509827	1
MZ22509831	2
MZ22509832	0
MZ22509836	1
MZ22509839	5
MZ22509841	0
MZ22509842	0
MZ22509845	2
MZ22509846	0
MZ22509848	2
MZ22509853	3
MZ22509854	6
MZ22509856	2
MZ22509857	4
MZ22509858	2
MZ22509859	0
MZ22509860	0
MZ22509862	0
MZ22509864	1
MZ22509865	0
MZ22509866	0
MZ22509867	3
MZ22509869	6
MZ22509870	10
MZ22509872	4
MZ22509873	1
MZ22509874	10
MZ22509879	10
MZ22509883	0
MZ22509884	10
MZ22509885	7
MZ22509888	11
MZ22509889	0
MZ22509892	5
MZ22509894	0
MZ22509896	2
MZ22509900	2
MZ22509903	0
MZ22509905	1
MZ22509906	1
MZ22509907	0
MZ22509909	0
MZ22509911	0
MZ22509914	7
MZ22509916	4
MZ22509918	0
MZ22509919	1
MZ22509920	0
MZ22509921	0
MZ22509926	0
MZ22509930	0
MZ22509933	2
MZ22509936	1
MZ22509937	1
MZ22509938	11
MZ22509940	0
MZ22509942	2
MZ22509943	9
MZ22509945	5
MZ22509946	6
MZ22509948	0
MZ22509949	1
MZ22509951	0
MZ22509952	6
MZ22509954	4
MZ22509959	3
MZ22509960	1
MZ22509962	1
MZ22509964	1
MZ22509970	0
MZ22509973	0
MZ22509977	1
MZ22509978	1
MZ22509979	0
MZ22509983	5
MZ22509987	0
MZ22509988	0
MZ22509990	1
MZ22509992	2
MZ22509993	10
MZ22509994	1
MZ22509995	0
MZ22509997	0
MZ22509999	1
MZ22510000	1
MZ22510001	11
MZ22510002	7
MZ22510004	1
MZ22510005	1
MZ22510007	1
MZ22510008	0
MZ22510009	0
MZ22510011	1
MZ22510014	1
MZ22510016	2
MZ22510017	4
MZ22510021	0
MZ22510026	1
MZ22510027	0
MZ22510028	5
MZ22510029	1
MZ22510033	2
MZ22510035	0
MZ22510036	0
MZ22510039	0
MZ22510041	9
MZ22510042	0
MZ22510047	0
MZ22510049	1
MZ22510054	8
MZ22510057	1
MZ22510059	2
MZ22510060	8
MZ22510061	0
MZ22510063	3
MZ22510064	0
MZ22510067	7
MZ22510068	0
MZ22510069	0
MZ22510071	0
MZ22510072	1
MZ22510073	2
MZ22510076	1
MZ22510078	0
MZ22510081	1
MZ22510083	1
MZ22510085	1
MZ22510086	2
MZ22510088	0
MZ22510089	0
MZ22510092	0
MZ22510098	7
MZ22510104	1
MZ22510107	0
MZ22510110	0
MZ22510111	0
MZ22510112	8
MZ22510113	0
MZ22510115	9
MZ22510117	0
MZ22510119	8
MZ22510122	2
MZ22510123	3
MZ22510125	10
MZ22510127	2
MZ22510128	9
MZ22510129	2
MZ22510133	0
MZ22510134	0
MZ22510136	0
MZ22510140	1
MZ22510145	3
MZ22510146	0
MZ22510148	0
MZ22510151	1
MZ22510154	2
MZ22510155	0
MZ22510156	0
MZ22510157	3
MZ22510160	0
MZ22510161	0
MZ22510163	0
MZ22510165	2
MZ22510168	1
MZ22510169	0
MZ22510171	9
MZ22510172	0
MZ22510173	0
MZ22510174	0
MZ22510175	8
MZ22510178	6
MZ22510179	2
MZ22510181	1
MZ22510184	0
MZ22510185	1
MZ22510187	0
MZ22510188	5
MZ22510193	1
MZ22510194	9
MZ22510196	0
MZ22510197	0
MZ22510198	0
MZ22510199	0
MZ22510200	9
MZ22510201	0
MZ22510203	4
MZ22510205	0
MZ22510208	0
MZ22510210	0
MZ22510216	6
MZ22510220	1
MZ22510222	8
MZ22510225	0
MZ22510227	0
MZ22510231	2
MZ22510234	1
MZ22510235	0
MZ22510240	7
MZ22510241	1
MZ22510243	0
MZ22510244	0
MZ22510249	1
MZ22510250	1
MZ22510251	0
MZ22510252	0
MZ22510254	1
MZ22510257	0
MZ22510260	0
MZ22510261	2
MZ22510262	0
MZ22510264	1
MZ22510265	0
MZ22510268	0
MZ22510271	0
MZ22510272	0
MZ22510274	1
MZ22510277	10
MZ22510279	0
MZ22510281	3
MZ22510283	0
MZ22510286	7
MZ22510288	0
MZ22510291	2
MZ22510292	0
MZ22510293	5
MZ22510294	0
MZ22510295	1
MZ22510296	0
MZ22510298	2
MZ22510299	0
MZ22510300	2
MZ22510301	6
MZ22510302	0
MZ22510303	5
MZ22510305	5
MZ22510306	2
MZ22510307	2
MZ22510308	0
MZ22510313	8
MZ22510316	11
MZ22510317	0
MZ22510319	2
MZ22510320	1
MZ22510321	0
MZ22510322	10
MZ22510326	0
MZ22510328	5
MZ22510331	5
MZ22510333	1
MZ22510334	9
MZ22510337	0
MZ22510339	0
MZ22510343	7
MZ22510345	0
MZ22510346	3
MZ22510347	0
MZ22510349	0
MZ22510351	1
MZ22510353	2
MZ22510354	0
MZ22510356	3
MZ22510359	1
MZ22510360	0
MZ22510362	1
MZ22510365	1
MZ22510366	2
MZ22510369	10
MZ22510379	4
MZ22510382	0
MZ22510385	1
MZ22510387	0
MZ22510390	1
MZ22510391	1
MZ22510392	1
MZ22510394	3
MZ22510396	1
MZ22510397	1
MZ22510398	1
MZ22510401	1
MZ22510403	1
MZ22510404	0
MZ22510405	0
MZ22510406	0
MZ22510408	3
MZ22510411	1
MZ22510414	0
MZ22510417	0
MZ22510419	0
MZ22510423	0
MZ22510424	0
MZ22510426	0
MZ22510427	0
MZ22510428	0
MZ22510429	0
MZ22510435	0
MZ22510437	7
MZ22510438	1
MZ22510440	2
MZ22510443	3
MZ22510444	1
MZ22510445	1
MZ22510446	3
MZ22510447	9
MZ22510450	6
MZ22510451	0
MZ22510452	4
MZ22510453	1
MZ22510454	10
MZ22510455	11
MZ22510457	0
MZ22510460	1
MZ22510463	3
MZ22510465	1
MZ22510466	2
MZ22510469	0
MZ22510472	1
MZ22510473	0
MZ22510477	0
MZ22510478	6
MZ22510480	0
MZ22510482	0
MZ22510483	2
MZ22510484	4
MZ22510487	9
MZ22510489	0
MZ22510492	2
MZ22510493	5
MZ22510495	2
MZ22510496	1
MZ22510498	9
MZ22510499	1
MZ22510508	2
MZ22510511	0
MZ22510515	0
MZ22510516	2
MZ22510519	1
MZ22510529	1
MZ22510530	0
MZ22510533	1
MZ22510534	1
MZ22510535	7
MZ22510537	0
MZ22510538	9
MZ22510539	3
MZ22510540	0
MZ22510542	1
MZ22510543	5
MZ22510544	0
MZ22510548	1
MZ22510550	2
MZ22510556	0
MZ22510560	0
MZ22510561	0
MZ22510562	2
MZ22510566	0
MZ22510567	2
MZ22510568	0
MZ22510569	0
MZ22510570	3
MZ22510572	0
MZ22510573	1
MZ22510574	0
MZ22510575	0
MZ22510583	1
MZ22510585	2
MZ22510586	2
MZ22510589	1
MZ22510591	0
MZ22510592	0
MZ22510593	6
MZ22510594	0
MZ22510595	0
MZ22510596	0
MZ22510599	1
MZ22510604	0
MZ22510610	3
MZ22510612	2
MZ22510617	0
MZ22510619	7
MZ22510624	0
MZ22510625	0
MZ22510626	2
MZ22510629	1
MZ22510630	2
MZ22510631	0
MZ22510632	2
MZ22510633	2
MZ22510635	0
MZ22510642	0
MZ22510643	1
MZ22510644	0
MZ22510647	2
MZ22510649	1
MZ22510653	0
MZ22510657	0
MZ22510658	5
MZ22510659	0
MZ22510662	3
MZ22510664	0
MZ22510668	0
MZ22510669	8
MZ22510671	7
MZ22510675	4
MZ22510677	0
MZ22510680	0
MZ22510682	0
MZ22510684	0
MZ22510687	7
MZ22510688	1
MZ22510689	11
MZ22510691	0
MZ22510694	1
MZ22510695	1
MZ22510699	2
MZ22510700	0
MZ22510701	6
MZ22510704	0
MZ22510706	1
MZ22510707	0
MZ22510709	1
MZ22510713	0
MZ22510716	0
MZ22510721	0
MZ22510732	0
MZ22510734	2
MZ22510738	10
MZ22510740	0
MZ22510742	1
MZ22510743	1
MZ22510744	0
MZ22510745	1
MZ22510748	0
MZ22510751	0
MZ22510753	0
MZ22510755	6
MZ22510756	7
MZ22510759	6
MZ22510761	1
MZ22510763	0
MZ22510764	5
MZ22510765	0
MZ22510766	4
MZ22510768	2
MZ22510769	0
MZ22510771	2
MZ22510773	2
MZ22510775	3
MZ22510778	1
MZ22510782	0
MZ22510784	2
MZ22510786	1
MZ22510787	2
MZ22510789	1
MZ22510790	1
MZ22510791	0
MZ22510793	0
MZ22510794	1
MZ22510795	2
MZ22510798	7
MZ22510799	0
MZ22510801	4
MZ22510802	1
MZ22510804	1
MZ22510805	0
MZ22510807	0
MZ22510808	1
MZ22510812	0
MZ22510816	0
MZ22510817	1
MZ22510820	0
MZ22510822	1
MZ22510827	0
MZ22510828	0
MZ22510830	1
MZ22510832	9
MZ22510833	0
MZ22510834	1
MZ22510836	0
MZ22510837	5
MZ22510840	1
MZ22510841	0
MZ22510845	1
MZ22510847	6
MZ22510850	6
MZ22510852	0
MZ22510854	1
MZ22510855	0
MZ22510856	5
MZ22510857	0
MZ22510859	1
MZ22510860	3
MZ22510861	1
MZ22510862	1
MZ22510863	5
MZ22510864	2
MZ22510865	3
MZ22510870	0
MZ22510872	7
MZ22510879	4
MZ22510881	0
MZ22510883	8
MZ22510885	0
MZ22510887	0
MZ22510890	2
MZ22510891	6
MZ22510894	1
MZ22510895	2
MZ22510900	0
MZ22510902	2
MZ22510906	0
MZ22510907	0
MZ22510908	9
MZ22510912	1
MZ22510913	0
MZ22510915	0
MZ22510916	1
MZ22510917	1
MZ22510919	2
MZ22510921	8
MZ22510924	6
MZ22510925	3
MZ22510926	1
MZ22510927	0
MZ22510930	6
MZ22510933	1
MZ22510934	10
MZ22510935	10
MZ22510937	0
MZ22510939	0
MZ22510940	7
MZ22510942	0
MZ22510946	1
MZ22510955	0
MZ22510956	1
MZ22510958	7
MZ22510959	0
MZ22510961	0
MZ22510964	3
MZ22510966	1
MZ22510968	1
MZ22510969	6
MZ22510970	10
MZ22510971	0
MZ22510972	0
MZ22510973	0
MZ22510974	9
MZ22510975	0
MZ22510978	7
MZ22510979	0
MZ22510981	4
MZ22510982	0
MZ22510984	5
MZ22510986	1
MZ22510987	0
MZ22510990	1
MZ22510991	0
MZ22510992	0
MZ22510994	0
MZ22510999	0
MZ22511002	9
MZ22511003	2
MZ22511004	10
MZ22511008	1
MZ22511009	1
MZ22511010	0
MZ22511011	9
MZ22511014	0
MZ22511016	0
MZ22511017	6
MZ22511020	0
MZ22511023	0
MZ22511024	8
MZ22511025	0
MZ22511027	0
MZ22511029	1
MZ22511030	1
MZ22511039	7
MZ22511041	0
MZ22511043	0
MZ22511044	0
MZ22511047	0
MZ22511049	1
MZ22511052	4
MZ22511054	1
MZ22511055	9
MZ22511056	1
MZ22511057	0
MZ22511061	0
MZ22511062	0
MZ22511063	1
MZ22511065	10
MZ22511066	7
MZ22511067	8
MZ22511068	1
MZ22511071	4
MZ22511073	9
MZ22511078	0
MZ22511079	2
MZ22511080	0
MZ22511081	1
MZ22511082	3
MZ22511083	10
MZ22511085	8
MZ22511088	4
MZ22511090	9
MZ22511091	0
