orthogroup	PDS
MZ22505047	10.29618
MZ22505055	4.6673800000000005
MZ22505071	9.0969
MZ22505072	6.22688
MZ22505073	5.14795
MZ22505074	8.14995
MZ22505075	9.131210000000001
MZ22505080	5.44949
MZ22505081	7.26043
MZ22505082	5.50826
MZ22505084	10.96128
MZ22505087	3.3424199999999997
MZ22505088	8.03974
MZ22505089	7.7965
MZ22505090	4.52272
MZ22505091	6.5518
MZ22505093	7.991230000000001
MZ22505094	5.4027
MZ22505096	5.77391
MZ22505099	4.87338
MZ22505101	7.9295
MZ22505102	8.61023
MZ22505103	5.11425
MZ22505104	9.58738
MZ22505106	5.83582
MZ22505108	6.38401
MZ22505109	6.9555
MZ22505111	6.8224
MZ22505113	2.92867
MZ22505118	1.12519
MZ22505120	5.775119999999999
MZ22505121	7.520639999999999
MZ22505122	6.290369999999999
MZ22505123	8.567680000000001
MZ22505124	7.3660000000000005
MZ22505125	6.47909
MZ22505127	10.79018
MZ22505133	6.795669999999999
MZ22505134	8.319239999999999
MZ22505135	6.7295
MZ22505137	7.84943
MZ22505143	6.065230000000001
MZ22505144	10.51112
MZ22505146	8.62387
MZ22505147	7.64142
MZ22505148	7.77425
MZ22505151	3.95925
MZ22505153	6.19575
MZ22505154	6.97699
MZ22505157	5.25467
MZ22505158	4.45805
MZ22505160	6.04592
MZ22505161	6.28062
MZ22505165	13.962129999999998
MZ22505168	7.90555
MZ22505171	4.462
MZ22505173	7.0217
MZ22505175	8.50553
MZ22505177	1.22993
MZ22505179	6.85687
MZ22505183	8.20451
MZ22505184	7.2831600000000005
MZ22505185	7.0565
MZ22505186	6.05925
MZ22505188	7.38983
MZ22505189	9.92832
MZ22505191	5.3208
MZ22505192	6.25896
MZ22505193	9.577169999999999
MZ22505196	6.4450400000000005
MZ22505198	6.13476
MZ22505199	7.818919999999999
MZ22505203	5.72634
MZ22505204	1.4773
MZ22505205	6.92842
MZ22505206	10.05645
MZ22505208	6.2167699999999995
MZ22505209	6.82786
MZ22505217	5.389419999999999
MZ22505218	6.7908100000000005
MZ22505219	9.57188
MZ22505220	4.87362
MZ22505221	14.958779999999999
MZ22505223	7.467739999999999
MZ22505225	5.71669
MZ22505226	9.74266
MZ22505227	7.9589300000000005
MZ22505228	7.559130000000001
MZ22505229	6.5675
MZ22505230	7.65418
MZ22505232	5.1649
MZ22505234	6.4612
MZ22505236	11.209769999999999
MZ22505237	7.729830000000001
MZ22505239	8.63389
MZ22505240	7.51306
MZ22505242	7.20282
MZ22505244	8.056510000000001
MZ22505248	57.536680000000004
MZ22505251	6.8461
MZ22505252	4.7768
MZ22505254	6.744669999999999
MZ22505259	8.990730000000001
MZ22505261	6.8718
MZ22505263	15.42046
MZ22505265	34.00647
MZ22505268	7.03529
MZ22505271	6.01466
MZ22505272	6.950539999999999
MZ22505274	20.4933
MZ22505276	3.15902
MZ22505277	7.2309
MZ22505279	5.20757
MZ22505280	5.93389
MZ22505283	8.5792
MZ22505284	5.218
MZ22505285	8.00801
MZ22505289	6.20558
MZ22505294	6.897460000000001
MZ22505296	6.03235
MZ22505297	5.9253599999999995
MZ22505299	6.751710000000001
MZ22505302	5.53592
MZ22505305	16.479779999999998
MZ22505306	3.9849300000000003
MZ22505308	8.2966
MZ22505310	9.15595
MZ22505312	31.516990000000003
MZ22505315	23.0681
MZ22505316	4.23549
MZ22505319	6.41685
MZ22505320	2.53265
MZ22505324	6.50926
MZ22505326	6.93805
MZ22505327	7.0357
MZ22505329	0.0
MZ22505331	7.836810000000001
MZ22505334	7.766889999999999
MZ22505335	4.54995
MZ22505336	9.47908
MZ22505339	165.83148
MZ22505340	8.66358
MZ22505343	3.4452
MZ22505349	7.18105
MZ22505353	6.15719
MZ22505354	8.2595
MZ22505357	48.1797
MZ22505359	6.77566
MZ22505360	5.9128
MZ22505361	8.7594
MZ22505362	9.3433
MZ22505364	7.12365
MZ22505366	7.924589999999999
MZ22505367	7.59846
MZ22505369	8.269739999999999
MZ22505372	8.07086
MZ22505374	6.5382
MZ22505376	15.4549
MZ22505382	7.774610000000001
MZ22505385	3.41534
MZ22505386	5.11187
MZ22505388	7.37723
MZ22505392	7.8349
MZ22505394	5.8608199999999995
MZ22505396	5.73965
MZ22505398	7.6966399999999995
MZ22505399	17.43236
MZ22505401	8.14967
MZ22505405	6.136830000000001
MZ22505407	8.52388
MZ22505408	6.271719999999999
MZ22505410	4.51962
MZ22505411	6.5727
MZ22505414	7.4863
MZ22505415	6.78562
MZ22505417	8.764339999999999
MZ22505418	20.31092
MZ22505421	10.37363
MZ22505424	6.13393
MZ22505425	7.09465
MZ22505427	6.02326
MZ22505429	7.70098
MZ22505430	6.0399400000000005
MZ22505431	1.06073
MZ22505432	8.2721
MZ22505434	7.23677
MZ22505436	13.54129
MZ22505441	7.31836
MZ22505442	5.8592
MZ22505443	7.02238
MZ22505445	6.570069999999999
MZ22505454	7.74984
MZ22505455	9.21186
MZ22505457	5.49231
MZ22505458	6.01007
MZ22505459	34.6268
MZ22505461	6.895060000000001
MZ22505465	12.73397
MZ22505467	7.81951
MZ22505470	3.86591
MZ22505475	6.94297
MZ22505478	8.82452
MZ22505481	7.13433
MZ22505482	5.71548
MZ22505483	15.49286
MZ22505484	6.4092199999999995
MZ22505487	6.533980000000001
MZ22505491	10.43237
MZ22505493	11.97209
MZ22505494	7.45025
MZ22505495	5.42364
MZ22505499	6.5728800000000005
MZ22505500	8.15686
MZ22505504	6.835539999999999
MZ22505507	6.66189
MZ22505508	5.13548
MZ22505509	3.01595
MZ22505511	4.86094
MZ22505514	8.6348
MZ22505515	7.10925
MZ22505520	7.5637
MZ22505521	5.97117
MZ22505522	6.00288
MZ22505523	7.331239999999999
MZ22505527	6.41667
MZ22505531	10.88342
MZ22505532	5.69096
MZ22505535	5.37665
MZ22505536	1.53956
MZ22505539	7.46738
MZ22505541	5.59497
MZ22505542	8.02646
MZ22505544	6.673439999999999
MZ22505546	5.05662
MZ22505547	8.542760000000001
MZ22505550	6.303319999999999
MZ22505551	12.59487
MZ22505552	6.777810000000001
MZ22505556	3.3363699999999996
MZ22505557	7.528010000000001
MZ22505558	4.74345
MZ22505560	2.85502
MZ22505562	26.4801
MZ22505563	4.27813
MZ22505568	13.80131
MZ22505571	8.28613
MZ22505572	5.477530000000001
MZ22505573	10.1081
MZ22505574	10.89715
MZ22505586	8.6851
MZ22505588	9.70652
MZ22505589	10.2841
MZ22505592	7.7092
MZ22505593	10.609810000000001
MZ22505596	52.699819999999995
MZ22505598	7.5183800000000005
MZ22505599	5.95483
MZ22505600	8.53422
MZ22505604	11.2109
MZ22505608	8.91202
MZ22505611	6.0504
MZ22505614	5.88374
MZ22505615	5.90343
MZ22505617	8.89586
MZ22505618	6.75928
MZ22505620	7.0251
MZ22505621	5.79969
MZ22505624	8.97686
MZ22505625	8.0354
MZ22505626	7.1289
MZ22505629	9.58772
MZ22505634	7.4462399999999995
MZ22505636	6.22773
MZ22505637	4.11485
MZ22505640	2.97377
MZ22505641	5.41372
MZ22505642	7.38
MZ22505644	5.03737
MZ22505645	8.3481
MZ22505649	5.8284199999999995
MZ22505650	6.738410000000001
MZ22505652	5.21807
MZ22505655	7.176489999999999
MZ22505657	5.75747
MZ22505662	4.88471
MZ22505668	16.92825
MZ22505670	7.76915
MZ22505671	6.946960000000001
MZ22505672	7.91858
MZ22505673	15.40099
MZ22505675	3.73161
MZ22505676	5.20865
MZ22505678	3.68186
MZ22505680	5.87475
MZ22505681	8.798869999999999
MZ22505682	8.45236
MZ22505684	6.54314
MZ22505690	4.47012
MZ22505691	6.072369999999999
MZ22505694	8.87985
MZ22505699	9.20358
MZ22505701	7.10682
MZ22505703	5.906619999999999
MZ22505705	7.47965
MZ22505706	6.16513
MZ22505709	6.33579
MZ22505713	23.3226
MZ22505714	7.40194
MZ22505716	8.2458
MZ22505718	6.7579199999999995
MZ22505720	6.198980000000001
MZ22505721	6.01576
MZ22505724	7.54013
MZ22505725	11.33365
MZ22505727	191.1108
MZ22505728	6.7578
MZ22505729	5.90256
MZ22505731	7.927969999999999
MZ22505732	16.9338
MZ22505733	4.7499199999999995
MZ22505737	8.909310000000001
MZ22505739	5.537999999999999
MZ22505741	13.55197
MZ22505744	5.85377
MZ22505745	6.04857
MZ22505748	7.436719999999999
MZ22505749	10.12011
MZ22505753	7.049739999999999
MZ22505755	7.64191
MZ22505758	4.29237
MZ22505761	6.82275
MZ22505762	8.67676
MZ22505766	5.62751
MZ22505767	6.48054
MZ22505769	5.610519999999999
MZ22505772	0.10012
MZ22505773	5.02564
MZ22505777	5.869219999999999
MZ22505782	8.0664
MZ22505783	10.80518
MZ22505785	7.346
MZ22505788	6.51789
MZ22505790	7.78598
MZ22505794	6.578869999999999
MZ22505796	4.26356
MZ22505797	6.6562
MZ22505799	6.62398
MZ22505801	4.81917
MZ22505802	7.94695
MZ22505803	19.715989999999998
MZ22505804	5.36794
MZ22505810	7.69002
MZ22505812	7.094339999999999
MZ22505813	9.4492
MZ22505814	7.25577
MZ22505819	6.64284
MZ22505820	5.0049
MZ22505821	8.40184
MZ22505823	7.329219999999999
MZ22505824	7.934989999999999
MZ22505826	5.4531
MZ22505830	4.55987
MZ22505831	5.61718
MZ22505832	8.27791
MZ22505834	8.102139999999999
MZ22505835	5.4261099999999995
MZ22505836	7.88497
MZ22505838	5.64586
MZ22505839	7.19367
MZ22505841	6.55281
MZ22505843	5.49679
MZ22505844	5.45996
MZ22505845	4.07805
MZ22505846	16.07565
MZ22505848	6.75368
MZ22505849	7.65044
MZ22505851	7.953860000000001
MZ22505852	9.73927
MZ22505854	5.28342
MZ22505855	8.0131
MZ22505858	6.0137
MZ22505863	6.59998
MZ22505868	7.0359300000000005
MZ22505870	6.0158
MZ22505871	13.88616
MZ22505873	6.83565
MZ22505875	6.8807
MZ22505877	7.275239999999999
MZ22505881	7.1055
MZ22505882	6.4854400000000005
MZ22505883	6.29243
MZ22505885	6.88415
MZ22505891	4.7092
MZ22505892	10.16516
MZ22505894	7.15433
MZ22505897	9.96045
MZ22505901	8.13222
MZ22505902	3.94256
MZ22505904	8.75281
MZ22505908	11.124360000000001
MZ22505909	2.88266
MZ22505911	7.39275
MZ22505912	7.31665
MZ22505915	4.20753
MZ22505916	7.516939999999999
MZ22505918	5.5634
MZ22505920	3.12132
MZ22505921	6.931019999999999
MZ22505923	7.51923
MZ22505924	4.3728
MZ22505925	8.49485
MZ22505926	11.71746
MZ22505927	6.49944
MZ22505929	7.957910000000001
MZ22505930	14.6903
MZ22505931	9.742569999999999
MZ22505933	4.6965900000000005
MZ22505934	11.38532
MZ22505935	5.81885
MZ22505937	5.29853
MZ22505938	4.4673
MZ22505942	3.32154
MZ22505943	4.78451
MZ22505945	5.25356
MZ22505952	9.36121
MZ22505953	6.62487
MZ22505955	6.99039
MZ22505961	5.0708
MZ22505962	11.1076
MZ22505965	5.8385
MZ22505967	7.12558
MZ22505969	6.71915
MZ22505970	6.30025
MZ22505972	8.26672
MZ22505974	7.8317
MZ22505975	6.7103399999999995
MZ22505978	7.6689
MZ22505979	7.933389999999999
MZ22505980	7.1395100000000005
MZ22505981	4.83513
MZ22505984	5.4176
MZ22505985	34.06238
MZ22505986	6.22971
MZ22505987	17.32829
MZ22505998	18.121589999999998
MZ22506002	7.30045
MZ22506003	7.210489999999999
MZ22506006	3.7162
MZ22506010	4.68415
MZ22506015	5.3049599999999995
MZ22506017	6.82845
MZ22506019	7.343089999999999
MZ22506020	7.3084
MZ22506023	8.14123
MZ22506024	5.24606
MZ22506026	3.67613
MZ22506030	5.97618
MZ22506031	7.061210000000001
MZ22506034	7.6089899999999995
MZ22506037	8.070219999999999
MZ22506038	6.22001
MZ22506039	4.92897
MZ22506043	6.8383
MZ22506044	7.47888
MZ22506047	4.93621
MZ22506049	5.81161
MZ22506050	6.19349
MZ22506053	8.53515
MZ22506055	7.0705
MZ22506059	6.32172
MZ22506061	4.02365
MZ22506062	4.86076
MZ22506063	4.7232400000000005
MZ22506065	3.4145
MZ22506066	7.26271
MZ22506067	9.14118
MZ22506069	11.09497
MZ22506071	6.14993
MZ22506072	5.16747
MZ22506076	7.745769999999999
MZ22506078	5.5812800000000005
MZ22506079	6.23502
MZ22506081	6.25729
MZ22506082	6.855689999999999
MZ22506083	8.24897
MZ22506086	7.617889999999999
MZ22506089	7.93938
MZ22506091	3.5451300000000003
MZ22506092	41.5951
MZ22506093	0.33411
MZ22506096	3.52026
MZ22506097	5.56727
MZ22506100	5.5008300000000006
MZ22506101	7.422110000000001
MZ22506104	7.29528
MZ22506110	6.68815
MZ22506111	4.9572
MZ22506112	3.2851
MZ22506119	5.725140000000001
MZ22506120	7.0886
MZ22506121	14.17
MZ22506122	4.02163
MZ22506124	3.23292
MZ22506125	7.5341
MZ22506130	2.6304
MZ22506133	6.2159699999999996
MZ22506134	6.049930000000001
MZ22506135	7.41339
MZ22506137	28.4863
MZ22506139	13.432979999999999
MZ22506140	7.17735
MZ22506143	7.099289999999999
MZ22506145	4.64139
MZ22506146	6.22883
MZ22506147	8.39671
MZ22506151	0.0
MZ22506152	18.6205
MZ22506156	7.840269999999999
MZ22506157	6.4398800000000005
MZ22506158	6.803380000000001
MZ22506161	6.60526
MZ22506162	6.00673
MZ22506163	5.34941
MZ22506164	7.10912
MZ22506165	4.94181
MZ22506167	9.14295
MZ22506169	8.46495
MZ22506170	4.007709999999999
MZ22506171	18.55369
MZ22506181	4.39308
MZ22506182	147.6708
MZ22506184	16.92225
MZ22506186	8.711039999999999
MZ22506187	6.36045
MZ22506188	6.43162
MZ22506190	6.8234
MZ22506192	0.12222999999999999
MZ22506193	5.54557
MZ22506196	6.206840000000001
MZ22506197	7.124060000000001
MZ22506200	4.19721
MZ22506201	7.017639999999999
MZ22506204	21.10162
MZ22506206	6.968139999999999
MZ22506207	10.304210000000001
MZ22506208	6.792619999999999
MZ22506210	7.76958
MZ22506212	6.28148
MZ22506217	8.7624
MZ22506219	4.5458300000000005
MZ22506221	7.47147
MZ22506222	6.631069999999999
MZ22506223	10.151069999999999
MZ22506224	5.4658
MZ22506225	5.5679099999999995
MZ22506226	5.80839
MZ22506227	6.04969
MZ22506228	6.31107
MZ22506233	7.6928600000000005
MZ22506237	7.93554
MZ22506238	4.3156
MZ22506241	9.30206
MZ22506244	6.42886
MZ22506245	17.298289999999998
MZ22506246	7.11843
MZ22506247	5.5410699999999995
MZ22506253	7.05428
MZ22506254	6.612710000000001
MZ22506258	5.24918
MZ22506260	20.2582
MZ22506261	7.1410800000000005
MZ22506263	6.404319999999999
MZ22506264	11.010530000000001
MZ22506265	8.4414
MZ22506266	8.37123
MZ22506267	19.31097
MZ22506268	4.61935
MZ22506269	15.64161
MZ22506271	8.4459
MZ22506272	8.3395
MZ22506275	6.863180000000001
MZ22506278	5.0402
MZ22506280	12.1693
MZ22506282	7.063839999999999
MZ22506284	7.5323
MZ22506286	5.421
MZ22506290	6.61494
MZ22506291	8.262780000000001
MZ22506292	8.06588
MZ22506296	6.78499
MZ22506297	6.94141
MZ22506298	7.959960000000001
MZ22506299	3.2328799999999998
MZ22506301	6.917860000000001
MZ22506302	3.08846
MZ22506303	15.52295
MZ22506304	8.39834
MZ22506305	7.476660000000001
MZ22506306	1.5297100000000001
MZ22506309	0.11573
MZ22506312	6.040830000000001
MZ22506316	6.60537
MZ22506319	8.13223
MZ22506321	7.40895
MZ22506327	6.937689999999999
MZ22506328	5.85797
MZ22506331	4.9266
MZ22506335	7.30807
MZ22506336	7.64458
MZ22506337	8.79778
MZ22506340	7.37943
MZ22506344	5.76147
MZ22506345	5.9859
MZ22506346	8.25088
MZ22506348	1.30911
MZ22506349	8.43713
MZ22506353	14.643239999999999
MZ22506356	5.6002
MZ22506359	7.9993
MZ22506360	7.263539999999999
MZ22506363	5.496919999999999
MZ22506364	7.69983
MZ22506366	7.861160000000001
MZ22506370	6.350230000000001
MZ22506372	7.39665
MZ22506373	6.46291
MZ22506375	5.3295699999999995
MZ22506376	9.97127
MZ22506377	7.6186300000000005
MZ22506380	4.301819999999999
MZ22506381	5.61109
MZ22506384	6.7171199999999995
MZ22506386	6.96548
MZ22506387	12.927810000000001
MZ22506391	1.58009
MZ22506392	5.20023
MZ22506394	7.050339999999999
MZ22506396	6.97162
MZ22506397	8.23709
MZ22506399	8.621960000000001
MZ22506403	5.20821
MZ22506405	5.65115
MZ22506408	10.633989999999999
MZ22506414	11.20374
MZ22506416	9.401660000000001
MZ22506418	6.715319999999999
MZ22506419	6.46684
MZ22506420	7.27526
MZ22506421	11.181289999999999
MZ22506423	5.6995
MZ22506425	8.20548
MZ22506427	4.845269999999999
MZ22506432	4.1833
MZ22506436	7.10751
MZ22506437	7.080210000000001
MZ22506438	11.07797
MZ22506439	5.499140000000001
MZ22506443	3.133
MZ22506447	5.90837
MZ22506448	5.43792
MZ22506449	78.08418
MZ22506450	12.64533
MZ22506451	7.45437
MZ22506452	5.46817
MZ22506454	6.5042
MZ22506455	9.263069999999999
MZ22506457	19.14868
MZ22506463	27.8774
MZ22506467	5.91985
MZ22506469	7.30403
MZ22506470	6.43695
MZ22506474	5.42984
MZ22506475	2.2777
MZ22506476	7.9156
MZ22506480	6.45365
MZ22506482	6.5811
MZ22506483	8.12602
MZ22506484	6.85048
MZ22506488	6.08597
MZ22506490	6.127999999999999
MZ22506493	5.10755
MZ22506497	5.85933
MZ22506499	5.14272
MZ22506500	5.3016
MZ22506502	6.65448
MZ22506505	6.3823099999999995
MZ22506506	9.429789999999999
MZ22506510	6.99403
MZ22506511	9.42765
MZ22506513	6.61448
MZ22506515	8.26805
MZ22506518	8.60675
MZ22506519	6.32664
MZ22506522	5.94056
MZ22506526	5.74202
MZ22506528	3.3261199999999995
MZ22506529	10.0571
MZ22506530	10.31329
MZ22506531	6.6259
MZ22506533	14.816479999999999
MZ22506534	4.6106
MZ22506535	7.61229
MZ22506538	9.03481
MZ22506539	6.81876
MZ22506540	4.29386
MZ22506541	10.298760000000001
MZ22506543	4.4612
MZ22506545	4.64344
MZ22506550	8.81894
MZ22506551	10.067680000000001
MZ22506552	6.9628
MZ22506553	10.89755
MZ22506554	5.53944
MZ22506555	6.324
MZ22506558	5.44949
MZ22506560	6.39599
MZ22506564	8.52116
MZ22506565	5.74567
MZ22506568	7.82671
MZ22506569	10.48398
MZ22506571	7.4142
MZ22506572	8.37711
MZ22506574	7.301139999999999
MZ22506576	7.0533600000000005
MZ22506577	4.2317800000000005
MZ22506579	11.29092
MZ22506583	7.504
MZ22506584	8.51604
MZ22506585	5.87338
MZ22506586	6.1579999999999995
MZ22506591	1.88001
MZ22506596	4.4631
MZ22506597	4.9334
MZ22506599	3.31943
MZ22506603	0.0
MZ22506604	3.74151
MZ22506605	7.037939999999999
MZ22506607	7.06107
MZ22506608	9.3163
MZ22506609	6.8275
MZ22506611	6.32161
MZ22506613	4.85838
MZ22506620	6.60942
MZ22506621	3.07871
MZ22506622	7.94486
MZ22506624	7.4327
MZ22506626	4.7954
MZ22506628	11.35249
MZ22506630	7.4774
MZ22506632	0.09255
MZ22506634	7.43572
MZ22506640	4.6875
MZ22506643	6.7275
MZ22506644	7.589760000000001
MZ22506646	7.86533
MZ22506647	0.13433
MZ22506648	6.78366
MZ22506649	6.181019999999999
MZ22506650	9.34126
MZ22506651	5.24023
MZ22506654	4.5061800000000005
MZ22506656	6.976539999999999
MZ22506658	6.9459
MZ22506659	4.88976
MZ22506660	6.804119999999999
MZ22506664	5.63114
MZ22506665	3.17428
MZ22506668	8.287239999999999
MZ22506669	7.80275
MZ22506670	8.34252
MZ22506671	155.2093
MZ22506672	7.833489999999999
MZ22506673	5.7563
MZ22506675	8.15875
MZ22506676	6.57442
MZ22506679	8.45686
MZ22506680	6.48989
MZ22506681	11.08507
MZ22506682	6.58553
MZ22506684	30.27964
MZ22506686	16.47135
MZ22506687	7.811889999999999
MZ22506688	8.29065
MZ22506695	6.1293
MZ22506696	6.20934
MZ22506697	9.23185
MZ22506702	7.85988
MZ22506704	10.3958
MZ22506705	6.100280000000001
MZ22506711	5.83663
MZ22506712	5.164680000000001
MZ22506714	8.47603
MZ22506716	0.45642
MZ22506717	7.4224
MZ22506719	11.31475
MZ22506720	3.29112
MZ22506722	13.78775
MZ22506724	6.29029
MZ22506726	7.68346
MZ22506728	99.0224
MZ22506729	9.499189999999999
MZ22506731	8.77881
MZ22506733	2.96697
MZ22506734	10.345999999999998
MZ22506735	5.03328
MZ22506740	7.359389999999999
MZ22506743	7.591710000000001
MZ22506744	57.0225
MZ22506748	5.63966
MZ22506749	6.37071
MZ22506753	5.02215
MZ22506754	28.45777
MZ22506758	5.76766
MZ22506760	12.58562
MZ22506761	4.89257
MZ22506763	5.6918
MZ22506766	581.1449
MZ22506778	6.570530000000001
MZ22506779	3.3595900000000003
MZ22506783	3.2943
MZ22506784	27.948559999999997
MZ22506786	6.1441
MZ22506787	5.64174
MZ22506788	6.07501
MZ22506789	6.6971300000000005
MZ22506790	8.58305
MZ22506792	4.7623
MZ22506793	6.3014
MZ22506795	5.4408199999999995
MZ22506797	6.87395
MZ22506800	8.10065
MZ22506801	7.80921
MZ22506808	8.97839
MZ22506809	3.4955
MZ22506813	4.9948
MZ22506814	6.31265
MZ22506815	5.10895
MZ22506816	1.2522799999999998
MZ22506820	7.6150199999999995
MZ22506825	18.14967
MZ22506826	6.8749199999999995
MZ22506828	11.113560000000001
MZ22506830	34.01952
MZ22506831	9.491610000000001
MZ22506832	6.49242
MZ22506833	8.00419
MZ22506834	4.810969999999999
MZ22506835	7.6651
MZ22506836	4.3650199999999995
MZ22506837	6.44129
MZ22506842	6.49041
MZ22506843	6.84625
MZ22506847	6.35089
MZ22506849	7.6545
MZ22506853	5.42063
MZ22506854	7.6827
MZ22506856	11.17711
MZ22506857	4.99003
MZ22506858	7.46766
MZ22506864	6.50258
MZ22506868	3.92826
MZ22506869	9.84125
MZ22506870	6.11597
MZ22506875	6.8650199999999995
MZ22506879	8.671710000000001
MZ22506881	2.72338
MZ22506883	7.04223
MZ22506885	2.18832
MZ22506886	10.410039999999999
MZ22506887	4.73439
MZ22506892	3.76305
MZ22506893	6.619689999999999
MZ22506894	5.88051
MZ22506895	4.1403
MZ22506900	9.6009
MZ22506902	9.11464
MZ22506908	9.52528
MZ22506909	7.395460000000001
MZ22506911	7.16356
MZ22506916	7.53522
MZ22506919	3.26614
MZ22506924	4.009930000000001
MZ22506926	8.14001
MZ22506929	5.52805
MZ22506930	7.71875
MZ22506931	5.14061
MZ22506936	3.39055
MZ22506941	17.20786
MZ22506942	6.6988
MZ22506943	3.2036700000000002
MZ22506944	6.6108899999999995
MZ22506945	9.2595
MZ22506946	5.6022
MZ22506950	6.52693
MZ22506955	6.30507
MZ22506956	5.67785
MZ22506958	7.063110000000001
MZ22506961	8.1535
MZ22506963	7.60335
MZ22506965	7.525519999999999
MZ22506969	6.768039999999999
MZ22506973	9.04804
MZ22506974	35.454229999999995
MZ22506980	6.9713
MZ22506981	9.74335
MZ22506986	6.229019999999999
MZ22506987	15.2344
MZ22506988	9.29106
MZ22506989	7.24165
MZ22506993	5.95528
MZ22506994	6.42771
MZ22506997	6.55105
MZ22506998	5.11972
MZ22507001	7.08753
MZ22507004	0.01135
MZ22507006	5.7265
MZ22507012	8.247539999999999
MZ22507013	6.2146300000000005
MZ22507014	7.88355
MZ22507015	22.05225
MZ22507016	4.87785
MZ22507017	4.69342
MZ22507018	6.05086
MZ22507020	15.1256
MZ22507021	5.0853
MZ22507023	3.9323300000000003
MZ22507024	7.76508
MZ22507026	5.304180000000001
MZ22507027	7.58939
MZ22507028	7.343039999999999
MZ22507032	8.68015
MZ22507033	6.77407
MZ22507034	5.26756
MZ22507035	6.6143
MZ22507036	7.63662
MZ22507038	7.522460000000001
MZ22507042	7.06482
MZ22507044	4.793
MZ22507046	11.02401
MZ22507048	7.05503
MZ22507054	2.28955
MZ22507055	5.15075
MZ22507059	4.02829
MZ22507060	5.27237
MZ22507063	2.09349
MZ22507064	11.02062
MZ22507067	6.13544
MZ22507069	8.470410000000001
MZ22507070	5.9781
MZ22507074	5.35163
MZ22507075	8.24235
MZ22507077	6.14914
MZ22507080	5.3779699999999995
MZ22507081	9.87773
MZ22507082	18.8494
MZ22507084	7.16233
MZ22507085	1.17464
MZ22507087	10.51038
MZ22507088	5.18452
MZ22507090	7.43531
MZ22507091	8.177810000000001
MZ22507093	11.1476
MZ22507094	6.41038
MZ22507095	4.88812
MZ22507099	4.41204
MZ22507100	5.60281
MZ22507108	4.6958
MZ22507110	6.8285
MZ22507111	6.26906
MZ22507112	6.3193
MZ22507115	5.41054
MZ22507118	6.08856
MZ22507119	5.86405
MZ22507120	9.49169
MZ22507121	5.45404
MZ22507122	9.079189999999999
MZ22507123	7.083469999999999
MZ22507125	7.4802100000000005
MZ22507127	10.89136
MZ22507129	18.40157
MZ22507130	12.92587
MZ22507131	8.52242
MZ22507132	10.21454
MZ22507133	7.36203
MZ22507134	4.1868
MZ22507135	8.42362
MZ22507136	0.46021000000000006
MZ22507137	5.85807
MZ22507138	11.99897
MZ22507139	5.55106
MZ22507144	7.82676
MZ22507146	7.98745
MZ22507147	7.82747
MZ22507152	15.073220000000001
MZ22507156	6.56077
MZ22507157	8.93828
MZ22507158	9.793989999999999
MZ22507160	7.697839999999999
MZ22507161	8.52774
MZ22507166	7.470960000000001
MZ22507168	6.282769999999999
MZ22507169	22.4887
MZ22507170	5.360930000000001
MZ22507171	4.48773
MZ22507172	127.8406
MZ22507176	5.2891
MZ22507177	7.4114
MZ22507182	6.28342
MZ22507187	9.62549
MZ22507188	4.1859
MZ22507190	32.5274
MZ22507192	4.763809999999999
MZ22507194	7.799869999999999
MZ22507195	7.07408
MZ22507196	6.94147
MZ22507199	4.59753
MZ22507201	5.996230000000001
MZ22507202	6.28503
MZ22507203	10.48668
MZ22507208	5.4018
MZ22507209	7.453939999999999
MZ22507211	10.819989999999999
MZ22507214	5.4993
MZ22507217	5.8882
MZ22507218	7.83295
MZ22507221	3.6478099999999998
MZ22507222	7.89415
MZ22507223	8.89456
MZ22507224	9.15369
MZ22507227	7.093939999999999
MZ22507228	8.14708
MZ22507230	11.84375
MZ22507231	8.882010000000001
MZ22507232	8.03914
MZ22507236	6.30576
MZ22507237	6.31377
MZ22507242	5.494619999999999
MZ22507244	7.3868100000000005
MZ22507245	7.57405
MZ22507246	8.464039999999999
MZ22507248	6.14202
MZ22507249	5.88889
MZ22507252	7.26432
MZ22507254	16.91698
MZ22507256	2.68578
MZ22507257	6.880960000000001
MZ22507264	9.94605
MZ22507268	3.6841
MZ22507270	6.30173
MZ22507271	6.2141
MZ22507273	23.616
MZ22507275	4.19528
MZ22507278	6.08052
MZ22507280	6.087280000000001
MZ22507282	6.7545
MZ22507284	5.29605
MZ22507285	5.24051
MZ22507286	9.73025
MZ22507287	11.46669
MZ22507290	8.54555
MZ22507292	5.32341
MZ22507293	4.440259999999999
MZ22507294	7.613360000000001
MZ22507295	7.073410000000001
MZ22507296	7.10906
MZ22507298	6.542000000000001
MZ22507300	5.98409
MZ22507303	6.13159
MZ22507304	5.41129
MZ22507308	6.05875
MZ22507309	7.1741
MZ22507310	4.97156
MZ22507311	8.0076
MZ22507321	5.579280000000001
MZ22507325	5.67734
MZ22507329	5.6639
MZ22507330	4.696940000000001
MZ22507334	7.893210000000001
MZ22507335	5.7966
MZ22507339	9.46074
MZ22507340	7.958880000000001
MZ22507341	7.365639999999999
MZ22507345	6.850510000000001
MZ22507346	7.36362
MZ22507348	8.291
MZ22507349	4.15091
MZ22507351	9.87191
MZ22507352	8.736080000000001
MZ22507353	7.836880000000001
MZ22507356	6.2979199999999995
MZ22507357	6.54131
MZ22507358	5.83706
MZ22507359	8.88195
