orthogroup	WGA
4678at7399	0.74
4681at7399	0.75
4687at7399	0.73
4689at7399	0.57
4694at7399	0.84
4695at7399	0.75
4699at7399	0.91
4708at7399	0.94
4714at7399	0.98
4717at7399	0.95
4718at7399	0.92
4727at7399	0.91
4734at7399	0.78
4736at7399	0.92
4739at7399	0.68
4743at7399	0.91
4747at7399	0.92
4758at7399	0.57
4760at7399	0.92
4761at7399	0.89
4767at7399	0.67
4768at7399	0.9
4773at7399	0.65
4774at7399	0.7
4775at7399	0.94
4776at7399	0.72
4785at7399	0.87
4792at7399	0.9
4800at7399	0.79
4803at7399	0.64
4804at7399	0.65
4806at7399	0.74
4808at7399	0.56
4809at7399	0.58
4811at7399	0.62
4813at7399	0.87
4814at7399	0.75
4819at7399	0.8
4822at7399	0.76
4824at7399	0.76
4827at7399	0.75
4831at7399	0.34
4833at7399	0.59
4835at7399	0.9
4838at7399	0.97
4839at7399	0.75
4847at7399	0.91
4848at7399	0.93
4854at7399	0.9
4857at7399	0.89
4858at7399	0.39
4864at7399	0.74
4865at7399	0.89
4866at7399	0.62
4867at7399	0.56
4868at7399	0.93
4872at7399	0.79
4873at7399	0.35
4875at7399	0.86
4889at7399	0.73
4890at7399	0.93
4899at7399	0.79
4900at7399	0.86
4903at7399	0.49
4907at7399	0.86
4911at7399	0.93
4912at7399	0.9
4915at7399	0.47
4916at7399	0.58
4917at7399	0.92
4921at7399	0.58
4936at7399	0.61
4938at7399	0.71
4940at7399	0.91
4943at7399	0.75
4949at7399	0.72
4950at7399	0.89
4952at7399	0.27
4953at7399	0.91
4955at7399	0.56
4957at7399	0.81
4959at7399	0.86
4960at7399	0.92
4962at7399	0.58
4968at7399	0.87
4969at7399	0.9
4975at7399	0.96
4976at7399	1.0
4977at7399	0.56
4984at7399	0.95
4985at7399	0.83
4988at7399	0.88
4991at7399	0.39
4994at7399	0.48
4995at7399	0.83
4997at7399	0.5
5000at7399	0.88
5005at7399	1.0
5008at7399	0.85
5009at7399	0.93
5013at7399	0.83
5016at7399	0.94
5019at7399	0.07
5023at7399	0.97
5026at7399	0.78
5028at7399	0.71
5030at7399	0.97
5034at7399	0.92
5037at7399	0.785
5048at7399	0.89
5052at7399	0.94
5054at7399	0.67
5057at7399	0.91
5059at7399	0.74
5060at7399	0.72
5062at7399	0.85
5066at7399	0.95
5071at7399	0.96
5075at7399	0.57
5077at7399	0.68
5086at7399	0.48
5090at7399	0.56
5092at7399	0.83
5094at7399	0.88
5096at7399	0.6
5101at7399	0.96
5109at7399	0.68
5111at7399	0.82
5113at7399	0.82
5119at7399	0.76
5122at7399	0.51
5123at7399	0.69
5125at7399	0.41
5130at7399	0.84
5145at7399	0.87
5146at7399	0.91
5148at7399	0.61
5161at7399	0.71
5165at7399	0.87
5169at7399	0.92
5172at7399	0.78
5174at7399	0.95
5175at7399	0.92
5179at7399	0.65
5182at7399	0.9
5188at7399	0.69
5189at7399	0.8
5190at7399	0.93
5191at7399	0.89
5192at7399	0.54
5198at7399	0.88
5201at7399	0.82
5203at7399	0.76
5204at7399	0.92
5205at7399	0.93
5206at7399	0.85
5208at7399	0.85
5211at7399	0.99
5214at7399	0.56
5218at7399	0.91
5220at7399	0.28
5221at7399	0.47
5223at7399	0.58
5224at7399	0.94
5232at7399	0.46
5238at7399	0.92
5241at7399	0.81
5243at7399	0.9
5247at7399	0.87
5252at7399	0.41
5254at7399	0.95
5256at7399	0.26
5262at7399	0.44
5266at7399	0.89
5267at7399	0.91
5268at7399	0.95
5271at7399	0.68
5278at7399	0.62
5280at7399	0.41
5281at7399	0.71
5285at7399	0.54
5288at7399	0.83
5289at7399	0.96
5290at7399	0.553333333
5291at7399	0.62
5292at7399	0.89
5293at7399	0.78
5296at7399	0.43
5298at7399	0.66
5299at7399	0.45
5306at7399	0.76
5307at7399	0.54
5311at7399	0.92
5312at7399	0.71
5315at7399	0.76
5317at7399	0.68
5318at7399	0.45
5321at7399	0.19
5322at7399	0.85
5323at7399	0.86
5329at7399	0.96
5332at7399	0.81
5334at7399	0.92
5336at7399	0.5
5337at7399	0.6
5338at7399	0.66
5339at7399	0.87
5346at7399	0.91
5353at7399	0.63
5355at7399	0.99
5358at7399	0.79
5363at7399	0.55
5374at7399	0.56
5375at7399	0.57
5376at7399	0.9
5377at7399	0.88
5379at7399	0.92
5385at7399	0.99
5393at7399	0.62
5394at7399	0.75
5396at7399	0.88
5399at7399	0.65
5401at7399	0.9
5404at7399	0.91
5406at7399	0.74
5408at7399	0.96
5410at7399	0.65
5414at7399	0.93
5415at7399	0.87
5417at7399	0.84
5418at7399	0.99
5421at7399	0.75
5424at7399	0.83
5426at7399	0.91
5431at7399	0.79
5433at7399	0.86
5434at7399	0.93
5435at7399	0.84
5444at7399	0.62
5446at7399	0.67
5447at7399	0.965
5448at7399	0.77
5450at7399	0.94
5453at7399	0.76
5454at7399	0.94
5462at7399	0.94
5468at7399	0.6
5469at7399	0.7
5470at7399	0.87
5474at7399	0.9
5477at7399	0.7
5478at7399	0.72
5479at7399	0.8
5484at7399	0.4
5485at7399	0.62
5490at7399	0.96
5492at7399	0.55
5496at7399	0.38
5498at7399	0.86
5499at7399	0.28
5500at7399	0.94
5501at7399	0.87
5506at7399	0.67
5511at7399	0.87
5515at7399	0.04
5517at7399	0.85
5520at7399	0.64
5521at7399	0.91
5524at7399	0.79
5526at7399	0.64
5530at7399	0.61
5531at7399	0.92
5533at7399	0.83
5536at7399	0.71
5539at7399	0.9
5545at7399	0.42
5553at7399	0.85
5554at7399	0.86
5558at7399	0.85
5566at7399	0.5
5570at7399	0.64
5571at7399	0.94
5576at7399	0.93
5577at7399	0.67
5589at7399	0.64
5592at7399	0.87
5594at7399	0.64
5597at7399	0.85
5600at7399	0.8
5601at7399	0.95
5607at7399	0.89
5608at7399	0.84
5610at7399	0.89
5611at7399	0.96
5618at7399	0.71
5619at7399	0.98
5621at7399	0.07
5626at7399	0.91
5632at7399	0.9
5633at7399	0.58
5636at7399	0.23
5639at7399	0.92
5641at7399	0.82
5642at7399	0.9
5643at7399	0.83
5644at7399	0.98
5645at7399	0.81
5654at7399	0.58
5656at7399	0.32
5666at7399	0.92
5675at7399	0.56
5677at7399	0.81
5678at7399	0.22
5679at7399	0.4
5682at7399	0.87
5685at7399	0.93
5688at7399	0.73
5690at7399	0.69
5691at7399	0.7
5694at7399	0.84
5695at7399	0.99
5706at7399	0.88
5709at7399	0.73
5710at7399	0.84
5711at7399	0.71
5712at7399	0.73
5713at7399	0.97
5719at7399	0.48
5721at7399	0.76
5725at7399	0.56
5730at7399	0.58
5731at7399	0.91
5732at7399	0.94
5739at7399	0.64
5744at7399	0.59
5754at7399	0.93
5756at7399	0.63
5760at7399	0.99
5766at7399	0.93
5773at7399	0.49
5778at7399	0.71
5779at7399	0.59
5787at7399	0.93
5789at7399	0.86
5790at7399	0.713333333
5792at7399	0.71
5800at7399	0.45
5803at7399	0.8
5806at7399	0.94
5810at7399	0.67
5811at7399	0.86
5818at7399	0.87
5827at7399	0.88
5829at7399	0.84
5830at7399	0.86
5832at7399	0.7
5833at7399	0.75
5834at7399	0.71
5837at7399	0.88
5842at7399	0.46
5845at7399	0.62
5846at7399	0.57
5849at7399	0.95
5850at7399	1.0
5854at7399	0.3
5860at7399	0.92
5863at7399	0.53
5865at7399	0.97
5873at7399	0.87
5874at7399	0.1
5876at7399	0.87
5878at7399	0.68
5880at7399	0.73
5881at7399	0.87
5882at7399	0.87
5885at7399	0.91
5886at7399	0.49
5888at7399	0.723333333
5891at7399	0.54
5895at7399	0.73
5898at7399	0.95
5911at7399	0.72
5912at7399	0.94
5915at7399	0.9
5916at7399	0.74
5923at7399	0.74
5924at7399	0.71
5928at7399	0.92
5929at7399	0.85
5931at7399	0.71
5935at7399	0.73
5936at7399	0.96
5937at7399	0.66
5946at7399	0.91
5947at7399	0.91
5949at7399	0.78
5953at7399	0.75
5954at7399	0.87
5955at7399	0.73
5961at7399	0.5
5962at7399	0.77
5963at7399	0.78
5965at7399	0.56
5970at7399	0.48
5972at7399	0.81
5974at7399	0.74
5981at7399	0.69
5987at7399	0.97
5988at7399	0.96
5990at7399	0.73
5991at7399	0.42
5997at7399	0.82
5998at7399	0.92
6005at7399	0.81
6007at7399	0.93
6009at7399	0.86
6010at7399	0.98
6014at7399	0.92
6016at7399	0.71
6027at7399	0.94
6033at7399	0.91
6038at7399	0.85
6045at7399	0.47
6046at7399	0.69
6048at7399	0.15
6052at7399	0.56
6053at7399	0.7
6054at7399	0.93
6058at7399	0.3
6060at7399	0.39
6061at7399	0.93
6063at7399	0.87
6070at7399	0.69
6073at7399	0.85
6074at7399	0.8
6075at7399	0.93
6076at7399	0.83
6083at7399	0.84
6085at7399	0.63
6087at7399	0.66
6088at7399	0.94
6092at7399	0.73
6095at7399	0.92
6101at7399	0.87
6103at7399	0.85
6104at7399	0.57
6105at7399	0.94
6108at7399	0.97
6113at7399	0.96
6115at7399	0.2
6117at7399	0.8
6120at7399	0.82
6122at7399	0.97
6126at7399	0.77
6132at7399	0.39
6134at7399	0.9
6141at7399	0.55
6143at7399	0.94
6145at7399	0.48
6147at7399	0.73
6150at7399	0.96
6152at7399	0.91
6156at7399	0.64
6159at7399	0.88
6163at7399	0.47
6170at7399	0.88
6174at7399	0.87
6175at7399	0.97
6176at7399	0.65
6178at7399	0.89
6182at7399	0.41
6183at7399	0.96
6195at7399	0.54
6198at7399	0.77
6199at7399	0.46
6200at7399	0.81
6202at7399	0.71
6204at7399	0.67
6205at7399	0.63
6208at7399	0.63
6219at7399	0.82
6222at7399	0.97
6223at7399	0.78
6225at7399	0.85
6236at7399	0.96
6239at7399	0.79
6242at7399	0.81
6247at7399	0.87
6250at7399	0.91
6252at7399	0.9
6258at7399	0.6
6259at7399	0.93
6262at7399	0.46
6264at7399	0.64
6266at7399	0.37
6267at7399	0.93
6270at7399	0.67
6271at7399	0.88
6272at7399	0.76
6273at7399	0.76
6274at7399	0.87
6280at7399	0.66
6288at7399	0.87
6291at7399	0.59
6297at7399	0.96
6300at7399	0.12
6305at7399	0.93
6312at7399	0.51
6314at7399	0.8
6315at7399	0.9
6317at7399	0.78
6318at7399	0.96
6322at7399	0.59
6323at7399	0.86
6325at7399	0.73
6326at7399	0.75
6327at7399	0.94
6328at7399	0.755
6331at7399	0.36
6334at7399	0.49
6336at7399	0.721578947
6339at7399	0.7
6345at7399	0.94
6346at7399	0.4
6351at7399	0.79
6352at7399	0.76
6357at7399	0.72
6358at7399	0.32
6362at7399	0.52
6364at7399	0.85
6371at7399	0.94
6384at7399	0.38
6385at7399	0.59
6387at7399	0.61
6391at7399	0.93
6393at7399	0.98
6397at7399	0.93
6400at7399	0.93
6410at7399	0.59
6411at7399	0.78
6413at7399	0.79
6414at7399	0.9
6416at7399	0.6075
6420at7399	0.73
6426at7399	0.71
6427at7399	0.7
6437at7399	0.51
6438at7399	0.72
6440at7399	0.32
6441at7399	0.53
6442at7399	0.79
6444at7399	0.78
6448at7399	0.96
6449at7399	0.66
6458at7399	0.96
6460at7399	0.72
6462at7399	0.81
6463at7399	0.7
6470at7399	0.89
6471at7399	0.55
6477at7399	0.67
6478at7399	0.54
6479at7399	1.0
6481at7399	0.645
6483at7399	0.51
6484at7399	0.9
6488at7399	0.93
6496at7399	0.61
6499at7399	0.69
6500at7399	0.64
6503at7399	0.85
6508at7399	0.68
6509at7399	0.83
6510at7399	0.56
6519at7399	0.43
6522at7399	0.74
6523at7399	0.98
6534at7399	0.79
6536at7399	0.72
6540at7399	0.72
6544at7399	0.99
6546at7399	0.9
6549at7399	0.84
6552at7399	0.97
6554at7399	0.91
6556at7399	0.79
6560at7399	0.74
6564at7399	0.72
6566at7399	0.81
6567at7399	0.55
6571at7399	0.51
6575at7399	0.76
6587at7399	0.59
6588at7399	0.7
6593at7399	0.63
6594at7399	0.93
6595at7399	0.97
6596at7399	0.73
6601at7399	0.68
6602at7399	0.71
6604at7399	0.7
6605at7399	0.64
6606at7399	0.67
6608at7399	0.81
6609at7399	0.9
6614at7399	0.74
6616at7399	0.94
6617at7399	0.86
6627at7399	0.7
6630at7399	0.9
6636at7399	0.42
6641at7399	0.38
6644at7399	0.53
6645at7399	0.93
6647at7399	0.57
6652at7399	0.71
6653at7399	0.82
6658at7399	0.93
6659at7399	0.77
6661at7399	0.85
6664at7399	0.66
6671at7399	0.96
6676at7399	0.8
6680at7399	0.56
6683at7399	0.76
6689at7399	0.78
6696at7399	0.86
6699at7399	0.85
6704at7399	0.87
6707at7399	0.82
6708at7399	0.73
6715at7399	0.69
6719at7399	0.78
6731at7399	0.94
6734at7399	0.93
6735at7399	0.74
6738at7399	0.7
6740at7399	0.99
6741at7399	0.66
6747at7399	0.9
6749at7399	0.52
6751at7399	0.53
6754at7399	0.88
6758at7399	0.66
6764at7399	0.76
6766at7399	0.89
6767at7399	0.77
6768at7399	0.62
6776at7399	0.94
6783at7399	0.92
6784at7399	0.84
6785at7399	0.51
6792at7399	0.92
6797at7399	0.88
6798at7399	0.84
6801at7399	0.87
6803at7399	0.75
6805at7399	0.83
6812at7399	0.94
6814at7399	0.93
6816at7399	0.91
6819at7399	0.72
6820at7399	0.94
6821at7399	0.97
6822at7399	0.93
6826at7399	0.94
6829at7399	0.52
6830at7399	0.95
6836at7399	0.98
6852at7399	0.42
6868at7399	0.94
6870at7399	0.92
6871at7399	0.92
6875at7399	0.94
6876at7399	0.89
6882at7399	0.83
6886at7399	0.81
6888at7399	0.42
6891at7399	0.84
6892at7399	0.68
6893at7399	0.82
6897at7399	0.89
6899at7399	0.9
6901at7399	0.51
6904at7399	0.85
6906at7399	0.88
6908at7399	0.94
6910at7399	0.76
6913at7399	0.81
6914at7399	0.94
6918at7399	0.57
6929at7399	0.86
6933at7399	0.62
6935at7399	0.89
6937at7399	0.85
6940at7399	0.47
6944at7399	0.84
6947at7399	0.77
6948at7399	0.43
6949at7399	0.87
6955at7399	0.86
6956at7399	0.85
6961at7399	0.87
6963at7399	0.68
6964at7399	0.96
6966at7399	0.46
6970at7399	0.84
6971at7399	0.77
6974at7399	0.9
6977at7399	0.88
6981at7399	0.69
6983at7399	0.8
6992at7399	0.52
6994at7399	0.64
6997at7399	0.66
7001at7399	0.9
7002at7399	0.37
7005at7399	0.65
7006at7399	0.92
7011at7399	0.89
7013at7399	0.59
7017at7399	0.54
7018at7399	0.93
7020at7399	0.91
7022at7399	0.88
7024at7399	0.74
7029at7399	0.66
7030at7399	0.83
7031at7399	0.79
7033at7399	0.93
7034at7399	0.74
7038at7399	0.39
7042at7399	0.92
7043at7399	0.95
7046at7399	0.79
7049at7399	0.61
7051at7399	0.86
7057at7399	0.49
7059at7399	0.91
7067at7399	0.41
7075at7399	0.98
7077at7399	0.48
7083at7399	0.94
7084at7399	0.91
7089at7399	0.29
7090at7399	0.71
7094at7399	0.8
7103at7399	0.73
7104at7399	0.49
7108at7399	0.58
7110at7399	0.81
7116at7399	0.92
7119at7399	0.88
7120at7399	0.83
7125at7399	0.77
7126at7399	0.6
7127at7399	0.79
7129at7399	0.75
7130at7399	0.5
7133at7399	0.49
7137at7399	0.62
7141at7399	0.94
7142at7399	0.53
7148at7399	0.58
7155at7399	0.93
7166at7399	0.72
7170at7399	0.84
7172at7399	0.86
7176at7399	0.83
7178at7399	0.84
7180at7399	0.96
7181at7399	0.83
7182at7399	0.73
7184at7399	0.6
7192at7399	0.81
7198at7399	0.91
7209at7399	0.865
7212at7399	0.64
7214at7399	0.79
7216at7399	0.69
7217at7399	0.7
7218at7399	0.46
7220at7399	0.92
7223at7399	0.54
7224at7399	0.84
7225at7399	0.62
7229at7399	0.91
7230at7399	0.86
7232at7399	0.595
7234at7399	0.65
7236at7399	0.87
7237at7399	0.76
7238at7399	0.62
7246at7399	0.88
7254at7399	0.98
7255at7399	0.77
7256at7399	0.78
7261at7399	0.93
7263at7399	0.71
7265at7399	0.89
7268at7399	0.58
7272at7399	0.715
7274at7399	0.9
7275at7399	0.75
7278at7399	0.9
7282at7399	0.86
7284at7399	0.72
7285at7399	0.9
7288at7399	0.99
7289at7399	0.74
7290at7399	0.51
7293at7399	0.75
7296at7399	0.91
7297at7399	0.56
7303at7399	0.94
7304at7399	0.46
7307at7399	0.92
7308at7399	0.92
7313at7399	0.91
7314at7399	0.97
7315at7399	0.95
7318at7399	0.92
7319at7399	0.47
7321at7399	0.92
7322at7399	0.71
7324at7399	0.88
7326at7399	0.9
7332at7399	0.74
7337at7399	0.93
7340at7399	0.85
7344at7399	0.955
7353at7399	0.85
7354at7399	0.69
7356at7399	0.4
7361at7399	0.83
7365at7399	0.865
7368at7399	0.61
7375at7399	0.5
7380at7399	0.93
7382at7399	0.68
7383at7399	0.81
7384at7399	0.96
7388at7399	0.89
7389at7399	0.61
7390at7399	0.73
7391at7399	0.94
7393at7399	0.6
7399at7399	0.79
7401at7399	0.89
7403at7399	0.91
7411at7399	0.96
7419at7399	0.98
7421at7399	0.7
7422at7399	0.71
7423at7399	0.88
7426at7399	0.54
7427at7399	0.76
7428at7399	0.84
7432at7399	0.81
7435at7399	0.61
7438at7399	0.98
7440at7399	0.95
7442at7399	0.46
7444at7399	0.98
7446at7399	0.94
7447at7399	0.83
7450at7399	0.7
7451at7399	0.55
7460at7399	0.94
7461at7399	0.9
7464at7399	0.99
7465at7399	0.62
7469at7399	0.86
7474at7399	0.61
7476at7399	0.82
7478at7399	0.95
7482at7399	0.99
7488at7399	0.67
7497at7399	0.88
7500at7399	0.86
7501at7399	0.49
7513at7399	0.81
7516at7399	0.99
7521at7399	0.92
7526at7399	0.8
7527at7399	0.59
7528at7399	0.81
7530at7399	0.91
7534at7399	0.91
7535at7399	0.93
7537at7399	0.72
7540at7399	0.92
7542at7399	0.69
7552at7399	0.85
7554at7399	0.92
7555at7399	0.68
7558at7399	0.82
7561at7399	0.93
7562at7399	0.91
7565at7399	0.84
7567at7399	0.91
7569at7399	0.8
7572at7399	0.57
7577at7399	0.92
7579at7399	0.87
7580at7399	0.88
7586at7399	0.71
7587at7399	0.43
7593at7399	0.72
7598at7399	0.95
7600at7399	0.95
7606at7399	0.94
7611at7399	0.94
7613at7399	0.72
7614at7399	0.91
7617at7399	0.91
7618at7399	0.94
7619at7399	0.89
7621at7399	0.87
7626at7399	0.98
7638at7399	0.92
7640at7399	0.76
7650at7399	0.71
7654at7399	0.79
7664at7399	0.38
7667at7399	0.53
7675at7399	0.94
7677at7399	0.75
7684at7399	0.92
7688at7399	0.85
7695at7399	0.68
7696at7399	0.88
7697at7399	0.83
7698at7399	0.95
7699at7399	0.95
7707at7399	0.93
7712at7399	0.89
7715at7399	0.7
7722at7399	0.86
7728at7399	0.89
7729at7399	0.9
7730at7399	0.86
7732at7399	0.9
7735at7399	0.81
7738at7399	0.68
7741at7399	0.6
7742at7399	0.63
7743at7399	0.64
7750at7399	0.51
7751at7399	0.77
7755at7399	0.67
7758at7399	0.85
7762at7399	0.45
7763at7399	0.68
7764at7399	0.84
7770at7399	0.75
7774at7399	0.94
7778at7399	0.96
7779at7399	0.91
7781at7399	0.61
7783at7399	0.38
7784at7399	0.53
7786at7399	0.27
7789at7399	0.95
7802at7399	0.88
7803at7399	0.64
7804at7399	0.7
7811at7399	0.62
7812at7399	0.72
7813at7399	0.99
7815at7399	0.36
7819at7399	0.805
7821at7399	0.84
7822at7399	0.87
7823at7399	0.55
7825at7399	0.82
7830at7399	0.66
7832at7399	0.78
7835at7399	0.87
7839at7399	0.76
7840at7399	0.73
7844at7399	0.72
7849at7399	0.87
7859at7399	0.74
7862at7399	0.9
7865at7399	0.78
7871at7399	0.88
7876at7399	0.78
7879at7399	0.91
7882at7399	0.905
7887at7399	0.7
7888at7399	0.45
7891at7399	0.85
7897at7399	0.19
7901at7399	0.87
7908at7399	0.88
7910at7399	0.74
7917at7399	0.43
7918at7399	0.41
7921at7399	0.96
7923at7399	0.78
7925at7399	0.54
7926at7399	0.49
7927at7399	0.96
7928at7399	0.89
7929at7399	0.94
7948at7399	0.89
7950at7399	0.89
7955at7399	0.39
7959at7399	0.89
7962at7399	0.59
7966at7399	0.73
7969at7399	0.54
7972at7399	0.97
7980at7399	0.57
7989at7399	0.68
7994at7399	0.9
7998at7399	0.85
8004at7399	0.51
8012at7399	0.77
8015at7399	0.66
8017at7399	0.94
8026at7399	0.88
8029at7399	0.87
8036at7399	0.97
8037at7399	0.75
8039at7399	0.93
8043at7399	0.75
8055at7399	0.64
8056at7399	0.64
8059at7399	0.79
8060at7399	0.89
8061at7399	0.93
8065at7399	0.5
8070at7399	0.62
8076at7399	0.92
8077at7399	0.72
8079at7399	0.9
8081at7399	1.0
8082at7399	0.83
8084at7399	0.72
8091at7399	0.566666667
8096at7399	0.88
8097at7399	0.68
8098at7399	0.53
8099at7399	0.53
8101at7399	0.42
8102at7399	0.72
8105at7399	0.84
8106at7399	0.92
8111at7399	0.6
8112at7399	0.92
8113at7399	0.9
8115at7399	0.9
8126at7399	0.84
8129at7399	0.5
8130at7399	0.64
8132at7399	0.93
8134at7399	0.93
8135at7399	0.85
8137at7399	0.96
8145at7399	0.86
8147at7399	0.67
8150at7399	0.84
8151at7399	0.94
8152at7399	0.51
8153at7399	0.41
8157at7399	0.6
8161at7399	0.41
8167at7399	0.85
8168at7399	0.8
8179at7399	0.83
8181at7399	0.68
8185at7399	0.69
8186at7399	0.63
8187at7399	0.46
8191at7399	0.84
8198at7399	0.57
8205at7399	0.82
8206at7399	0.86
8207at7399	0.96
8213at7399	0.89
8214at7399	0.95
8215at7399	0.93
8217at7399	0.9
8220at7399	0.91
8222at7399	0.57
8223at7399	0.93
8226at7399	0.86
8231at7399	0.74
8233at7399	1.0
8241at7399	0.92
8246at7399	0.86
8247at7399	0.33
8260at7399	0.5
8263at7399	0.79
8264at7399	0.72
8268at7399	0.82
8269at7399	0.92
8271at7399	0.85
8272at7399	0.89
8273at7399	0.77
8274at7399	0.66
8276at7399	0.53
8282at7399	0.4
8283at7399	0.725
8285at7399	0.74
8289at7399	0.55
8291at7399	0.93
8292at7399	0.99
8296at7399	0.49
8302at7399	1.0
8303at7399	0.96
8304at7399	0.44
8307at7399	0.83
8316at7399	0.84
8318at7399	0.89
8320at7399	0.65
8325at7399	0.91
8326at7399	0.52
8329at7399	0.45
8332at7399	0.95
8335at7399	0.4
8338at7399	0.325
8340at7399	0.89
8344at7399	0.72
8345at7399	0.82
8350at7399	0.66
8355at7399	0.84
8357at7399	0.93
8364at7399	0.31
8366at7399	0.71
8373at7399	0.74
8377at7399	0.9
8379at7399	0.78
8380at7399	0.95
8388at7399	0.79
8392at7399	0.94
8395at7399	0.82
8397at7399	0.75
8398at7399	0.64
8400at7399	0.87
8401at7399	0.94
8413at7399	0.93
8421at7399	0.92
8424at7399	0.89
8426at7399	0.94
8429at7399	0.96
8434at7399	0.71
8436at7399	0.93
8438at7399	0.96
8439at7399	0.94
8445at7399	0.92
8449at7399	0.19
8451at7399	0.95
8455at7399	0.75
8461at7399	0.63
8462at7399	0.86
8464at7399	0.47
8469at7399	0.89
8473at7399	0.48
8477at7399	0.546666667
8478at7399	0.4
8479at7399	0.89
8480at7399	0.95
8482at7399	0.76
8485at7399	0.87
8487at7399	0.93
8491at7399	0.7
8499at7399	0.92
8502at7399	0.85
8504at7399	0.61
8505at7399	0.74
8511at7399	0.9
8513at7399	0.6
8516at7399	0.72
8517at7399	0.55
8520at7399	0.96
8525at7399	0.64
8526at7399	0.715
8529at7399	0.6
8530at7399	0.86
8531at7399	0.79
8534at7399	0.86
8535at7399	0.85
8540at7399	0.98
8552at7399	0.74
8555at7399	0.87
8558at7399	1.0
8561at7399	0.79
8562at7399	0.93
8563at7399	0.87
8566at7399	0.85
8572at7399	0.66
8575at7399	0.96
8578at7399	0.76
8579at7399	0.66
8586at7399	0.63
8588at7399	0.82
8592at7399	0.86
8602at7399	0.95
8605at7399	0.94
8609at7399	0.72
8611at7399	0.42
8614at7399	0.51
8615at7399	0.68
8617at7399	0.65
8620at7399	0.97
8621at7399	0.92
8631at7399	0.89
8632at7399	0.1
8633at7399	0.77
8641at7399	0.74
8642at7399	0.97
8652at7399	0.98
8656at7399	0.84
8657at7399	0.78
8659at7399	0.86
8663at7399	0.87
8665at7399	0.95
8669at7399	0.57
8672at7399	0.77
8673at7399	0.92
8680at7399	0.84
8682at7399	0.57
8684at7399	0.88
8685at7399	0.78
8687at7399	0.96
8688at7399	0.93
8690at7399	0.92
8697at7399	0.87
8699at7399	0.81
8706at7399	0.4
8712at7399	0.88
8714at7399	0.94
8716at7399	0.35
8720at7399	0.91
8722at7399	0.68
8726at7399	0.7
8728at7399	0.67
8729at7399	0.83
8731at7399	0.53
8733at7399	0.97
8734at7399	0.73
8735at7399	0.88
8736at7399	0.84
8738at7399	0.62
8744at7399	0.67
8746at7399	0.93
8748at7399	0.88
8751at7399	0.57
8753at7399	0.98
8754at7399	0.89
8757at7399	0.91
8762at7399	0.91
8771at7399	0.45
8772at7399	0.74
8773at7399	0.84
8774at7399	0.77
8780at7399	0.74
8781at7399	0.61
8782at7399	0.58
8789at7399	0.93
8792at7399	0.5
8793at7399	0.94
8794at7399	0.99
8796at7399	0.88
8799at7399	0.37
8801at7399	0.72
8804at7399	0.95
8812at7399	0.79
8813at7399	0.77
8814at7399	0.78
8815at7399	0.59
8816at7399	0.63
8818at7399	0.9
8827at7399	0.74
8833at7399	0.98
8834at7399	0.83
8846at7399	0.68
8851at7399	0.72
8864at7399	0.59
8867at7399	0.9
8870at7399	0.46
8877at7399	0.49
8882at7399	0.78
8888at7399	0.78
8895at7399	0.6
8897at7399	0.84
8904at7399	0.96
8906at7399	0.83
8911at7399	0.57
8912at7399	0.9
8914at7399	0.95
8920at7399	0.88
8928at7399	0.48
8930at7399	0.93
8934at7399	0.9
8941at7399	0.89
8942at7399	0.84
8946at7399	0.95
8949at7399	0.67
8950at7399	0.8
8953at7399	0.93
8954at7399	0.71
8955at7399	0.89
8957at7399	0.46
8965at7399	0.79
8966at7399	0.7
8967at7399	0.96
8970at7399	0.9
8971at7399	0.64
8975at7399	0.92
8980at7399	0.47
8985at7399	0.89
8991at7399	0.92
8992at7399	0.55
8997at7399	0.96
9001at7399	0.88
9002at7399	0.88
9007at7399	0.69
9014at7399	0.78
9023at7399	0.91
9032at7399	0.9
9040at7399	0.93
9041at7399	0.77
9042at7399	0.71
9043at7399	0.91
9051at7399	0.92
9052at7399	0.64
9057at7399	0.79
9059at7399	0.935
9070at7399	0.79
9071at7399	0.96
9073at7399	0.75
9074at7399	0.93
9081at7399	1.0
9083at7399	0.88
9090at7399	0.93
9091at7399	0.88
9099at7399	0.3
9106at7399	0.89
9110at7399	0.94
9119at7399	0.87
9122at7399	0.55
9128at7399	0.64
9132at7399	0.87
9134at7399	0.65
9140at7399	0.91
9141at7399	0.69
9143at7399	0.92
9152at7399	0.76
9158at7399	0.87
9160at7399	0.91
9164at7399	0.78
9167at7399	0.95
9169at7399	0.81
9176at7399	0.68
9178at7399	0.92
9180at7399	0.83
9182at7399	0.49
9187at7399	0.85
9188at7399	0.75
9194at7399	0.89
9196at7399	0.89
9202at7399	0.92
9208at7399	0.68
9211at7399	0.52
9214at7399	0.32
9215at7399	0.67
9220at7399	0.8
9221at7399	0.68
9224at7399	0.47
9226at7399	0.81
9229at7399	0.93
9231at7399	0.48
9232at7399	0.93
9235at7399	0.72
9242at7399	0.93
9247at7399	0.64
9248at7399	0.52
9251at7399	0.43
9252at7399	0.93
9253at7399	0.76
9256at7399	0.03
9261at7399	0.87
9262at7399	0.93
9264at7399	0.9
9266at7399	0.93
9267at7399	0.88
9270at7399	0.51
9271at7399	0.9
9275at7399	0.9
9278at7399	0.88
9279at7399	0.88
9282at7399	0.95
9284at7399	0.82
