orthogroup	STA
5842at7399	72
5845at7399	75
5846at7399	77
5849at7399	76
5850at7399	78
5854at7399	80
5860at7399	77
5863at7399	77
5865at7399	80
5873at7399	77
5874at7399	73
5876at7399	68
5878at7399	63
5880at7399	79
5881at7399	80
5882at7399	79
5885at7399	66
5886at7399	77
5888at7399	75
5891at7399	80
5895at7399	80
5898at7399	78
5911at7399	70
5912at7399	80
5915at7399	80
5916at7399	79
5923at7399	78
5924at7399	79
5928at7399	79
5929at7399	76
5931at7399	76
5935at7399	75
5936at7399	78
5937at7399	77
5946at7399	80
5947at7399	78
5949at7399	79
5953at7399	75
5954at7399	79
5955at7399	74
5961at7399	80
5962at7399	78
5963at7399	79
5965at7399	78
5970at7399	77
5972at7399	78
5974at7399	66
5981at7399	77
5987at7399	74
5988at7399	79
5990at7399	78
5991at7399	75
5997at7399	80
5998at7399	78
6005at7399	79
6007at7399	80
6009at7399	80
6010at7399	59
6014at7399	80
6016at7399	77
6027at7399	75
6033at7399	78
6038at7399	78
6045at7399	76
6046at7399	79
6048at7399	80
6052at7399	79
6053at7399	76
6054at7399	79
6058at7399	79
6060at7399	68
6061at7399	80
6063at7399	80
6070at7399	77
6073at7399	76
6074at7399	79
6075at7399	80
6076at7399	80
6083at7399	80
6085at7399	80
6087at7399	71
6088at7399	80
6092at7399	78
6095at7399	78
6101at7399	78
6103at7399	71
6104at7399	78
6105at7399	80
6108at7399	78
6113at7399	80
6115at7399	78
6117at7399	79
6120at7399	78
6122at7399	78
6126at7399	75
6132at7399	70
6134at7399	79
6141at7399	78
6143at7399	80
6145at7399	76
6147at7399	80
6150at7399	79
6152at7399	77
6156at7399	78
6159at7399	78
6163at7399	80
6170at7399	80
6174at7399	78
6175at7399	80
6176at7399	72
6178at7399	80
6182at7399	80
6183at7399	78
6195at7399	69
6198at7399	79
6199at7399	78
6200at7399	80
6202at7399	77
6204at7399	77
6205at7399	74
6208at7399	76
6219at7399	77
6222at7399	78
6223at7399	64
6225at7399	77
6236at7399	78
6239at7399	78
6242at7399	78
6247at7399	79
6250at7399	61
6252at7399	75
6258at7399	80
6259at7399	79
6262at7399	77
6264at7399	75
6266at7399	76
6267at7399	79
6270at7399	66
6271at7399	80
6272at7399	76
6273at7399	79
6274at7399	75
6280at7399	79
6288at7399	78
6291at7399	80
6297at7399	78
6300at7399	74
6305at7399	79
6312at7399	79
6314at7399	80
6315at7399	80
6317at7399	80
6318at7399	79
6322at7399	79
6323at7399	79
6325at7399	72
6326at7399	80
6327at7399	79
6328at7399	79
6331at7399	79
6334at7399	76
6336at7399	40
6339at7399	75
6345at7399	73
6346at7399	72
6351at7399	79
6352at7399	78
6357at7399	80
6358at7399	77
6362at7399	79
6364at7399	76
6371at7399	80
6384at7399	78
6385at7399	78
6387at7399	76
6391at7399	76
6393at7399	80
6397at7399	70
6400at7399	77
6410at7399	78
6411at7399	80
6413at7399	79
6414at7399	77
6416at7399	51
6420at7399	79
6426at7399	78
6427at7399	76
6437at7399	77
6438at7399	80
6440at7399	78
6441at7399	79
6442at7399	79
6444at7399	79
6448at7399	80
6449at7399	78
6458at7399	79
6460at7399	79
6462at7399	80
6463at7399	58
6470at7399	80
6471at7399	79
6477at7399	79
6478at7399	80
6479at7399	79
6481at7399	74
6483at7399	80
6484at7399	80
6488at7399	80
6496at7399	76
6499at7399	77
6500at7399	79
6503at7399	73
6508at7399	79
6509at7399	80
6510at7399	78
6519at7399	80
6522at7399	79
6523at7399	79
6534at7399	69
6536at7399	63
6540at7399	62
6544at7399	75
6546at7399	80
6549at7399	78
6552at7399	71
6554at7399	79
6556at7399	72
6560at7399	78
6564at7399	78
6566at7399	78
6567at7399	77
6571at7399	80
6575at7399	80
6587at7399	80
6588at7399	60
6593at7399	79
6594at7399	78
6595at7399	78
6596at7399	79
6601at7399	64
6602at7399	75
6604at7399	78
6605at7399	77
6606at7399	80
6608at7399	77
6609at7399	78
6614at7399	78
6616at7399	80
6617at7399	78
6627at7399	77
6630at7399	80
6636at7399	76
6641at7399	80
6644at7399	78
6645at7399	79
6647at7399	77
6652at7399	77
6653at7399	78
6658at7399	78
6659at7399	79
6661at7399	76
6664at7399	80
6671at7399	79
6676at7399	79
6680at7399	78
6683at7399	79
6689at7399	80
6696at7399	80
6699at7399	79
6704at7399	76
6707at7399	79
6708at7399	79
6715at7399	77
6719at7399	79
6731at7399	80
6734at7399	80
6735at7399	79
6738at7399	80
6740at7399	80
6741at7399	79
6747at7399	69
6749at7399	71
6751at7399	72
6754at7399	78
6758at7399	79
6764at7399	63
6766at7399	80
6767at7399	80
6768at7399	79
6776at7399	78
6783at7399	79
6784at7399	79
6785at7399	78
6792at7399	80
6797at7399	80
6798at7399	78
6801at7399	78
6803at7399	78
6805at7399	80
6812at7399	78
6814at7399	80
6816at7399	70
6819at7399	66
6820at7399	79
6821at7399	80
6822at7399	78
6826at7399	76
6829at7399	76
6830at7399	79
6836at7399	79
6852at7399	79
6868at7399	77
6870at7399	78
6871at7399	77
6875at7399	77
6876at7399	77
6882at7399	75
6886at7399	75
6888at7399	77
6891at7399	79
6892at7399	77
6893at7399	75
6897at7399	78
6899at7399	79
6901at7399	79
6904at7399	77
6906at7399	79
6908at7399	79
6910at7399	78
6913at7399	80
6914at7399	80
6918at7399	80
6929at7399	79
6933at7399	77
6935at7399	80
6937at7399	72
6940at7399	80
6944at7399	79
6947at7399	80
6948at7399	72
6949at7399	77
6955at7399	79
6956at7399	61
6961at7399	78
6963at7399	78
6964at7399	78
6966at7399	77
6970at7399	75
6971at7399	80
6974at7399	80
6977at7399	80
6981at7399	63
6983at7399	72
6992at7399	79
6994at7399	80
6997at7399	80
7001at7399	78
7002at7399	73
7005at7399	80
7006at7399	79
7011at7399	80
7013at7399	61
7017at7399	78
7018at7399	80
7020at7399	79
7022at7399	78
7024at7399	77
7029at7399	78
7030at7399	80
7031at7399	79
7033at7399	80
7034at7399	78
7038at7399	80
7042at7399	78
7043at7399	79
7046at7399	73
7049at7399	80
7051at7399	78
7057at7399	80
7059at7399	76
7067at7399	75
7075at7399	80
7077at7399	78
7083at7399	80
7084at7399	80
7089at7399	80
7090at7399	73
7094at7399	65
7103at7399	79
7104at7399	76
7108at7399	80
7110at7399	76
7116at7399	79
7119at7399	79
7120at7399	79
7125at7399	78
7126at7399	79
7127at7399	77
7129at7399	78
7130at7399	77
7133at7399	60
7137at7399	79
7141at7399	78
7142at7399	70
7148at7399	77
7155at7399	78
7166at7399	79
7170at7399	78
7172at7399	68
7176at7399	79
7178at7399	80
7180at7399	77
7181at7399	80
7182at7399	75
7184at7399	79
7192at7399	76
7198at7399	80
7209at7399	76
7212at7399	77
7214at7399	79
7216at7399	79
7217at7399	78
7218at7399	78
7220at7399	77
7223at7399	80
7224at7399	77
7225at7399	78
7229at7399	79
7230at7399	79
7232at7399	79
7234at7399	78
7236at7399	70
7237at7399	79
7238at7399	79
7246at7399	78
7254at7399	75
7255at7399	78
7256at7399	76
7261at7399	80
7263at7399	79
7265at7399	79
7268at7399	76
7272at7399	72
7274at7399	80
7275at7399	77
7278at7399	80
7282at7399	78
7284at7399	80
7285at7399	77
7288at7399	80
7289at7399	78
7290at7399	73
7293at7399	78
7296at7399	76
7297at7399	75
7303at7399	74
7304at7399	65
7307at7399	77
7308at7399	79
7313at7399	78
7314at7399	77
7315at7399	56
7318at7399	79
7319at7399	77
7321at7399	79
7322at7399	68
7324at7399	80
7326at7399	77
7332at7399	79
7337at7399	77
7340at7399	78
7344at7399	77
7353at7399	74
7354at7399	79
7356at7399	79
7361at7399	77
7365at7399	52
7368at7399	63
7375at7399	79
7380at7399	78
7382at7399	79
7383at7399	80
7384at7399	78
7388at7399	80
7389at7399	74
7390at7399	78
7391at7399	80
7393at7399	79
7399at7399	75
7401at7399	80
7403at7399	75
7411at7399	66
7419at7399	79
7421at7399	78
7422at7399	71
7423at7399	80
7426at7399	79
7427at7399	79
7428at7399	74
7432at7399	78
7435at7399	79
7438at7399	76
7440at7399	79
7442at7399	77
7444at7399	78
7446at7399	76
7447at7399	80
7450at7399	78
7451at7399	78
7460at7399	79
7461at7399	77
7464at7399	80
7465at7399	73
7469at7399	78
7474at7399	80
7476at7399	80
7478at7399	80
7482at7399	80
7488at7399	75
7497at7399	77
7500at7399	77
7501at7399	79
7513at7399	80
7516at7399	78
7521at7399	80
7526at7399	79
7527at7399	78
7528at7399	74
7530at7399	80
7534at7399	73
7535at7399	80
7537at7399	79
7540at7399	79
7542at7399	79
7552at7399	77
7554at7399	80
7555at7399	75
7558at7399	77
7561at7399	78
7562at7399	79
7565at7399	80
7567at7399	80
7569at7399	78
7572at7399	80
7577at7399	79
7579at7399	68
7580at7399	77
7586at7399	78
7587at7399	79
7593at7399	80
7598at7399	80
7600at7399	77
7606at7399	75
7611at7399	79
7613at7399	80
7614at7399	79
7617at7399	80
7618at7399	78
7619at7399	78
7621at7399	68
7626at7399	80
7638at7399	80
7640at7399	78
7650at7399	79
7654at7399	79
7664at7399	75
7667at7399	79
7675at7399	79
7677at7399	79
7684at7399	77
7688at7399	79
7695at7399	80
7696at7399	75
7697at7399	76
7698at7399	78
7699at7399	79
7707at7399	79
7712at7399	79
7715at7399	77
7722at7399	78
7728at7399	79
7729at7399	80
7730at7399	80
7732at7399	78
7735at7399	80
7738at7399	77
7741at7399	79
7742at7399	75
7743at7399	78
7750at7399	79
7751at7399	79
7755at7399	78
7758at7399	79
7762at7399	68
7763at7399	70
7764at7399	79
7770at7399	78
7774at7399	77
7778at7399	80
7779at7399	80
7781at7399	80
7783at7399	79
7784at7399	78
7786at7399	78
7789at7399	78
7802at7399	79
7803at7399	79
7804at7399	78
7811at7399	78
7812at7399	78
7813at7399	77
7815at7399	80
7819at7399	78
7821at7399	79
7822at7399	80
7823at7399	66
7825at7399	74
7830at7399	79
7832at7399	78
7835at7399	80
7839at7399	79
7840at7399	74
7844at7399	80
7849at7399	78
7859at7399	78
7862at7399	80
7865at7399	75
7871at7399	79
7876at7399	78
7879at7399	79
7882at7399	78
7887at7399	78
7888at7399	76
7891at7399	77
7897at7399	80
7901at7399	79
7908at7399	79
7910at7399	78
7917at7399	61
7918at7399	77
7921at7399	78
7923at7399	59
7925at7399	77
7926at7399	75
7927at7399	79
7928at7399	79
7929at7399	80
7948at7399	76
7950at7399	78
7955at7399	77
7959at7399	76
7962at7399	80
7966at7399	78
7969at7399	77
7972at7399	78
7980at7399	77
7989at7399	67
7994at7399	79
7998at7399	79
8004at7399	74
8012at7399	80
8015at7399	79
8017at7399	79
8026at7399	76
8029at7399	79
8036at7399	80
8037at7399	76
8039at7399	80
8043at7399	74
8055at7399	75
8056at7399	78
8059at7399	78
8060at7399	75
8061at7399	80
8065at7399	77
8070at7399	76
8076at7399	79
8077at7399	68
8079at7399	80
8081at7399	80
8082at7399	80
8084at7399	79
8091at7399	76
8096at7399	79
8097at7399	78
8098at7399	77
8099at7399	79
8101at7399	72
8102at7399	78
8105at7399	77
8106at7399	79
8111at7399	75
8112at7399	79
8113at7399	80
8115at7399	79
8126at7399	80
8129at7399	79
8130at7399	78
8132at7399	67
8134at7399	79
8135at7399	78
8137at7399	79
8145at7399	73
8147at7399	79
8150at7399	75
8151at7399	77
8152at7399	77
8153at7399	77
8157at7399	79
8161at7399	79
8167at7399	78
8168at7399	79
8179at7399	75
8181at7399	70
8185at7399	77
8186at7399	75
8187at7399	75
8191at7399	80
8198at7399	76
8205at7399	75
8206at7399	79
8207at7399	79
8213at7399	79
8214at7399	76
8215at7399	80
8217at7399	78
8220at7399	79
8222at7399	79
8223at7399	79
8226at7399	79
8231at7399	78
8233at7399	79
8241at7399	80
8246at7399	80
8247at7399	79
8260at7399	67
8263at7399	76
8264at7399	77
8268at7399	80
8269at7399	80
8271at7399	80
8272at7399	79
8273at7399	78
8274at7399	79
8276at7399	77
8282at7399	78
8283at7399	72
8285at7399	65
8289at7399	72
8291at7399	78
8292at7399	79
8296at7399	78
8302at7399	78
8303at7399	80
8304at7399	78
8307at7399	80
8316at7399	78
8318at7399	79
8320at7399	80
8325at7399	79
8326at7399	79
8329at7399	79
8332at7399	80
8335at7399	78
8338at7399	60
8340at7399	80
8344at7399	79
8345at7399	73
8350at7399	79
8355at7399	80
8357at7399	77
8364at7399	78
8366at7399	79
8373at7399	80
8377at7399	80
8379at7399	80
8380at7399	78
8388at7399	79
8392at7399	80
8395at7399	73
8397at7399	76
8398at7399	75
8400at7399	79
8401at7399	78
8413at7399	76
8421at7399	74
8424at7399	77
8426at7399	69
8429at7399	79
8434at7399	79
8436at7399	78
8438at7399	72
8439at7399	78
8445at7399	65
8449at7399	79
8451at7399	80
8455at7399	75
8461at7399	80
8462at7399	80
8464at7399	75
8469at7399	74
8473at7399	80
8477at7399	77
8478at7399	73
8479at7399	80
8480at7399	77
8482at7399	79
8485at7399	80
8487at7399	77
8491at7399	80
8499at7399	80
8502at7399	79
8504at7399	78
8505at7399	78
8511at7399	78
8513at7399	66
8516at7399	75
8517at7399	78
8520at7399	75
8525at7399	78
8526at7399	73
8529at7399	79
8530at7399	77
8531at7399	79
8534at7399	77
8535at7399	80
8540at7399	79
8552at7399	80
8555at7399	78
8558at7399	79
8561at7399	79
8562at7399	62
8563at7399	80
8566at7399	79
8572at7399	76
8575at7399	79
8578at7399	75
8579at7399	73
8586at7399	76
8588at7399	72
8592at7399	75
8602at7399	80
8605at7399	79
8609at7399	73
8611at7399	77
8614at7399	76
8615at7399	80
8617at7399	75
8620at7399	79
8621at7399	79
8631at7399	80
8632at7399	75
8633at7399	75
8641at7399	79
8642at7399	78
8652at7399	80
8656at7399	79
8657at7399	78
8659at7399	80
8663at7399	79
8665at7399	80
8669at7399	80
8672at7399	78
8673at7399	78
8680at7399	77
8682at7399	80
8684at7399	78
8685at7399	79
8687at7399	79
8688at7399	78
8690at7399	79
8697at7399	78
8699at7399	79
8706at7399	80
8712at7399	74
8714at7399	77
8716at7399	78
8720at7399	76
8722at7399	78
8726at7399	68
8728at7399	64
8729at7399	77
8731at7399	79
8733at7399	79
8734at7399	78
8735at7399	80
8736at7399	79
8738at7399	76
8744at7399	79
8746at7399	77
8748at7399	78
8751at7399	62
8753at7399	79
8754at7399	80
8757at7399	78
8762at7399	76
8771at7399	62
8772at7399	79
8773at7399	79
8774at7399	79
8780at7399	77
8781at7399	78
8782at7399	75
8789at7399	78
8792at7399	79
8793at7399	80
8794at7399	80
8796at7399	78
8799at7399	78
8801at7399	76
8804at7399	78
8812at7399	79
8813at7399	77
8814at7399	76
8815at7399	80
8816at7399	76
8818at7399	80
8827at7399	80
8833at7399	78
8834at7399	79
8846at7399	78
8851at7399	79
8864at7399	77
8867at7399	79
8870at7399	80
8877at7399	79
8882at7399	79
8888at7399	79
8895at7399	77
8897at7399	78
8904at7399	78
8906at7399	78
8911at7399	77
8912at7399	77
8914at7399	77
8920at7399	79
8928at7399	73
8930at7399	80
8934at7399	79
8941at7399	80
8942at7399	80
8946at7399	80
8949at7399	79
8950at7399	79
8953at7399	77
8954at7399	78
8955at7399	79
8957at7399	78
8965at7399	78
8966at7399	79
8967at7399	79
8970at7399	79
8971at7399	77
8975at7399	79
8980at7399	72
8985at7399	78
8991at7399	77
8992at7399	73
8997at7399	80
9001at7399	79
9002at7399	80
9007at7399	78
9014at7399	80
9023at7399	79
9032at7399	79
9040at7399	77
9041at7399	67
9042at7399	76
9043at7399	79
9051at7399	78
9052at7399	64
9057at7399	73
9059at7399	77
9070at7399	77
9071at7399	79
9073at7399	70
9074at7399	79
9081at7399	79
9083at7399	78
9090at7399	78
9091at7399	78
9099at7399	76
9106at7399	77
9110at7399	78
9119at7399	74
9122at7399	72
9128at7399	65
9132at7399	79
9134at7399	80
9140at7399	80
9141at7399	79
9143at7399	80
9152at7399	80
9158at7399	66
9160at7399	80
9164at7399	74
9167at7399	80
9169at7399	77
9176at7399	78
9178at7399	78
9180at7399	75
9182at7399	79
9187at7399	75
9188at7399	79
9194at7399	77
9196at7399	78
9202at7399	80
9208at7399	77
9211at7399	76
9214at7399	78
9215at7399	78
9220at7399	79
9221at7399	72
9224at7399	74
9226at7399	77
9229at7399	79
9231at7399	80
9232at7399	80
9235at7399	79
9242at7399	71
9247at7399	79
9248at7399	77
9251at7399	74
9252at7399	80
9253at7399	79
9256at7399	79
9261at7399	78
9262at7399	80
9264at7399	80
9266at7399	78
9267at7399	76
9270at7399	77
9271at7399	78
9275at7399	80
9278at7399	79
9279at7399	79
9282at7399	79
9284at7399	80
9286at7399	76
9287at7399	79
9289at7399	79
9291at7399	79
9294at7399	77
9295at7399	80
9297at7399	79
9298at7399	79
9299at7399	80
9300at7399	78
9301at7399	79
9307at7399	79
9309at7399	80
9313at7399	75
9314at7399	77
9318at7399	73
9320at7399	79
9321at7399	80
9325at7399	79
9326at7399	79
9336at7399	80
9341at7399	69
9346at7399	74
9349at7399	75
9351at7399	76
9358at7399	79
9371at7399	71
9373at7399	66
9374at7399	79
9375at7399	76
9376at7399	78
9380at7399	80
9385at7399	78
9387at7399	77
9389at7399	74
9392at7399	78
9403at7399	80
9404at7399	79
9408at7399	76
9419at7399	80
9422at7399	66
9424at7399	78
9426at7399	80
9428at7399	77
9429at7399	79
9434at7399	77
9441at7399	73
9442at7399	77
9443at7399	78
9445at7399	80
9448at7399	80
9453at7399	78
9455at7399	77
9457at7399	69
9458at7399	80
9465at7399	77
9467at7399	75
9468at7399	79
9470at7399	78
9479at7399	79
9481at7399	74
9482at7399	79
9483at7399	80
9484at7399	71
9488at7399	76
9490at7399	75
9494at7399	79
9495at7399	80
9497at7399	80
9498at7399	80
9499at7399	79
9500at7399	79
9503at7399	71
9505at7399	80
9506at7399	71
9511at7399	77
9514at7399	80
9515at7399	80
9517at7399	77
9520at7399	80
9523at7399	77
9528at7399	68
9529at7399	78
9534at7399	80
9540at7399	79
9542at7399	80
9545at7399	79
9547at7399	76
9552at7399	79
9558at7399	78
9562at7399	79
9565at7399	80
9570at7399	77
9585at7399	78
9586at7399	78
9590at7399	77
9591at7399	74
9595at7399	80
9596at7399	78
9598at7399	78
9599at7399	79
9601at7399	78
9608at7399	79
9611at7399	73
9613at7399	78
9615at7399	76
9618at7399	79
9619at7399	77
9620at7399	80
9628at7399	76
9635at7399	78
9638at7399	66
9640at7399	79
9641at7399	80
9646at7399	79
9660at7399	80
9667at7399	79
9669at7399	79
9671at7399	71
9674at7399	73
9675at7399	79
9677at7399	77
9681at7399	80
9685at7399	79
9693at7399	78
9695at7399	79
9696at7399	79
9703at7399	72
9707at7399	78
9708at7399	76
9711at7399	79
9714at7399	75
9718at7399	77
9722at7399	74
9723at7399	80
9725at7399	78
9729at7399	78
9736at7399	75
9737at7399	78
9738at7399	79
9739at7399	79
9740at7399	74
9743at7399	79
9744at7399	78
9746at7399	80
9752at7399	75
9760at7399	75
9761at7399	79
9762at7399	78
9763at7399	79
9768at7399	80
9780at7399	77
9784at7399	79
9785at7399	79
9788at7399	80
9798at7399	77
9799at7399	79
9806at7399	78
9810at7399	77
9812at7399	78
9813at7399	80
9815at7399	79
9819at7399	78
9822at7399	76
9824at7399	73
9825at7399	77
9827at7399	79
9830at7399	75
9841at7399	78
9844at7399	79
9845at7399	80
9849at7399	78
9855at7399	77
9861at7399	77
9863at7399	79
9864at7399	80
9868at7399	80
9870at7399	78
9873at7399	73
9875at7399	79
9879at7399	77
9883at7399	80
9885at7399	73
9887at7399	79
9888at7399	78
9891at7399	79
9898at7399	79
9899at7399	74
9900at7399	70
9904at7399	78
9912at7399	79
9917at7399	78
9923at7399	77
9924at7399	78
9928at7399	80
9929at7399	79
9930at7399	75
9932at7399	78
9938at7399	78
9943at7399	71
9944at7399	80
9946at7399	59
9950at7399	80
9953at7399	80
9956at7399	74
9957at7399	78
9959at7399	76
9963at7399	70
9967at7399	75
9970at7399	78
9973at7399	80
9976at7399	80
9977at7399	76
9978at7399	77
9980at7399	79
9982at7399	79
9984at7399	79
9985at7399	80
9986at7399	80
9987at7399	80
9988at7399	80
9989at7399	80
9992at7399	80
9997at7399	80
10001at7399	78
10019at7399	79
10023at7399	72
10025at7399	77
10027at7399	79
10029at7399	80
10033at7399	77
10037at7399	67
10053at7399	78
10055at7399	78
10058at7399	80
10065at7399	64
10068at7399	79
10072at7399	74
10073at7399	78
10075at7399	80
10076at7399	79
10080at7399	79
10085at7399	75
10086at7399	73
10089at7399	77
10092at7399	79
10094at7399	78
10099at7399	79
10103at7399	66
10108at7399	80
10116at7399	80
10119at7399	73
10122at7399	80
10127at7399	80
10128at7399	80
10129at7399	80
10142at7399	75
10143at7399	73
10148at7399	77
10153at7399	78
10155at7399	80
10159at7399	78
10161at7399	79
10164at7399	76
10165at7399	72
10166at7399	74
10167at7399	77
10170at7399	77
10176at7399	80
10177at7399	77
10181at7399	74
10191at7399	79
10196at7399	62
10198at7399	78
10202at7399	77
10212at7399	75
10213at7399	80
10217at7399	79
10228at7399	79
10229at7399	77
10230at7399	79
10233at7399	80
10237at7399	80
10240at7399	70
10241at7399	75
10242at7399	78
10245at7399	78
10248at7399	80
10249at7399	79
10259at7399	80
10263at7399	79
10265at7399	78
10266at7399	77
10267at7399	80
10269at7399	80
10270at7399	80
10273at7399	79
10275at7399	80
10281at7399	77
10284at7399	77
10286at7399	78
10287at7399	79
10290at7399	80
10302at7399	80
10305at7399	77
10306at7399	77
10311at7399	80
10317at7399	78
10319at7399	80
10328at7399	80
10331at7399	71
10332at7399	78
10348at7399	79
10349at7399	76
10356at7399	73
10364at7399	78
10365at7399	73
10368at7399	78
10373at7399	79
10377at7399	80
10381at7399	78
10392at7399	73
10393at7399	69
10395at7399	79
10399at7399	80
10402at7399	77
10403at7399	80
10405at7399	80
10406at7399	77
10407at7399	80
10409at7399	74
10410at7399	74
10415at7399	79
10420at7399	78
10421at7399	79
10423at7399	56
10426at7399	77
10428at7399	51
10430at7399	80
10431at7399	78
10433at7399	80
10435at7399	80
10436at7399	80
10442at7399	76
10448at7399	72
10449at7399	60
10453at7399	72
10456at7399	79
10466at7399	78
10473at7399	79
10475at7399	80
10477at7399	78
10480at7399	78
10481at7399	80
10486at7399	77
10494at7399	80
10495at7399	79
10497at7399	79
10498at7399	80
10500at7399	76
10505at7399	76
10515at7399	80
10519at7399	79
10523at7399	79
10528at7399	80
10529at7399	76
10530at7399	79
10535at7399	79
10537at7399	80
10550at7399	76
10554at7399	70
10555at7399	79
10559at7399	77
10570at7399	75
10576at7399	76
10583at7399	80
10585at7399	80
10587at7399	79
10596at7399	76
10598at7399	76
10599at7399	76
10600at7399	78
10601at7399	78
10602at7399	70
10605at7399	79
10610at7399	78
10612at7399	77
10613at7399	79
10620at7399	77
10624at7399	77
10627at7399	78
10633at7399	78
10634at7399	76
10639at7399	80
10646at7399	78
10647at7399	78
10649at7399	77
10654at7399	79
10668at7399	79
10673at7399	78
10679at7399	77
10680at7399	77
10683at7399	79
10685at7399	80
10687at7399	80
10688at7399	80
10694at7399	79
10695at7399	77
10696at7399	80
10697at7399	78
10703at7399	79
10705at7399	77
10707at7399	74
10708at7399	79
10709at7399	70
10711at7399	80
10712at7399	79
10714at7399	78
10715at7399	73
10716at7399	78
10717at7399	79
10723at7399	80
10724at7399	74
10727at7399	78
10740at7399	75
10749at7399	79
10752at7399	78
10756at7399	78
10757at7399	77
10759at7399	79
10763at7399	76
10765at7399	78
10766at7399	78
10768at7399	76
10775at7399	73
10776at7399	76
10784at7399	79
10785at7399	80
10787at7399	75
10788at7399	80
10789at7399	80
10790at7399	80
10794at7399	78
10799at7399	77
10800at7399	72
10801at7399	73
10805at7399	77
10807at7399	80
10808at7399	73
10820at7399	68
10821at7399	77
10822at7399	78
10823at7399	79
10824at7399	78
10827at7399	78
10828at7399	79
10845at7399	76
10847at7399	77
10851at7399	77
10854at7399	80
10857at7399	77
10858at7399	79
10859at7399	60
10861at7399	77
10867at7399	76
10871at7399	79
10875at7399	79
10880at7399	77
10888at7399	79
10889at7399	79
10891at7399	79
10892at7399	78
10899at7399	80
10902at7399	74
10903at7399	78
10913at7399	80
10914at7399	77
10915at7399	79
10917at7399	78
10919at7399	80
10920at7399	80
10922at7399	77
10923at7399	78
10927at7399	79
10941at7399	75
10944at7399	78
10948at7399	78
10951at7399	78
10954at7399	73
10955at7399	78
10957at7399	78
10959at7399	61
10961at7399	80
10962at7399	78
10966at7399	74
10967at7399	80
10968at7399	72
10969at7399	77
10973at7399	77
10976at7399	80
10977at7399	78
10978at7399	75
10982at7399	79
10986at7399	79
10994at7399	78
10998at7399	75
11006at7399	79
11011at7399	73
11015at7399	78
11020at7399	80
11021at7399	79
11022at7399	76
11023at7399	79
11027at7399	80
11031at7399	77
11035at7399	79
11040at7399	76
11041at7399	79
11044at7399	79
11045at7399	78
11046at7399	73
11047at7399	79
11048at7399	76
11056at7399	77
11063at7399	80
11068at7399	79
11071at7399	80
11072at7399	80
11075at7399	79
11076at7399	79
11077at7399	68
11083at7399	72
11085at7399	79
11089at7399	56
11095at7399	80
11097at7399	79
11101at7399	75
11103at7399	80
11104at7399	79
11114at7399	80
11120at7399	78
11121at7399	78
11127at7399	76
11136at7399	80
11137at7399	74
11138at7399	80
11148at7399	77
11149at7399	76
11152at7399	76
11154at7399	78
11176at7399	77
11180at7399	79
11181at7399	80
11184at7399	78
11185at7399	79
11190at7399	79
11193at7399	76
11200at7399	78
11204at7399	80
11205at7399	55
11210at7399	77
11217at7399	79
11226at7399	78
11235at7399	72
11238at7399	76
11241at7399	77
11243at7399	72
11251at7399	77
11257at7399	75
11265at7399	77
11266at7399	75
11268at7399	80
11271at7399	78
11274at7399	78
11276at7399	79
11277at7399	76
11278at7399	79
11279at7399	79
11280at7399	80
11282at7399	79
11283at7399	79
11289at7399	72
11300at7399	79
11303at7399	76
11306at7399	79
11313at7399	79
11316at7399	79
11322at7399	76
11323at7399	70
11326at7399	76
11329at7399	78
11330at7399	79
11332at7399	74
11334at7399	57
11341at7399	59
11344at7399	69
11347at7399	74
11349at7399	72
11351at7399	71
11352at7399	77
11356at7399	79
11357at7399	74
11359at7399	70
11363at7399	79
11370at7399	68
11372at7399	78
11374at7399	80
11381at7399	80
11383at7399	65
11386at7399	77
11387at7399	78
11388at7399	69
11390at7399	76
11393at7399	78
11395at7399	78
11399at7399	77
11408at7399	80
11411at7399	79
11413at7399	79
11415at7399	80
11417at7399	78
11422at7399	79
11426at7399	79
11427at7399	77
11430at7399	80
11439at7399	76
11445at7399	78
11449at7399	78
11454at7399	72
11460at7399	76
11465at7399	80
11470at7399	77
11472at7399	79
11473at7399	78
11474at7399	77
11479at7399	80
11481at7399	78
11482at7399	76
11485at7399	77
11486at7399	77
11491at7399	79
11494at7399	77
11496at7399	66
11505at7399	78
11507at7399	76
11508at7399	78
11510at7399	75
11511at7399	79
11512at7399	80
11516at7399	75
11517at7399	77
11518at7399	77
11520at7399	77
11527at7399	78
11528at7399	80
11529at7399	78
11533at7399	78
11537at7399	74
11544at7399	78
11545at7399	80
11546at7399	78
11550at7399	73
11554at7399	79
11555at7399	80
11557at7399	74
11558at7399	80
11559at7399	72
11562at7399	77
11563at7399	79
11568at7399	77
11569at7399	77
11571at7399	78
11575at7399	60
11576at7399	76
11582at7399	80
11583at7399	79
11587at7399	78
11590at7399	80
11591at7399	78
11593at7399	74
11596at7399	67
11597at7399	78
11602at7399	79
11604at7399	79
11611at7399	79
11612at7399	80
11613at7399	77
11615at7399	79
11616at7399	76
11625at7399	75
11627at7399	79
11630at7399	77
11631at7399	75
11633at7399	79
11634at7399	75
11635at7399	77
11642at7399	76
11645at7399	80
11647at7399	79
11649at7399	78
11660at7399	79
11662at7399	79
11666at7399	76
11667at7399	48
11669at7399	63
11671at7399	74
11672at7399	78
11674at7399	79
11677at7399	80
11681at7399	79
