orthogroup	PHC
4678at7399	0.32
4681at7399	0.3
4687at7399	0.32
4689at7399	0.31
4694at7399	0.31
4695at7399	0.25
4699at7399	0.97
4708at7399	0.75
4714at7399	0.57
4717at7399	0.6
4718at7399	0.71
4727at7399	0.33
4734at7399	0.58
4736at7399	0.62
4739at7399	0.4
4743at7399	0.4
4747at7399	0.56
4758at7399	0.3
4760at7399	0.64
4761at7399	0.44
4767at7399	0.25
4768at7399	0.44
4773at7399	0.52
4774at7399	0.4
4775at7399	0.71
4776at7399	0.43
4785at7399	0.38
4792at7399	0.62
4800at7399	0.38
4803at7399	0.41
4804at7399	0.29
4806at7399	0.52
4808at7399	0.34
4809at7399	0.28
4811at7399	0.36
4813at7399	0.42
4814at7399	0.315
4819at7399	0.62
4822at7399	0.4
4824at7399	0.4
4827at7399	0.46
4831at7399	0.07
4833at7399	0.285
4835at7399	0.59
4838at7399	0.85
4839at7399	0.27
4847at7399	0.57
4848at7399	0.42
4854at7399	0.62
4857at7399	0.42
4858at7399	0.15
4864at7399	0.38
4865at7399	0.61
4866at7399	0.17
4867at7399	0.27
4868at7399	0.64
4872at7399	0.24
4873at7399	0.15
4875at7399	0.51
4889at7399	0.39
4890at7399	0.63
4899at7399	0.55
4900at7399	0.42
4903at7399	0.23
4907at7399	0.46
4911at7399	0.61
4912at7399	0.64
4915at7399	0.17
4916at7399	0.25
4917at7399	0.65
4921at7399	0.14
4936at7399	0.18
4938at7399	0.35
4940at7399	0.6
4943at7399	0.29
4949at7399	0.44
4950at7399	0.54
4952at7399	0.03
4953at7399	0.65
4955at7399	0.31
4957at7399	0.37
4959at7399	0.39
4960at7399	0.63
4962at7399	0.26
4968at7399	0.43
4969at7399	0.28
4975at7399	0.77
4976at7399	0.88
4977at7399	0.32
4984at7399	0.57
4985at7399	0.43
4988at7399	0.65
4991at7399	0.1
4994at7399	0.17
4995at7399	0.42
4997at7399	0.27
5000at7399	0.48
5005at7399	0.99
5008at7399	0.52
5009at7399	0.7
5013at7399	0.43
5016at7399	0.76
5019at7399	0.03
5023at7399	0.77
5026at7399	0.39
5028at7399	0.34
5030at7399	0.615
5034at7399	0.53
5037at7399	0.47
5048at7399	0.65
5052at7399	0.36
5054at7399	0.23
5057at7399	0.58
5059at7399	0.225
5060at7399	0.225
5062at7399	0.45
5066at7399	0.72
5071at7399	0.53
5075at7399	0.23
5077at7399	0.38
5086at7399	0.22
5090at7399	0.28
5092at7399	0.42
5094at7399	0.33
5096at7399	0.38
5101at7399	0.81
5109at7399	0.24
5111at7399	0.16
5113at7399	0.1
5119at7399	0.26
5122at7399	0.18
5123at7399	0.38
5125at7399	0.2
5130at7399	0.33
5145at7399	0.67
5146at7399	0.61
5148at7399	0.26
5161at7399	0.36
5165at7399	0.42
5169at7399	0.27
5172at7399	0.26
5174at7399	0.44
5175at7399	0.66
5179at7399	0.37
5182at7399	0.51
5188at7399	0.435
5189at7399	0.42
5190at7399	0.68
5191at7399	0.4
5192at7399	0.25
5198at7399	0.58
5201at7399	0.5
5203at7399	0.39
5204at7399	0.71
5205at7399	0.64
5206at7399	0.51
5208at7399	0.15
5211at7399	0.71
5214at7399	0.18
5218at7399	0.72
5220at7399	0.13
5221at7399	0.16
5223at7399	0.31
5224at7399	0.59
5232at7399	0.09
5238at7399	0.44
5241at7399	0.36
5243at7399	0.5
5247at7399	0.555
5252at7399	0.13
5254at7399	0.75
5256at7399	0.19
5262at7399	0.21
5266at7399	0.61
5267at7399	0.495
5268at7399	0.63
5271at7399	0.15
5278at7399	0.21
5280at7399	0.18
5281at7399	0.38
5285at7399	0.24
5288at7399	0.3
5289at7399	0.83
5290at7399	0.18
5291at7399	0.23
5292at7399	0.5
5293at7399	0.63
5296at7399	0.11
5298at7399	0.5
5299at7399	0.13
5306at7399	0.32
5307at7399	0.32
5311at7399	0.69
5312at7399	0.33
5315at7399	0.42
5317at7399	0.4
5318at7399	0.17
5321at7399	0.08
5322at7399	0.5
5323at7399	0.52
5329at7399	0.83
5332at7399	0.31
5334at7399	0.43
5336at7399	0.16
5337at7399	0.3
5338at7399	0.36
5339at7399	0.62
5346at7399	0.51
5353at7399	0.32
5355at7399	0.79
5358at7399	0.56
5363at7399	0.24
5374at7399	0.2
5375at7399	0.18
5376at7399	0.62
5377at7399	0.37
5379at7399	0.6
5385at7399	0.38
5393at7399	0.1
5394at7399	0.5
5396at7399	0.34
5399at7399	0.27
5401at7399	0.62
5404at7399	0.56
5406at7399	0.29
5408at7399	0.76
5410at7399	0.35
5414at7399	0.48
5415at7399	0.52
5417at7399	0.44
5418at7399	0.62
5421at7399	0.4
5424at7399	0.3
5426at7399	0.58
5431at7399	0.39
5433at7399	0.47
5434at7399	0.62
5435at7399	0.45
5444at7399	0.31
5446at7399	0.26
5447at7399	0.805
5448at7399	0.56
5450at7399	0.52
5453at7399	0.31
5454at7399	0.51
5462at7399	0.64
5468at7399	0.29
5469at7399	0.37
5470at7399	0.6
5474at7399	0.52
5477at7399	0.38
5478at7399	0.38
5479at7399	0.49
5484at7399	0.12
5485at7399	0.39
5490at7399	0.82
5492at7399	0.41
5496at7399	0.08
5498at7399	0.45
5499at7399	0.1
5500at7399	0.46
5501at7399	0.48
5506at7399	0.42
5511at7399	0.49
5515at7399	0.02
5517at7399	0.46
5520at7399	0.15
5521at7399	0.59
5524at7399	0.47
5526at7399	0.29
5530at7399	0.36
5531at7399	0.47
5533at7399	0.16
5536at7399	0.26
5539at7399	0.5
5545at7399	0.19
5553at7399	0.42
5554at7399	0.6
5558at7399	0.46
5566at7399	0.34
5570at7399	0.36
5571at7399	0.68
5576at7399	0.7
5577at7399	0.21
5589at7399	0.43
5592at7399	0.52
5594at7399	0.18
5597at7399	0.42
5600at7399	0.52
5601at7399	0.61
5607at7399	0.26
5608at7399	0.23
5610at7399	0.64
5611at7399	0.74
5618at7399	0.38
5619at7399	0.23
5621at7399	0.02
5626at7399	0.55
5632at7399	0.48
5633at7399	0.28
5636at7399	0.09
5639at7399	0.2
5641at7399	0.48
5642at7399	0.56
5643at7399	0.58
5644at7399	0.72
5645at7399	0.48
5654at7399	0.17
5656at7399	0.14
5666at7399	0.67
5675at7399	0.15
5677at7399	0.57
5678at7399	0.1
5679at7399	0.19
5682at7399	0.54
5685at7399	0.55
5688at7399	0.37
5690at7399	0.31
5691at7399	0.11
5694at7399	0.43
5695at7399	0.96
5706at7399	0.25
5709at7399	0.28
5710at7399	0.37
5711at7399	0.28
5712at7399	0.44
5713at7399	0.7
5719at7399	0.12
5721at7399	0.51
5725at7399	0.31
5730at7399	0.38
5731at7399	0.79
5732at7399	0.56
5739at7399	0.32
5744at7399	0.31
5754at7399	0.64
5756at7399	0.16
5760at7399	0.81
5766at7399	0.63
5773at7399	0.15
5778at7399	0.41
5779at7399	0.26
5787at7399	0.63
5789at7399	0.16
5790at7399	0.33
5792at7399	0.28
5800at7399	0.18
5803at7399	0.45
5806at7399	0.67
5810at7399	0.19
5811at7399	0.72
5818at7399	0.44
5827at7399	0.56
5829at7399	0.48
5830at7399	0.58
5832at7399	0.45
5833at7399	0.47
5834at7399	0.3
5837at7399	0.43
5842at7399	0.19
5845at7399	0.12
5846at7399	0.35
5849at7399	0.77
5850at7399	0.98
5854at7399	0.15
5860at7399	0.43
5863at7399	0.16
5865at7399	0.77
5873at7399	0.47
5874at7399	0.02
5876at7399	0.3
5878at7399	0.35
5880at7399	0.25
5881at7399	0.58
5882at7399	0.64
5885at7399	0.47
5886at7399	0.17
5888at7399	0.296666667
5891at7399	0.27
5895at7399	0.59
5898at7399	0.64
5911at7399	0.29
5912at7399	0.67
5915at7399	0.69
5916at7399	0.33
5923at7399	0.33
5924at7399	0.29
5928at7399	0.62
5929at7399	0.47
5931at7399	0.26
5935at7399	0.13
5936at7399	0.76
5937at7399	0.28
5946at7399	0.66
5947at7399	0.61
5949at7399	0.56
5953at7399	0.61
5954at7399	0.34
5955at7399	0.29
5961at7399	0.27
5962at7399	0.5
5963at7399	0.53
5965at7399	0.33
5970at7399	0.13
5972at7399	0.4
5974at7399	0.29
5981at7399	0.29
5987at7399	0.81
5988at7399	0.67
5990at7399	0.23
5991at7399	0.18
5997at7399	0.45
5998at7399	0.45
6005at7399	0.29
6007at7399	0.64
6009at7399	0.55
6010at7399	0.12
6014at7399	0.53
6016at7399	0.28
6027at7399	0.66
6033at7399	0.42
6038at7399	0.4
6045at7399	0.24
6046at7399	0.43
6048at7399	0.05
6052at7399	0.34
6053at7399	0.33
6054at7399	0.55
6058at7399	0.19
6060at7399	0.2
6061at7399	0.68
6063at7399	0.43
6070at7399	0.23
6073at7399	0.4
6074at7399	0.42
6075at7399	0.64
6076at7399	0.49
6083at7399	0.62
6085at7399	0.12
6087at7399	0.39
6088at7399	0.64
6092at7399	0.3
6095at7399	0.62
6101at7399	0.49
6103at7399	0.43
6104at7399	0.24
6105at7399	0.42
6108at7399	0.82
6113at7399	0.77
6115at7399	0.11
6117at7399	0.38
6120at7399	0.41
6122at7399	0.65
6126at7399	0.36
6132at7399	0.15
6134at7399	0.5
6141at7399	0.3
6143at7399	0.65
6145at7399	0.21
6147at7399	0.4
6150at7399	0.59
6152at7399	0.47
6156at7399	0.17
6159at7399	0.53
6163at7399	0.17
6170at7399	0.46
6174at7399	0.4
6175at7399	0.79
6176at7399	0.2
6178at7399	0.48
6182at7399	0.16
6183at7399	0.92
6195at7399	0.22
6198at7399	0.43
6199at7399	0.2
6200at7399	0.18
6202at7399	0.52
6204at7399	0.31
6205at7399	0.24
6208at7399	0.28
6219at7399	0.43
6222at7399	0.715
6223at7399	0.25
6225at7399	0.34
6236at7399	0.68
6239at7399	0.44
6242at7399	0.5
6247at7399	0.59
6250at7399	0.48
6252at7399	0.56
6258at7399	0.27
6259at7399	0.65
6262at7399	0.14
6264at7399	0.24
6266at7399	0.09
6267at7399	0.69
6270at7399	0.08
6271at7399	0.48
6272at7399	0.45
6273at7399	0.48
6274at7399	0.51
6280at7399	0.39
6288at7399	0.55
6291at7399	0.35
6297at7399	0.57
6300at7399	0.06
6305at7399	0.33
6312at7399	0.35
6314at7399	0.42
6315at7399	0.57
6317at7399	0.41
6318at7399	0.65
6322at7399	0.19
6323at7399	0.55
6325at7399	0.31
6326at7399	0.35
6327at7399	0.49
6328at7399	0.325
6331at7399	0.11
6334at7399	0.13
6336at7399	0.054210525999999995
6339at7399	0.33
6345at7399	0.72
6346at7399	0.22
6351at7399	0.34
6352at7399	0.35
6357at7399	0.42
6358at7399	0.21
6362at7399	0.24
6364at7399	0.33
6371at7399	0.69
6384at7399	0.23
6385at7399	0.34
6387at7399	0.31
6391at7399	0.7
6393at7399	0.77
6397at7399	0.61
6400at7399	0.54
6410at7399	0.32
6411at7399	0.47
6413at7399	0.53
6414at7399	0.52
6416at7399	0.2475
6420at7399	0.21
6426at7399	0.34
6427at7399	0.27
6437at7399	0.22
6438at7399	0.38
6440at7399	0.12
6441at7399	0.28
6442at7399	0.53
6444at7399	0.5
6448at7399	0.76
6449at7399	0.29
6458at7399	0.85
6460at7399	0.27
6462at7399	0.44
6463at7399	0.22
6470at7399	0.48
6471at7399	0.22
6477at7399	0.21
6478at7399	0.26
6479at7399	0.9
6481at7399	0.31
6483at7399	0.2
6484at7399	0.5
6488at7399	0.63
6496at7399	0.29
6499at7399	0.42
6500at7399	0.33
6503at7399	0.16
6508at7399	0.19
6509at7399	0.55
6510at7399	0.27
6519at7399	0.25
6522at7399	0.45
6523at7399	0.82
6534at7399	0.29
6536at7399	0.32
6540at7399	0.05
6544at7399	0.85
6546at7399	0.47
6549at7399	0.6
6552at7399	0.78
6554at7399	0.57
6556at7399	0.46
6560at7399	0.35
6564at7399	0.3
6566at7399	0.33
6567at7399	0.23
6571at7399	0.15
6575at7399	0.24
6587at7399	0.27
6588at7399	0.27
6593at7399	0.24
6594at7399	0.63
6595at7399	0.71
6596at7399	0.27
6601at7399	0.35
6602at7399	0.43
6604at7399	0.32
6605at7399	0.29
6606at7399	0.3
6608at7399	0.37
6609at7399	0.5
6614at7399	0.45
6616at7399	0.65
6617at7399	0.36
6627at7399	0.51
6630at7399	0.55
6636at7399	0.22
6641at7399	0.12
6644at7399	0.24
6645at7399	0.64
6647at7399	0.19
6652at7399	0.22
6653at7399	0.48
6658at7399	0.3
6659at7399	0.48
6661at7399	0.55
6664at7399	0.49
6671at7399	0.68
6676at7399	0.38
6680at7399	0.32
6683at7399	0.33
6689at7399	0.33
6696at7399	0.66
6699at7399	0.64
6704at7399	0.35
6707at7399	0.48
6708at7399	0.48
6715at7399	0.42
6719at7399	0.45
6731at7399	0.43
6734at7399	0.68
6735at7399	0.43
6738at7399	0.28
6740at7399	0.95
6741at7399	0.19
6747at7399	0.53
6749at7399	0.18
6751at7399	0.08
6754at7399	0.47
6758at7399	0.43
6764at7399	0.18
6766at7399	0.51
6767at7399	0.3
6768at7399	0.27
6776at7399	0.7
6783at7399	0.62
6784at7399	0.35
6785at7399	0.29
6792at7399	0.59
6797at7399	0.67
6798at7399	0.66
6801at7399	0.52
6803at7399	0.35
6805at7399	0.52
6812at7399	0.72
6814at7399	0.56
6816at7399	0.4
6819at7399	0.28
6820at7399	0.66
6821at7399	0.64
6822at7399	0.59
6826at7399	0.78
6829at7399	0.37
6830at7399	0.69
6836at7399	0.54
6852at7399	0.24
6868at7399	0.62
6870at7399	0.66
6871at7399	0.5
6875at7399	0.4
6876at7399	0.45
6882at7399	0.13
6886at7399	0.41
6888at7399	0.27
6891at7399	0.45
6892at7399	0.35
6893at7399	0.35
6897at7399	0.36
6899at7399	0.53
6901at7399	0.26
6904at7399	0.53
6906at7399	0.55
6908at7399	0.68
6910at7399	0.59
6913at7399	0.41
6914at7399	0.65
6918at7399	0.25
6929at7399	0.54
6933at7399	0.19
6935at7399	0.57
6937at7399	0.3
6940at7399	0.14
6944at7399	0.645
6947at7399	0.62
6948at7399	0.1
6949at7399	0.48
6955at7399	0.42
6956at7399	0.35
6961at7399	0.55
6963at7399	0.28
6964at7399	0.72
6966at7399	0.24
6970at7399	0.58
6971at7399	0.36
6974at7399	0.61
6977at7399	0.51
6981at7399	0.21
6983at7399	0.46
6992at7399	0.22
6994at7399	0.16
6997at7399	0.32
7001at7399	0.6
7002at7399	0.06
7005at7399	0.33
7006at7399	0.53
7011at7399	0.57
7013at7399	0.32
7017at7399	0.23
7018at7399	0.59
7020at7399	0.51
7022at7399	0.43
7024at7399	0.41
7029at7399	0.43
7030at7399	0.43
7031at7399	0.41
7033at7399	0.49
7034at7399	0.35
7038at7399	0.16
7042at7399	0.57
7043at7399	0.54
7046at7399	0.35
7049at7399	0.22
7051at7399	0.46
7057at7399	0.34
7059at7399	0.61
7067at7399	0.17
7075at7399	0.93
7077at7399	0.14
7083at7399	0.63
7084at7399	0.56
7089at7399	0.16
7090at7399	0.26
7094at7399	0.36
7103at7399	0.5
7104at7399	0.2
7108at7399	0.22
7110at7399	0.35
7116at7399	0.64
7119at7399	0.37
7120at7399	0.47
7125at7399	0.37
7126at7399	0.3
7127at7399	0.32
7129at7399	0.39
7130at7399	0.18
7133at7399	0.1
7137at7399	0.2
7141at7399	0.66
7142at7399	0.1
7148at7399	0.21
7155at7399	0.68
7166at7399	0.3
7170at7399	0.44
7172at7399	0.52
7176at7399	0.45
7178at7399	0.5
7180at7399	0.73
7181at7399	0.57
7182at7399	0.22
7184at7399	0.24
7192at7399	0.06
7198at7399	0.68
7209at7399	0.495
7212at7399	0.43
7214at7399	0.32
7216at7399	0.26
7217at7399	0.13
7218at7399	0.11
7220at7399	0.45
7223at7399	0.27
7224at7399	0.57
7225at7399	0.39
7229at7399	0.55
7230at7399	0.59
7232at7399	0.35
7234at7399	0.22
7236at7399	0.44
7237at7399	0.32
7238at7399	0.24
7246at7399	0.25
7254at7399	0.45
7255at7399	0.48
7256at7399	0.34
7261at7399	0.65
7263at7399	0.34
7265at7399	0.64
7268at7399	0.24
7272at7399	0.345
7274at7399	0.5
7275at7399	0.2
7278at7399	0.64
7282at7399	0.41
7284at7399	0.49
7285at7399	0.21
7288at7399	0.92
7289at7399	0.35
7290at7399	0.25
7293at7399	0.29
7296at7399	0.33
7297at7399	0.18
7303at7399	0.63
7304at7399	0.24
7307at7399	0.66
7308at7399	0.66
7313at7399	0.55
7314at7399	0.75
7315at7399	0.27
7318at7399	0.56
7319at7399	0.31
7321at7399	0.45
7322at7399	0.44
7324at7399	0.46
7326at7399	0.31
7332at7399	0.48
7337at7399	0.32
7340at7399	0.43
7344at7399	0.515
7353at7399	0.53
7354at7399	0.42
7356at7399	0.14
7361at7399	0.13
7365at7399	0.06
7368at7399	0.09
7375at7399	0.26
7380at7399	0.74
7382at7399	0.4
7383at7399	0.5
7384at7399	0.36
7388at7399	0.47
7389at7399	0.3
7390at7399	0.44
7391at7399	0.66
7393at7399	0.42
7399at7399	0.55
7401at7399	0.53
7403at7399	0.47
7411at7399	0.83
7419at7399	0.64
7421at7399	0.29
7422at7399	0.25
7423at7399	0.5
7426at7399	0.25
7427at7399	0.25
7428at7399	0.27
7432at7399	0.34
7435at7399	0.13
7438at7399	0.55
7440at7399	0.72
7442at7399	0.17
7444at7399	0.81
7446at7399	0.62
7447at7399	0.6
7450at7399	0.31
7451at7399	0.1
7460at7399	0.74
7461at7399	0.49
7464at7399	0.83
7465at7399	0.18
7469at7399	0.29
7474at7399	0.23
7476at7399	0.33
7478at7399	0.6
7482at7399	0.24
7488at7399	0.49
7497at7399	0.37
7500at7399	0.31
7501at7399	0.19
7513at7399	0.37
7516at7399	0.61
7521at7399	0.35
7526at7399	0.47
7527at7399	0.32
7528at7399	0.21
7530at7399	0.47
7534at7399	0.62
7535at7399	0.69
7537at7399	0.19
7540at7399	0.6
7542at7399	0.24
7552at7399	0.42
7554at7399	0.64
7555at7399	0.39
7558at7399	0.12
7561at7399	0.38
7562at7399	0.48
7565at7399	0.48
7567at7399	0.58
7569at7399	0.44
7572at7399	0.3
7577at7399	0.63
7579at7399	0.18
7580at7399	0.55
7586at7399	0.25
7587at7399	0.1
7593at7399	0.29
7598at7399	0.69
7600at7399	0.59
7606at7399	0.57
7611at7399	0.69
7613at7399	0.28
7614at7399	0.59
7617at7399	0.47
7618at7399	0.64
7619at7399	0.5
7621at7399	0.6
7626at7399	0.79
7638at7399	0.62
7640at7399	0.27
7650at7399	0.7
7654at7399	0.33
7664at7399	0.07
7667at7399	0.15
7675at7399	0.63
7677at7399	0.41
7684at7399	0.68
7688at7399	0.48
7695at7399	0.3
7696at7399	0.53
7697at7399	0.19
7698at7399	0.39
7699at7399	0.61
7707at7399	0.66
7712at7399	0.46
7715at7399	0.53
7722at7399	0.37
7728at7399	0.44
7729at7399	0.52
7730at7399	0.52
7732at7399	0.5
7735at7399	0.54
7738at7399	0.18
7741at7399	0.45
7742at7399	0.35
7743at7399	0.36
7750at7399	0.17
7751at7399	0.54
7755at7399	0.29
7758at7399	0.43
7762at7399	0.18
7763at7399	0.4
7764at7399	0.55
7770at7399	0.26
7774at7399	0.53
7778at7399	0.8
7779at7399	0.46
7781at7399	0.33
7783at7399	0.03
7784at7399	0.18
7786at7399	0.04
7789at7399	0.87
7802at7399	0.45
7803at7399	0.25
7804at7399	0.37
7811at7399	0.42
7812at7399	0.24
7813at7399	0.84
7815at7399	0.24
7819at7399	0.545
7821at7399	0.52
7822at7399	0.49
7823at7399	0.24
7825at7399	0.32
7830at7399	0.29
7832at7399	0.4
7835at7399	0.41
7839at7399	0.29
7840at7399	0.21
7844at7399	0.53
7849at7399	0.53
7859at7399	0.19
7862at7399	0.53
7865at7399	0.12
7871at7399	0.42
7876at7399	0.37
7879at7399	0.64
7882at7399	0.63
7887at7399	0.31
7888at7399	0.26
7891at7399	0.5
7897at7399	0.02
7901at7399	0.42
7908at7399	0.5
7910at7399	0.39
7917at7399	0.05
7918at7399	0.12
7921at7399	0.78
7923at7399	0.21
7925at7399	0.25
7926at7399	0.29
7927at7399	0.57
7928at7399	0.48
7929at7399	0.74
7948at7399	0.53
7950at7399	0.47
7955at7399	0.16
7959at7399	0.62
7962at7399	0.37
7966at7399	0.38
7969at7399	0.25
7972at7399	0.74
7980at7399	0.19
7989at7399	0.35
7994at7399	0.54
7998at7399	0.18
8004at7399	0.29
8012at7399	0.44
8015at7399	0.37
8017at7399	0.77
8026at7399	0.48
8029at7399	0.32
8036at7399	0.78
8037at7399	0.25
8039at7399	0.55
8043at7399	0.39
8055at7399	0.23
8056at7399	0.33
8059at7399	0.58
8060at7399	0.34
8061at7399	0.74
8065at7399	0.12
8070at7399	0.26
8076at7399	0.59
8077at7399	0.21
8079at7399	0.43
8081at7399	0.98
8082at7399	0.59
8084at7399	0.4
8091at7399	0.246666667
8096at7399	0.66
8097at7399	0.48
8098at7399	0.19
8099at7399	0.13
8101at7399	0.19
8102at7399	0.17
8105at7399	0.29
8106at7399	0.54
8111at7399	0.3
8112at7399	0.5
8113at7399	0.5
8115at7399	0.57
8126at7399	0.47
8129at7399	0.11
8130at7399	0.23
8132at7399	0.3
8134at7399	0.55
8135at7399	0.6
8137at7399	0.53
8145at7399	0.69
8147at7399	0.25
8150at7399	0.42
8151at7399	0.57
8152at7399	0.25
8153at7399	0.2
8157at7399	0.16
8161at7399	0.25
8167at7399	0.5
8168at7399	0.37
8179at7399	0.43
8181at7399	0.15
8185at7399	0.21
8186at7399	0.2
8187at7399	0.07
8191at7399	0.53
8198at7399	0.11
8205at7399	0.33
8206at7399	0.5
8207at7399	0.79
8213at7399	0.45
8214at7399	0.57
8215at7399	0.72
8217at7399	0.49
8220at7399	0.6
8222at7399	0.33
8223at7399	0.48
8226at7399	0.53
8231at7399	0.29
8233at7399	0.98
8241at7399	0.55
8246at7399	0.57
8247at7399	0.14
8260at7399	0.17
8263at7399	0.38
8264at7399	0.33
8268at7399	0.34
8269at7399	0.58
8271at7399	0.7
8272at7399	0.53
8273at7399	0.36
8274at7399	0.39
8276at7399	0.13
8282at7399	0.16
8283at7399	0.255
8285at7399	0.18
8289at7399	0.25
8291at7399	0.51
8292at7399	0.81
8296at7399	0.33
8302at7399	0.78
8303at7399	0.79
8304at7399	0.22
8307at7399	0.47
8316at7399	0.51
8318at7399	0.47
8320at7399	0.33
8325at7399	0.61
8326at7399	0.31
8329at7399	0.24
8332at7399	0.7
8335at7399	0.21
8338at7399	0.075
8340at7399	0.52
8344at7399	0.32
8345at7399	0.23
8350at7399	0.35
8355at7399	0.5
8357at7399	0.16
8364at7399	0.13
8366at7399	0.35
8373at7399	0.3
8377at7399	0.7
8379at7399	0.47
8380at7399	0.62
8388at7399	0.36
8392at7399	0.66
8395at7399	0.525
8397at7399	0.31
8398at7399	0.215
8400at7399	0.59
8401at7399	0.6
8413at7399	0.45
8421at7399	0.5
8424at7399	0.51
8426at7399	0.21
8429at7399	0.6
8434at7399	0.41
8436at7399	0.55
8438at7399	0.53
8439at7399	0.58
8445at7399	0.62
8449at7399	0.07
8451at7399	0.71
8455at7399	0.35
8461at7399	0.41
8462at7399	0.41
8464at7399	0.19
8469at7399	0.31
8473at7399	0.23
8477at7399	0.303333333
8478at7399	0.11
8479at7399	0.5
8480at7399	0.59
8482at7399	0.22
8485at7399	0.47
8487at7399	0.54
8491at7399	0.29
8499at7399	0.72
8502at7399	0.44
8504at7399	0.31
8505at7399	0.25
8511at7399	0.61
8513at7399	0.15
8516at7399	0.39
8517at7399	0.21
8520at7399	0.79
8525at7399	0.32
8526at7399	0.405
8529at7399	0.38
8530at7399	0.34
8531at7399	0.52
8534at7399	0.57
8535at7399	0.58
8540at7399	0.84
8552at7399	0.33
8555at7399	0.36
8558at7399	0.87
8561at7399	0.52
8562at7399	0.43
8563at7399	0.57
8566at7399	0.4
8572at7399	0.13
8575at7399	0.71
8578at7399	0.43
8579at7399	0.21
8586at7399	0.27
8588at7399	0.455
8592at7399	0.53
8602at7399	0.51
8605at7399	0.64
8609at7399	0.28
8611at7399	0.28
8614at7399	0.21
8615at7399	0.37
8617at7399	0.26
8620at7399	0.74
8621at7399	0.56
8631at7399	0.52
8632at7399	0.01
8633at7399	0.08
8641at7399	0.27
8642at7399	0.84
8652at7399	0.85
8656at7399	0.42
8657at7399	0.46
8659at7399	0.38
8663at7399	0.57
8665at7399	0.73
8669at7399	0.19
8672at7399	0.36
8673at7399	0.4
8680at7399	0.49
8682at7399	0.21
8684at7399	0.48
8685at7399	0.37
8687at7399	0.62
8688at7399	0.52
8690at7399	0.67
8697at7399	0.54
8699at7399	0.47
8706at7399	0.22
8712at7399	0.44
8714at7399	0.54
8716at7399	0.16
8720at7399	0.42
8722at7399	0.41
8726at7399	0.2
8728at7399	0.27
8729at7399	0.54
8731at7399	0.16
8733at7399	0.61
8734at7399	0.45
8735at7399	0.59
8736at7399	0.57
8738at7399	0.37
8744at7399	0.17
8746at7399	0.5
8748at7399	0.5
8751at7399	0.06
8753at7399	0.88
8754at7399	0.45
8757at7399	0.62
8762at7399	0.64
8771at7399	0.19
8772at7399	0.31
8773at7399	0.55
8774at7399	0.43
8780at7399	0.36
8781at7399	0.46
8782at7399	0.12
8789at7399	0.57
8792at7399	0.26
8793at7399	0.67
8794at7399	0.73
8796at7399	0.49
8799at7399	0.06
8801at7399	0.27
8804at7399	0.55
8812at7399	0.4
8813at7399	0.17
8814at7399	0.29
8815at7399	0.11
8816at7399	0.335
8818at7399	0.54
8827at7399	0.38
8833at7399	0.65
8834at7399	0.47
8846at7399	0.31
8851at7399	0.31
8864at7399	0.27
8867at7399	0.47
8870at7399	0.28
8877at7399	0.34
8882at7399	0.55
8888at7399	0.49
8895at7399	0.29
8897at7399	0.48
8904at7399	0.59
8906at7399	0.5
8911at7399	0.38
8912at7399	0.59
8914at7399	0.76
8920at7399	0.65
8928at7399	0.18
8930at7399	0.59
8934at7399	0.42
8941at7399	0.62
8942at7399	0.37
8946at7399	0.25
8949at7399	0.4
8950at7399	0.34
8953at7399	0.29
8954at7399	0.38
8955at7399	0.46
8957at7399	0.21
8965at7399	0.54
8966at7399	0.23
8967at7399	0.69
8970at7399	0.6
8971at7399	0.39
8975at7399	0.62
8980at7399	0.26
8985at7399	0.62
8991at7399	0.5
8992at7399	0.13
8997at7399	0.72
9001at7399	0.52
9002at7399	0.56
9007at7399	0.19
9014at7399	0.32
9023at7399	0.53
9032at7399	0.59
9040at7399	0.63
9041at7399	0.22
9042at7399	0.18
9043at7399	0.55
9051at7399	0.9
9052at7399	0.13
9057at7399	0.5
9059at7399	0.765
9070at7399	0.32
9071at7399	0.7
9073at7399	0.27
9074at7399	0.66
9081at7399	0.55
9083at7399	0.48
9090at7399	0.72
9091at7399	0.31
9099at7399	0.05
9106at7399	0.52
9110at7399	0.72
9119at7399	0.5
9122at7399	0.27
9128at7399	0.06
9132at7399	0.58
9134at7399	0.3
9140at7399	0.62
9141at7399	0.28
9143at7399	0.67
9152at7399	0.41
9158at7399	0.32
9160at7399	0.51
9164at7399	0.32
9167at7399	0.5
9169at7399	0.31
9176at7399	0.37
9178at7399	0.53
9180at7399	0.26
9182at7399	0.24
9187at7399	0.13
9188at7399	0.31
9194at7399	0.48
9196at7399	0.6
9202at7399	0.54
9208at7399	0.36
9211at7399	0.17
9214at7399	0.19
9215at7399	0.41
9220at7399	0.35
9221at7399	0.33
9224at7399	0.26
9226at7399	0.53
9229at7399	0.56
9231at7399	0.22
9232at7399	0.66
9235at7399	0.25
9242at7399	0.47
9247at7399	0.23
9248at7399	0.21
9251at7399	0.17
9252at7399	0.55
9253at7399	0.36
9256at7399	0.0
9261at7399	0.41
9262at7399	0.66
9264at7399	0.63
9266at7399	0.53
9267at7399	0.51
9270at7399	0.26
9271at7399	0.45
9275at7399	0.45
9278at7399	0.57
9279at7399	0.19
9282at7399	0.54
9284at7399	0.43
