orthogroup	EVR
MZ22510700	1.0989
MZ22510701	0.9113
MZ22510704	1.1623
MZ22510706	0.9769
MZ22510707	0.8506
MZ22510709	1.1961
MZ22510713	1.169
MZ22510716	1.0246
MZ22510721	1.2615
MZ22510732	0.8486
MZ22510734	0.9015
MZ22510738	0.9551
MZ22510740	0.9179
MZ22510742	1.0924
MZ22510743	1.284
MZ22510744	0.8435
MZ22510745	0.9106
MZ22510748	0.8921
MZ22510751	1.0279
MZ22510753	0.9252
MZ22510755	1.0194
MZ22510756	1.0329
MZ22510759	0.879
MZ22510761	0.9558
MZ22510763	1.1464
MZ22510764	1.1879
MZ22510765	0.9797
MZ22510766	1.0588
MZ22510768	0.8747
MZ22510769	0.9491
MZ22510771	1.2444
MZ22510773	0.9399
MZ22510775	1.0822
MZ22510778	0.9006
MZ22510782	0.8182
MZ22510784	0.991
MZ22510786	0.9854
MZ22510787	1.1487
MZ22510789	0.9424
MZ22510790	0.9224
MZ22510791	0.8611
MZ22510793	0.8776
MZ22510794	0.8784
MZ22510795	0.8917
MZ22510798	0.8529
MZ22510799	0.8691
MZ22510801	1.0124
MZ22510802	0.9219
MZ22510804	0.982
MZ22510805	0.9027
MZ22510807	0.9211
MZ22510808	0.8702
MZ22510812	0.9815
MZ22510816	0.9641
MZ22510817	1.0466
MZ22510820	0.8290000000000001
MZ22510822	1.1117
MZ22510827	0.8508
MZ22510828	0.8242
MZ22510830	1.2743
MZ22510832	1.0241
MZ22510833	0.9233
MZ22510834	1.1452
MZ22510836	0.9138
MZ22510837	1.3192
MZ22510840	1.0805
MZ22510841	1.0225
MZ22510845	1.0349
MZ22510847	0.8455
MZ22510850	0.9435
MZ22510852	1.1281
MZ22510854	0.8032
MZ22510855	0.8573
MZ22510856	1.1633
MZ22510857	0.8965
MZ22510859	0.9454
MZ22510860	1.1594
MZ22510861	1.0986
MZ22510862	0.91
MZ22510863	1.0614
MZ22510864	0.9062
MZ22510865	0.8558
MZ22510870	0.8978
MZ22510872	1.7043
MZ22510879	1.0979
MZ22510881	1.0163
MZ22510883	1.1537
MZ22510885	0.8386
MZ22510887	1.1119
MZ22510890	0.985
MZ22510891	1.2459
MZ22510894	1.2574
MZ22510895	0.9323
MZ22510900	0.8909
MZ22510902	0.8851
MZ22510906	1.0619
MZ22510907	1.1334
MZ22510908	1.0426
MZ22510912	0.9444
MZ22510913	0.87
MZ22510915	0.9619
MZ22510916	0.9634
MZ22510917	1.399
MZ22510919	0.8993
MZ22510921	0.9440000000000001
MZ22510924	1.7591
MZ22510925	0.8909999999999999
MZ22510926	0.9848
MZ22510927	0.9329
MZ22510930	0.9568
MZ22510933	0.9086
MZ22510934	1.0113
MZ22510935	1.8753
MZ22510937	0.8897
MZ22510939	1.0183
MZ22510940	1.3646
MZ22510942	0.95
MZ22510946	1.2545
MZ22510955	0.978
MZ22510956	0.8189
MZ22510958	1.0276
MZ22510959	1.1266
MZ22510961	1.2392
MZ22510964	1.3333
MZ22510966	1.3342
MZ22510968	1.0437
MZ22510969	0.9783
MZ22510970	0.9113
MZ22510971	1.0204
MZ22510972	0.8896
MZ22510973	0.8605
MZ22510974	0.9937
MZ22510975	1.0077
MZ22510978	1.5297
MZ22510979	0.8455
MZ22510981	0.8109
MZ22510982	0.9670000000000001
MZ22510984	0.9935
MZ22510986	0.8656
MZ22510987	0.8325
MZ22510990	1.1994
MZ22510991	1.052
MZ22510992	0.9499
MZ22510994	0.9362
MZ22510999	0.8624
MZ22511002	1.3092
MZ22511003	0.8323
MZ22511004	1.0692
MZ22511008	1.0564
MZ22511009	0.9714
MZ22511010	0.8495
MZ22511011	0.9586
MZ22511014	0.9443
MZ22511016	0.9440000000000001
MZ22511017	1.2192
MZ22511020	0.883
MZ22511023	1.1502
MZ22511024	1.0444
MZ22511025	1.047
MZ22511027	0.9445
MZ22511029	1.0533
MZ22511030	1.3371
MZ22511039	1.0531
MZ22511041	0.8278
MZ22511043	1.3356
MZ22511044	1.0793
MZ22511047	1.0037
MZ22511049	0.9521
MZ22511052	1.0289
MZ22511054	1.3888
MZ22511055	0.998
MZ22511056	0.9808
MZ22511057	0.905
MZ22511061	0.8865
MZ22511062	0.8865
MZ22511063	0.8813
MZ22511065	1.1203
MZ22511066	0.9769
MZ22511067	1.0158
MZ22511068	1.2327
MZ22511071	1.1644
MZ22511073	0.883
MZ22511078	0.8908
MZ22511079	1.0544
MZ22511080	1.2036
MZ22511081	1.1261
MZ22511082	0.9512
MZ22511083	1.021
MZ22511085	1.0224
MZ22511088	1.2445
MZ22511090	1.065
MZ22511091	0.8994
MZ22511093	1.0194
MZ22511094	1.0944
MZ22511096	0.9885
MZ22511098	0.9509
MZ22511099	0.993
MZ22511101	0.9181
MZ22511102	0.8352
MZ22511105	1.0486
MZ22511106	1.0804
MZ22511109	0.8795
MZ22511113	1.0834
MZ22511114	0.9238
MZ22511116	1.1019
MZ22511117	1.0326
MZ22511118	0.8885
MZ22511120	0.9142
MZ22511122	0.9315
MZ22511124	0.8788
MZ22511125	0.9305
MZ22511126	0.9113
MZ22511127	0.8452
MZ22511128	0.9328
MZ22511129	1.14
MZ22511139	0.8838
MZ22511140	1.0282
MZ22511145	0.9423
MZ22511146	1.0767
MZ22511150	1.7383
MZ22511153	0.8344
MZ22511155	0.8615
MZ22511156	0.9168
MZ22511159	1.0788
MZ22511160	1.4757
MZ22511163	0.8465
MZ22511164	0.8276
MZ22511165	1.0269
MZ22511167	1.0612
MZ22511168	1.6271
MZ22511170	0.8791
MZ22511173	0.8749
MZ22511176	0.9276
MZ22511177	1.1275
MZ22511178	0.9361
MZ22511180	0.8531
MZ22511182	0.946
MZ22511183	0.8573
MZ22511185	1.7229
MZ22511190	1.1352
MZ22511198	1.4277
MZ22511199	0.8916
MZ22511203	1.2056
MZ22511206	0.9271
MZ22511207	0.9601
MZ22511209	0.8882
MZ22511211	0.8281
MZ22511212	0.8566
MZ22511219	1.0982
MZ22511221	0.8829
MZ22511224	0.9751
MZ22511229	0.9905
MZ22511234	0.8675
MZ22511236	0.9846
MZ22511237	1.3523
MZ22511238	0.875
MZ22511239	0.8145
MZ22511242	0.9676
MZ22511244	1.0679
MZ22511245	0.8548
MZ22511247	1.6788
MZ22511248	1.2579
MZ22511249	1.7049
MZ22511251	0.8206
MZ22511252	0.8190000000000001
MZ22511256	0.8354
MZ22511257	0.8324
MZ22511261	0.8576
MZ22511263	1.1247
MZ22511264	0.8637
MZ22511265	1.1376
MZ22511266	1.0317
MZ22511268	0.8324
MZ22511273	0.9516
MZ22511274	1.0544
MZ22511275	0.8458
MZ22511276	1.1742
MZ22511277	0.9558
MZ22511278	1.6732
MZ22511280	1.4909
MZ22511282	1.4006
MZ22511283	0.9389
MZ22511284	1.0019
MZ22511285	1.2076
MZ22511287	1.1199
MZ22511292	0.8829
MZ22511293	0.8527
MZ22511295	0.93
MZ22511297	1.2682
MZ22511298	0.9592
MZ22511299	0.9914
MZ22511304	1.1196
MZ22511305	1.3409
MZ22511307	1.3013
MZ22511308	1.2532
MZ22511309	1.4068
MZ22511310	0.9057
MZ22511312	0.8676
MZ22511316	0.9271
MZ22511317	1.2555
MZ22511320	0.8641
MZ22511323	0.8886
MZ22511324	1.507
MZ22511328	1.0438
MZ22511331	0.8713
MZ22511332	0.9323
MZ22511334	0.8914
MZ22511335	0.9258
MZ22511337	0.8757
MZ22511339	0.963
MZ22511340	1.1669
MZ22511343	1.2348
MZ22511344	1.1322
MZ22511346	1.4156
MZ22511349	1.0136
MZ22511351	1.8025
MZ22511353	1.4155
MZ22511354	0.9470000000000001
MZ22511355	0.9013
MZ22511358	0.8512
MZ22511360	1.1711
MZ22511362	1.3738
MZ22511363	1.3933
MZ22511364	0.8426
MZ22511365	1.0571
MZ22511373	1.2667
MZ22511375	1.2697
MZ22511377	0.8378
MZ22511378	0.9093
MZ22511379	0.9513
MZ22511380	0.8373
MZ22511381	0.8499
MZ22511384	1.3009
MZ22511388	0.8370000000000001
MZ22511390	0.8682
MZ22511393	1.3049
MZ22511397	1.0279
MZ22511398	0.9708
MZ22511399	0.9342
MZ22511400	1.6238
MZ22511401	0.8591
MZ22511403	1.0458
MZ22511404	0.8677
MZ22511405	0.8772
MZ22511406	0.9073
MZ22511407	0.8634
MZ22511409	1.0541
MZ22511410	1.2454
MZ22511412	1.0828
MZ22511417	1.1619
MZ22511420	0.8722
MZ22511426	1.0636
MZ22511430	0.9526
MZ22511432	0.8914
MZ22511438	0.9901
MZ22511441	0.9398
MZ22511442	0.841
MZ22511443	0.9478
MZ22511444	0.9141
MZ22511447	0.9284
MZ22511448	1.5706
MZ22511450	1.4705
MZ22511454	1.2669
MZ22511455	0.8490000000000001
MZ22511456	0.9455
MZ22511460	1.0848
MZ22511462	0.8343
MZ22511465	0.9227
MZ22511468	1.0446
MZ22511469	0.9048
MZ22511470	0.8309
MZ22511471	1.0495
MZ22511472	1.1361
MZ22511479	0.9729
MZ22511480	1.0619
MZ22511481	1.0953
MZ22511482	1.0876
MZ22511484	0.9108
MZ22511485	0.8084
MZ22511487	0.9901
MZ22511489	1.2081
MZ22511490	1.536
MZ22511491	0.9671
MZ22511496	0.9619
MZ22511499	0.8740000000000001
MZ22511503	1.0090000000000001
MZ22511504	1.0435
MZ22511505	0.9515
MZ22511506	0.9835
MZ22511507	0.8804
MZ22511508	1.177
MZ22511510	0.8276
MZ22511512	1.0747
MZ22511517	1.0836
MZ22511518	0.8996
MZ22511521	0.9366
MZ22511522	0.9928
MZ22511524	1.0352
MZ22511525	1.1949
MZ22511527	1.3206
MZ22511529	0.9482
MZ22511530	0.8511
MZ22511532	1.07
MZ22511534	0.8658
MZ22511536	1.2121
MZ22511541	0.8945
MZ22511545	0.8935
MZ22511547	0.9771
MZ22511548	1.1355
MZ22511549	1.781
MZ22511552	0.888
MZ22511557	0.8733
MZ22511558	1.2931
MZ22511559	1.1428
MZ22511560	0.9551
MZ22511563	0.9545
MZ22511564	1.0642
MZ22511566	0.9584
MZ22511567	0.9764
MZ22511568	1.0915
MZ22511571	0.9374
MZ22511573	1.4340000000000002
MZ22511574	1.1117
MZ22511575	1.0325
MZ22511578	0.932
MZ22511585	0.9785
MZ22511586	1.1556
MZ22511587	0.9604
MZ22511588	1.2796
MZ22511589	0.9432
MZ22511590	0.8799
MZ22511594	0.8571
MZ22511596	1.0376
MZ22511599	1.0747
MZ22511601	0.9189
MZ22511604	1.4688
MZ22511606	1.3348
MZ22511608	1.2131
MZ22511610	0.8453
MZ22511611	1.1385
MZ22511612	0.8959
MZ22511614	1.1111
MZ22511615	1.1903
MZ22511617	1.2494
MZ22511618	0.8918
MZ22511622	1.8542
MZ22511624	0.9013
MZ22511627	0.9095
MZ22511628	1.2604
MZ22511630	1.0713
MZ22511633	0.9121
MZ22511634	0.9105
MZ22511635	0.8276
MZ22511637	1.0606
MZ22511640	0.8514
MZ22511642	1.0794
MZ22511646	1.0482
MZ22511647	0.9856
MZ22511648	1.0547
MZ22511649	1.5083
MZ22511652	0.9613
MZ22511654	0.8268
MZ22511655	1.1274
MZ22511657	0.8573
MZ22511658	0.9667
MZ22511660	1.146
MZ22511662	1.1817
MZ22511663	0.8447
MZ22511667	1.0398
MZ22511668	0.8627
MZ22511670	1.4077
MZ22511671	0.9366
MZ22511673	0.9173
MZ22511674	0.914
MZ22511678	0.943
MZ22511679	1.0156
MZ22511680	1.0104
MZ22511683	1.2085
MZ22511684	0.9079
MZ22511687	1.4407
MZ22511688	1.2618
MZ22511691	0.9961
MZ22511693	0.9191
MZ22511700	0.8809999999999999
MZ22511701	0.8385
MZ22511703	0.9407
MZ22511706	0.8407
MZ22511712	1.0059
MZ22511714	1.1103
MZ22511718	1.145
MZ22511720	1.6299
MZ22511721	1.043
MZ22511723	0.8239
MZ22511724	0.8272
MZ22511729	1.2185
MZ22511730	0.8795
MZ22511731	1.0554
MZ22511732	0.818
MZ22511734	1.048
MZ22511736	0.9162
MZ22511737	1.0097
MZ22511741	0.9232
MZ22511745	0.8731
MZ22511746	0.9591
MZ22511750	0.8217
MZ22511752	2.23
MZ22511756	0.8665
MZ22511757	1.3248
MZ22511759	1.629
MZ22511760	0.8658
MZ22511762	0.9579
MZ22511763	0.9489
MZ22511764	1.1905
MZ22511766	1.043
MZ22511767	1.1589
MZ22511770	0.9376
MZ22511772	1.0463
MZ22511776	1.6112
MZ22511778	0.9689
MZ22511782	0.9492
MZ22511783	0.9233
MZ22511784	0.8285
MZ22511785	0.888
MZ22511789	1.1879
MZ22511790	0.8086
MZ22511791	1.1708
MZ22511792	1.0248
MZ22511795	1.05
MZ22511799	1.0808
MZ22511804	1.4325
MZ22511806	1.1218
MZ22511807	1.5073
MZ22511809	1.5241
MZ22511810	0.9856
MZ22511812	0.9953
MZ22511815	0.9506
MZ22511816	1.12
MZ22511820	1.1516
MZ22511822	1.2937
MZ22511824	1.0191
MZ22511826	1.6208
MZ22511829	1.0033
MZ22511833	1.0636
MZ22511836	1.0566
MZ22511838	0.9967
MZ22511839	1.1339
MZ22511841	0.9918
MZ22511842	0.8865
MZ22511843	1.156
MZ22511847	1.1656
MZ22511848	0.8746
MZ22511849	0.8887
MZ22511854	1.0371
MZ22511855	1.0385
MZ22511856	1.2926
MZ22511858	0.941
MZ22511862	1.6771
MZ22511864	1.0546
MZ22511865	1.1703
MZ22511866	0.8381
MZ22511867	1.2689
MZ22511868	1.1227
MZ22511869	0.9392
MZ22511871	0.812
MZ22511872	1.1386
MZ22511873	0.8440000000000001
MZ22511874	1.0048
MZ22511875	0.8494
MZ22511877	0.9553
MZ22511880	0.873
MZ22511885	1.061
MZ22511892	1.2549
MZ22511896	0.8654
MZ22511898	1.0224
MZ22511899	0.9428
MZ22511902	0.9143
MZ22511905	0.9235
MZ22511907	1.3702
MZ22511908	1.0078
MZ22511913	1.1665
MZ22511915	1.0094
MZ22511918	0.9936
MZ22511919	0.9889
MZ22511922	0.9728
MZ22511925	1.1129
MZ22511926	0.9899
MZ22511929	0.9645
MZ22511931	0.9044
MZ22511934	0.8677
MZ22511936	1.4569
MZ22511940	0.9805
MZ22511941	0.8453
MZ22511943	0.8686
MZ22511946	0.8874
MZ22511948	1.2363
MZ22511950	0.8705
MZ22511952	0.9196
MZ22511953	0.9547
MZ22511954	0.9469
MZ22511959	0.9649
MZ22511961	0.9029
MZ22511962	1.0174
MZ22511963	0.9464
MZ22511964	1.0932
MZ22511967	0.8512
MZ22511969	0.9056
MZ22511972	1.0044
MZ22511974	0.9078
MZ22511977	1.2702
MZ22511978	0.9212
MZ22511979	0.9016
MZ22511980	1.2766
MZ22511983	0.903
MZ22511985	1.1648
MZ22511986	1.1358
MZ22511989	0.902
MZ22511990	1.0236
MZ22511993	0.975
MZ22511994	0.8767
MZ22511999	1.2596
MZ22512000	0.9618
MZ22512001	0.8269
MZ22512002	0.9229999999999999
MZ22512004	1.2454
MZ22512005	1.0994
MZ22512008	0.9163
MZ22512010	0.8537
MZ22512011	1.0209
MZ22512015	0.8764
MZ22512017	1.1176
MZ22512019	0.9913
MZ22512020	0.9889
MZ22512022	0.9207
MZ22512025	0.9763
MZ22512028	0.914
MZ22512030	1.0295
MZ22512031	1.2624
MZ22512032	0.8978
MZ22512033	0.8869
MZ22512035	0.9029
MZ22512036	0.9719
MZ22512038	1.212
MZ22512039	0.9147
MZ22512040	1.6536
MZ22512041	0.8949
MZ22512042	0.826
MZ22512045	1.0124
MZ22512046	1.1173
MZ22512047	0.8676
MZ22512051	0.8824
MZ22512052	1.0147
MZ22512053	1.1935
MZ22512054	0.8785
MZ22512055	1.4791
MZ22512057	1.0065
MZ22512060	0.8612
MZ22512061	0.8332
MZ22512062	0.8926
MZ22512063	1.0884
MZ22512064	0.8809
MZ22512065	1.1851
MZ22512066	1.2578
MZ22512067	1.1096
MZ22512069	1.9421
MZ22512071	0.8291
MZ22512073	1.2963
MZ22512075	0.91
MZ22512079	1.3233
MZ22512080	1.1132
MZ22512083	0.9691
MZ22512089	0.8555
MZ22512090	1.0476
MZ22512091	0.8318
MZ22512093	0.8588
MZ22512097	0.9564
MZ22512100	0.8490000000000001
MZ22512101	1.2783
MZ22512102	1.153
MZ22512103	1.0338
MZ22512105	0.8631
MZ22512108	1.031
MZ22512110	0.9412
MZ22512111	0.9853
MZ22512114	0.8295
MZ22512115	0.8947
MZ22512117	0.9541
MZ22512121	1.0685
MZ22512122	0.9451
MZ22512124	0.8702
MZ22512130	0.8192
MZ22512131	1.2542
MZ22512133	1.3353
MZ22512134	0.8929
MZ22512135	0.8899
MZ22512138	1.4919
MZ22512139	0.8632
MZ22512141	1.1058
MZ22512144	0.8174
MZ22512146	0.9996
MZ22512148	1.3468
MZ22512150	1.0843
MZ22512151	0.9297
MZ22512152	0.8746
MZ22512153	1.1123
MZ22512156	0.9205
MZ22512157	1.365
MZ22512159	1.0201
MZ22512160	1.0085
MZ22512162	1.2725
MZ22512163	0.8964
MZ22512164	0.9219
MZ22512166	0.8731
MZ22512168	0.8806
MZ22512173	1.0561
MZ22512175	1.0831
MZ22512176	1.2659
MZ22512179	1.4578
MZ22512180	1.0401
MZ22512182	1.0092
MZ22512183	0.887
MZ22512184	1.2558
MZ22512186	0.8791
MZ22512187	0.8142
MZ22512193	1.1741
MZ22512195	1.3631
MZ22512197	1.1394
MZ22512200	0.9913
MZ22512203	0.8499
MZ22512204	0.9489
MZ22512205	1.198
MZ22512206	0.9264
MZ22512207	0.8451
MZ22512210	0.8846
MZ22512214	0.8443
MZ22512215	1.3155
MZ22512217	1.016
MZ22512218	1.0347
MZ22512219	1.7942
MZ22512222	0.8798
MZ22512223	0.9008
MZ22512227	0.8782
MZ22512228	0.9522
MZ22512232	0.9890000000000001
MZ22512233	1.1574
MZ22512234	1.2291
MZ22512235	0.909
MZ22512237	1.165
MZ22512238	1.4558
MZ22512241	0.9692
MZ22512242	1.2273
MZ22512248	1.1149
MZ22512250	0.9292
MZ22512252	0.8775
MZ22512253	1.0779
MZ22512254	0.9484
MZ22512255	0.8525
MZ22512260	0.8319
MZ22512261	1.0177
MZ22512266	0.8122
MZ22512272	1.4709
MZ22512273	1.2186
MZ22512274	1.0648
MZ22512276	1.3192
MZ22512284	0.8422
MZ22512286	1.1169
MZ22512287	0.8875
MZ22512289	0.9651
MZ22512290	1.2906
MZ22512292	0.9314
MZ22512297	0.8667
MZ22512298	0.8854
MZ22512301	1.0461
MZ22512303	0.9577
MZ22512304	1.3535
MZ22512306	1.4352
MZ22512310	1.2101
MZ22512314	1.0967
MZ22512317	1.0973
MZ22512320	0.9956
MZ22512321	0.8963
MZ22512322	1.1685
MZ22512324	0.8844
MZ22512325	1.18
MZ22512326	1.0496
MZ22512329	1.1718
MZ22512331	1.5564
MZ22512333	1.1365
MZ22512338	1.4995
MZ22512340	0.9184
MZ22512341	1.8993
MZ22512343	1.1046
MZ22512344	0.8701
MZ22512346	0.8327
MZ22512347	0.9146
MZ22512352	0.861
MZ22512359	0.9068
MZ22512361	0.8355
MZ22512363	0.8654
MZ22512367	0.9697
MZ22512370	0.8959
MZ22512374	1.3871
MZ22512375	1.1526
MZ22512376	0.9362
MZ22512377	0.8985
MZ22512378	1.6852
MZ22512380	1.2994
MZ22512381	1.1859
MZ22512384	0.8362
MZ22512386	0.9201
MZ22512390	1.1984
MZ22512391	1.0856
MZ22512392	1.7047
MZ22512394	1.6103
MZ22512397	1.0696
MZ22512398	0.8281
MZ22512399	1.0729
MZ22512400	0.9779
MZ22512402	0.8552
MZ22512403	1.1164
MZ22512404	1.1705
MZ22512407	0.963
MZ22512408	0.8836
MZ22512410	1.6661
MZ22512412	0.8879
MZ22512414	0.9164
MZ22512415	1.1943
MZ22512416	0.9723
MZ22512417	1.0764
MZ22512419	1.0568
MZ22512420	1.0190000000000001
MZ22512421	1.3735
MZ22512423	1.4029
MZ22512425	0.8675
MZ22512427	1.4399
MZ22512429	0.9447
MZ22512431	0.9904
MZ22512432	1.2619
MZ22512433	0.8123
MZ22512438	0.8394
MZ22512439	0.8321
MZ22512440	1.2568
MZ22512441	1.1467
MZ22512442	0.9168
MZ22512444	1.5344
MZ22512449	0.9802
MZ22512450	1.1317
MZ22512452	0.9281
MZ22512454	0.9781
MZ22512455	0.9128
MZ22512457	0.8921
MZ22512459	1.0344
MZ22512461	1.1054
MZ22512462	0.8481
MZ22512463	1.0811
MZ22512464	1.306
MZ22512465	0.9284
MZ22512467	0.983
MZ22512468	0.9934
MZ22512470	0.8423
MZ22512473	1.1508
MZ22512478	0.8822
MZ22512480	0.927
MZ22512483	0.9349
MZ22512486	1.4926
MZ22512491	1.2697
MZ22512495	0.9446
MZ22512496	1.526
MZ22512497	1.4051
MZ22512498	0.8436
MZ22512500	0.915
MZ22512502	1.0734
MZ22512503	1.1654
MZ22512507	1.5433
MZ22512509	1.008
MZ22512512	0.9152
MZ22512513	1.0302
MZ22512514	1.1513
MZ22512517	0.9541
MZ22512518	0.9002
MZ22512520	0.8882
MZ22512521	1.4845
MZ22512522	1.004
MZ22512523	1.0166
MZ22512526	1.9591
MZ22512527	1.0991
MZ22512535	0.8833
MZ22512538	0.8765
MZ22512539	0.9179999999999999
MZ22512542	1.3858
MZ22512546	1.3647
MZ22512552	1.2469
MZ22512553	1.5198
MZ22512554	1.1929
MZ22512555	0.8898
MZ22512562	1.56
MZ22512563	1.2862
MZ22512565	0.8271
MZ22512567	0.97
MZ22512568	1.0552
MZ22512569	1.0490000000000002
MZ22512571	0.9255
MZ22512573	0.9324
MZ22512574	1.0234
MZ22512576	1.4745
MZ22512577	0.9574
MZ22512578	0.9840000000000001
MZ22512581	0.8466
MZ22512584	1.0878
MZ22512592	0.8436
MZ22512593	0.8466
MZ22512594	0.9728
MZ22512597	1.469
MZ22512599	0.8794
MZ22512600	1.0456
MZ22512601	0.9943
MZ22512602	0.937
MZ22512603	1.0551
MZ22512606	0.8128
MZ22512607	0.9125
MZ22512609	0.8814
MZ22512610	0.8534
MZ22512611	0.9507
MZ22512615	1.1418
MZ22512618	1.2819
MZ22512619	1.1117
MZ22512620	1.5794
MZ22512625	1.1322
MZ22512626	0.813
MZ22512627	0.8339
MZ22512631	0.9051
MZ22512632	0.9167
MZ22512634	0.9003
MZ22512635	1.2887
MZ22512637	0.9922
MZ22512638	1.2604
MZ22512640	0.9489
MZ22512643	1.2017
MZ22512645	1.1866
MZ22512647	1.0533
MZ22512652	1.0022
MZ22512653	1.0387
MZ22512654	1.1332
MZ22512656	0.9372
MZ22512658	1.1202
MZ22512660	1.0775
MZ22512661	2.4187
MZ22512663	1.2414
MZ22512664	0.9252
MZ22512668	1.0469
MZ22512669	1.1898
MZ22512670	0.9771
MZ22512671	1.1346
MZ22512672	0.8546
MZ22512674	0.9528
MZ22512679	0.7864
MZ22512681	1.2312
MZ22512683	1.3276
MZ22512684	1.1601
MZ22512685	1.5634
MZ22512689	0.9312
MZ22512690	1.3596
MZ22512691	0.929
MZ22512692	0.8918
MZ22512693	1.1445
MZ22512694	0.9543
MZ22512698	0.9413
MZ22512699	1.1148
MZ22512703	0.9308
MZ22512704	0.9659
MZ22512706	0.8322
MZ22512707	1.1304
MZ22512708	0.8227
MZ22512710	0.8806
MZ22512711	1.2358
MZ22512712	0.8981
MZ22512713	1.1519
MZ22512714	0.9835
MZ22512717	0.8183
MZ22512723	1.3818
MZ22512726	1.0026
MZ22512728	1.3188
MZ22512730	1.2143
MZ22512731	1.4467
MZ22512733	1.2025
MZ22512735	1.2984
MZ22512737	0.9794
MZ22512739	1.2355
MZ22512740	1.2317
MZ22512741	1.0001
MZ22512742	0.9904
MZ22512743	0.9589
MZ22512744	0.8875
MZ22512745	0.8646
MZ22512746	0.9271
MZ22512748	1.0002
MZ22512750	0.9662
MZ22512751	1.026
MZ22512752	0.9229
MZ22512753	1.0177
MZ22512755	1.2336
MZ22512757	1.0013
MZ22512763	0.8541
MZ22512764	1.4972
MZ22512768	1.7196
MZ22512771	0.8853
MZ22512773	0.8724
MZ22512775	1.1364
MZ22512776	0.9379
MZ22512778	0.8174
MZ22512780	1.0049
MZ22512782	0.9009
MZ22512783	1.4667
MZ22512784	0.9105
MZ22512786	1.0438
MZ22512788	0.8531
MZ22512789	0.9617
MZ22512791	0.9181
MZ22512792	0.8713
MZ22512794	1.0223
MZ22512795	0.9802
MZ22512797	0.9882
MZ22512799	0.9791
MZ22512800	0.9478
MZ22512801	0.9068
MZ22512802	0.9014
MZ22512803	0.8475
MZ22512805	1.1663
MZ22512807	1.1746
MZ22512808	0.9701
MZ22512809	1.0602
MZ22512811	0.8896
MZ22512812	0.9853
MZ22512814	1.0047
MZ22512816	0.9972
MZ22512819	0.8279
MZ22512822	0.9425
MZ22512826	0.9175
MZ22512828	1.7406
MZ22512829	0.9032
MZ22512830	0.8821
MZ22512831	0.8313
MZ22512836	0.9353
MZ22512837	1.1702
MZ22512839	1.0191
MZ22512842	1.0673
MZ22512845	1.0105
MZ22512847	1.3376
MZ22512848	1.1912
MZ22512853	1.5048
MZ22512854	0.9940000000000001
MZ22512855	0.8466
MZ22512860	0.8326
MZ22512862	0.9322
MZ22512863	0.9605
MZ22512864	1.1736
MZ22512865	1.4583
MZ22512867	1.0371
MZ22512869	0.9036
MZ22512872	0.8682
MZ22512874	1.3007
MZ22512875	1.264
MZ22512876	0.9177
MZ22512877	1.2484
MZ22512878	0.8678
MZ22512881	0.8476
MZ22512882	0.8674
MZ22512883	1.3059
MZ22512884	1.1295
MZ22512887	0.8386
MZ22512888	0.9417
MZ22512890	1.5346
MZ22512891	1.1909
MZ22512892	1.1815
MZ22512897	0.9116
MZ22512900	1.2331
MZ22512903	0.9644
MZ22512905	0.8829
MZ22512907	1.07
MZ22512910	1.0739
MZ22512912	1.1038
MZ22512913	0.9635
MZ22512914	1.0538
MZ22512915	1.0069
MZ22512917	0.8271
MZ22512918	1.1416
MZ22512921	0.8522
MZ22512924	1.0091
MZ22512925	0.9773
MZ22512928	1.047
MZ22512929	1.1015
MZ22512932	0.8908
MZ22512934	0.9853
MZ22512937	1.3556
MZ22512938	1.0984
MZ22512940	1.0198
MZ22512942	1.0368
MZ22512943	0.8372
MZ22512944	0.9069
MZ22512945	1.1589
MZ22512946	1.1326
MZ22512947	1.3931
MZ22512948	1.1172
MZ22512950	0.8248
MZ22512952	0.8267
MZ22512954	1.0024
MZ22512956	0.9028
MZ22512959	0.9654
MZ22512960	1.3545
MZ22512961	0.9861
MZ22512963	1.3646
MZ22512964	0.9390000000000001
MZ22512965	0.9229999999999999
MZ22512966	0.9182
MZ22512969	1.0163
MZ22512971	1.2139
MZ22512973	1.1633
MZ22512975	1.2075
MZ22512976	0.9473
MZ22512978	0.9517
MZ22512981	1.1909999999999998
MZ22512983	1.1194
MZ22512985	0.9483
MZ22512989	1.0852
MZ22512991	1.639
MZ22512993	0.9790000000000001
MZ22512998	1.4447
MZ22512999	1.0381
MZ22513002	0.8409
MZ22513006	1.2228
MZ22513009	0.8987
MZ22513010	1.1077
MZ22513011	1.1466
MZ22513012	0.9186
MZ22513014	0.8583
MZ22513017	0.9731
MZ22513019	0.8547
MZ22513021	0.9243
MZ22513022	1.406
MZ22513024	1.0466
MZ22513025	0.9734
MZ22513028	1.0829
MZ22513030	1.0091
MZ22513031	1.1429
MZ22513033	0.9903
MZ22513034	1.0183
MZ22513037	0.8317
MZ22513038	1.2234
MZ22513040	1.2156
MZ22513042	0.8751
MZ22513043	1.0716
MZ22513044	1.354
MZ22513047	1.1099
MZ22513051	1.1529
MZ22513052	1.4711
MZ22513054	1.4469999999999998
MZ22513055	0.9306
MZ22513056	1.6206
MZ22513057	1.3551
MZ22513058	1.3244
MZ22513060	0.8759
MZ22513061	0.9231
MZ22513062	1.0044
MZ22513065	0.8490000000000001
