orthogroup	EVR
147388at6656	1.5815
147389at6656	0.9121
147390at6656	1.5209
147393at6656	0.9923
147394at6656	1.2683
147395at6656	1.3791
147396at6656	1.205
147399at6656	1.2155
147402at6656	1.4663
147405at6656	1.6445
147408at6656	1.6799
14740at6656	1.1537
147410at6656	2.2788
147413at6656	1.8449
147415at6656	1.2593
147418at6656	0.6446
147420at6656	0.8943
147421at6656	1.5757
147426at6656	1.639
147427at6656	1.1049
147428at6656	2.1731
147430at6656	0.9733
147431at6656	0.9324
147432at6656	1.3049
147434at6656	1.4181
147435at6656	1.5031
147436at6656	1.5069
147439at6656	0.8997
147442at6656	0.8419
147443at6656	1.6109
147445at6656	1.5441
147446at6656	1.792
147448at6656	1.6093
147449at6656	1.2384
147451at6656	1.1058
147454at6656	1.1506
147455at6656	0.6668
147456at6656	0.9342
147457at6656	1.8167
147458at6656	1.8297
147459at6656	1.5652
147461at6656	1.1647
147462at6656	0.8959
147463at6656	0.944
147464at6656	1.0574
147466at6656	1.6048
147468at6656	1.2733
147469at6656	2.0392
147470at6656	1.7177
147471at6656	1.0196
147472at6656	1.3488
147473at6656	2.0521
147474at6656	1.5867
147481at6656	0.6342
147493at6656	0.8921
147494at6656	1.0955
147498at6656	0.7913
147510at6656	0.9681
147511at6656	1.3258
147513at6656	0.5484
147514at6656	1.0006
147519at6656	0.83
147522at6656	1.3274
147529at6656	0.8884
14752at6656	0.8693
147530at6656	1.4045
147532at6656	0.8165
147535at6656	1.1936
147538at6656	1.0643
147540at6656	1.1697
147542at6656	0.8927
147543at6656	1.1371
147551at6656	1.0038
147552at6656	1.2411
147555at6656	1.4695
147558at6656	1.5474
147561at6656	0.8418
147566at6656	1.1849
147567at6656	1.2526
147568at6656	1.041
147573at6656	1.1203
147578at6656	1.0751
147584at6656	0.883
147586at6656	1.3825
147589at6656	0.6995
147592at6656	1.5752
147595at6656	1.0067
147599at6656	0.7124
147606at6656	1.5407
147607at6656	0.9754
147612at6656	1.4875
147616at6656	1.4242
147618at6656	1.1383
147619at6656	0.7199
147620at6656	1.1307
147621at6656	1.4304
147622at6656	1.4415
147624at6656	0.9898
147626at6656	1.1568
147629at6656	1.6449
14762at6656	1.3487
147631at6656	0.9535
147634at6656	0.8667
147635at6656	0.8885
147637at6656	1.3931
14763at6656	2.0072
147642at6656	1.1695
147643at6656	1.0923
147645at6656	1.0588
147646at6656	1.4447
147647at6656	1.2213
147649at6656	1.2942
147650at6656	1.1248
147657at6656	1.1999
147662at6656	1.4845
147663at6656	0.6406
147664at6656	1.091
147665at6656	1.9089
147666at6656	1.4599
147667at6656	1.7047
147668at6656	0.7171
147669at6656	1.1896
147670at6656	0.7815
147671at6656	1.6788
147675at6656	0.8895
147680at6656	0.6102
147682at6656	1.6195
147685at6656	1.3721
147686at6656	1.5954
147687at6656	0.828
147691at6656	0.7957
147692at6656	0.9135
147693at6656	0.9254
147694at6656	1.1065
147697at6656	1.3215
147698at6656	1.2252
147699at6656	1.1315
147700at6656	1.744
147701at6656	1.6563
147702at6656	1.41
147703at6656	1.3124
147704at6656	1.4852
147705at6656	1.3183
147706at6656	1.5349
147707at6656	1.0859
147708at6656	1.5273
147709at6656	1.691
147712at6656	2.3323
147713at6656	2.3808
147723at6656	0.734
147738at6656	0.7197
14774at6656	1.1352
147753at6656	0.9634
147757at6656	0.8264
147763at6656	1.1868
147766at6656	1.2175
147768at6656	0.8476
147771at6656	1.2103
147773at6656	0.7638
147777at6656	1.2308
147782at6656	0.8705
147783at6656	1.0205
147784at6656	0.9182
147785at6656	1.1911
147788at6656	0.6995
147792at6656	1.0526
147793at6656	1.2723
147795at6656	1.0097
147797at6656	1.2604
147798at6656	1.3677
147800at6656	1.4205
147804at6656	1.197
147805at6656	1.3224
147807at6656	1.2555
147809at6656	1.4562
147811at6656	1.032
147815at6656	0.8402
147817at6656	1.1875
147825at6656	1.0936
147831at6656	1.1325
147835at6656	0.8162
147837at6656	0.9437
147844at6656	1.3453
147848at6656	1.7331
147849at6656	1.2335
147852at6656	0.6506
147859at6656	1.8397
147862at6656	1.2861
147867at6656	0.9081
147868at6656	1.3446
147869at6656	1.4722
147872at6656	1.0007
147873at6656	0.8934
147880at6656	0.9989
147883at6656	1.1442
147891at6656	0.8528
147894at6656	0.7263
147897at6656	1.4153
147898at6656	1.0173
147899at6656	1.2793
147906at6656	1.1312
147913at6656	0.7142
147914at6656	1.01
147915at6656	1.4715
147921at6656	1.2748
147922at6656	1.1786
147923at6656	0.9464
147925at6656	0.8758
147926at6656	0.7598
147933at6656	1.3799
147937at6656	0.9119
147938at6656	0.9495
147939at6656	1.7104
147941at6656	1.1113
147942at6656	0.9756
147943at6656	1.0831
147945at6656	1.2083
147946at6656	1.5814
147948at6656	0.8502
147949at6656	1.402
147951at6656	1.1827
147954at6656	1.2773
147956at6656	1.2589
147957at6656	1.1499
147962at6656	1.1278
147963at6656	1.4053
147964at6656	0.888
147965at6656	1.2236
147967at6656	1.1222
147970at6656	2.1796
147971at6656	1.5277
147972at6656	1.6428
147973at6656	1.0142
147978at6656	1.1496
147979at6656	1.2631
14797at6656	0.9073
147980at6656	1.0276
147981at6656	1.2249
147982at6656	1.1381
147984at6656	1.0935
147985at6656	1.0336
147986at6656	1.0204
147987at6656	1.0974
147989at6656	1.2703
147994at6656	1.4313
147995at6656	0.831
147997at6656	1.2193
147998at6656	0.9306
148000at6656	1.0656
148001at6656	1.0911
148002at6656	0.7133
148008at6656	1.0168
148012at6656	1.0113
148013at6656	1.2887
148015at6656	1.0293
148017at6656	0.811
148018at6656	1.8742
148020at6656	1.0065
148023at6656	1.1269
148025at6656	0.8788
148028at6656	1.8813
148029at6656	1.6869
14802at6656	1.2786
148030at6656	1.4987
148033at6656	1.6874
148035at6656	0.9151
148036at6656	1.2848
148037at6656	1.7317
148039at6656	1.5389
148042at6656	1.3401
148046at6656	1.0265
148047at6656	1.0038
148049at6656	1.7863
148051at6656	1.4011
148053at6656	1.8099
148057at6656	1.3261
148058at6656	1.2211
148059at6656	0.839
148062at6656	1.5145
148064at6656	1.355
148065at6656	1.0336
148066at6656	1.9362
148067at6656	1.3743
148069at6656	1.1054
148071at6656	1.7249
148073at6656	1.2372
148074at6656	1.2618
148075at6656	1.6612
148076at6656	1.8522
148077at6656	1.6849
148078at6656	1.1105
148080at6656	1.4443
148099at6656	1.0633
148104at6656	0.7134
148116at6656	1.1183
148118at6656	0.9971
148126at6656	1.3055
148129at6656	0.9703
148134at6656	0.6503
148139at6656	0.8659
148140at6656	1.3993
148141at6656	1.2664
148143at6656	1.6769
148148at6656	1.3918
148157at6656	0.9822
148158at6656	0.9323
148159at6656	0.8585
148161at6656	1.6889
148162at6656	1.415
148163at6656	1.0213
148166at6656	1.2624
148167at6656	1.4384
148168at6656	0.9651
148174at6656	1.3516
148176at6656	1.3612
148179at6656	1.2206
148182at6656	0.9754
148184at6656	0.8498
148185at6656	1.1516
148191at6656	1.3019
148192at6656	1.3539
148194at6656	1.1917
148197at6656	1.0791
148198at6656	1.3925
148199at6656	1.2043
148200at6656	1.7796
148201at6656	1.1666
148204at6656	1.1647
148205at6656	1.5209
148209at6656	0.9509
148210at6656	1.6346
148211at6656	1.4953
148212at6656	0.8925
148213at6656	1.8144
148215at6656	1.6232
148217at6656	2.2468
148218at6656	0.9055
148219at6656	1.1596
148223at6656	0.8503
148227at6656	1.142
148228at6656	1.3271
14822at6656	1.0649
148232at6656	1.0581
148238at6656	1.0696
148248at6656	1.073
148260at6656	0.9052
148274at6656	2.0241
148277at6656	1.1509
148284at6656	0.9366
148287at6656	0.7364
148298at6656	1.1694
148302at6656	0.9713
148305at6656	0.8236
148307at6656	1.5546
148311at6656	1.4267
148315at6656	0.85
148321at6656	1.4901
148323at6656	1.2651
148328at6656	1.3127
148330at6656	1.4771
148331at6656	1.708
148333at6656	1.4362
148334at6656	1.3671
148336at6656	0.7789
14833at6656	1.9129
148340at6656	1.4648
148343at6656	0.8015
148345at6656	1.4932
148347at6656	0.9767
148350at6656	1.6257
148351at6656	1.4226
148357at6656	1.3014
148363at6656	0.9496
148370at6656	0.9867
148371at6656	1.1091
148374at6656	1.1755
148378at6656	1.1077
148379at6656	1.2211
148380at6656	0.6848
148381at6656	1.0297
148383at6656	1.7892
148385at6656	1.2428
148386at6656	0.6601
148388at6656	1.6945
148392at6656	1.051
148396at6656	1.2496
148400at6656	1.3538
148405at6656	1.4195
148409at6656	0.8839
148415at6656	1.2985
148419at6656	1.2189
148420at6656	1.2917
148422at6656	0.743
148423at6656	1.0393
148427at6656	0.9045
148433at6656	0.7394
148437at6656	1.821
148442at6656	0.9951
148443at6656	0.9549
148444at6656	1.4648
148445at6656	1.0467
148447at6656	0.7277
148452at6656	1.4786
148455at6656	1.3842
148456at6656	1.587
148464at6656	1.4757
148471at6656	0.8167
148472at6656	1.188
148474at6656	1.3154
148475at6656	0.7679
148477at6656	0.9146
148479at6656	2.0023
148484at6656	0.789
148485at6656	1.4547
148486at6656	1.2503
148487at6656	1.3088
148488at6656	1.2552
148489at6656	1.0446
148490at6656	1.8029
148491at6656	1.2069
148496at6656	1.3663
148500at6656	1.3493
148507at6656	0.9684
148509at6656	1.3014
148511at6656	1.2766
148515at6656	1.2369
148518at6656	0.6363
148519at6656	1.2492
148521at6656	1.0407
148526at6656	1.3301
148527at6656	1.0778
148528at6656	1.2478
148529at6656	2.2071
148530at6656	1.512
148535at6656	1.3736
148536at6656	1.2215
148542at6656	0.9645
148544at6656	1.2776
148545at6656	1.2522
148548at6656	1.6333
148552at6656	1.4378
148556at6656	1.35
148558at6656	1.2173
148560at6656	1.7061
148561at6656	1.2819
148562at6656	1.4541
148564at6656	0.8881
148565at6656	0.7745
148567at6656	1.5452
148568at6656	0.9919
148569at6656	1.3373
148570at6656	1.1816
148572at6656	1.2788
148578at6656	1.3257
148579at6656	1.3254
148580at6656	1.3964
148581at6656	1.6608
148582at6656	1.5298
148585at6656	1.3515
148590at6656	1.429
148591at6656	1.4526
148592at6656	1.5946
148593at6656	1.5649
148595at6656	1.6855
148596at6656	1.9763
148601at6656	0.8925
14860at6656	1.9737
148610at6656	0.688
148612at6656	0.7607
148619at6656	1.0472
148620at6656	1.0298
148629at6656	1.1404
14862at6656	1.2768
148633at6656	1.4371
148638at6656	0.695
148639at6656	1.1398
148643at6656	0.9527
148644at6656	1.0802
148648at6656	0.9576
148651at6656	1.2169
148652at6656	0.8664
148653at6656	1.2818
148655at6656	1.0732
148656at6656	1.0651
148657at6656	0.8637
148658at6656	0.8874
148660at6656	1.1766
148666at6656	0.9332
148670at6656	1.0421
148672at6656	1.0903
148675at6656	0.6332
148684at6656	1.3788
148690at6656	1.1148
148691at6656	1.1541
148698at6656	0.7468
148700at6656	0.7335
148702at6656	0.8635
148706at6656	1.0356
148707at6656	1.5004
148708at6656	0.9641
148711at6656	1.3449
148712at6656	1.784
148713at6656	0.7586
148715at6656	1.3186
148716at6656	1.0169
148722at6656	0.7101
148723at6656	1.3905
148724at6656	0.758
148726at6656	1.0348
148727at6656	1.1512
148729at6656	1.9121
148730at6656	0.8527
148731at6656	1.3895
148732at6656	0.9834
148735at6656	0.8806
148737at6656	1.2961
148740at6656	1.1601
148741at6656	1.6407
148745at6656	1.1073
148747at6656	1.256
148748at6656	1.1475
148750at6656	1.3353
148752at6656	1.5658
148754at6656	1.02
148762at6656	0.9597
148764at6656	1.0658
148765at6656	1.5133
148766at6656	0.8756
148767at6656	0.7103
14876at6656	1.587
148772at6656	1.1703
148774at6656	1.4433
148776at6656	1.9675
148779at6656	1.41
14877at6656	1.195
148781at6656	1.3196
148787at6656	0.9597
148788at6656	1.4843
148793at6656	0.9826
148794at6656	1.7209
148795at6656	1.1899
148799at6656	1.4216
14879at6656	1.2246
148801at6656	1.3852
148804at6656	1.9956
148807at6656	1.8984
148809at6656	1.0324
14880at6656	1.109
148812at6656	1.852
148813at6656	1.6353
148816at6656	1.591
148817at6656	1.7714
148818at6656	1.4122
148819at6656	1.0519
148821at6656	1.4063
148822at6656	2.7667
148830at6656	0.6581
148832at6656	1.1064
148839at6656	1.4854
148840at6656	0.9108
148844at6656	1.3603
148851at6656	0.7696
148853at6656	1.2942
148856at6656	1.0347
148861at6656	1.1724
148867at6656	0.839
148868at6656	0.981
148876at6656	1.2286
148878at6656	1.4872
148879at6656	1.1147
14887at6656	1.2518
14888at6656	0.718
148890at6656	1.0792
148894at6656	0.7209
148897at6656	1.146
148899at6656	1.3877
148901at6656	1.1915
148902at6656	0.9837
148903at6656	1.2131
148906at6656	1.0275
14890at6656	1.0118
148915at6656	1.1057
148918at6656	0.9411
148919at6656	0.7302
148923at6656	1.0276
148932at6656	0.9694
148937at6656	1.7419
148938at6656	1.1596
148941at6656	1.4559
148942at6656	0.8538
148947at6656	0.6114
148952at6656	1.2166
148953at6656	1.1756
148954at6656	0.9582
148955at6656	1.0727
148959at6656	1.3706
148964at6656	1.29
148965at6656	0.8216
148966at6656	1.3657
148969at6656	1.0417
148970at6656	1.5297
148978at6656	1.424
148980at6656	1.327
148981at6656	0.958
148982at6656	0.9702
148985at6656	1.2105
148986at6656	0.6981
148988at6656	0.6321
148991at6656	1.189
148993at6656	1.2298
148994at6656	1.2739
148995at6656	1.2387
148997at6656	1.1085
14899at6656	1.2115
149000at6656	0.8277
149001at6656	0.754
149003at6656	0.8161
149005at6656	1.0697
149007at6656	0.7965
149008at6656	0.7845
149009at6656	1.0146
149012at6656	1.043
149014at6656	0.8644
149016at6656	1.6037
149017at6656	0.8
149021at6656	1.0125
149022at6656	0.7937
149026at6656	1.0881
149027at6656	0.6868
149029at6656	0.7407
149030at6656	0.6796
149034at6656	1.4173
149035at6656	0.9554
149036at6656	1.4694
149037at6656	0.9883
149038at6656	0.9709
149039at6656	0.8146
149040at6656	1.6732
149042at6656	1.1717
149043at6656	1.071
149048at6656	1.3694
149049at6656	1.1145
149051at6656	0.8521
149053at6656	1.6863
149054at6656	1.233
149056at6656	1.4077
149060at6656	1.4347
149063at6656	1.3551
149067at6656	0.991
149068at6656	2.0097
149070at6656	1.6107
149077at6656	1.3978
149078at6656	0.7535
149080at6656	1.0856
149081at6656	0.8725
149082at6656	1.9508
149083at6656	0.8367
149085at6656	0.9965
149086at6656	0.6818
149088at6656	1.0923
149089at6656	1.4935
149090at6656	1.4413
149095at6656	1.6718
149097at6656	1.1028
149098at6656	1.5137
149100at6656	1.4875
149101at6656	1.0351
149102at6656	1.4412
149107at6656	1.1033
149109at6656	1.8859
149111at6656	1.2698
149112at6656	0.8999
149113at6656	1.1414
149115at6656	1.2718
149117at6656	1.8989
149120at6656	1.0622
149122at6656	0.9733
149124at6656	1.5286
149126at6656	1.1186
149129at6656	0.9945
149132at6656	1.4341
149135at6656	1.3272
149137at6656	1.1385
149138at6656	1.9472
149140at6656	1.3314
149143at6656	1.7539
149145at6656	0.9649
149146at6656	1.4927
149147at6656	1.5755
149149at6656	1.263
149151at6656	1.0522
149153at6656	0.9291
149157at6656	0.9705
149158at6656	1.1407
149159at6656	1.5464
149160at6656	1.4653
149161at6656	1.4093
149162at6656	1.4801
149163at6656	1.6387
149166at6656	1.801
149167at6656	1.5262
149168at6656	0.8242
149169at6656	1.4034
14917at6656	1.0558
149182at6656	0.9939
149186at6656	0.9104
149201at6656	1.5172
149204at6656	1.1218
149210at6656	0.7199
149212at6656	1.0087
149213at6656	0.8652
149218at6656	1.2205
149219at6656	0.656
149221at6656	0.6074
149227at6656	1.4058
149240at6656	1.4377
149243at6656	1.0649
149244at6656	0.9579
149246at6656	0.9018
149250at6656	0.8729
149251at6656	1.0422
149256at6656	1.2528
149257at6656	1.088
149260at6656	1.1502
149265at6656	1.3696
149266at6656	1.65
149271at6656	1.0009
149273at6656	1.0415
149274at6656	0.9722
149275at6656	1.3621
149276at6656	0.7422
149279at6656	1.0472
149284at6656	1.0563
149286at6656	0.9485
149288at6656	0.8943
149291at6656	1.5972
149293at6656	1.6704
149294at6656	1.3357
149295at6656	1.2142
149296at6656	1.4236
149301at6656	1.5266
149304at6656	0.9139
149305at6656	0.927
149307at6656	1.0872
149309at6656	1.6393
149310at6656	1.6984
149312at6656	2.061
149316at6656	0.8026
149318at6656	1.5221
149319at6656	1.1352
149320at6656	1.1596
149321at6656	0.9831
149322at6656	1.0655
149323at6656	1.5546
149327at6656	1.4976
149329at6656	1.2106
14932at6656	1.7
149330at6656	1.7825
149331at6656	1.4148
149332at6656	1.3995
149333at6656	1.7229
149342at6656	0.865
149351at6656	0.8883
149352at6656	0.9283
149353at6656	1.2629
149362at6656	0.9655
149371at6656	1.0408
149388at6656	1.2716
149389at6656	0.9712
149390at6656	1.2028
149391at6656	0.849
149400at6656	1.0064
149402at6656	0.7779
149403at6656	1.1353
149405at6656	0.7956
149414at6656	1.1725
149417at6656	1.3232
149419at6656	0.8735
149420at6656	1.0272
149427at6656	1.131
149428at6656	1.2061
149429at6656	0.8866
14942at6656	1.1302
149430at6656	1.3564
149434at6656	1.3807
149435at6656	1.5393
149436at6656	0.8549
149437at6656	1.5373
149441at6656	0.8932
149442at6656	0.7816
149444at6656	1.4756
149446at6656	1.3304
149448at6656	1.2171
149450at6656	0.8672
149451at6656	0.8404
149462at6656	1.1803
149463at6656	1.5025
149470at6656	1.2393
149472at6656	0.7468
149473at6656	1.3919
149479at6656	1.7315
149484at6656	1.5882
149487at6656	0.9504
149489at6656	1.6394
149491at6656	0.8448
149497at6656	1.0439
149498at6656	0.601
149499at6656	1.5135
149500at6656	0.7966
149503at6656	1.338
149506at6656	1.6431
149507at6656	1.1416
149510at6656	1.7626
149514at6656	1.1675
149515at6656	1.4288
149518at6656	1.1318
149523at6656	1.6209
149528at6656	1.2646
149530at6656	1.216
149531at6656	0.66
149541at6656	1.1221
149549at6656	1.3434
149551at6656	0.9295
149555at6656	0.9358
149557at6656	0.6086
149562at6656	0.9922
149563at6656	0.9803
149568at6656	1.4642
149569at6656	1.005
14956at6656	1.2183
149570at6656	1.3105
149571at6656	1.0645
149574at6656	0.8659
149578at6656	1.6833
149580at6656	1.1291
149587at6656	1.7204
149588at6656	0.8439
149590at6656	0.7391
149592at6656	1.3427
149593at6656	1.0993
149594at6656	1.3525
149598at6656	1.4254
149599at6656	0.945
149601at6656	1.2724
149603at6656	0.7093
149605at6656	1.6361
149607at6656	1.0268
149608at6656	1.4644
14960at6656	0.904
149610at6656	1.2344
149611at6656	0.9501
149613at6656	1.8015
149614at6656	1.9726
149616at6656	2.1951
149617at6656	1.0308
149621at6656	0.8933
149626at6656	1.0003
149627at6656	0.7815
149628at6656	1.624
149629at6656	2.4268
149632at6656	1.7351
149633at6656	1.3859
149634at6656	1.2216
149638at6656	1.2827
149640at6656	2.4219
149648at6656	1.0697
149652at6656	1.0538
149655at6656	1.1641
149658at6656	1.6148
149663at6656	1.1071
149667at6656	0.8065
149668at6656	1.4481
149669at6656	1.9925
149670at6656	1.5737
149671at6656	1.0853
149672at6656	1.0893
149674at6656	1.2194
149676at6656	1.4404
149677at6656	1.3465
149678at6656	1.463
149679at6656	1.2725
149680at6656	1.4433
149683at6656	1.2095
149689at6656	1.0948
149690at6656	0.897
149691at6656	1.6693
149693at6656	1.1267
149694at6656	1.6602
149696at6656	1.3131
149697at6656	1.8125
149698at6656	1.7624
149699at6656	1.2516
149700at6656	1.2184
149701at6656	1.1178
149702at6656	1.2889
149723at6656	1.1051
149725at6656	1.022
149729at6656	0.9731
149733at6656	1.0754
149736at6656	0.8302
149737at6656	1.2623
149738at6656	1.296
149743at6656	1.2951
149748at6656	1.0276
149750at6656	1.0149
149751at6656	1.0219
149752at6656	1.452
149753at6656	0.7508
149757at6656	1.006
149759at6656	1.0168
149774at6656	0.7409
149782at6656	0.9669
149783at6656	0.8416
149785at6656	0.6575
149786at6656	1.1697
149788at6656	1.4928
149791at6656	1.0359
149792at6656	0.7913
149793at6656	0.8308
149796at6656	0.8684
149799at6656	1.5543
149801at6656	1.246
149805at6656	1.2682
149806at6656	1.0976
149807at6656	1.2909
149812at6656	1.4197
149813at6656	1.5498
149817at6656	1.114
149819at6656	1.0329
149824at6656	0.7642
149829at6656	0.9303
149835at6656	0.889
149837at6656	1.0819
149840at6656	1.0936
149841at6656	1.8297
149842at6656	2.0886
149843at6656	0.7935
149844at6656	1.0233
149845at6656	1.265
149846at6656	1.3543
149847at6656	1.1584
149852at6656	0.9208
149853at6656	1.0266
149857at6656	1.2209
149861at6656	0.8456
149865at6656	1.3261
149867at6656	1.0157
149868at6656	1.3877
149871at6656	1.2331
149872at6656	1.4431
149873at6656	0.6957
149877at6656	1.7996
149878at6656	1.296
149881at6656	1.2714
149882at6656	1.451
149889at6656	1.3104
149890at6656	1.7048
149893at6656	0.9808
149901at6656	2.0191
149902at6656	0.7417
149904at6656	2.0253
149906at6656	0.892
149907at6656	1.2329
149908at6656	1.059
149910at6656	2.0813
149911at6656	1.2129
149912at6656	0.8325
149913at6656	1.1172
149914at6656	0.9216
149917at6656	0.9898
149918at6656	1.6642
149923at6656	0.7497
149924at6656	1.3885
149925at6656	1.346
149926at6656	1.4334
149930at6656	1.3325
149931at6656	1.7268
149932at6656	0.884
149934at6656	1.3998
149935at6656	1.3395
149936at6656	1.0935
149937at6656	1.2726
149938at6656	1.982
149939at6656	1.4749
149941at6656	1.3801
149942at6656	1.1148
149944at6656	2.0643
149945at6656	1.896
149946at6656	1.3689
149949at6656	0.9027
14994at6656	1.4268
149953at6656	1.2863
149955at6656	0.9616
149958at6656	1.0686
14995at6656	1.2097
149969at6656	0.7221
149970at6656	0.9338
149971at6656	0.9998
149972at6656	0.748
149973at6656	1.121
149975at6656	0.6191
149977at6656	0.7659
149980at6656	1.3618
149981at6656	1.0969
149985at6656	1.4733
149988at6656	1.0133
149990at6656	1.5114
149993at6656	0.8325
149995at6656	1.9399
149997at6656	0.9259
150000at6656	0.938
150001at6656	0.7842
150005at6656	1.1719
150007at6656	1.2284
150008at6656	1.1135
150009at6656	1.629
150011at6656	1.1963
150014at6656	1.5516
150017at6656	0.7873
150018at6656	1.3192
150022at6656	1.0419
150027at6656	1.0553
15002at6656	0.8699
150038at6656	0.7793
150040at6656	0.7777
150041at6656	1.1168
150042at6656	0.8403
150045at6656	0.9132
150048at6656	1.2765
150049at6656	0.8302
150052at6656	1.1693
150053at6656	0.9071
150055at6656	1.1095
150059at6656	0.7516
15005at6656	1.0525
150060at6656	1.523
150061at6656	1.1348
150066at6656	0.6911
150074at6656	0.8381
150076at6656	1.4877
150078at6656	0.9629
150087at6656	1.0267
150090at6656	1.2872
150095at6656	0.9452
150099at6656	1.0988
150100at6656	1.0827
150101at6656	1.4979
150102at6656	1.3923
150108at6656	0.945
150115at6656	1.2018
150119at6656	0.8554
150124at6656	1.2726
150132at6656	0.9829
150134at6656	1.0902
150136at6656	1.2616
150137at6656	0.8852
150141at6656	0.8967
150142at6656	1.0224
150143at6656	1.0272
150144at6656	1.0396
150149at6656	0.9871
150150at6656	1.2094
150151at6656	0.7701
150152at6656	1.5617
150153at6656	1.7183
150156at6656	0.8798
150157at6656	0.8078
150159at6656	0.8006
15015at6656	0.986
150162at6656	1.2304
150163at6656	1.0286
150167at6656	1.0069
150169at6656	1.4351
150171at6656	1.1596
150172at6656	1.475
150175at6656	1.2411
150180at6656	1.3955
150182at6656	1.0944
150184at6656	1.5252
150185at6656	0.9042
150188at6656	1.6341
150189at6656	1.0243
150195at6656	1.7173
150197at6656	1.1555
150198at6656	1.9091
150200at6656	0.9813
150202at6656	0.8327
150203at6656	1.6793
150204at6656	1.2332
150205at6656	0.9622
150208at6656	1.2307
150210at6656	1.674
150215at6656	1.306
150218at6656	1.5618
150219at6656	1.0779
150220at6656	0.8763
150221at6656	1.1714
150222at6656	1.5102
150223at6656	1.3337
150224at6656	1.2987
150225at6656	0.8816
150228at6656	1.2616
150229at6656	1.1208
150230at6656	0.8502
150231at6656	1.1518
150232at6656	1.3399
150233at6656	1.5281
150235at6656	1.1647
150236at6656	1.0692
150237at6656	1.3716
150238at6656	1.3605
150239at6656	0.7647
150242at6656	1.0232
150243at6656	0.9143
150249at6656	1.4388
150251at6656	1.3158
150252at6656	1.287
150253at6656	1.3482
150254at6656	1.3584
150255at6656	1.7349
150256at6656	2.0051
150259at6656	1.7255
150261at6656	1.3848
150263at6656	1.1315
150264at6656	1.345
150265at6656	0.9827
150268at6656	0.9582
150269at6656	1.0218
150271at6656	1.0779
150272at6656	1.4233
150274at6656	0.9076
150275at6656	0.9462
150276at6656	1.206
150279at6656	0.6353
150281at6656	1.7625
150285at6656	1.7439
150287at6656	1.2344
150288at6656	1.5451
150289at6656	1.2875
150291at6656	1.6953
150293at6656	0.7921
150294at6656	1.0526
150297at6656	1.1091
150298at6656	1.2386
150300at6656	0.6827
150301at6656	1.214
150302at6656	1.7544
150303at6656	1.5573
150304at6656	1.6033
150307at6656	1.3516
150308at6656	1.6379
150320at6656	0.9602
150322at6656	0.7833
150327at6656	0.652
150332at6656	1.1285
150333at6656	1.0176
150336at6656	1.3354
150344at6656	0.805
150350at6656	0.8886
150361at6656	0.8004
150363at6656	0.7055
150364at6656	0.706
150366at6656	0.9376
150374at6656	1.1427
150378at6656	0.9876
150379at6656	1.5079
150383at6656	1.1897
150390at6656	1.0519
150393at6656	1.3657
150395at6656	1.6022
150398at6656	1.7306
150400at6656	0.7804
150401at6656	0.7954
150405at6656	0.8358
150406at6656	1.1643
150407at6656	1.468
150410at6656	1.5304
150411at6656	1.1391
150413at6656	1.2171
150414at6656	1.4545
150415at6656	1.3041
150417at6656	1.4834
150418at6656	0.6947
150419at6656	1.7037
150420at6656	0.6308
150421at6656	0.7485
150423at6656	0.8877
150428at6656	1.4838
15042at6656	1.1592
150433at6656	1.1073
150437at6656	1.7562
150438at6656	0.9226
150440at6656	0.7988
150441at6656	1.2677
150446at6656	1.7106
150448at6656	1.2538
150449at6656	0.6574
15044at6656	0.8735
150450at6656	1.1172
150457at6656	1.2788
150458at6656	1.4194
150460at6656	0.8505
150461at6656	1.3511
150462at6656	1.0073
150471at6656	1.6516
150472at6656	1.1322
150476at6656	1.5764
150477at6656	1.6877
150478at6656	0.9851
150479at6656	0.8982
150480at6656	1.244
150481at6656	1.097
150483at6656	1.2803
150484at6656	1.1137
150485at6656	1.5193
150488at6656	1.6268
150489at6656	1.5357
150495at6656	1.2093
150497at6656	0.9635
150498at6656	1.003
150500at6656	0.7968
150501at6656	1.5305
150503at6656	1.6842
150504at6656	1.1191
150506at6656	1.5388
150508at6656	1.6174
150512at6656	0.6869
150513at6656	1.5833
150515at6656	0.901
150516at6656	1.4637
150518at6656	1.3356
150519at6656	1.0494
150520at6656	1.2081
150521at6656	1.8402
150522at6656	1.4733
150523at6656	1.4585
150524at6656	1.3935
150526at6656	1.294
150527at6656	1.4471
150528at6656	1.7386
150529at6656	0.815
15052at6656	1.316
150533at6656	0.9188
150534at6656	1.3733
150535at6656	0.9644
150536at6656	1.2786
150537at6656	1.3131
150538at6656	1.5548
150542at6656	1.1218
150543at6656	1.6406
150544at6656	1.4202
150546at6656	1.088
150547at6656	1.0947
150548at6656	1.9645
150549at6656	1.5007
150550at6656	2.2
150554at6656	1.5051
150560at6656	0.6633
150565at6656	1.1394
150573at6656	1.2903
150574at6656	0.9231
150575at6656	0.9064
150577at6656	0.8278
150583at6656	0.9187
150584at6656	0.8971
150585at6656	0.7936
150592at6656	0.867
150596at6656	1.3772
150599at6656	1.5287
15059at6656	1.3703
150603at6656	1.5063
150607at6656	1.5187
150609at6656	0.9583
150612at6656	0.8427
150613at6656	1.1699
150614at6656	1.0135
150615at6656	0.9061
150617at6656	1.4982
150620at6656	1.5811
150625at6656	0.725
150630at6656	1.2925
150631at6656	1.476
150634at6656	1.0016
