gene	LCA
GB40577	16
GB52785	16
GB47007	16
GB42945	16
GB41304	16
GB47232	16
GB54608	16
GB49330	16
GB42096	16
GB49622	16
GB41211	16
GB44526	16
GB53700	16
GB48539	16
GB42747	16
GB46640	16
GB41397	16
GB52904	16
GB53045,GB53043	16
GB49130	16
GB40201,GB40191,GB40184,GB40197,GB40200,GB40186,GB47122,GB40184,GB47122,GB47121,GB40194,GB40196,GB40193,GB40197,GB40183,GB40187,GB40192,GB46573,GB47122	16
GB43107,GB43108	16
GB45495,GB40976	16
GB45618,GB45618	16
GB43549	16
GB50648	16
GB41704	16
GB44156	16
GB54145	16
GB43079	16
GB42454	16
GB41463,GB41464	16
GB48608	16
GB43277	16
GB49315	16
GB42020	16
GB50741	15
GB50812	16
GB41281	16
GB48469	16
GB48563	16
GB43984,GB45309	16
GB41212,GB53028,GB40624,GB49394	16
GB48557	16
GB40064	16
GB42848	16
GB52427	16
GB52282	16
GB41856	16
GB54986	16
GB40076	16
GB40980	16
GB52423	16
GB41315	16
GB44285	16
GB49967	16
GB49152	16
GB45776,GB45776	15
GB51634	16
GB49466	16
GB42732	16
GB45733	16
GB51968	16
GB41002,GB41003	16
GB42313	16
GB52825	16
GB53333	16
GB51751	16
GB40592,GB53981	16
GB46480	16
GB40274	16
GB48677	16
GB46360,GB46360	16
GB49124	16
GB55619	16
GB46609	16
GB48765	16
GB47984	15
GB42223	16
GB50409	16
GB55278	16
GB44579	16
GB53520	16
GB51494	16
GB49843	16
GB43487	16
GB50957	16
GB52953	16
GB46960	16
GB55505	16
GB47635	15
GB51040	16
GB46257	16
GB47235	16
GB51119	16
GB54261	16
GB50771	16
GB40158	16
GB43502	16
GB44222	16
GB55632	16
GB51198	16
GB49559	16
GB40816	16
GB43095	16
GB42190	16
GB44567	16
GB54881	16
GB53126	16
GB44936	16
GB49852	16
GB47278	16
GB52314	16
GB46273	16
GB55389	16
GB53862	16
GB52937	16
GB48122	16
GB43836	16
GB40693	16
GB53830	16
GB40654	16
GB52211	16
GB41827	16
GB40415	16
GB46048	16
GB41872	16
GB45345	16
GB51361	16
GB41451	16
GB48457	16
GB44187	16
GB51464	16
GB49571	16
GB48526	16
GB41840	11
GB51819	16
GB52052	16
GB42817	16
GB42865	16
GB50065	16
GB43622	16
GB46322	16
GB50932	16
GB51000,GB51000	16
GB49349	16
GB42721	16
GB49098	16
GB45071	16
GB44828	16
GB40466,GB40466	16
GB46929	16
GB49946	16
GB45868	16
GB51080	16
GB53812	16
GB55448	14
GB52597	15
GB44918	16
GB45127	16
GB40388	16
GB54590	16
GB46151	16
GB42295	16
GB50299	16
GB50146	16
GB54651	16
GB53683	16
GB46452	16
GB53685,GB53685	16
GB48378	16
GB41037	16
GB42297	16
GB50130	16
GB43831	16
GB55348	16
GB51938	16
GB54512	16
GB47435	16
GB47073	16
GB45692	16
GB54264	16
GB43441	16
GB45131	16
GB53199	16
GB55931	16
GB47838	16
GB51725	16
GB46054	16
GB49188	16
GB50653	15
GB53062	16
GB46918,GB50327	16
GB50365	16
GB43245	16
GB47451	16
GB48157	16
GB46954	16
GB40359	16
GB49533	16
GB49589	16
GB44961	16
GB43172	16
GB51655	16
GB51029	16
GB40704	16
GB50955,GB48208	16
GB55830	16
GB53607	16
GB53380	16
GB43293	16
GB53411	16
GB41590	16
GB50228	16
GB48532	16
GB41610	16
GB51058	16
GB53582,GB53582	16
GB40946	16
GB49146	16
GB54268	16
GB53148	16
GB54140	16
GB48817	16
GB45429	16
GB52722	16
GB40614	16
GB49518	16
GB53092	16
GB45341	16
GB45732	16
GB51209	16
GB40578	16
GB43191	16
GB44123	16
GB42167	16
GB44656	16
GB43953	16
GB47184	16
GB47461	16
GB51302	16
GB51833	16
GB46338	15
GB55006	16
GB42268	16
GB45392	16
GB53239	16
GB44371	16
GB44184	16
GB53196,GB53196	16
GB47847	16
GB52893	16
GB40765	16
GB50226	16
GB52926	16
GB45833	16
GB53849	16
GB43271	16
GB51190	16
GB47502	16
GB46240	16
GB53174	16
GB44168	16
GB45275	16
GB50259	16
GB50090	16
GB52559	16
GB45955	16
GB45213	16
GB41290	14
GB40545	16
GB43097,GB43098	16
GB54728	16
GB48598	16
GB43906	16
GB42515	16
GB45902	16
GB41713	15
GB49087	16
GB53029	16
GB44276	16
GB41753	16
GB42781	16
GB49054,GB43751	16
GB51744	16
GB51964	16
GB47379	16
GB46218	16
GB54354	16
GB46267	16
GB46371	16
GB54097	16
GB52456	16
GB47661	16
GB47768	16
GB46327	16
GB42196,GB49726	16
GB41342	16
GB49425	16
GB46728	16
GB48967	16
GB44073	16
GB42661	16
GB51541	16
GB51418	16
GB50262	16
GB44616	16
GB42919	16
GB55094,GB55094,GB55094,GB55094	16
GB43552	16
GB55784	16
GB42681	16
GB44331	16
GB47575	16
GB54201	16
GB52755	16
GB48467	16
GB53013	16
GB55743	16
GB44766,GB44766	16
GB44615	16
GB49074	16
GB45852	16
GB41173	16
GB44901	16
GB42716,GB55345	16
GB41024	16
GB52057	16
GB53308	16
GB47343	16
GB52388,GB52408	14
GB42425	16
GB49231	16
GB51599	16
GB48165	16
GB48452	16
GB53238	16
GB40711	16
GB51630	16
GB49396	16
GB55507	16
GB43145	16
GB55831	16
GB42771	16
GB44996	16
GB49117	14
GB48778	16
GB40273	16
GB49780	16
GB47110	16
GB48982	16
GB50619	16
GB51393	16
GB44364	16
GB48690	16
GB54282	16
GB49355	16
GB53682	16
GB46740	16
GB40479	16
GB46466	16
GB52325	16
GB55307	16
GB47061	16
GB45087	16
GB50972	16
GB40842	16
GB44010	16
GB47114	16
GB55506	16
GB42680	16
GB49584	16
GB45645	16
GB41195	16
GB44882	16
GB52845	16
GB47626	16
GB44319	16
GB49704	16
GB44910	16
GB41520,GB41521	16
GB42383	16
GB53378	16
GB50609	16
GB44507	16
GB44556	16
GB42143	16
GB55517	16
GB50442	16
GB53088	16
GB48024	16
GB41807	16
GB51338	16
GB42286	16
GB40866	16
GB44761	16
GB40118	16
GB51095	16
GB48951	16
GB51632	16
GB42744	16
GB44344	16
GB55096	16
GB54762	16
GB52037	16
GB50166	16
GB44943	16
GB50078	16
GB40907	16
GB42382	16
GB40427	16
GB45507	16
GB42855	16
GB55190	16
GB46542	16
GB40106	16
GB53665	16
GB41730	16
GB45361	16
GB55259	16
GB49883	16
GB54957	16
GB51148	16
GB55369	16
GB42516	16
GB51818	16
GB52244	16
GB54101	16
GB54337	16
GB52687	16
GB43200	16
GB49285	16
GB48623	16
GB52979	16
GB41164	16
GB42296	16
GB48669	16
GB51937	16
GB49869	16
GB45151	16
GB49269,GB49269	16
GB44078	16
GB47411	16
GB48262	16
GB44791,GB44791,GB44791	16
GB53033	16
GB54674	15
GB50973	16
GB44941	16
GB44850	16
GB47450	16
GB42021	16
GB42997	16
GB53295	16
GB52275	16
GB43963	16
GB55986	16
GB55890	16
GB45340	16
GB50626	16
GB51608	16
GB52751	16
GB50474	16
GB40925	16
GB45189	16
GB55575,GB43649	16
GB40909	16
GB49025	16
GB44548	16
GB55693,GB55693	16
GB45152	16
GB47151	16
GB55491	16
GB53768	16
GB54847	16
GB48836	16
GB51508	16
GB50897	16
GB50337	16
GB43270	16
GB40948	16
GB46023	16
GB40824	16
GB50132,GB48490	16
GB41651	16
GB49714,GB49714	16
GB53155	16
GB42841	16
GB54812	16
GB42354	16
GB52542	16
GB48046,GB41540	16
GB44271	16
GB52510	16
GB43805	16
GB47845	16
GB52992	16
GB45492	16
GB49749	16
GB55459	16
GB54918,GB54918	16
GB53753	16
GB54347	16
GB49943	16
GB50257	16
GB41811	16
GB51211,GB51211	16
GB55187	16
GB47736	16
GB45287	16
GB53289	16
GB55576	16
GB54571	16
GB49827	16
GB44288	16
GB54052	16
GB48661	16
GB55587	16
GB51504	16
GB54228	16
GB46304,GB46308	16
GB44848	16
GB45408	16
GB54731	16
GB54049	16
GB51441,GB51441	16
GB49558	16
GB55569	16
GB51698	16
GB55508	16
GB45655	16
GB48811	16
GB44048	16
GB49535,GB49535,GB46266	16
GB46231	16
GB55400	16
GB48521,GB48521	16
GB40853	16
GB41962	16
GB52576	16
GB43104	16
GB41701	16
GB53331	16
GB44880	16
GB43217	16
GB55919	16
GB50021	16
GB44770	16
GB40548	16
GB42159	16
GB50701	16
GB48367	16
GB53439	16
GB43295	16
GB53268	16
GB51817	16
GB49284	16
GB50526	16
GB56009,GB56009,GB56009	16
GB43676	16
GB46910	16
GB48326	16
GB48028	16
GB53936	16
GB50066	16
GB45952	16
GB48462	16
GB54574	16
GB40541	16
GB54050	16
GB41710	16
GB41032	16
GB44909	16
GB53793	16
GB52616	16
GB55521	16
GB41769	16
GB48112	16
GB49081	16
GB43192	16
GB40296	16
GB55665	16
GB48313	16
GB42920	16
GB41280	16
GB52724	16
GB42965	16
GB51694	16
GB44662	16
GB42494	16
GB54167	16
GB40343	16
GB49012	16
GB55054,GB55054	16
GB49076	16
GB54867,GB53933	16
GB51697	16
GB55929	16
GB44517	16
GB46709	16
GB55494	16
GB47393	16
GB44346	16
GB50527	16
GB51713	16
GB42564	16
GB52763	16
GB41182	16
GB48750	16
GB50877	16
GB42850	16
GB54927	16
GB48816	16
GB55622,GB55621	16
GB44829	16
GB48911	16
GB52569	16
GB48136	16
GB49637	16
GB43867	16
GB42156	16
GB52623	16
GB40480	16
GB44997	16
GB55624	16
GB52686	16
GB45436	16
GB42840	16
GB45879,GB47131	16
GB55302	16
GB52820,GB53324	16
GB46641	16
GB54599	16
GB44575	16
GB51995	16
GB54971	16
GB46788	16
GB55158	16
GB49004	16
GB51495	16
GB40637	15
GB53820	16
GB50921,GB56021	16
GB55112	16
GB41617	16
GB42606	16
GB55530	16
GB42249	16
GB54988,GB54988,GB51379	16
GB43687	16
GB40775	16
GB41738	16
GB49219	16
GB41455	16
GB54499	16
GB45184	16
GB41063	16
GB40804	16
GB42994,GB42994	16
GB45654	16
GB53147	16
GB50265	16
GB50364	16
GB51809	16
GB49056	16
GB53039	16
GB54152,GB54150	16
GB41735	16
GB46628	16
GB46580	16
GB41028	16
GB51893	16
GB52260	16
GB45296	16
GB50168	16
GB46791	16
GB40208	16
GB45825	16
GB44557	16
GB55659	16
GB45364	16
GB54735	16
GB40513	16
GB48626,GB53757	16
GB42943	16
GB54217	16
GB55493	16
GB47041	16
GB40871	16
GB51646	16
GB41372	16
GB51558	16
GB52739	16
GB42479	16
GB43553	16
GB40931	16
GB43737	16
GB41768	16
GB44883	16
GB52421	16
GB52793	16
GB49484,GB49484	16
GB42275	16
GB46241	16
GB42689	16
GB48691	16
GB52424	16
GB50045	16
GB53084	16
GB45459	16
GB47111	16
GB47660	16
GB49155	16
GB40364	16
GB41257	16
GB42656	16
GB51755	16
GB44259	16
GB53715,GB53714	16
GB44688	16
GB45017	16
GB55594	16
GB50672	16
GB50627	16
GB46661	16
GB43004	16
GB46296	16
GB46029	16
GB40074,GB40074	16
GB47285	16
GB55823	16
GB42271	16
GB45830	16
GB50750	16
GB43247	16
GB50725	16
GB51143	16
GB51117	16
GB52813	16
GB49548	15
GB41672	16
GB48720	16
GB49380	16
GB44149	16
GB49066	16
GB41427	16
GB50094	16
GB54818	16
GB51064	16
GB49634	16
GB54689	16
GB45794,GB45794	16
GB42822	16
GB45254	16
GB44366	16
GB46565	16
GB40424	16
GB49473	16
GB40531,GB40534	16
GB46211	16
GB46895	16
GB43226	16
GB42932	16
GB44419	16
GB42666	16
GB54351	16
GB55003	16
GB53389	16
GB40112	16
GB52677	16
GB43782	16
GB51110	16
GB40783	16
GB51112	16
GB54093	16
GB46694	16
GB50392	16
GB45761	16
GB41863	16
GB53319	16
GB44792	16
GB41141	16
GB49497	16
GB53836	16
GB54234	16
GB40319	16
GB43709	16
GB47548	16
GB51226	16
GB53650	16
GB52255	16
GB45939	16
GB40278	16
GB45215	16
GB48566	16
GB53414	16
GB46423	16
GB41621	15
GB54661	16
GB40269	16
GB45134	16
GB51465	16
GB54745	16
GB47573	16
GB44751	16
GB45318	16
GB41632	16
GB42203	16
GB45665	16
GB51816	16
GB54139	16
GB40923	16
GB44629	16
GB51813	16
GB52775	16
GB45086,GB47066	16
GB54975	16
GB48169	16
GB48993,GB48993	16
GB42186	16
GB55589	16
GB51421	16
GB51894	16
GB46636	16
GB43745	16
GB55853	16
GB43888	16
GB54170	16
GB54118	16
GB51223	16
GB55560	16
GB54623	16
GB52726	16
GB51671	16
GB48749	16
GB43820	16
GB50986	16
GB54372	16
GB54189	16
GB46173	16
GB49400	16
GB40029	16
GB46246	16
GB46710	16
GB50892	16
GB54794	15
GB47333	16
GB44146	16
GB41082	16
GB42207	16
GB44747	16
GB47869	16
GB43205	16
GB40975	16
GB55945	16
GB40407	16
GB49957	16
GB42973	16
GB52812	16
GB44208	16
GB44423	16
GB54056	16
GB52118	16
GB50625	16
GB51814	16
GB48838	16
GB47389	16
GB52469	16
GB49114	16
GB52983	16
GB53365	16
GB54172	16
GB51400	16
GB43555	16
GB55585	16
GB51984	16
GB54985	16
GB50175	16
GB52254	16
GB55476	16
GB47188	16
GB40356	16
GB47427	16
GB54666	16
GB53180	16
GB45198	16
GB44524	16
GB41065	16
GB45046	16
GB40503	16
GB43225	16
GB50866,GB50866	16
GB53142	16
GB44020,GB47607,GB45935	16
GB43812	16
GB49915	15
GB53666	16
GB44148	16
GB41169	16
GB45415	16
GB47960	16
GB49725	16
GB40451	16
GB49412	16
GB55287	16
GB41866	16
GB48006	11
GB45938,GB45973	16
GB45871	16
GB54886	16
GB49839	16
GB48124	16
GB43565	16
GB42277	16
GB50594	14
GB42969	16
GB51160	16
GB50232	16
GB45976	16
GB43912	16
GB45499	16
GB50229	16
GB55504	16
GB55268	16
GB55503	16
GB45028	16
GB46792	16
GB40799	16
GB53124	16
GB54363	16
GB44621	16
GB42304	16
GB51689	16
GB46927	16
GB49803	16
GB53351,GB46992	16
GB40768,GB40809	16
GB53589	16
GB45827	16
GB46892	16
GB44493	16
GB50829	16
GB49353	16
GB55802	12
GB54643	16
GB45315	16
GB41080	16
GB50553	16
GB46263	16
GB52877	16
GB40442	16
GB46216	16
GB53835,GB53833	16
GB45837	16
GB51834	16
GB41045,GB41045	16
GB44292	16
GB44008	16
GB53055	16
GB43856	16
GB50864	16
GB40365	11
GB40091	16
GB52074	16
GB42644	16
GB49953	16
GB51013	16
GB54091	16
GB40063,GB40063	16
GB53336	16
GB41127	16
GB46735	16
GB44944	16
GB52955	16
GB48034	16
GB55453	16
GB49270,GB49270	16
GB40652	16
GB43135	16
GB52910	16
GB41147	16
GB54511	16
GB48078	16
GB53926	16
GB47456	16
GB49488	16
GB53220	16
GB50207	16
GB45986	16
GB45486	16
GB42355	16
GB43885	16
GB52628	16
GB49227	16
GB42941	16
GB54861	16
GB47346	16
GB50348	16
GB49344	16
GB53379,GB50129	16
GB52706	16
GB50678	16
GB43305	16
GB42142	16
GB47665	16
GB55584	16
GB41343	16
GB49173,GB51647	16
GB47813	16
GB55388	16
GB50793	16
GB52340	16
GB42664	16
GB53093	16
GB51163	16
GB44283	16
GB52259	16
GB45145,GB45145	16
GB48223	16
GB45862	16
GB54526	16
GB54923	12
GB41472	16
GB40599	16
GB48536	16
GB40718	16
GB50159,GB43064	16
GB55916	16
GB50977	16
GB54835,GB54835	16
GB55090	16
GB46305	16
GB40941	16
GB51622	16
GB50460	16
GB48454	16
GB44041	16
GB50652	16
GB42898	16
GB53815	16
GB48813	16
GB44049	16
GB47055	16
GB46015,GB46062	16
GB55772	15
GB52056,GB52054	16
GB43420	16
GB48115	16
GB50638	16
GB50063	16
GB49372	16
GB46952,GB46952,GB46952	16
GB52153	16
GB49962	16
GB40555	16
GB45919	16
GB52028	16
GB49323	16
GB45666	16
GB44519	16
GB40874	16
GB44946	16
GB40720	16
GB44207	16
GB44904	16
GB51345	16
GB46124	15
GB44772	16
GB47064	16
GB53709	16
GB43575	16
GB52523	16
GB52261	16
GB40894	16
GB51805,GB51805	16
GB49362	16
GB44396	16
GB49276	16
GB42428	16
GB52875	16
GB47420	16
GB47417	16
GB41373	16
GB53438	16
GB51125	16
GB41985	16
GB52667	16
GB40626	16
GB45458	16
GB54802	16
GB44232	16
GB42819	16
GB47966	16
GB42210	16
GB53679	16
GB41447	16
GB50809	16
GB54842	16
GB52658	16
GB52723	16
GB54042	16
GB41293	16
GB48230	16
GB51496	16
GB41488	16
GB50024	16
GB45810	16
GB44515	16
GB47554	16
GB51845,GB51844	16
GB56027	16
GB40796	16
GB51728	16
GB55777	16
GB40911	16
GB51092	16
GB46847	16
GB47409	16
GB46615	16
GB42237	16
GB47512	16
GB42963	16
GB49354	16
GB44081	16
GB45929	16
GB49342	16
GB40381	16
GB54510	16
GB47460	16
GB55466	16
GB50334	16
GB52073	16
GB43153	16
GB41043	16
GB52104	16
GB47338	16
GB42346	16
GB53299,GB53299	16
GB51335	16
GB50967	16
GB40998	16
GB41358	16
GB49449	16
GB52973	16
GB43684	16
GB42604	16
GB46541	16
GB50041	16
GB43231	16
GB49033	16
GB48144	14
GB52798	16
GB49240	16
GB42889	16
GB54308	16
GB55544	16
GB55438	16
GB41886	16
GB55984	16
GB47496	16
GB43623	16
GB49514	16
GB44771	16
GB53751	16
GB41834	16
GB42110	16
GB41797	16
GB44745	16
GB46248	16
GB53712	16
GB47432	16
GB47751	16
GB41513	16
GB52097	16
GB46889	16
GB44004	16
GB52654	16
GB43130	16
GB48973	16
GB52729	16
GB53321	16
GB40342	16
GB45497	16
GB45298	16
GB54210	16
GB44543	16
GB44511	16
GB44832	16
GB44011	16
GB44865	16
GB40128	16
GB40838	16
GB46255	16
GB55921	16
GB50390	16
GB42024	16
GB49776	16
GB50675	16
GB49722,GB55730	16
GB49262	16
GB40162	16
GB40304	16
GB54474,GB54474	16
GB42983	16
GB47462	16
GB48745	16
GB50642	16
GB52756	16
GB48301	16
GB51762	16
GB49939	16
GB48406	16
GB43248	16
GB54295	16
GB48979	16
GB41417	16
GB41727,GB41727	16
GB54570	16
GB52322	16
GB40385	16
GB55864	16
GB43075,GB43076,GB51790,GB51799	16
GB52725	16
GB45316,GB45316	16
GB46464,GB44763	16
GB41391,GB54040	16
GB52075	16
GB46493	16
GB46335,GB41276	16
GB44555	16
GB55283	16
GB43834	16
GB50694	16
GB55383	16
GB40271	16
GB43121	16
GB41671	16
GB54598	16
GB55282	16
GB40967	16
GB49469,GB52902	16
GB42722	16
GB49684	16
GB42106	16
GB51949	16
GB45650	16
GB42837	16
GB44676,GB44676	16
GB50282	16
GB42216	16
GB43184	16
GB50108	16
GB50289	16
GB54841,GB54841,GB54841,GB54841,GB54841	16
GB48022	16
GB52614	16
GB49448	16
GB50622,GB50622	16
GB44513	16
GB45304	16
GB49242	16
GB52895	16
GB54722	16
GB45689	16
GB49304	16
GB45258	16
GB40166	16
GB41689	16
GB44079	16
GB51883	16
GB46903	16
GB46870	16
GB47079	16
GB47443	16
GB49481	16
GB45324	16
GB47652	16
GB52105	16
GB41625	16
GB54379	16
GB45673	16
GB47662	16
GB55331	16
GB51009	16
GB50801	16
GB43627	16
GB42212,GB42213	16
GB50142	16
GB53189	16
GB49495	16
GB41843	16
GB53565	16
GB47236	16
GB44179	16
GB44802	16
GB42367	16
GB52043	16
GB46007	16
GB55711,GB53601	16
GB41598	16
GB53426	16
GB54328	16
GB43379	16
GB52805	16
GB40392	16
GB55413	16
GB42671	16
GB48948	16
GB49020	16
GB49626	16
GB45882	16
GB43894	16
GB44597	16
GB46790	16
GB55872	16
GB49118	16
GB48871	16
GB42279	16
GB48667	16
GB48728	16
GB42262	16
GB40750	16
GB53137	16
GB49156	16
GB42306	16
GB44418	16
GB45667	16
GB45357	16
GB42356	16
GB53632	16
GB52736	16
GB49303	16
GB50779	16
GB50704	16
GB47330	16
GB52675	16
GB48475	16
GB55509	16
GB45153	16
GB44422	16
GB53394,GB53394	16
GB47500	16
GB40015	16
GB42802,GB42802	16
GB51723	16
GB54364	16
GB52183,GB52183	16
GB53659	16
GB53030	16
GB54938	16
GB49882	16
GB48270	16
GB45948	16
GB55434	16
GB45313,GB45313	16
GB49543,GB42343	16
GB55646	16
GB52462	16
GB40559	16
GB48837	16
GB50202	16
GB55979	16
GB46204,GB46204	16
GB53338	16
GB46039,GB52107	16
GB44440	16
GB46132	16
GB54182	16
GB51395	16
GB55334,GB55335	16
GB44601	16
GB48858,GB48858,GB48858	16
GB42872	16
GB54342	16
GB41602	16
GB40891	16
GB42577	16
GB44119	12
GB44653	16
GB47740	16
GB49382	16
GB53538	16
GB54252	16
GB43942	16
GB52801	16
GB55805	16
GB52595,GB52595	16
GB49711,GB49711	16
GB49650,GB49650	16
GB44735	16
GB47274	16
GB42648	16
GB44018	16
GB50745	16
GB51719	16
GB54037	16
GB43890	16
GB41795	16
GB54729	16
GB43980	16
GB44334	16
GB53916	16
GB50509	15
GB55039	16
GB44301	16
GB47302	16
GB51699	16
GB55811	16
GB53634	16
GB45738	16
GB48151	16
GB43453	16
GB54797	16
GB49032	16
GB41430	16
GB42525	16
GB55203	16
GB47516	16
GB46521	16
GB55701	16
GB47752	16
GB41661	16
GB42759	16
GB50198	16
GB49230	16
GB50197	16
GB48175	16
GB42738	16
GB55078	16
GB53580,GB53580	16
GB50849	16
GB41562,GB41562,GB54005,GB54005,GB53265	16
GB53532	16
GB52791	16
GB48188	16
GB50117	16
GB41751	16
GB49551	16
GB52913	16
GB46603	16
GB48937	16
GB52640	16
GB42764	16
GB44369	16
GB49738	16
GB53002	16
GB46507	16
GB42593	16
GB54377	16
GB45036	16
GB45528	16
GB44544	16
GB47973	16
GB49763	16
GB44296	16
GB46026	16
GB55367	16
GB47489	16
GB45038	16
GB41459	16
GB46177	16
GB44116,GB47527	16
GB46169,GB40710	16
GB50338	16
GB43377	15
GB53743,GB53743,GB53743,GB53743	16
GB41998,GB41999	16
GB44549	16
GB48209	16
GB48555	16
GB40771	16
GB40538	16
GB45722	16
GB55549	16
GB48341	16
GB41265	16
GB48330	16
GB51077	16
GB46752	16
GB47383	16
GB53516	16
GB45202	16
GB49255	16
GB46005	15
GB40543	16
GB41244	16
GB46422	16
GB52702	16
GB54557	16
GB45012	16
GB41794	16
GB45491	16
GB44888	16
GB52933	16
GB45969,GB46281	16
GB49596	16
GB41073	16
GB53313	16
GB44810	16
GB50287	16
GB46765	16
GB54678	16
GB45924	16
GB41016	16
GB40320	16
GB43543	16
GB51074	16
GB47349	16
GB42161,GB42161	16
GB46184	16
GB44086	16
GB45366	16
GB52210	16
GB47791,GB45779	16
GB47279	16
GB43464	16
GB47217	16
GB46511	16
GB54844	16
GB40843	16
GB42457	16
GB48059,GB48059	16
GB43526	16
GB49753	16
GB48976	16
GB43105	16
GB49949	16
GB44932	16
GB48790	16
GB54356	16
GB47082	16
GB51592	16
GB44383	16
GB41160	16
GB44457	16
GB49492	16
GB47295	16
GB46448	16
GB46118	16
GB46061	16
GB44935	16
GB47814	16
GB48883	16
GB48560	16
GB51493	16
GB47998	16
GB50621	16
GB50514	16
GB42420	16
GB52744	16
GB42701	16
GB53261	16
GB46757	16
GB40145	16
GB47495	16
GB44056	16
GB54165	16
GB46265	16
GB52718	16
GB45597	16
GB41230	16
GB54573	16
GB49099	16
GB53046	16
GB43292	16
GB43125	16
GB45015	16
GB44251	16
GB46516	16
GB48372	16
GB48628	16
GB54131	16
GB46597	16
GB49078	16
GB53783	16
GB42874	16
GB44913	16
GB47964	16
GB55071	16
GB44420	16
GB47599	16
GB42085,GB42085	16
GB52768	16
GB43938	16
GB47571	16
GB53001	16
GB54132	16
GB44521	16
GB51506	16
GB45651	16
GB40119,GB40119	16
GB52517	16
GB45125	16
GB51188	16
GB49608	16
GB52712	16
GB51797	16
GB44974	16
GB53250	16
GB43816	16
GB41781	16
GB44134	16
GB50473	16
GB46576	16
GB53288	16
GB41499	16
GB45876	16
GB43495	16
GB55976	16
GB41967	16
GB44421	16
GB48325	16
GB50091	16
GB45860	16
GB44220	15
GB45452	16
GB49768	16
GB40072	16
GB44124	16
GB47089	16
GB55959	16
GB52697	16
GB44342	16
GB49582	16
GB50443	16
GB40086	16
GB50177	16
GB55463	16
GB46679	16
GB50276	16
GB47539	16
GB55501	16
GB50447	16
GB48846	16
GB48533	16
GB50753	16
GB54684	16
GB46178	16
GB50180	16
GB51042	16
GB51644	16
GB46612	16
GB40888	16
GB41754	16
GB40784	16
GB42369	16
GB49936	16
GB52598	16
GB49973	16
GB52671,GB52671	16
GB40945	16
GB53954	16
GB45856	16
GB48806	16
GB46028	16
GB47057	16
GB51341	16
GB42596	16
GB54753	16
GB41865,GB41865	16
GB49621	16
GB55183	16
GB54314	16
GB43660,GB43660,GB43660	16
GB49047	16
GB54450	16
GB40935	16
GB41483,GB43022	16
GB42082	16
GB49657,GB49657	16
GB55875	16
GB40903	16
GB44138	16
GB43692	16
GB49452	16
GB48812	16
GB51144	16
GB45703	16
GB41266	16
GB47627	16
GB49363	16
GB46027	16
GB44074,GB44133,GB41707	16
GB40730	16
GB53617	16
GB44494	16
GB44486	16
GB40107	16
GB42426	15
GB41670	16
GB54353	16
GB45863	16
GB54589	16
GB40030	16
GB41979	16
GB45864	16
GB41759	16
GB43128,GB43127	16
GB43790	14
GB52429	16
GB55454	16
GB40610	16
GB50890,GB50890	16
GB50935	16
GB45490	16
GB50900,GB50900	16
GB51570	16
GB48170	16
GB44680	16
GB48638	16
GB47016	16
GB54928	16
GB40574	16
GB41232	16
GB48351,GB40568	16
GB46663,GB46663,GB43932	16
GB55779	16
GB43500	16
GB41445	16
GB47832	16
GB48251	16
GB44799	16
GB50497	16
GB49854	16
GB46419	16
GB44633	16
GB46159	16
GB42202	16
GB55092,GB48318	16
GB54267	16
GB52956	16
GB54806	16
GB55514	16
GB50154	16
GB44965	16
GB53962	16
GB51710	16
GB46120	16
GB49027	16
GB42272	16
GB40302	16
GB45044	16
GB53518	16
GB55151	16
GB52876	16
GB50186	16
GB48468	16
GB55969	16
GB55710	16
GB44928	16
GB50037	16
GB51070	16
GB53604	16
GB47336	16
GB55351	16
GB51282	16
GB54958	16
GB49040	16
GB42770	16
GB54549	16
GB49930	16
GB51629	16
GB45111	16
GB50492	16
GB49090	16
GB51033	16
GB49801	16
GB53139,GB53139	16
GB40883	16
GB55870	16
GB49423	16
GB53823	16
GB54972	16
GB49496	16
GB40517,GB40517	16
GB49785	16
GB41890	16
GB46801	16
GB53440	16
GB44354	16
GB55892	16
GB49562	16
GB48709	16
GB40751	16
GB55630,GB55630	16
GB49871	16
GB46974	16
GB43788	16
GB43483	16
GB53302	16
GB41363	16
GB51720	16
GB54478	16
GB53329	16
GB43393	16
GB48215	16
GB52323	16
GB43416,GB53053	16
GB40463	16
GB42252	16
GB50191	16
GB40886	16
GB51518	16
GB52093	16
GB46143	16
GB53840	16
GB41732	16
GB54321	16
GB40537	16
GB51283	16
GB40615	16
GB55654	16
GB45701	15
GB52692	16
GB44233	16
GB54376	16
GB46283	16
GB44873	16
GB44177	16
GB50927	16
GB45593	16
GB44992	16
GB41742	16
GB45811	16
GB47105	16
GB55520	16
GB48371	16
GB44897	16
GB53161,GB53162	16
GB54980,GB55315	16
GB52251	16
GB47458	16
GB45883	16
GB47436	16
GB42184	16
GB53287	16
GB54937	16
GB54750	16
GB40782	16
GB51258	16
GB45826	16
GB49485	16
GB55165	16
GB41336	16
GB53257	16
GB46115	16
GB55499	16
GB51954	16
GB44439	16
GB49540	16
GB53363	16
GB52507	16
GB44983	16
GB50751	16
GB48437	16
GB49791,GB49792	16
GB45885	16
GB53099	16
GB40656	16
GB46071	16
GB50924	16
GB40885	16
GB43704	16
GB54765,GB54743	16
GB51667	16
GB40109	16
GB48380	16
GB51343	16
GB48417	16
GB51165	16
GB46086	16
GB44689	16
