gene	DUP
GB53708	0.0
GB46091	0.0
GB54702	0.027027027000000002
GB55967	0.0
GB49646	0.0
GB43261	0.048780488
GB52741	0.0
GB45566	0.048780488
GB49778,GB40327	0.024390244
GB47744	0.0
GB54271	0.0
GB50048	0.0
GB45478	0.054054054000000004
GB42846	0.024390244
GB42933	0.0
GB54222	0.025
GB48102	0.0
GB50370	0.024390244
GB45173	0.0
GB43448	0.073170732
GB50767	0.051282050999999995
GB47405	0.0
GB51218	0.926829268
GB52025	0.219512195
GB41998	0.0625
GB53034	0.048780488
GB53794	0.0
GB51633,GB51633	0.024390244
GB46873	0.0
GB53300	0.0
GB45005	0.0
GB47277	0.024390244
GB41400	0.0
GB44373	0.073170732
GB49444	0.028571429
GB51062	0.0
GB50705	0.0
GB48685,GB50292	0.048780488
GB41448	0.024390244
GB49794	0.0
GB45453	0.0
GB40495	0.028571429
GB40021	0.03125
GB55475	0.024390244
GB48675	0.05
GB44927	0.0
GB53614	0.024390244
GB40671	0.0
GB50681	0.024390244
GB49107	0.0
GB50274	0.024390244
GB48643	0.0
GB40500	0.024390244
GB51066	0.03030303
GB46786	0.0
GB52746	0.048780488
GB43213	0.0
GB49570	0.0
GB48030,GB46377	0.926829268
GB53172	0.024390244
GB45051	0.0
GB52980	0.0
GB46065	0.025
GB41312	0.054054054000000004
GB42327	0.048780488
GB41069	0.024390244
GB40971	0.073170732
GB49961	0.0
GB44804	0.025
GB55848	0.0
GB42660	0.0
GB52349	0.0
GB44541	0.0
GB47425	0.12195122
GB46653	0.048780488
GB55279	0.027027027000000002
GB44972	0.0
GB54556	0.0
GB53671	0.0
GB44316	0.0
GB42675,GB42675	0.075
GB43602	0.048780488
GB49990	0.0
GB40411	0.0
GB49651	0.025
GB45662	0.0
GB54699	0.0
GB44037	0.024390244
GB46450	0.0
GB43897	0.055555556
GB46539	0.025
GB41908	0.0
GB49613	0.0
GB54422	0.097560976
GB51794	0.0
GB51257	0.024390244
GB49324	0.0
GB54715	0.0
GB45809,GB45809	0.097560976
GB40904	0.025641026
GB44581	0.0
GB55350	0.0
GB41688	0.0
GB46102	0.048780488
GB43159	0.0
GB48434	0.0
GB41798	0.0
GB55527	0.0
GB48489	0.026315789
GB47779	0.073170732
GB50160,GB50160	0.024390244
GB42884	0.048780488
GB41659	0.0
GB55147	0.0
GB42959,GB42958	0.272727273
GB55809,GB50017	0.048780488
GB41250	0.0
GB50043,GB50043	0.048780488
GB46069	0.0
GB55067	0.029411765
GB49275,GB49273	0.894736842
GB41974	0.0
GB44350	0.0
GB41910	0.048780488
GB40123	0.0
GB52307	0.060606060999999996
GB42750	0.0
GB52473	0.1
GB42567	0.076923077
GB46012	0.0
GB54543	0.048780488
GB46429	0.12195122
GB53042	0.024390244
GB52008	0.0
GB40149	0.0
GB43119	0.0
GB50941	0.0
GB45815	0.025641026
GB45207	0.025
GB42674	0.0
GB43391	0.027027027000000002
GB49969	0.024390244
GB55148	0.024390244
GB52091	0.0
GB49652	0.0
GB43719	0.05
GB47841	0.025641026
GB49688	0.052631579000000005
GB44614	0.025
GB53163	0.10344827599999999
GB45228	0.0
GB52316	0.0
GB44999	0.0
GB42856	0.0
GB48509	0.090909091
GB49235	0.0
GB40670	0.024390244
GB55846	0.0
GB51486	0.024390244
GB54658	0.0
GB43889	0.0
GB43954	0.0
GB41844	0.0
GB42949	0.024390244
GB45518	0.0
GB55366	0.0
GB40901	0.024390244
GB54325	0.0
GB41094,GB41094	0.14285714300000002
GB47748	0.024390244
GB45140	0.0
GB46036	0.0
GB45926	0.054054054000000004
GB48847	0.0
GB46431	0.024390244
GB50521,GB50521	0.027777778
GB41874	0.12195122
GB44687	0.0
GB50491	0.0
GB50911	0.027027027000000002
GB46165	0.0
GB44114,GB47820	0.853658537
GB41825	0.025
GB45777,GB48385	0.975609756
GB50640	0.024390244
GB51638	0.0
GB49534,GB49534	0.048780488
GB44516	0.0
GB44661,GB44455	0.073170732
GB47488,GB46971	0.45
GB47334	0.024390244
GB52651	0.0
GB44533	0.0
GB47876	0.024390244
GB50261	0.0
GB55074	0.0
GB49478	0.0
GB46746	0.0
GB53846	0.025
GB48386	0.0
GB44082	0.0
GB45273	0.033333333
GB45278	0.384615385
GB40287	0.571428571
GB44223	0.12195122
GB49870	0.025
GB50303	0.048780488
GB51264	0.038461537999999997
GB48809	0.0
GB46436	0.0
GB47440	0.0
GB49309	0.05
GB47018,GB47018,GB47018	0.048780488
GB43000,GB43000	0.073170732
GB45072	0.0
GB50105	0.0
GB41136	0.0
GB54083	0.024390244
GB50730	0.024390244
GB49050	0.0
GB45713,GB45708	0.097560976
GB54332	0.0
GB52503	0.0
GB45363	0.024390244
GB55985	0.0
GB47081	0.0
GB44742	0.0
GB42224	0.025
GB43171	0.0
GB46684	0.024390244
GB41876	0.024390244
GB41864	0.054054054000000004
GB43149	0.026315789
GB50237	0.0
GB49089	0.0
GB52676	0.0
GB40282	0.052631579000000005
GB51015	0.073170732
GB44347	0.075
GB40788	0.26829268300000003
GB48938	0.0
GB47549	0.0
GB51912	0.025
GB52619,GB43636	0.975609756
GB43475	0.04
GB44690	0.0
GB42436	0.0
GB51967	0.0
GB46621	0.024390244
GB40563,GB55130	0.05
GB44031	0.028571429
GB51237	0.0
GB48889,GB48889	0.048780488
GB48786	0.146341463
GB44307	0.073170732
GB55757	0.115384615
GB50245	0.0
GB54627	0.0
GB45463,GB45463,GB54870	0.048780488
GB46973	0.025
GB50960	0.0
GB49528	0.0
GB54622	0.048780488
GB40580	0.073170732
GB49906	0.024390244
GB54124	0.117647059
GB54493	0.048780488
GB49037	0.048780488
GB55896	0.097560976
GB54522	0.0
GB50586	0.0
GB45067	0.048780488
GB51431	0.048780488
GB54742	0.048780488
GB47102	0.024390244
GB48360	0.0
GB49579	0.0
GB47230	0.0
GB54436	0.025641026
GB44387,GB44387	0.073170732
GB44295	0.0
GB45568	0.0
GB43122	0.0
GB51828	0.025
GB45349	0.0
GB45343	0.027027027000000002
GB45052	0.0
GB41156	0.052631579000000005
GB50244	0.0
GB44353	0.0
GB46627	0.0
GB52247	0.0
GB54428	0.23076923100000002
GB45126	0.0
GB43561	0.0
GB48055	0.0
GB49896	0.0
GB41902	0.024390244
GB43052	0.12195122
GB44176	0.024390244
GB42854	0.0
GB42063	0.025
GB47106	0.0
GB42559	0.024390244
GB54242,GB54242	0.048780488
GB48160	0.048780488
GB50178	0.066666667
GB48370	0.0
GB52948	0.0
GB49590	0.024390244
GB55359	0.024390244
GB40217	0.0
GB52158	0.081081081
GB47194	0.048780488
GB44570,GB45484	0.1
GB41487	0.025
GB40863	0.041666667000000004
GB44592	0.024390244
GB45297	0.0
GB52797	0.0
GB55056	0.0
GB45031	0.024390244
GB42501	0.073170732
GB44900	0.0
GB50537	0.054054054000000004
GB50777	0.0
GB52557	0.097560976
GB42783	0.026315789
GB55333	0.0
GB42211	0.024390244
GB51525	0.048780488
GB46290	0.048780488
GB54809	0.0
GB51836	0.024390244
GB53949	0.12195122
GB55704	0.024390244
GB46908	0.048780488
GB48266	0.025
GB53376	0.0
GB41819	0.048780488
GB48596	0.024390244
GB49505	0.0
GB44199,GB44199	0.10810810800000001
GB55387	0.097560976
GB42892	0.054054054000000004
GB47962	0.025641026
GB55765	0.0
GB51749	0.025
GB53237	0.024390244
GB45457	0.048780488
GB42215	0.0
GB54784	0.024390244
GB50157	0.081081081
GB45194	0.0
GB50126	0.025
GB46300	0.024390244
GB50069	0.0
GB53944	0.0
GB47942	0.028571429
GB47350	0.025
GB49190	0.0
GB52012	0.1
GB44982	0.0
GB47177	0.075
GB50493	0.0
GB45133	0.0
GB45413	0.097560976
GB43715	0.5
GB48125	0.048780488
GB54391	0.05
GB45695	0.024390244
GB53598	0.027777778
GB40944	0.0
GB47429	0.0
GB49527	0.025641026
GB42960	0.0
GB44315	0.0
GB45663	0.026315789
GB44412	0.0
GB41188	0.0
GB53323	0.048780488
GB50871	0.0
GB49612	0.0
GB55403	0.0
GB55274	0.0
GB44072	0.073170732
GB54214	0.024390244
GB51505	0.0
GB55940	0.0
GB40437	0.029411765
GB49327	0.125
GB42651	0.0
GB49494	0.025
GB46339	0.024390244
GB54989	0.0
GB53035	0.025
GB43366	0.048780488
GB54994	0.0
GB51333	0.0
GB47737	0.027777778
GB44682	0.0
GB51063	0.048780488
GB54239	0.0
GB45555	0.0
GB52978	0.0
GB41294	0.024390244
GB55660	0.0
GB45875	0.5
GB44611	0.0
GB44293	0.0
GB48684	0.0
GB41171	0.090909091
GB47503	0.0
GB47846	0.0
GB43435	0.025641026
GB45525,GB45524,GB44248	0.9024390240000001
GB50506	0.0
GB52195	0.051282050999999995
GB43637	0.0
GB51580	0.125
GB52704	0.0
GB41693	0.0
GB42487	0.024390244
GB46042	0.0
GB48337	0.048780488
GB44121	0.0
GB43113	0.0
GB50367	0.15
GB52498	0.03030303
GB55485	0.055555556
GB44099	0.0
GB50071	0.075
GB49120	0.048780488
GB42450	0.0
GB43162	0.05
GB46685	0.025641026
GB44636	0.0
GB50352	0.0
GB48746	0.029411765
GB43738	0.365853659
GB42652	0.048780488
GB45175	0.0
GB46523	0.024390244
GB46692	0.10810810800000001
GB52045	0.05
GB40867,GB40947,GB40867	0.057142857000000005
GB51354	0.0
GB42451	0.0
GB44436	0.048780488
GB48066,GB48782	0.725
GB46189	0.0
GB43551	0.0
GB47329	0.0
GB48678	0.0
GB46512	0.024390244
GB53251	0.024390244
GB47387	0.075
GB47423	0.051282050999999995
GB51885	0.083333333
GB47250	0.073170732
GB42358	0.054054054000000004
GB53654	0.0
GB49486	0.025
GB46672	0.0
GB49604	0.1
GB45872	0.0
GB45684	0.078947368
GB41036	0.0
GB41982	0.048780488
GB47222	0.024390244
GB43015	0.048780488
GB48199	0.075
GB45128	0.048780488
GB47471	0.09677419400000001
GB49525	0.05
GB49841	0.102564103
GB51999	0.0
GB51738	0.048780488
GB44590	0.0
GB50891	0.0
GB50039	0.025
GB49909	0.0
GB50190	0.0
GB52627	0.0
GB47300	0.194444444
GB50802	0.0
GB54111	0.052631579000000005
GB48416	0.041666667000000004
GB48237	0.048780488
GB55489,GB55489	0.097560976
GB52588	0.024390244
GB54789	0.0
GB44163	0.0
GB41261	0.028571429
GB50511	0.024390244
GB43087	0.024390244
GB49966	0.20588235300000002
GB43411	0.0
GB40674	0.0
GB51726	0.0
GB45923	0.097560976
GB55299	0.024390244
GB44534	0.0
GB53788	0.0
GB47076	0.0
GB50290	0.0
GB53166	0.0
GB48456	0.0
GB48075	0.0
GB40363	0.025
GB44333	0.0
GB45180	0.0
GB45425	0.048780488
GB40766	0.0
GB48873	0.048780488
GB51560	0.0
GB47413,GB47413	0.048780488
GB51093	0.024390244
GB47189	0.048780488
GB49701	0.025
GB50471	0.1
GB47556	0.117647059
GB44410	0.024390244
GB50015	0.025
GB41867	0.0
GB55877,GB55877	0.027027027000000002
GB48692	0.0
GB43256	0.024390244
GB44327	0.025641026
GB42551	0.025
GB50031	0.048780488
GB55893	0.0
GB54190	0.0
GB45314	0.0
GB47260	0.0
GB55930	0.111111111
GB43697	0.0
GB44325	0.0
GB52047	0.025
GB54935	0.04
GB44175	0.024390244
GB53782	0.073170732
GB50281	0.0
GB40999	0.05
GB54144	0.025641026
GB47042	0.0
GB45778	0.0
GB47043	0.0
GB46773,GB40332	0.048780488
GB49169	0.15
GB45985	0.025641026
GB45487	0.027027027000000002
GB44757	0.048780488
GB46972	0.048780488
GB45534	0.024390244
GB55390	0.307692308
GB49456	0.1
GB52929	0.0
GB55971	0.0
GB40335	0.075
GB52360	0.052631579000000005
GB42534	0.081081081
GB42023	0.024390244
GB50418	0.275
GB55537	0.0
GB50748	0.0
GB40577	0.024390244
GB52785	0.12195122
GB47007	0.024390244
GB42945	0.025
GB41304	0.0
GB47232	0.025
GB54608	0.027777778
GB49330	0.024390244
GB42096	0.0
GB49622	0.0
GB41211	0.0
GB44526	0.0
GB53700	0.024390244
GB48539	0.024390244
GB42747	0.024390244
GB46640	0.090909091
GB41397	0.0
GB52904	0.024390244
GB53045,GB53043	0.975609756
GB49130	0.024390244
GB40201,GB40191,GB40184,GB40197,GB40200,GB40186,GB47122,GB40184,GB47122,GB47121,GB40194,GB40196,GB40193,GB40197,GB40183,GB40187,GB40192,GB46573,GB47122	0.657894737
GB43107,GB43108	0.057142857000000005
GB45495,GB40976	0.5365853660000001
GB45618,GB45618	0.083333333
GB43549	0.0
GB50648	0.0
GB41704	0.0
GB44156	0.025641026
GB54145	0.024390244
GB43079	0.0
GB42454	0.0
GB41463,GB41464	0.048780488
GB48608	0.0
GB43277	0.0
GB49315	0.097560976
GB42020	0.0
GB50741	0.0
GB50812	0.025641026
GB41281	0.048780488
GB48469	0.0
GB48563	0.024390244
GB43984,GB45309	0.025641026
GB41212,GB53028,GB40624,GB49394	1.0
GB48557	0.0
GB40064	0.0
GB42848	0.075
GB52427	0.025641026
GB52282	0.0
GB41856	0.048780488
GB54986	0.024390244
GB40076	0.0
GB40980	0.024390244
GB52423	0.0
GB41315	0.0
GB44285	0.024390244
GB49967	0.0
GB49152	0.0
GB45776,GB45776	0.838709677
GB51634	0.0
GB49466	0.024390244
GB42732	0.0
GB45733	0.0
GB51968	0.024390244
GB41002,GB41003	0.029411765
GB42313	0.0
GB52825	0.0
GB53333	0.0
GB51751	0.073170732
GB40592,GB53981	0.073170732
GB46480	0.0
GB40274	0.0
GB48677	0.0
GB46360,GB46360	0.048780488
GB49124	0.0
GB55619	0.024390244
GB46609	0.024390244
GB48765	0.15
GB47984	0.181818182
GB42223	0.0
GB50409	0.048780488
GB55278	0.051282050999999995
GB44579	0.0
GB53520	0.09375
GB51494	0.048780488
GB49843	0.025
GB43487	0.025
GB50957	0.05
GB52953	0.0
GB46960	0.0
GB55505	0.0
GB47635	0.0
GB51040	0.024390244
GB46257	0.025
GB47235	0.0
GB51119	0.0
GB54261	0.076923077
GB50771	0.0
GB40158	0.025641026
GB43502	0.0
GB44222	0.025641026
GB55632	0.048780488
GB51198	0.0
GB49559	0.0
GB40816	0.025
GB43095	0.073170732
GB42190	0.0
GB44567	0.051282050999999995
GB54881	0.0
GB53126	0.0
GB44936	0.048780488
GB49852	0.025641026
GB47278	0.0
GB52314	0.048780488
GB46273	0.025
GB55389	0.0
GB53862	0.055555556
GB52937	0.0
GB48122	0.024390244
GB43836	0.0
GB40693	0.025
GB53830	0.0
GB40654	0.0
GB52211	0.0
GB41827	0.0
GB40415	0.026315789
GB46048	0.024390244
GB41872	0.024390244
GB45345	0.027777778
GB51361	0.024390244
GB41451	0.0
GB48457	0.0
GB44187	0.024390244
GB51464	0.0
GB49571	0.0
GB48526	0.0
GB41840	0.0
GB51819	0.041666667000000004
GB52052	0.131578947
GB42817	0.0
GB42865	0.024390244
GB50065	0.0
GB43622	0.0
GB46322	0.0
GB50932	0.0
GB51000,GB51000	0.048780488
GB49349	0.024390244
GB42721	0.0
GB49098	0.048780488
GB45071	0.0
GB44828	0.0
GB40466,GB40466	0.048780488
GB46929	0.025
GB49946	0.048780488
GB45868	0.0
GB51080	0.027027027000000002
GB53812	0.0
GB55448	0.0
GB52597	0.071428571
GB44918	0.024390244
GB45127	0.0
GB40388	0.048780488
GB54590	0.175
GB46151	0.051282050999999995
GB42295	0.024390244
GB50299	0.0
GB50146	0.0
GB54651	0.025641026
GB53683	0.025
GB46452	0.073170732
GB53685,GB53685	0.05
GB48378	0.073170732
GB41037	0.054054054000000004
GB42297	0.1
GB50130	0.05
GB43831	0.024390244
GB55348	0.073170732
GB51938	0.078947368
GB54512	0.048780488
GB47435	0.024390244
GB47073	0.024390244
GB45692	0.05
GB54264	0.0
GB43441	0.024390244
GB45131	0.048780488
GB53199	0.0
GB55931	0.0
GB47838	0.0
GB51725	0.024390244
GB46054	0.075
GB49188	0.0
GB50653	0.153846154
GB53062	0.0
GB46918,GB50327	0.024390244
GB50365	0.0
GB43245	0.15789473699999998
GB47451	0.025641026
GB48157	0.0
GB46954	0.24
GB40359	0.025
GB49533	0.0
GB49589	0.048780488
GB44961	0.073170732
GB43172	0.12195122
GB51655	0.0
GB51029	0.0
GB40704	0.0
GB50955,GB48208	0.951219512
GB55830	0.029411765
GB53607	0.048780488
GB53380	0.0
GB43293	0.0
GB53411	0.0
GB41590	0.15
GB50228	0.0
GB48532	0.0
GB41610	0.0
GB51058	0.0
GB53582,GB53582	0.048780488
GB40946	0.0
GB49146	0.0
GB54268	0.048780488
GB53148	0.0
GB54140	0.025
GB48817	0.0
GB45429	0.024390244
GB52722	0.0
GB40614	0.025
GB49518	0.0
GB53092	0.048780488
GB45341	0.0
GB45732	0.128205128
GB51209	0.0
GB40578	0.025
GB43191	0.0
GB44123	0.026315789
GB42167	0.0
GB44656	0.0
GB43953	0.025
GB47184	0.0
GB47461	0.0
GB51302	0.0
GB51833	0.034482759
GB46338	0.052631579000000005
GB55006	0.024390244
GB42268	0.026315789
GB45392	0.0
GB53239	0.075
GB44371	0.024390244
GB44184	0.0
GB53196,GB53196	0.024390244
GB47847	0.048780488
GB52893	0.0
GB40765	0.05
GB50226	0.025
GB52926	0.05
GB45833	0.0
GB53849	0.048780488
GB43271	0.090909091
GB51190	0.0
GB47502	0.048780488
GB46240	0.0
GB53174	0.048780488
GB44168	0.0
GB45275	0.0
GB50259	0.0
GB50090	0.073170732
GB52559	0.0
GB45955	0.12195122
GB45213	0.024390244
GB41290	0.0
GB40545	0.0
GB43097,GB43098	0.097560976
GB54728	0.05
GB48598	0.024390244
GB43906	0.024390244
GB42515	0.048780488
GB45902	0.025
GB41713	0.0
GB49087	0.0
GB53029	0.05
GB44276	0.0
GB41753	0.0
GB42781	0.024390244
GB49054,GB43751	0.975609756
GB51744	0.025
GB51964	0.175
GB47379	0.0
GB46218	0.0
GB54354	0.0
GB46267	0.097560976
GB46371	0.025
GB54097	0.097560976
GB52456	0.0
GB47661	0.024390244
GB47768	0.024390244
GB46327	0.075
GB42196,GB49726	0.775
GB41342	0.0
GB49425	0.05
GB46728	0.0
GB48967	0.0
GB44073	0.0
GB42661	0.054054054000000004
GB51541	0.0
GB51418	0.025
GB50262	0.057142857000000005
GB44616	0.0
GB42919	0.075
GB55094,GB55094,GB55094,GB55094	0.12195122
GB43552	0.0
GB55784	0.219512195
GB42681	0.073170732
GB44331	0.024390244
GB47575	0.025
GB54201	0.0
GB52755	0.365853659
GB48467	0.024390244
GB53013	0.05
GB55743	0.0
GB44766,GB44766	0.3
GB44615	0.0
GB49074	0.073170732
GB45852	0.024390244
GB41173	0.025641026
GB44901	0.025
GB42716,GB55345	0.05
GB41024	0.17073170699999998
GB52057	0.024390244
GB53308	0.0
GB47343	0.05
GB52388,GB52408	0.833333333
GB42425	0.086956522
GB49231	0.024390244
GB51599	0.048780488
GB48165	0.024390244
GB48452	0.0
GB53238	0.048780488
GB40711	0.0
GB51630	0.146341463
GB49396	0.0
GB55507	0.0
GB43145	0.0
GB55831	0.0
GB42771	0.0
GB44996	0.076923077
GB49117	0.0
GB48778	0.024390244
GB40273	0.048780488
GB49780	0.0
GB47110	0.0
GB48982	0.024390244
GB50619	0.0
GB51393	0.0
GB44364	0.048780488
GB48690	0.024390244
GB54282	0.075
GB49355	0.024390244
GB53682	0.025641026
GB46740	0.0
GB40479	0.097560976
GB46466	0.0
GB52325	0.0
GB55307	0.025
GB47061	0.024390244
GB45087	0.0
GB50972	0.0
GB40842	0.0
GB44010	0.025
GB47114	0.0
GB55506	0.0
GB42680	0.0
GB49584	0.0
GB45645	0.052631579000000005
GB41195	0.0
GB44882	0.025641026
GB52845	0.024390244
GB47626	0.0
GB44319	0.025
GB49704	0.0
GB44910	0.024390244
GB41520,GB41521	0.975609756
GB42383	0.060606060999999996
GB53378	0.0
GB50609	0.0
GB44507	0.0
GB44556	0.024390244
GB42143	0.024390244
GB55517	0.0
GB50442	0.073170732
GB53088	0.0
GB48024	0.12195122
GB41807	0.073170732
GB51338	0.0
GB42286	0.024390244
GB40866	0.0
GB44761	0.0
GB40118	0.025
GB51095	0.0
GB48951	0.0
GB51632	0.56097561
GB42744	0.025641026
GB44344	0.025
GB55096	0.024390244
GB54762	0.0
GB52037	0.0
GB50166	0.025641026
GB44943	0.052631579000000005
GB50078	0.0
GB40907	0.0
GB42382	0.0
GB40427	0.0
GB45507	0.048780488
GB42855	0.0
GB55190	0.0
GB46542	0.0
GB40106	0.0
GB53665	0.0
GB41730	0.024390244
GB45361	0.0
GB55259	0.024390244
GB49883	0.024390244
GB54957	0.0
GB51148	0.027777778
GB55369	0.0
GB42516	0.0
GB51818	0.076923077
GB52244	0.0
GB54101	0.0
GB54337	0.0
GB52687	0.024390244
GB43200	0.0
GB49285	0.025641026
GB48623	0.048780488
GB52979	0.0
GB41164	0.0
GB42296	0.0
GB48669	0.025
GB51937	0.0
GB49869	0.073170732
GB45151	0.024390244
GB49269,GB49269	0.058823529000000006
GB44078	0.025
GB47411	0.0
GB48262	0.0
GB44791,GB44791,GB44791	0.025
GB53033	0.0
GB54674	0.045454545
GB50973	0.064516129
GB44941	0.0
GB44850	0.025
GB47450	0.025641026
GB42021	0.0
GB42997	0.0
GB53295	0.0
GB52275	0.0
GB43963	0.0
GB55986	0.025
GB55890	0.048780488
GB45340	0.0
GB50626	0.024390244
GB51608	0.0
GB52751	0.025
GB50474	0.048780488
GB40925	0.0
GB45189	0.0
GB55575,GB43649	0.025
GB40909	0.024390244
GB49025	0.0
GB44548	0.055555556
GB55693,GB55693	0.125
GB45152	0.024390244
GB47151	0.0
GB55491	0.0
GB53768	0.0
GB54847	0.102564103
GB48836	0.0
GB51508	0.048780488
GB50897	0.048780488
GB50337	0.0
GB43270	0.05
GB40948	0.024390244
GB46023	0.048780488
GB40824	0.024390244
GB50132,GB48490	0.025
GB41651	0.048780488
GB49714,GB49714	0.051282050999999995
GB53155	0.0
GB42841	0.0
GB54812	0.024390244
GB42354	0.0
GB52542	0.025
GB48046,GB41540	0.27027027
GB44271	0.05
GB52510	0.048780488
GB43805	0.25
GB47845	0.05
GB52992	0.027027027000000002
GB45492	0.0
GB49749	0.024390244
GB55459	0.0
GB54918,GB54918	0.051282050999999995
GB53753	0.025
GB54347	0.0
GB49943	0.075
GB50257	0.0
GB41811	0.0
GB51211,GB51211	0.05
GB55187	0.0
GB47736	0.025641026
GB45287	0.024390244
GB53289	0.024390244
GB55576	0.0
GB54571	0.0
GB49827	0.0
GB44288	0.0
GB54052	0.0
GB48661	0.024390244
GB55587	0.0
GB51504	0.026315789
GB54228	0.0
GB46304,GB46308	0.225
GB44848	0.12195122
GB45408	0.0
GB54731	0.027027027000000002
GB54049	0.0
GB51441,GB51441	0.027777778
GB49558	0.055555556
GB55569	0.024390244
GB51698	0.04
GB55508	0.0
GB45655	0.0
GB48811	0.0
GB44048	0.024390244
GB49535,GB49535,GB46266	1.0
GB46231	0.024390244
GB55400	0.048780488
GB48521,GB48521	0.05
GB40853	0.024390244
GB41962	0.032258065
GB52576	0.025
GB43104	0.025641026
GB41701	0.024390244
GB53331	0.052631579000000005
GB44880	0.0
GB43217	0.0
GB55919	0.0
GB50021	0.0
GB44770	0.048780488
GB40548	0.0
GB42159	0.097560976
GB50701	0.024390244
GB48367	0.025
GB53439	0.0
GB43295	0.0
GB53268	0.0
GB51817	0.052631579000000005
GB49284	0.025641026
GB50526	0.025641026
GB56009,GB56009,GB56009	0.05
GB43676	0.024390244
GB46910	0.024390244
GB48326	0.025
GB48028	0.024390244
GB53936	0.027027027000000002
GB50066	0.0
GB45952	0.0
GB48462	0.125
GB54574	0.1
GB40541	0.0
GB54050	0.076923077
GB41710	0.0
GB41032	0.0
GB44909	0.0
GB53793	0.058823529000000006
GB52616	0.0
GB55521	0.025
GB41769	0.024390244
GB48112	0.0
GB49081	0.024390244
GB43192	0.0
GB40296	0.025
GB55665	0.0
GB48313	0.0
GB42920	0.0
GB41280	0.024390244
GB52724	0.15
GB42965	0.0
GB51694	0.0
GB44662	0.0
GB42494	0.0
GB54167	0.0
GB40343	0.0
GB49012	0.0
GB55054,GB55054	0.026315789
GB49076	0.048780488
GB54867,GB53933	0.585365854
GB51697	0.043478261
GB55929	0.225
GB44517	0.048780488
GB46709	0.024390244
GB55494	0.048780488
GB47393	0.0
GB44346	0.0
GB50527	0.025
GB51713	0.0
GB42564	0.0
GB52763	0.024390244
GB41182	0.0
GB48750	0.024390244
GB50877	0.0
GB42850	0.024390244
GB54927	0.0
GB48816	0.025
GB55622,GB55621	0.2
GB44829	0.0
GB48911	0.0
GB52569	0.0
GB48136	0.024390244
GB49637	0.0
GB43867	0.05
GB42156	0.027027027000000002
GB52623	0.024390244
GB40480	0.0
GB44997	0.0
GB55624	0.0
GB52686	0.0
GB45436	0.024390244
GB42840	0.0
GB45879,GB47131	0.081081081
GB55302	0.075
GB52820,GB53324	0.804878049
GB46641	0.0
GB54599	0.025
GB44575	0.0
GB51995	0.078947368
GB54971	0.073170732
GB46788	0.0
GB55158	0.048780488
GB49004	0.064516129
GB51495	0.048780488
GB40637	0.095238095
GB53820	0.0
GB50921,GB56021	0.125
GB55112	0.0
GB41617	0.0
GB42606	0.058823529000000006
GB55530	0.125
GB42249	0.0
GB54988,GB54988,GB51379	0.073170732
GB43687	0.19512195100000002
GB40775	0.0
GB41738	0.05
GB49219	0.0
GB41455	0.0
GB54499	0.146341463
GB45184	0.0
GB41063	0.0
GB40804	0.0
GB42994,GB42994	0.048780488
GB45654	0.048780488
GB53147	0.025
GB50265	0.14285714300000002
GB50364	0.12195122
GB51809	0.048780488
GB49056	0.027027027000000002
GB53039	0.0
GB54152,GB54150	0.914285714
GB41735	0.024390244
GB46628	0.05
GB46580	0.05
GB41028	0.0
GB51893	0.024390244
GB52260	0.0
GB45296	0.048780488
GB50168	0.024390244
GB46791	0.1
GB40208	0.0
GB45825	0.0
GB44557	0.026315789
GB55659	0.024390244
GB45364	0.0
GB54735	0.0
GB40513	0.026315789
GB48626,GB53757	0.034482759
GB42943	0.052631579000000005
GB54217	0.0
GB55493	0.0
GB47041	0.029411765
GB40871	0.05
GB51646	0.0
GB41372	0.0
GB51558	0.12195122
GB52739	0.024390244
GB42479	0.024390244
GB43553	0.0
GB40931	0.1
GB43737	0.125
GB41768	0.0
GB44883	0.025
GB52421	0.0
GB52793	0.0
GB49484,GB49484	0.027027027000000002
GB42275	0.0
GB46241	0.0
GB42689	0.0
GB48691	0.0
GB52424	0.025
GB50045	0.025
GB53084	0.097560976
GB45459	0.0
GB47111	0.025
GB47660	0.024390244
GB49155	0.024390244
GB40364	0.0
GB41257	0.0
GB42656	0.048780488
GB51755	0.0
GB44259	0.0
GB53715,GB53714	0.219512195
GB44688	0.073170732
GB45017	0.048780488
GB55594	0.026315789
GB50672	0.048780488
GB50627	0.263157895
GB46661	0.257142857
GB43004	0.097560976
GB46296	0.0
GB46029	0.0
GB40074,GB40074	0.027027027000000002
GB47285	0.0
GB55823	0.024390244
GB42271	0.0
GB45830	0.073170732
GB50750	0.025
GB43247	0.233333333
GB50725	0.0
GB51143	0.0
GB51117	0.0
GB52813	0.0
GB49548	0.15
GB41672	0.0
GB48720	0.0
GB49380	0.024390244
GB44149	0.025641026
GB49066	0.048780488
GB41427	0.1
GB50094	0.027027027000000002
GB54818	0.024390244
GB51064	0.0
GB49634	0.0
GB54689	0.048780488
GB45794,GB45794	0.048780488
GB42822	0.073170732
GB45254	0.0
GB44366	0.024390244
GB46565	0.075
GB40424	0.0
GB49473	0.0
GB40531,GB40534	0.925
GB46211	0.0
GB46895	0.0
GB43226	0.025
GB42932	0.024390244
GB44419	0.025
GB42666	0.024390244
GB54351	0.05
GB55003	0.024390244
GB53389	0.0
GB40112	0.024390244
GB52677	0.0
GB43782	0.024390244
GB51110	0.0
