gene	STA
GB40577	79
GB52785	75
GB47007	79
GB42945	78
GB41304	80
GB47232	78
GB54608	74
GB49330	79
GB42096	79
GB49622	80
GB41211	80
GB44526	80
GB53700	79
GB48539	79
GB42747	79
GB46640	72
GB41397	80
GB52904	79
GB53045,GB53043	79
GB49130	79
GB40201,GB40191,GB40184,GB40197,GB40200,GB40186,GB47122,GB40184,GB47122,GB47121,GB40194,GB40196,GB40193,GB40197,GB40183,GB40187,GB40192,GB46573,GB47122	40
GB43107,GB43108	75
GB45495,GB40976	73
GB45618,GB45618	72
GB43549	79
GB50648	78
GB41704	80
GB44156	77
GB54145	79
GB43079	76
GB42454	80
GB41463,GB41464	78
GB48608	78
GB43277	76
GB49315	76
GB42020	80
GB50741	70
GB50812	77
GB41281	78
GB48469	80
GB48563	79
GB43984,GB45309	77
GB41212,GB53028,GB40624,GB49394	51
GB48557	79
GB40064	78
GB42848	76
GB52427	77
GB52282	80
GB41856	78
GB54986	79
GB40076	79
GB40980	79
GB52423	80
GB41315	78
GB44285	79
GB49967	79
GB49152	80
GB45776,GB45776	58
GB51634	80
GB49466	79
GB42732	79
GB45733	80
GB51968	79
GB41002,GB41003	74
GB42313	80
GB52825	80
GB53333	80
GB51751	76
GB40592,GB53981	77
GB46480	73
GB40274	79
GB48677	80
GB46360,GB46360	78
GB49124	80
GB55619	79
GB46609	79
GB48765	63
GB47984	62
GB42223	80
GB50409	78
GB55278	71
GB44579	79
GB53520	72
GB51494	78
GB49843	78
GB43487	78
GB50957	77
GB52953	80
GB46960	80
GB55505	80
GB47635	60
GB51040	79
GB46257	78
GB47235	78
GB51119	79
GB54261	75
GB50771	78
GB40158	77
GB43502	80
GB44222	77
GB55632	78
GB51198	78
GB49559	80
GB40816	78
GB43095	77
GB42190	80
GB44567	76
GB54881	80
GB53126	78
GB44936	79
GB49852	77
GB47278	77
GB52314	78
GB46273	78
GB55389	79
GB53862	76
GB52937	80
GB48122	79
GB43836	79
GB40693	78
GB53830	79
GB40654	80
GB52211	80
GB41827	79
GB40415	76
GB46048	79
GB41872	79
GB45345	77
GB51361	79
GB41451	80
GB48457	80
GB44187	79
GB51464	80
GB49571	80
GB48526	79
GB41840	69
GB51819	71
GB52052	72
GB42817	78
GB42865	79
GB50065	63
GB43622	80
GB46322	80
GB50932	79
GB51000,GB51000	78
GB49349	79
GB42721	79
GB49098	78
GB45071	80
GB44828	80
GB40466,GB40466	78
GB46929	78
GB49946	78
GB45868	80
GB51080	78
GB53812	80
GB55448	70
GB52597	66
GB44918	79
GB45127	80
GB40388	78
GB54590	76
GB46151	76
GB42295	79
GB50299	79
GB50146	79
GB54651	77
GB53683	78
GB46452	77
GB53685,GB53685	77
GB48378	77
GB41037	75
GB42297	75
GB50130	77
GB43831	79
GB55348	77
GB51938	75
GB54512	78
GB47435	79
GB47073	79
GB45692	77
GB54264	79
GB43441	79
GB45131	78
GB53199	80
GB55931	80
GB47838	80
GB51725	79
GB46054	77
GB49188	80
GB50653	72
GB53062	80
GB46918,GB50327	79
GB50365	80
GB43245	72
GB47451	77
GB48157	79
GB46954	61
GB40359	78
GB49533	78
GB49589	78
GB44961	77
GB43172	75
GB51655	80
GB51029	80
GB40704	80
GB50955,GB48208	63
GB55830	72
GB53607	79
GB53380	80
GB43293	80
GB53411	78
GB41590	73
GB50228	80
GB48532	79
GB41610	80
GB51058	61
GB53582,GB53582	78
GB40946	80
GB49146	79
GB54268	78
GB53148	77
GB54140	78
GB48817	80
GB45429	79
GB52722	80
GB40614	78
GB49518	80
GB53092	78
GB45341	79
GB45732	73
GB51209	80
GB40578	78
GB43191	80
GB44123	76
GB42167	75
GB44656	80
GB43953	78
GB47184	80
GB47461	80
GB51302	80
GB51833	73
GB46338	65
GB55006	79
GB42268	76
GB45392	80
GB53239	76
GB44371	79
GB44184	79
GB53196,GB53196	79
GB47847	78
GB52893	79
GB40765	77
GB50226	78
GB52926	60
GB45833	79
GB53849	78
GB43271	70
GB51190	77
GB47502	78
GB46240	79
GB53174	78
GB44168	68
GB45275	79
GB50259	80
GB50090	77
GB52559	80
GB45955	75
GB45213	79
GB41290	76
GB40545	80
GB43097,GB43098	76
GB54728	77
GB48598	79
GB43906	79
GB42515	78
GB45902	78
GB41713	77
GB49087	80
GB53029	77
GB44276	78
GB41753	79
GB42781	79
GB49054,GB43751	79
GB51744	78
GB51964	70
GB47379	79
GB46218	79
GB54354	78
GB46267	75
GB46371	78
GB54097	76
GB52456	80
GB47661	79
GB47768	79
GB46327	76
GB42196,GB49726	72
GB41342	80
GB49425	77
GB46728	80
GB48967	78
GB44073	80
GB42661	77
GB51541	80
GB51418	78
GB50262	73
GB44616	78
GB42919	76
GB55094,GB55094,GB55094,GB55094	75
GB43552	74
GB55784	65
GB42681	77
GB44331	79
GB47575	78
GB54201	77
GB52755	56
GB48467	79
GB53013	77
GB55743	79
GB44766,GB44766	68
GB44615	80
GB49074	77
GB45852	79
GB41173	77
GB44901	78
GB42716,GB55345	77
GB41024	74
GB52057	79
GB53308	79
GB47343	77
GB52388,GB52408	52
GB42425	63
GB49231	79
GB51599	78
GB48165	79
GB48452	80
GB53238	78
GB40711	80
GB51630	74
GB49396	78
GB55507	80
GB43145	79
GB55831	75
GB42771	80
GB44996	75
GB49117	66
GB48778	79
GB40273	78
GB49780	71
GB47110	80
GB48982	79
GB50619	79
GB51393	74
GB44364	78
GB48690	79
GB54282	76
GB49355	79
GB53682	77
GB46740	78
GB40479	76
GB46466	80
GB52325	78
GB55307	78
GB47061	79
GB45087	77
GB50972	80
GB40842	73
GB44010	78
GB47114	80
GB55506	80
GB42680	80
GB49584	80
GB45645	75
GB41195	77
GB44882	77
GB52845	79
GB47626	80
GB44319	78
GB49704	80
GB44910	79
GB41520,GB41521	78
GB42383	74
GB53378	80
GB50609	73
GB44507	80
GB44556	79
GB42143	79
GB55517	79
GB50442	77
GB53088	80
GB48024	75
GB41807	77
GB51338	78
GB42286	79
GB40866	80
GB44761	80
GB40118	78
GB51095	80
GB48951	79
GB51632	68
GB42744	77
GB44344	78
GB55096	79
GB54762	80
GB52037	80
GB50166	77
GB44943	75
GB50078	79
GB40907	80
GB42382	79
GB40427	80
GB45507	78
GB42855	78
GB55190	68
GB46542	80
GB40106	80
GB53665	78
GB41730	79
GB45361	79
GB55259	79
GB49883	79
GB54957	79
GB51148	77
GB55369	79
GB42516	80
GB51818	75
GB52244	76
GB54101	78
GB54337	79
GB52687	79
GB43200	79
GB49285	77
GB48623	78
GB52979	79
GB41164	80
GB42296	80
GB48669	78
GB51937	80
GB49869	77
GB45151	79
GB49269,GB49269	75
GB44078	78
GB47411	79
GB48262	79
GB44791,GB44791,GB44791	78
GB53033	79
GB54674	68
GB50973	70
GB44941	79
GB44850	78
GB47450	77
GB42021	80
GB42997	80
GB53295	80
GB52275	79
GB43963	78
GB55986	78
GB55890	78
GB45340	79
GB50626	79
GB51608	78
GB52751	78
GB50474	78
GB40925	77
GB45189	80
GB55575,GB43649	78
GB40909	79
GB49025	80
GB44548	66
GB55693,GB55693	74
GB45152	79
GB47151	78
GB55491	80
GB53768	79
GB54847	74
GB48836	80
GB51508	78
GB50897	78
GB50337	80
GB43270	75
GB40948	79
GB46023	78
GB40824	79
GB50132,GB48490	78
GB41651	78
GB49714,GB49714	76
GB53155	77
GB42841	80
GB54812	79
GB42354	79
GB52542	78
GB48046,GB41540	61
GB44271	77
GB52510	78
GB43805	59
GB47845	77
GB52992	75
GB45492	79
GB49749	79
GB55459	80
GB54918,GB54918	76
GB53753	78
GB54347	77
GB49943	76
GB50257	80
GB41811	78
GB51211,GB51211	77
GB55187	78
GB47736	77
GB45287	79
GB53289	79
GB55576	74
GB54571	80
GB49827	79
GB44288	79
GB54052	76
GB48661	79
GB55587	80
GB51504	76
GB54228	80
GB46304,GB46308	74
GB44848	75
GB45408	78
GB54731	75
GB54049	80
GB51441,GB51441	77
GB49558	76
GB55569	79
GB51698	68
GB55508	80
GB45655	80
GB48811	80
GB44048	79
GB49535,GB49535,GB46266	76
GB46231	79
GB55400	78
GB48521,GB48521	77
GB40853	79
GB41962	72
GB52576	78
GB43104	77
GB41701	79
GB53331	75
GB44880	79
GB43217	80
GB55919	79
GB50021	80
GB44770	79
GB40548	78
GB42159	67
GB50701	79
GB48367	78
GB53439	79
GB43295	73
GB53268	79
GB51817	75
GB49284	77
GB50526	77
GB56009,GB56009,GB56009	77
GB43676	79
GB46910	79
GB48326	78
GB48028	79
GB53936	75
GB50066	70
GB45952	77
GB48462	75
GB54574	75
GB40541	80
GB54050	75
GB41710	79
GB41032	79
GB44909	79
GB53793	76
GB52616	80
GB55521	78
GB41769	79
GB48112	79
GB49081	79
GB43192	79
GB40296	78
GB55665	79
GB48313	80
GB42920	80
GB41280	79
GB52724	67
GB42965	76
GB51694	80
GB44662	80
GB42494	80
GB54167	79
GB40343	78
GB49012	79
GB55054,GB55054	77
GB49076	78
GB54867,GB53933	72
GB51697	65
GB55929	72
GB44517	78
GB46709	79
GB55494	78
GB47393	78
GB44346	80
GB50527	78
GB51713	80
GB42564	78
GB52763	79
GB41182	80
GB48750	79
GB50877	79
GB42850	79
GB54927	80
GB48816	78
GB55622,GB55621	60
GB44829	80
GB48911	79
GB52569	73
GB48136	79
GB49637	80
GB43867	77
GB42156	78
GB52623	79
GB40480	80
GB44997	80
GB55624	80
GB52686	78
GB45436	79
GB42840	80
GB45879,GB47131	73
GB55302	76
GB52820,GB53324	75
GB46641	79
GB54599	78
GB44575	76
GB51995	74
GB54971	77
GB46788	69
GB55158	78
GB49004	72
GB51495	78
GB40637	65
GB53820	80
GB50921,GB56021	75
GB55112	80
GB41617	80
GB42606	75
GB55530	74
GB42249	80
GB54988,GB54988,GB51379	77
GB43687	73
GB40775	80
GB41738	77
GB49219	79
GB41455	80
GB54499	77
GB45184	80
GB41063	80
GB40804	79
GB42994,GB42994	78
GB45654	78
GB53147	78
GB50265	66
GB50364	75
GB51809	78
GB49056	75
GB53039	78
GB54152,GB54150	73
GB41735	79
GB46628	77
GB46580	77
GB41028	80
GB51893	79
GB52260	80
GB45296	78
GB50168	79
GB46791	62
GB40208	80
GB45825	79
GB44557	76
GB55659	79
GB45364	75
GB54735	73
GB40513	76
GB48626,GB53757	72
GB42943	75
GB54217	80
GB55493	79
GB47041	73
GB40871	77
GB51646	76
GB41372	80
GB51558	75
GB52739	79
GB42479	79
GB43553	80
GB40931	75
GB43737	75
GB41768	79
GB44883	78
GB52421	80
GB52793	79
GB49484,GB49484	78
GB42275	80
GB46241	79
GB42689	80
GB48691	80
GB52424	78
GB50045	78
GB53084	77
GB45459	80
GB47111	78
GB47660	79
GB49155	79
GB40364	78
GB41257	79
GB42656	78
GB51755	79
GB44259	80
GB53715,GB53714	74
GB44688	77
GB45017	78
GB55594	76
GB50672	78
GB50627	68
GB46661	64
GB43004	77
GB46296	79
GB46029	79
GB40074,GB40074	78
GB47285	80
GB55823	79
GB42271	79
GB45830	77
GB50750	78
GB43247	62
GB50725	79
GB51143	80
GB51117	78
GB52813	76
GB49548	62
GB41672	79
GB48720	79
GB49380	79
GB44149	77
GB49066	78
GB41427	75
GB50094	78
GB54818	79
GB51064	80
GB49634	80
GB54689	78
GB45794,GB45794	78
GB42822	76
GB45254	78
GB44366	79
GB46565	77
GB40424	76
GB49473	80
GB40531,GB40534	76
GB46211	80
GB46895	80
GB43226	78
GB42932	79
GB44419	78
GB42666	79
GB54351	77
GB55003	79
GB53389	80
GB40112	79
GB52677	79
GB43782	79
GB51110	77
GB40783	78
GB51112	78
GB54093	78
GB46694	77
GB50392	77
GB45761	77
GB41863	79
GB53319	73
GB44792	80
GB41141	79
GB49497	80
GB53836	80
GB54234	80
GB40319	79
GB43709	79
GB47548	77
GB51226	78
GB53650	79
GB52255	78
GB45939	78
GB40278	79
GB45215	79
GB48566	79
GB53414	77
GB46423	79
GB41621	72
GB54661	78
GB40269	77
GB45134	73
GB51465	80
GB54745	79
GB47573	80
GB44751	78
GB45318	80
GB41632	79
GB42203	79
GB45665	77
GB51816	67
GB54139	76
GB40923	79
GB44629	78
GB51813	64
GB52775	73
GB45086,GB47066	77
GB54975	77
GB48169	79
GB48993,GB48993	70
GB42186	79
GB55589	79
GB51421	78
GB51894	78
GB46636	78
GB43745	76
GB55853	77
GB43888	78
GB54170	74
GB54118	72
GB51223	65
GB55560	79
GB54623	80
GB52726	80
GB51671	79
GB48749	80
GB43820	80
GB50986	66
GB54372	80
GB54189	74
GB46173	80
GB49400	77
GB40029	78
GB46246	78
GB46710	75
GB50892	79
GB54794	75
GB47333	79
GB44146	77
GB41082	78
GB42207	80
GB44747	77
GB47869	76
GB43205	78
GB40975	78
GB55945	79
GB40407	72
GB49957	74
GB42973	77
GB52812	79
GB44208	80
GB44423	80
GB54056	79
GB52118	71
GB50625	79
GB51814	77
GB48838	74
GB47389	80
GB52469	79
GB49114	79
GB52983	78
GB53365	80
GB54172	80
GB51400	78
GB43555	76
GB55585	77
GB51984	78
GB54985	80
GB50175	79
GB52254	79
GB55476	80
GB47188	76
GB40356	79
GB47427	79
GB54666	79
GB53180	77
GB45198	80
GB44524	79
GB41065	79
GB45046	80
GB40503	78
GB43225	79
GB50866,GB50866	79
GB53142	80
GB44020,GB47607,GB45935	75
GB43812	77
GB49915	73
GB53666	79
GB44148	80
GB41169	79
GB45415	79
GB47960	80
GB49725	69
GB40451	74
GB49412	75
GB55287	76
GB41866	79
GB48006	71
GB45938,GB45973	66
GB45871	79
GB54886	76
GB49839	78
GB48124	80
GB43565	78
GB42277	77
GB50594	74
GB42969	78
GB51160	80
GB50232	79
GB45976	76
GB43912	80
GB45499	66
GB50229	78
GB55504	80
GB55268	77
GB55503	79
GB45028	77
GB46792	73
GB40799	77
GB53124	78
GB54363	80
GB44621	80
GB42304	78
GB51689	77
GB46927	69
GB49803	80
GB53351,GB46992	77
GB40768,GB40809	75
GB53589	79
GB45827	78
GB46892	79
GB44493	74
GB50829	79
GB49353	80
GB55802	71
GB54643	76
GB45315	75
GB41080	79
GB50553	80
GB46263	80
GB52877	80
GB40442	79
GB46216	79
GB53835,GB53833	71
GB45837	80
GB51834	71
GB41045,GB41045	77
GB44292	80
GB44008	80
GB53055	77
GB43856	80
GB50864	77
GB40365	68
GB40091	78
GB52074	80
GB42644	79
GB49953	80
GB51013	79
GB54091	76
GB40063,GB40063	79
GB53336	78
GB41127	79
GB46735	80
GB44944	77
GB52955	78
GB48034	78
GB55453	77
GB49270,GB49270	74
GB40652	80
GB43135	78
GB52910	78
GB41147	79
GB54511	78
GB48078	79
GB53926	73
GB47456	78
GB49488	76
GB53220	79
GB50207	77
GB45986	80
GB45486	76
GB42355	78
GB43885	66
GB52628	79
GB49227	80
GB42941	79
GB54861	80
GB47346	79
GB50348	79
GB49344	71
GB53379,GB50129	73
GB52706	79
GB50678	77
GB43305	80
GB42142	79
GB47665	78
GB55584	79
GB41343	79
GB49173,GB51647	72
GB47813	78
GB55388	76
GB50793	79
GB52340	75
GB42664	77
GB53093	74
GB51163	80
GB44283	78
GB52259	78
GB45145,GB45145	75
GB48223	78
GB45862	79
GB54526	79
GB54923	74
GB41472	79
GB40599	78
GB48536	80
GB40718	75
GB50159,GB43064	75
GB55916	79
GB50977	78
GB54835,GB54835	79
GB55090	80
GB46305	77
GB40941	79
GB51622	79
GB50460	80
GB48454	77
GB44041	79
GB50652	78
GB42898	77
GB53815	78
GB48813	80
GB44049	79
GB47055	78
GB46015,GB46062	76
GB55772	73
GB52056,GB52054	77
GB43420	79
GB48115	78
GB50638	79
GB50063	80
GB49372	78
GB46952,GB46952,GB46952	77
GB52153	77
GB49962	79
GB40555	80
GB45919	80
GB52028	78
GB49323	73
GB45666	79
GB44519	77
GB40874	80
GB44946	73
GB40720	79
GB44207	78
GB44904	79
GB51345	79
GB46124	74
GB44772	70
GB47064	78
GB53709	79
GB43575	78
GB52523	77
GB52261	78
GB40894	80
GB51805,GB51805	79
GB49362	75
GB44396	78
GB49276	78
GB42428	71
GB52875	80
GB47420	59
GB47417	80
GB41373	80
GB53438	74
GB51125	78
GB41985	76
GB52667	70
GB40626	75
GB45458	78
GB54802	80
GB44232	80
GB42819	76
GB47966	77
GB42210	79
GB53679	79
GB41447	79
GB50809	80
GB54842	80
GB52658	80
GB52723	80
GB54042	80
GB41293	80
GB48230	80
GB51496	78
GB41488	79
GB50024	72
GB45810	77
GB44515	79
GB47554	80
GB51845,GB51844	67
GB56027	78
GB40796	78
GB51728	80
GB55777	64
GB40911	79
GB51092	74
GB46847	78
GB47409	80
GB46615	79
GB42237	79
GB47512	75
GB42963	73
GB49354	77
GB44081	79
GB45929	78
GB49342	79
GB40381	66
GB54510	80
GB47460	80
GB55466	73
GB50334	80
GB52073	80
GB43153	80
GB41043	80
GB52104	75
GB47338	73
GB42346	77
GB53299,GB53299	78
GB51335	80
GB50967	78
GB40998	79
GB41358	76
GB49449	72
GB52973	74
GB43684	77
GB42604	77
GB46541	80
GB50041	77
GB43231	74
GB49033	79
GB48144	62
GB52798	78
GB49240	77
GB42889	75
GB54308	80
GB55544	79
GB55438	79
GB41886	77
GB55984	79
GB47496	80
GB43623	80
GB49514	70
GB44771	75
GB53751	78
GB41834	78
GB42110	80
GB41797	79
GB44745	80
GB46248	79
GB53712	78
GB47432	77
GB47751	80
GB41513	80
GB52097	80
GB46889	79
GB44004	77
GB52654	77
GB43130	78
GB48973	79
GB52729	80
GB53321	80
GB40342	77
GB45497	77
GB45298	80
GB54210	78
GB44543	80
GB44511	80
GB44832	71
GB44011	78
GB44865	79
GB40128	76
GB40838	73
GB46255	78
GB55921	73
GB50390	78
GB42024	79
GB49776	80
GB50675	78
GB49722,GB55730	73
GB49262	69
GB40162	79
GB40304	80
GB54474,GB54474	77
GB42983	80
GB47462	80
GB48745	77
GB50642	80
GB52756	74
GB48301	74
GB51762	79
GB49939	78
GB48406	79
GB43248	56
GB54295	77
GB48979	51
GB41417	80
GB41727,GB41727	78
GB54570	80
GB52322	80
GB40385	80
GB55864	76
GB43075,GB43076,GB51790,GB51799	60
GB52725	72
GB45316,GB45316	79
GB46464,GB44763	78
GB41391,GB54040	79
GB52075	80
GB46493	78
GB46335,GB41276	78
GB44555	80
GB55283	80
GB43834	79
GB50694	79
GB55383	80
GB40271	76
GB43121	76
GB41671	80
GB54598	79
GB55282	79
GB40967	80
GB49469,GB52902	76
GB42722	79
GB49684	79
GB42106	80
GB51949	76
GB45650	70
GB42837	79
GB44676,GB44676	77
GB50282	75
GB42216	76
GB43184	80
GB50108	80
GB50289	79
GB54841,GB54841,GB54841,GB54841,GB54841	76
GB48022	76
GB52614	76
GB49448	78
GB50622,GB50622	78
GB44513	70
GB45304	79
GB49242	78
GB52895	77
GB54722	79
GB45689	77
GB49304	77
GB45258	78
GB40166	78
GB41689	76
GB44079	80
GB51883	78
GB46903	78
GB46870	77
GB47079	79
GB47443	79
GB49481	78
GB45324	77
GB47652	77
GB52105	79
GB41625	80
GB54379	80
GB45673	80
GB47662	79
GB55331	77
GB51009	80
GB50801	78
GB43627	79
GB42212,GB42213	77
GB50142	74
GB53189	79
GB49495	70
GB41843	80
GB53565	79
GB47236	78
GB44179	78
GB44802	79
GB42367	80
GB52043	74
GB46007	78
GB55711,GB53601	75
GB41598	79
GB53426	78
GB54328	78
GB43379	77
GB52805	79
GB40392	76
GB55413	78
GB42671	78
GB48948	76
GB49020	73
GB49626	76
GB45882	79
GB43894	80
GB44597	75
GB46790	80
GB55872	80
GB49118	80
GB48871	78
GB42279	77
GB48667	72
GB48728	73
GB42262	77
GB40750	80
GB53137	73
GB49156	68
GB42306	77
GB44418	78
GB45667	79
GB45357	78
GB42356	78
GB53632	79
GB52736	76
GB49303	77
GB50779	77
GB50704	80
GB47330	77
GB52675	79
GB48475	60
GB55509	77
GB45153	76
GB44422	79
GB53394,GB53394	79
GB47500	79
GB40015	79
GB42802,GB42802	79
GB51723	78
GB54364	80
GB52183,GB52183	74
GB53659	78
GB53030	80
GB54938	77
GB49882	79
GB48270	78
GB45948	80
GB55434	80
GB45313,GB45313	77
GB49543,GB42343	78
GB55646	79
GB52462	75
GB40559	78
GB48837	78
GB50202	78
GB55979	73
GB46204,GB46204	78
GB53338	78
GB46039,GB52107	61
GB44440	80
GB46132	78
GB54182	74
GB51395	80
GB55334,GB55335	72
GB44601	77
GB48858,GB48858,GB48858	77
GB42872	80
GB54342	75
GB41602	79
GB40891	79
GB42577	78
GB44119	75
GB44653	79
GB47740	73
GB49382	78
GB53538	80
GB54252	79
GB43942	76
GB52801	79
GB55805	80
GB52595,GB52595	77
GB49711,GB49711	79
GB49650,GB49650	76
GB44735	79
GB47274	79
GB42648	78
GB44018	73
GB50745	79
GB51719	76
GB54037	77
GB43890	80
GB41795	79
GB54729	80
GB43980	80
GB44334	79
GB53916	79
GB50509	68
GB55039	72
GB44301	79
GB47302	56
GB51699	80
GB55811	79
GB53634	75
GB45738	80
GB48151	79
GB43453	80
GB54797	78
GB49032	78
GB41430	76
GB42525	80
GB55203	74
GB47516	80
GB46521	77
GB55701	76
GB47752	76
GB41661	78
GB42759	77
GB50198	79
GB49230	80
GB50197	78
GB48175	79
GB42738	79
GB55078	76
GB53580,GB53580	78
GB50849	80
GB41562,GB41562,GB54005,GB54005,GB53265	55
GB53532	77
GB52791	79
GB48188	78
GB50117	72
GB41751	76
GB49551	77
GB52913	72
GB46603	77
GB48937	75
GB52640	77
GB42764	75
GB44369	80
GB49738	78
GB53002	78
GB46507	79
GB42593	76
GB54377	79
GB45036	79
GB45528	80
GB44544	79
GB47973	79
GB49763	72
GB44296	79
GB46026	76
GB55367	79
GB47489	79
GB45038	79
GB41459	76
GB46177	70
GB44116,GB47527	76
GB46169,GB40710	78
GB50338	79
GB43377	74
GB53743,GB53743,GB53743,GB53743	57
GB41998,GB41999	59
GB44549	69
GB48209	74
GB48555	72
GB40771	71
GB40538	77
GB45722	79
GB55549	74
GB48341	70
GB41265	79
GB48330	68
GB51077	78
GB46752	80
GB47383	80
GB53516	65
GB45202	77
GB49255	78
GB46005	69
GB40543	76
GB41244	78
GB46422	78
GB52702	77
GB54557	80
GB45012	79
GB41794	79
GB45491	80
GB44888	78
GB52933	79
GB45969,GB46281	79
GB49596	77
GB41073	80
GB53313	76
GB44810	78
GB50287	78
GB46765	72
GB54678	76
GB45924	80
GB41016	77
GB40320	79
GB43543	78
GB51074	77
GB47349	80
GB42161,GB42161	78
GB46184	76
GB44086	77
GB45366	77
GB52210	79
GB47791,GB45779	77
GB47279	66
GB43464	78
GB47217	76
GB46511	78
GB54844	75
GB40843	79
GB42457	80
GB48059,GB48059	75
GB43526	77
GB49753	77
GB48976	77
GB43105	78
GB49949	80
GB44932	78
GB48790	78
GB54356	74
GB47082	78
GB51592	80
GB44383	78
GB41160	79
GB44457	80
GB49492	74
GB47295	80
GB46448	72
GB46118	77
GB46061	79
GB44935	77
GB47814	77
GB48883	78
GB48560	60
GB51493	76
GB47998	80
GB50621	79
GB50514	78
GB42420	80
GB52744	78
GB42701	74
GB53261	67
GB46757	78
GB40145	79
GB47495	79
GB44056	79
GB54165	80
GB46265	77
GB52718	79
GB45597	76
GB41230	75
GB54573	79
GB49099	77
GB53046	75
GB43292	75
GB43125	77
GB45015	76
GB44251	80
GB46516	79
GB48372	78
GB48628	79
GB54131	79
GB46597	76
GB49078	48
GB53783	63
GB42874	74
GB44913	78
GB47964	79
GB55071	80
GB44420	79
GB47599	80
GB42085,GB42085	77
GB52768	78
GB43938	80
GB47571	79
GB53001	77
GB54132	77
GB44521	75
GB51506	75
GB45651	78
GB40119,GB40119	77
GB52517	78
GB45125	79
GB51188	78
GB49608	80
GB52712	79
GB51797	74
GB44974	73
GB53250	79
GB43816	79
GB41781	79
GB44134	74
GB50473	72
GB46576	77
GB53288	79
GB41499	79
GB45876	77
GB43495	77
GB55976	80
GB41967	74
GB44421	62
GB48325	76
GB50091	78
GB45860	76
GB44220	58
GB45452	80
GB49768	76
GB40072	78
GB44124	79
GB47089	80
GB55959	73
GB52697	80
GB44342	74
GB49582	79
GB50443	76
GB40086	66
GB50177	79
GB55463	80
GB46679	66
GB50276	78
GB47539	79
GB55501	80
GB50447	78
GB48846	76
GB48533	78
GB50753	78
GB54684	79
GB46178	74
GB50180	80
GB51042	77
GB51644	80
GB46612	75
GB40888	76
GB41754	77
GB40784	77
GB42369	73
GB49936	80
GB52598	67
GB49973	67
GB52671,GB52671	77
GB40945	76
GB53954	73
GB45856	80
GB48806	75
GB46028	78
GB47057	70
GB51341	73
GB42596	77
GB54753	80
GB41865,GB41865	78
GB49621	64
GB55183	80
GB54314	78
GB43660,GB43660,GB43660	69
GB49047	80
GB54450	71
GB40935	80
GB41483,GB43022	77
GB42082	76
GB49657,GB49657	79
GB55875	77
GB40903	79
GB44138	79
GB43692	79
GB49452	79
GB48812	79
GB51144	77
GB45703	80
GB41266	77
GB47627	80
GB49363	78
GB46027	80
GB44074,GB44133,GB41707	63
GB40730	77
GB53617	76
GB44494	67
GB44486	80
GB40107	76
GB42426	63
GB41670	66
GB54353	79
GB45863	78
GB54589	79
GB40030	80
GB41979	79
GB45864	80
GB41759	79
GB43128,GB43127	59
GB43790	74
GB52429	80
GB55454	78
GB40610	79
GB50890,GB50890	74
GB50935	79
GB45490	78
GB50900,GB50900	74
GB51570	79
GB48170	80
GB44680	78
GB48638	80
GB47016	72
GB54928	80
GB40574	79
GB41232	79
GB48351,GB40568	78
GB46663,GB46663,GB43932	78
GB55779	75
GB43500	63
GB41445	80
GB47832	78
GB48251	80
GB44799	67
GB50497	79
GB49854	69
GB46419	78
GB44633	73
GB46159	62
GB42202	80
GB55092,GB48318	79
GB54267	77
GB52956	79
GB54806	79
GB55514	80
GB50154	80
GB44965	76
GB53962	74
GB51710	78
GB46120	80
GB49027	79
GB42272	78
GB40302	80
GB45044	79
GB53518	77
GB55151	78
GB52876	79
GB50186	78
GB48468	53
GB55969	75
GB55710	76
GB44928	79
GB50037	77
GB51070	80
GB53604	76
GB47336	74
GB55351	80
GB51282	78
GB54958	79
GB49040	79
GB42770	79
GB54549	53
GB49930	70
GB51629	79
GB45111	78
GB50492	78
GB49090	80
GB51033	79
GB49801	79
GB53139,GB53139	76
GB40883	78
GB55870	78
GB49423	79
GB53823	78
GB54972	78
GB49496	79
GB40517,GB40517	77
GB49785	77
GB41890	79
GB46801	77
GB53440	77
GB44354	79
GB55892	79
GB49562	76
GB48709	80
GB40751	80
GB55630,GB55630	74
GB49871	76
GB46974	79
GB43788	76
GB43483	79
GB53302	78
GB41363	80
GB51720	78
GB54478	75
GB53329	74
GB43393	76
GB48215	79
GB52323	77
GB43416,GB53053	74
GB40463	79
GB42252	78
GB50191	78
GB40886	80
GB51518	77
GB52093	80
GB46143	75
GB53840	78
GB41732	80
GB54321	79
GB40537	80
GB51283	70
GB40615	74
GB55654	78
GB45701	60
GB52692	79
GB44233	76
GB54376	79
GB46283	79
GB44873	79
GB44177	80
GB50927	79
GB45593	79
GB44992	78
GB41742	79
GB45811	76
GB47105	80
GB55520	78
GB48371	74
GB44897	80
GB53161,GB53162	71
GB54980,GB55315	68
GB52251	79
GB47458	77
GB45883	74
GB47436	78
GB42184	80
GB53287	79
GB54937	74
GB54750	77
GB40782	75
GB51258	71
GB45826	78
GB49485	77
GB55165	68
GB41336	80
GB53257	79
GB46115	78
GB55499	80
GB51954	79
GB44439	78
GB49540	80
GB53363	80
GB52507	79
GB44983	80
GB50751	79
GB48437	78
GB49791,GB49792	51
GB45885	73
GB53099	78
GB40656	78
GB46071	80
GB50924	78
GB40885	78
GB43704	77
GB54765,GB54743	78
GB51667	61
GB40109	79
GB48380	79
GB51343	73
GB48417	80
GB51165	79
GB46086	79
GB44689	79
