gene	UNI
GB49444	0.853658537
GB51062	0.975609756
GB50705	0.87804878
GB48685,GB50292	1.0
GB41448	1.0
GB49794	0.975609756
GB45453	0.87804878
GB40495	0.853658537
GB40021	0.780487805
GB55475	1.0
GB48675	0.975609756
GB44927	1.0
GB53614	1.0
GB40671	0.926829268
GB50681	1.0
GB49107	0.9024390240000001
GB50274	1.0
GB48643	1.0
GB40500	1.0
GB51066	0.804878049
GB46786	1.0
GB52746	1.0
GB43213	0.975609756
GB49570	0.9024390240000001
GB48030,GB46377	1.0
GB53172	1.0
GB45051	1.0
GB52980	1.0
GB46065	0.975609756
GB41312	0.9024390240000001
GB42327	1.0
GB41069	1.0
GB40971	1.0
GB49961	1.0
GB44804	0.975609756
GB55848	0.975609756
GB42660	1.0
GB52349	1.0
GB44541	1.0
GB47425	1.0
GB46653	1.0
GB55279	0.9024390240000001
GB44972	0.926829268
GB54556	1.0
GB53671	1.0
GB44316	0.975609756
GB42675,GB42675	0.975609756
GB43602	1.0
GB49990	1.0
GB40411	0.17073170699999998
GB49651	0.975609756
GB45662	1.0
GB54699	0.951219512
GB44037	1.0
GB46450	0.9024390240000001
GB43897	0.87804878
GB46539	0.975609756
GB41908	0.975609756
GB49613	1.0
GB54422	1.0
GB51794	0.975609756
GB51257	1.0
GB49324	1.0
GB54715	1.0
GB45809,GB45809	1.0
GB40904	0.951219512
GB44581	1.0
GB55350	1.0
GB41688	1.0
GB46102	1.0
GB43159	0.951219512
GB48434	1.0
GB41798	1.0
GB55527	1.0
GB48489	0.926829268
GB47779	1.0
GB50160,GB50160	1.0
GB42884	1.0
GB41659	1.0
GB55147	1.0
GB42959,GB42958	0.804878049
GB55809,GB50017	1.0
GB41250	0.951219512
GB50043,GB50043	1.0
GB46069	1.0
GB55067	0.8292682929999999
GB49275,GB49273	0.926829268
GB41974	1.0
GB44350	1.0
GB41910	1.0
GB40123	0.682926829
GB52307	0.804878049
GB42750	0.951219512
GB52473	0.975609756
GB42567	0.951219512
GB46012	1.0
GB54543	1.0
GB46429	1.0
GB53042	1.0
GB52008	0.975609756
GB40149	1.0
GB43119	1.0
GB50941	1.0
GB45815	0.951219512
GB45207	0.975609756
GB42674	1.0
GB43391	0.9024390240000001
GB49969	1.0
GB55148	1.0
GB52091	1.0
GB49652	1.0
GB43719	0.975609756
GB47841	0.951219512
GB49688	0.926829268
GB44614	0.975609756
GB53163	0.707317073
GB45228	1.0
GB52316	1.0
GB44999	1.0
GB42856	1.0
GB48509	0.804878049
GB49235	1.0
GB40670	1.0
GB55846	0.804878049
GB51486	1.0
GB54658	0.951219512
GB43889	1.0
GB43954	0.9024390240000001
GB41844	1.0
GB42949	1.0
GB45518	1.0
GB55366	0.951219512
GB40901	1.0
GB54325	0.975609756
GB41094,GB41094	0.853658537
GB47748	1.0
GB45140	1.0
GB46036	1.0
GB45926	0.9024390240000001
GB48847	1.0
GB46431	1.0
GB50521,GB50521	0.87804878
GB41874	1.0
GB44687	0.975609756
GB50491	1.0
GB50911	0.9024390240000001
GB46165	1.0
GB44114,GB47820	1.0
GB41825	0.975609756
GB45777,GB48385	1.0
GB50640	1.0
GB51638	0.951219512
GB49534,GB49534	1.0
GB44516	0.926829268
GB44661,GB44455	1.0
GB47488,GB46971	0.975609756
GB47334	1.0
GB52651	0.975609756
GB44533	1.0
GB47876	1.0
GB50261	1.0
GB55074	1.0
GB49478	1.0
GB46746	0.7560975609999999
GB53846	0.975609756
GB48386	1.0
GB44082	1.0
GB45273	0.731707317
GB45278	0.951219512
GB40287	0.5121951220000001
GB44223	1.0
GB49870	0.975609756
GB50303	1.0
GB51264	0.634146341
GB48809	1.0
GB46436	1.0
GB47440	1.0
GB49309	0.975609756
GB47018,GB47018,GB47018	1.0
GB43000,GB43000	1.0
GB45072	0.731707317
GB50105	1.0
GB41136	1.0
GB54083	1.0
GB50730	1.0
GB49050	1.0
GB45713,GB45708	1.0
GB54332	0.707317073
GB52503	1.0
GB45363	1.0
GB55985	0.975609756
GB47081	0.975609756
GB44742	0.975609756
GB42224	0.975609756
GB43171	1.0
GB46684	1.0
GB41876	1.0
GB41864	0.9024390240000001
GB43149	0.926829268
GB50237	1.0
GB49089	1.0
GB52676	1.0
GB40282	0.926829268
GB51015	1.0
GB44347	0.975609756
GB40788	1.0
GB48938	0.780487805
GB47549	0.975609756
GB51912	0.975609756
GB52619,GB43636	1.0
GB43475	0.609756098
GB44690	1.0
GB42436	1.0
GB51967	0.87804878
GB46621	1.0
GB40563,GB55130	0.975609756
GB44031	0.853658537
GB51237	0.731707317
GB48889,GB48889	1.0
GB48786	1.0
GB44307	1.0
GB55757	0.634146341
GB50245	0.682926829
GB54627	0.975609756
GB45463,GB45463,GB54870	1.0
GB46973	0.975609756
GB50960	0.975609756
GB49528	0.975609756
GB54622	1.0
GB40580	1.0
GB49906	1.0
GB54124	0.41463414600000004
GB54493	1.0
GB49037	1.0
GB55896	1.0
GB54522	1.0
GB50586	1.0
GB45067	1.0
GB51431	1.0
GB54742	1.0
GB47102	1.0
GB48360	0.9024390240000001
GB49579	0.365853659
GB47230	1.0
GB54436	0.951219512
GB44387,GB44387	1.0
GB44295	1.0
GB45568	0.9024390240000001
GB43122	1.0
GB51828	0.975609756
GB45349	1.0
GB45343	0.9024390240000001
GB45052	0.975609756
GB41156	0.926829268
GB50244	0.951219512
GB44353	1.0
GB46627	0.975609756
GB52247	0.975609756
GB54428	0.951219512
GB45126	1.0
GB43561	0.975609756
GB48055	0.731707317
GB49896	0.951219512
GB41902	1.0
GB43052	1.0
GB44176	1.0
GB42854	0.951219512
GB42063	0.975609756
GB47106	1.0
GB42559	1.0
GB54242,GB54242	1.0
GB48160	1.0
GB50178	0.731707317
GB48370	1.0
GB52948	0.951219512
GB49590	1.0
GB55359	1.0
GB40217	1.0
GB52158	0.9024390240000001
GB47194	1.0
GB44570,GB45484	0.243902439
GB41487	0.975609756
GB40863	0.585365854
GB44592	1.0
GB45297	1.0
GB52797	1.0
GB55056	0.975609756
GB45031	1.0
GB42501	1.0
GB44900	1.0
GB50537	0.9024390240000001
GB50777	1.0
GB52557	1.0
GB42783	0.926829268
GB55333	1.0
GB42211	1.0
GB51525	1.0
GB46290	1.0
GB54809	1.0
GB51836	1.0
GB53949	1.0
GB55704	1.0
GB46908	1.0
GB48266	0.975609756
GB53376	1.0
GB41819	1.0
GB48596	1.0
GB49505	0.951219512
GB44199,GB44199	0.9024390240000001
GB55387	1.0
GB42892	0.9024390240000001
GB47962	0.951219512
GB55765	0.780487805
GB51749	0.975609756
GB53237	1.0
GB45457	1.0
GB42215	0.87804878
GB54784	1.0
GB50157	0.9024390240000001
GB45194	0.975609756
GB50126	0.975609756
GB46300	1.0
GB50069	1.0
GB53944	1.0
GB47942	0.853658537
GB47350	0.975609756
GB49190	1.0
GB52012	0.975609756
GB44982	0.682926829
GB47177	0.975609756
GB50493	0.682926829
GB45133	1.0
GB45413	1.0
GB43715	0.87804878
GB48125	1.0
GB54391	0.975609756
GB45695	1.0
GB53598	0.87804878
GB40944	1.0
GB47429	0.9024390240000001
GB49527	0.951219512
GB42960	0.975609756
GB44315	1.0
GB45663	0.926829268
GB44412	1.0
GB41188	0.951219512
GB53323	1.0
GB50871	0.975609756
GB49612	1.0
GB55403	0.975609756
GB55274	0.609756098
GB44072	1.0
GB54214	1.0
GB51505	0.975609756
GB55940	1.0
GB40437	0.8292682929999999
GB49327	0.19512195100000002
GB42651	1.0
GB49494	0.975609756
GB46339	1.0
GB54989	1.0
GB53035	0.975609756
GB43366	1.0
GB54994	1.0
GB51333	1.0
GB47737	0.87804878
GB44682	1.0
GB51063	1.0
GB54239	1.0
GB45555	1.0
GB52978	0.926829268
GB41294	1.0
GB55660	1.0
GB45875	0.975609756
GB44611	1.0
GB44293	0.975609756
GB48684	1.0
GB41171	0.5365853660000001
GB47503	1.0
GB47846	1.0
GB43435	0.951219512
GB45525,GB45524,GB44248	1.0
GB50506	1.0
GB52195	0.951219512
GB43637	1.0
GB51580	0.975609756
GB52704	1.0
GB41693	1.0
GB42487	1.0
GB46042	1.0
GB48337	1.0
GB44121	0.926829268
GB43113	1.0
GB50367	0.975609756
GB52498	0.804878049
GB55485	0.43902439
GB44099	0.926829268
GB50071	0.975609756
GB49120	1.0
GB42450	1.0
GB43162	0.975609756
GB46685	0.951219512
GB44636	1.0
GB50352	0.780487805
GB48746	0.8292682929999999
GB43738	1.0
GB42652	1.0
GB45175	1.0
GB46523	1.0
GB46692	0.9024390240000001
GB52045	0.975609756
GB40867,GB40947,GB40867	0.853658537
GB51354	1.0
GB42451	1.0
GB44436	1.0
GB48066,GB48782	0.975609756
GB46189	1.0
GB43551	1.0
GB47329	0.975609756
GB48678	0.951219512
GB46512	1.0
GB53251	1.0
GB47387	0.975609756
GB47423	0.951219512
GB51885	0.87804878
GB47250	1.0
GB42358	0.9024390240000001
GB53654	1.0
GB49486	0.975609756
GB46672	0.975609756
GB49604	0.975609756
GB45872	0.975609756
GB45684	0.926829268
GB41036	1.0
GB41982	1.0
GB47222	1.0
GB43015	1.0
GB48199	0.975609756
GB45128	1.0
GB47471	0.7560975609999999
GB49525	0.975609756
GB49841	0.951219512
GB51999	0.975609756
GB51738	1.0
GB44590	0.56097561
GB50891	1.0
GB50039	0.975609756
GB49909	0.975609756
GB50190	1.0
GB52627	1.0
GB47300	0.87804878
GB50802	1.0
GB54111	0.926829268
GB48416	0.585365854
GB48237	1.0
GB55489,GB55489	1.0
GB52588	1.0
GB54789	1.0
GB44163	0.975609756
GB41261	0.853658537
GB50511	1.0
GB43087	1.0
GB49966	0.8292682929999999
GB43411	1.0
GB40674	1.0
GB51726	0.926829268
GB45923	1.0
GB55299	1.0
GB44534	1.0
GB53788	1.0
GB47076	1.0
GB50290	1.0
GB53166	0.658536585
GB48456	1.0
GB48075	0.951219512
GB40363	0.975609756
GB44333	0.951219512
GB45180	0.682926829
GB45425	1.0
GB40766	1.0
GB48873	1.0
GB51560	1.0
GB47413,GB47413	1.0
GB51093	1.0
GB47189	1.0
GB49701	0.975609756
GB50471	0.975609756
GB47556	0.8292682929999999
GB44410	1.0
GB50015	0.975609756
GB41867	1.0
GB55877,GB55877	0.9024390240000001
GB48692	1.0
GB43256	1.0
GB44327	0.951219512
GB42551	0.975609756
GB50031	1.0
GB55893	1.0
GB54190	1.0
GB45314	0.87804878
GB47260	1.0
GB55930	0.87804878
GB43697	1.0
GB44325	1.0
GB52047	0.975609756
GB54935	0.609756098
GB44175	1.0
GB53782	1.0
GB50281	1.0
GB40999	0.975609756
GB54144	0.951219512
GB47042	0.853658537
GB45778	0.9024390240000001
GB47043	0.926829268
GB46773,GB40332	1.0
GB49169	0.975609756
GB45985	0.951219512
GB45487	0.9024390240000001
GB44757	1.0
GB46972	1.0
GB45534	1.0
GB55390	0.951219512
GB49456	0.975609756
GB52929	1.0
GB55971	0.975609756
GB40335	0.975609756
GB52360	0.926829268
GB42534	0.9024390240000001
GB42023	1.0
GB50418	0.975609756
GB55537	1.0
GB50748	0.9024390240000001
GB40577	1.0
GB52785	1.0
GB47007	1.0
GB42945	0.975609756
GB41304	1.0
GB47232	0.975609756
GB54608	0.87804878
GB49330	1.0
GB42096	0.975609756
GB49622	1.0
GB41211	1.0
GB44526	1.0
GB53700	1.0
GB48539	1.0
GB42747	1.0
GB46640	0.804878049
GB41397	1.0
GB52904	1.0
GB53045,GB53043	1.0
GB49130	1.0
GB40201,GB40191,GB40184,GB40197,GB40200,GB40186,GB47122,GB40184,GB47122,GB47121,GB40194,GB40196,GB40193,GB40197,GB40183,GB40187,GB40192,GB46573,GB47122	0.926829268
GB43107,GB43108	0.853658537
GB45495,GB40976	1.0
GB45618,GB45618	0.292682927
GB43549	0.975609756
GB50648	0.951219512
GB41704	1.0
GB44156	0.951219512
GB54145	1.0
GB43079	0.9024390240000001
GB42454	1.0
GB41463,GB41464	1.0
GB48608	0.87804878
GB43277	0.87804878
GB49315	1.0
GB42020	1.0
GB50741	0.12195122
GB50812	0.951219512
GB41281	1.0
GB48469	1.0
GB48563	1.0
GB43984,GB45309	0.951219512
GB41212,GB53028,GB40624,GB49394	1.0
GB48557	0.975609756
GB40064	0.87804878
GB42848	0.975609756
GB52427	0.951219512
GB52282	1.0
GB41856	1.0
GB54986	1.0
GB40076	0.975609756
GB40980	1.0
GB52423	1.0
GB41315	0.951219512
GB44285	1.0
GB49967	0.975609756
GB49152	1.0
GB45776,GB45776	0.7560975609999999
GB51634	1.0
GB49466	1.0
GB42732	0.975609756
GB45733	1.0
GB51968	1.0
GB41002,GB41003	0.8292682929999999
GB42313	1.0
GB52825	1.0
GB53333	1.0
GB51751	1.0
GB40592,GB53981	1.0
GB46480	0.43902439
GB40274	0.975609756
GB48677	1.0
GB46360,GB46360	1.0
GB49124	1.0
GB55619	1.0
GB46609	1.0
GB48765	0.487804878
GB47984	0.5365853660000001
GB42223	1.0
GB50409	1.0
GB55278	0.951219512
GB44579	0.975609756
GB53520	0.780487805
GB51494	1.0
GB49843	0.975609756
GB43487	0.975609756
GB50957	0.975609756
GB52953	1.0
GB46960	1.0
GB55505	1.0
GB47635	0.219512195
GB51040	1.0
GB46257	0.975609756
GB47235	0.951219512
GB51119	0.975609756
GB54261	0.951219512
GB50771	0.951219512
GB40158	0.951219512
GB43502	1.0
GB44222	0.951219512
GB55632	1.0
GB51198	0.951219512
GB49559	1.0
GB40816	0.975609756
GB43095	1.0
GB42190	1.0
GB44567	0.951219512
GB54881	1.0
GB53126	0.951219512
GB44936	1.0
GB49852	0.951219512
GB47278	0.926829268
GB52314	1.0
GB46273	0.975609756
GB55389	0.975609756
GB53862	0.87804878
GB52937	1.0
GB48122	1.0
GB43836	0.975609756
GB40693	0.975609756
GB53830	0.975609756
GB40654	1.0
GB52211	1.0
GB41827	0.975609756
GB40415	0.926829268
GB46048	1.0
GB41872	1.0
GB45345	0.87804878
GB51361	1.0
GB41451	1.0
GB48457	1.0
GB44187	1.0
GB51464	1.0
GB49571	1.0
GB48526	0.9024390240000001
GB41840	0.048780488
GB51819	0.585365854
GB52052	0.926829268
GB42817	0.951219512
GB42865	1.0
GB50065	0.292682927
GB43622	1.0
GB46322	1.0
GB50932	0.975609756
GB51000,GB51000	1.0
GB49349	1.0
GB42721	0.975609756
GB49098	1.0
GB45071	1.0
GB44828	1.0
GB40466,GB40466	1.0
GB46929	0.975609756
GB49946	1.0
GB45868	1.0
GB51080	0.9024390240000001
GB53812	1.0
GB55448	0.341463415
GB52597	0.341463415
GB44918	1.0
GB45127	1.0
GB40388	1.0
GB54590	0.975609756
GB46151	0.951219512
GB42295	1.0
GB50299	0.9024390240000001
GB50146	0.975609756
GB54651	0.951219512
GB53683	0.975609756
GB46452	1.0
GB53685,GB53685	0.975609756
GB48378	1.0
GB41037	0.9024390240000001
GB42297	0.975609756
GB50130	0.975609756
GB43831	1.0
GB55348	1.0
GB51938	0.926829268
GB54512	1.0
GB47435	1.0
GB47073	1.0
GB45692	0.975609756
GB54264	0.975609756
GB43441	1.0
GB45131	1.0
GB53199	1.0
GB55931	1.0
GB47838	1.0
GB51725	1.0
GB46054	0.975609756
GB49188	1.0
GB50653	0.31707317100000004
GB53062	1.0
GB46918,GB50327	1.0
GB50365	1.0
GB43245	0.926829268
GB47451	0.951219512
GB48157	0.975609756
GB46954	0.609756098
GB40359	0.975609756
GB49533	0.951219512
GB49589	1.0
GB44961	1.0
GB43172	1.0
GB51655	1.0
GB51029	1.0
GB40704	1.0
GB50955,GB48208	1.0
GB55830	0.8292682929999999
GB53607	1.0
GB53380	1.0
GB43293	1.0
GB53411	0.951219512
GB41590	0.975609756
GB50228	1.0
GB48532	0.9024390240000001
GB41610	1.0
GB51058	0.341463415
GB53582,GB53582	1.0
GB40946	1.0
GB49146	0.975609756
GB54268	1.0
GB53148	0.926829268
GB54140	0.975609756
GB48817	1.0
GB45429	1.0
GB52722	1.0
GB40614	0.975609756
GB49518	1.0
GB53092	1.0
GB45341	0.975609756
GB45732	0.951219512
GB51209	1.0
GB40578	0.975609756
GB43191	1.0
GB44123	0.926829268
GB42167	0.804878049
GB44656	1.0
GB43953	0.975609756
GB47184	1.0
GB47461	1.0
GB51302	1.0
GB51833	0.707317073
GB46338	0.463414634
GB55006	1.0
GB42268	0.926829268
GB45392	1.0
GB53239	0.975609756
GB44371	1.0
GB44184	0.975609756
GB53196,GB53196	1.0
GB47847	1.0
GB52893	0.975609756
GB40765	0.975609756
GB50226	0.975609756
GB52926	0.487804878
GB45833	0.975609756
GB53849	1.0
GB43271	0.804878049
GB51190	0.926829268
GB47502	1.0
GB46240	0.975609756
GB53174	1.0
GB44168	0.487804878
GB45275	0.975609756
GB50259	1.0
GB50090	1.0
GB52559	1.0
GB45955	1.0
GB45213	1.0
GB41290	0.292682927
GB40545	1.0
GB43097,GB43098	1.0
GB54728	0.975609756
GB48598	1.0
GB43906	1.0
GB42515	1.0
GB45902	0.975609756
GB41713	0.463414634
GB49087	1.0
GB53029	0.975609756
GB44276	0.951219512
GB41753	0.9024390240000001
GB42781	1.0
GB49054,GB43751	1.0
GB51744	0.975609756
GB51964	0.975609756
GB47379	0.975609756
GB46218	0.975609756
GB54354	0.87804878
GB46267	1.0
GB46371	0.975609756
GB54097	1.0
GB52456	1.0
GB47661	1.0
GB47768	1.0
GB46327	0.975609756
GB42196,GB49726	0.975609756
GB41342	1.0
GB49425	0.975609756
GB46728	1.0
GB48967	0.951219512
GB44073	1.0
GB42661	0.9024390240000001
GB51541	1.0
GB51418	0.975609756
GB50262	0.853658537
GB44616	0.951219512
GB42919	0.975609756
GB55094,GB55094,GB55094,GB55094	1.0
GB43552	0.780487805
GB55784	1.0
GB42681	1.0
GB44331	1.0
GB47575	0.975609756
GB54201	0.926829268
GB52755	1.0
GB48467	1.0
GB53013	0.975609756
GB55743	0.975609756
GB44766,GB44766	0.243902439
GB44615	1.0
GB49074	1.0
GB45852	1.0
GB41173	0.951219512
GB44901	0.975609756
GB42716,GB55345	0.975609756
GB41024	1.0
GB52057	1.0
GB53308	0.975609756
GB47343	0.975609756
GB52388,GB52408	0.585365854
GB42425	0.56097561
GB49231	1.0
GB51599	1.0
GB48165	1.0
GB48452	1.0
GB53238	1.0
GB40711	1.0
GB51630	1.0
GB49396	0.87804878
GB55507	1.0
GB43145	0.975609756
GB55831	0.87804878
GB42771	1.0
GB44996	0.951219512
GB49117	0.39024390200000003
GB48778	1.0
GB40273	1.0
GB49780	0.19512195100000002
GB47110	1.0
GB48982	1.0
GB50619	0.975609756
GB51393	0.780487805
GB44364	1.0
GB48690	1.0
GB54282	0.975609756
GB49355	1.0
GB53682	0.951219512
GB46740	0.951219512
GB40479	1.0
GB46466	1.0
GB52325	0.951219512
GB55307	0.975609756
GB47061	1.0
GB45087	0.926829268
GB50972	1.0
GB40842	0.41463414600000004
GB44010	0.975609756
GB47114	1.0
GB55506	1.0
GB42680	1.0
GB49584	1.0
GB45645	0.926829268
GB41195	0.853658537
GB44882	0.951219512
GB52845	1.0
GB47626	1.0
GB44319	0.975609756
GB49704	1.0
GB44910	1.0
GB41520,GB41521	1.0
GB42383	0.804878049
GB53378	1.0
GB50609	0.707317073
GB44507	1.0
GB44556	1.0
GB42143	1.0
GB55517	0.975609756
GB50442	1.0
GB53088	1.0
GB48024	1.0
GB41807	1.0
GB51338	0.951219512
GB42286	1.0
GB40866	1.0
GB44761	1.0
GB40118	0.975609756
GB51095	1.0
GB48951	0.975609756
GB51632	1.0
GB42744	0.951219512
GB44344	0.975609756
GB55096	1.0
GB54762	1.0
GB52037	1.0
GB50166	0.951219512
GB44943	0.926829268
GB50078	0.975609756
GB40907	1.0
GB42382	0.975609756
GB40427	1.0
GB45507	1.0
GB42855	0.951219512
GB55190	0.585365854
GB46542	1.0
GB40106	1.0
GB53665	0.951219512
GB41730	1.0
GB45361	0.975609756
GB55259	1.0
GB49883	1.0
GB54957	0.975609756
GB51148	0.87804878
GB55369	0.975609756
GB42516	1.0
GB51818	0.951219512
GB52244	0.9024390240000001
GB54101	0.804878049
GB54337	0.975609756
GB52687	1.0
GB43200	0.975609756
GB49285	0.951219512
GB48623	1.0
GB52979	0.975609756
GB41164	1.0
GB42296	1.0
GB48669	0.975609756
GB51937	1.0
GB49869	1.0
GB45151	1.0
GB49269,GB49269	0.8292682929999999
GB44078	0.975609756
GB47411	0.975609756
GB48262	0.9024390240000001
GB44791,GB44791,GB44791	0.975609756
GB53033	0.975609756
GB54674	0.5365853660000001
GB50973	0.7560975609999999
GB44941	0.975609756
GB44850	0.975609756
GB47450	0.951219512
GB42021	1.0
GB42997	1.0
GB53295	1.0
GB52275	0.951219512
GB43963	0.951219512
GB55986	0.975609756
GB55890	1.0
GB45340	0.975609756
GB50626	1.0
GB51608	0.87804878
GB52751	0.975609756
GB50474	1.0
GB40925	0.853658537
GB45189	1.0
GB55575,GB43649	0.975609756
GB40909	1.0
GB49025	1.0
GB44548	0.43902439
GB55693,GB55693	0.975609756
GB45152	1.0
GB47151	0.951219512
GB55491	1.0
GB53768	0.975609756
GB54847	0.951219512
GB48836	1.0
GB51508	1.0
GB50897	1.0
GB50337	1.0
GB43270	0.487804878
GB40948	1.0
GB46023	1.0
GB40824	1.0
GB50132,GB48490	0.975609756
GB41651	1.0
GB49714,GB49714	0.951219512
GB53155	0.926829268
GB42841	1.0
GB54812	1.0
GB42354	0.975609756
GB52542	0.975609756
GB48046,GB41540	0.9024390240000001
GB44271	0.975609756
GB52510	1.0
GB43805	0.682926829
GB47845	0.975609756
GB52992	0.9024390240000001
GB45492	0.975609756
GB49749	1.0
GB55459	1.0
GB54918,GB54918	0.951219512
GB53753	0.975609756
GB54347	0.926829268
GB49943	0.975609756
GB50257	1.0
GB41811	0.951219512
GB51211,GB51211	0.975609756
GB55187	0.951219512
GB47736	0.951219512
GB45287	1.0
GB53289	1.0
GB55576	0.365853659
GB54571	1.0
GB49827	0.975609756
GB44288	0.975609756
GB54052	0.9024390240000001
GB48661	1.0
GB55587	1.0
GB51504	0.926829268
GB54228	1.0
GB46304,GB46308	0.975609756
GB44848	1.0
GB45408	0.951219512
GB54731	0.9024390240000001
GB54049	1.0
GB51441,GB51441	0.87804878
GB49558	0.87804878
GB55569	1.0
GB51698	0.609756098
GB55508	1.0
GB45655	1.0
GB48811	1.0
GB44048	1.0
GB49535,GB49535,GB46266	1.0
GB46231	1.0
GB55400	1.0
GB48521,GB48521	0.975609756
GB40853	1.0
GB41962	0.7560975609999999
GB52576	0.975609756
GB43104	0.951219512
GB41701	1.0
GB53331	0.926829268
GB44880	0.975609756
GB43217	1.0
GB55919	0.975609756
GB50021	1.0
GB44770	1.0
GB40548	0.951219512
GB42159	1.0
GB50701	1.0
GB48367	0.975609756
GB53439	0.975609756
GB43295	0.8292682929999999
GB53268	0.975609756
GB51817	0.926829268
GB49284	0.951219512
GB50526	0.951219512
GB56009,GB56009,GB56009	0.975609756
GB43676	1.0
GB46910	1.0
GB48326	0.975609756
GB48028	1.0
GB53936	0.9024390240000001
GB50066	0.26829268300000003
GB45952	0.853658537
GB48462	0.975609756
GB54574	0.975609756
GB40541	1.0
GB54050	0.634146341
GB41710	0.975609756
GB41032	0.975609756
GB44909	0.975609756
GB53793	0.8292682929999999
GB52616	1.0
GB55521	0.975609756
GB41769	1.0
GB48112	0.975609756
GB49081	1.0
GB43192	0.975609756
GB40296	0.975609756
GB55665	0.975609756
GB48313	1.0
GB42920	1.0
GB41280	1.0
GB52724	0.975609756
GB42965	0.9024390240000001
GB51694	1.0
GB44662	1.0
GB42494	1.0
GB54167	0.975609756
GB40343	0.951219512
GB49012	0.975609756
GB55054,GB55054	0.926829268
GB49076	1.0
GB54867,GB53933	1.0
GB51697	0.56097561
GB55929	0.975609756
GB44517	1.0
GB46709	1.0
GB55494	1.0
GB47393	0.951219512
GB44346	1.0
GB50527	0.975609756
GB51713	1.0
GB42564	0.951219512
GB52763	1.0
GB41182	1.0
GB48750	1.0
GB50877	0.975609756
GB42850	1.0
GB54927	1.0
GB48816	0.975609756
GB55622,GB55621	0.853658537
GB44829	1.0
GB48911	0.975609756
GB52569	0.585365854
GB48136	1.0
GB49637	1.0
GB43867	0.975609756
GB42156	0.9024390240000001
GB52623	1.0
GB40480	1.0
GB44997	1.0
GB55624	1.0
GB52686	0.951219512
GB45436	1.0
GB42840	1.0
GB45879,GB47131	0.9024390240000001
GB55302	0.975609756
GB52820,GB53324	1.0
GB46641	0.975609756
GB54599	0.975609756
GB44575	0.9024390240000001
GB51995	0.926829268
GB54971	1.0
GB46788	0.707317073
GB55158	1.0
GB49004	0.7560975609999999
GB51495	1.0
GB40637	0.5121951220000001
GB53820	1.0
GB50921,GB56021	0.975609756
GB55112	1.0
GB41617	1.0
GB42606	0.8292682929999999
GB55530	0.975609756
GB42249	1.0
GB54988,GB54988,GB51379	1.0
GB43687	1.0
GB40775	1.0
GB41738	0.975609756
GB49219	0.975609756
GB41455	1.0
GB54499	1.0
GB45184	1.0
GB41063	1.0
GB40804	0.975609756
GB42994,GB42994	1.0
GB45654	1.0
GB53147	0.975609756
GB50265	0.682926829
GB50364	1.0
GB51809	1.0
GB49056	0.9024390240000001
GB53039	0.951219512
GB54152,GB54150	0.853658537
GB41735	1.0
GB46628	0.975609756
GB46580	0.975609756
GB41028	1.0
GB51893	1.0
GB52260	1.0
GB45296	1.0
GB50168	1.0
GB46791	0.487804878
GB40208	1.0
GB45825	0.975609756
GB44557	0.926829268
GB55659	1.0
GB45364	0.87804878
GB54735	0.804878049
GB40513	0.926829268
GB48626,GB53757	0.707317073
GB42943	0.926829268
GB54217	1.0
GB55493	0.975609756
GB47041	0.8292682929999999
GB40871	0.975609756
GB51646	0.9024390240000001
GB41372	1.0
GB51558	1.0
GB52739	1.0
GB42479	1.0
GB43553	1.0
GB40931	0.975609756
GB43737	0.975609756
GB41768	0.9024390240000001
GB44883	0.975609756
GB52421	1.0
GB52793	0.975609756
GB49484,GB49484	0.9024390240000001
GB42275	1.0
GB46241	0.975609756
GB42689	1.0
GB48691	1.0
GB52424	0.975609756
GB50045	0.975609756
GB53084	1.0
GB45459	1.0
GB47111	0.975609756
GB47660	1.0
GB49155	1.0
GB40364	0.951219512
GB41257	0.975609756
GB42656	1.0
GB51755	0.975609756
GB44259	1.0
GB53715,GB53714	1.0
GB44688	1.0
GB45017	1.0
GB55594	0.926829268
GB50672	1.0
GB50627	0.926829268
GB46661	0.853658537
GB43004	1.0
GB46296	0.975609756
GB46029	0.975609756
GB40074,GB40074	0.9024390240000001
GB47285	1.0
GB55823	1.0
GB42271	0.975609756
GB45830	1.0
GB50750	0.975609756
GB43247	0.731707317
GB50725	0.975609756
GB51143	1.0
GB51117	0.951219512
GB52813	0.9024390240000001
GB49548	0.487804878
GB41672	0.975609756
GB48720	0.975609756
GB49380	1.0
GB44149	0.951219512
GB49066	1.0
GB41427	0.975609756
GB50094	0.9024390240000001
GB54818	1.0
GB51064	1.0
GB49634	1.0
GB54689	1.0
GB45794,GB45794	1.0
GB42822	1.0
GB45254	0.951219512
GB44366	1.0
GB46565	0.975609756
GB40424	0.8292682929999999
GB49473	1.0
GB40531,GB40534	0.975609756
GB46211	1.0
GB46895	1.0
GB43226	0.975609756
GB42932	1.0
GB44419	0.975609756
GB42666	1.0
GB54351	0.975609756
GB55003	1.0
GB53389	1.0
GB40112	1.0
GB52677	0.975609756
GB43782	1.0
GB51110	0.926829268
GB40783	1.0
GB51112	0.951219512
GB54093	1.0
GB46694	0.975609756
GB50392	1.0
GB45761	0.975609756
GB41863	0.975609756
GB53319	0.780487805
GB44792	1.0
GB41141	0.975609756
GB49497	1.0
GB53836	1.0
GB54234	1.0
GB40319	1.0
GB43709	1.0
GB47548	0.87804878
