gene	EVR
GB54222	0.9837
GB48102	0.997
GB50370	0.9759
GB45173	0.8846
GB43448	0.8279
GB50767	1.4112
GB47405	0.9065
GB51218	1.5255
GB52025	0.9389
GB41998	0.7995
GB53034	1.1711
GB53794	0.9657
GB51633,GB51633	0.8974
GB46873	1.3286
GB53300	0.9888
GB45005	1.0054
GB47277	1.0503
GB41400	0.8983
GB44373	0.9234
GB49444	1.8880000000000001
GB51062	0.7681
GB50705	0.986
GB48685,GB50292	1.0237
GB41448	0.8536
GB49794	1.1821
GB45453	0.941
GB40495	0.9483
GB40021	1.9981
GB55475	0.8034
GB48675	0.8327
GB44927	0.7684
GB53614	0.8933
GB40671	0.9424
GB50681	0.856
GB49107	1.4512
GB50274	0.7208
GB48643	0.7883
GB40500	0.981
GB51066	1.1678
GB46786	0.8378
GB52746	1.032
GB43213	0.9259999999999999
GB49570	0.8211
GB48030,GB46377	0.8804
GB53172	0.7977
GB45051	1.2753
GB52980	0.8484
GB46065	1.3953
GB41312	1.2043
GB42327	0.9196
GB41069	0.8669
GB40971	0.8188
GB49961	0.8326
GB44804	1.0363
GB55848	0.8873
GB42660	1.2615
GB52349	0.772
GB44541	0.9991
GB47425	1.1257
GB46653	1.3037
GB55279	1.3301
GB44972	0.812
GB54556	0.8492
GB53671	0.8161
GB44316	1.0291
GB42675,GB42675	1.0065
GB43602	1.0701
GB49990	0.8054
GB40411	1.0794
GB49651	0.8282
GB45662	0.8555
GB54699	1.5813
GB44037	0.8623
GB46450	0.8691
GB43897	1.4059
GB46539	0.8419
GB41908	1.0756
GB49613	0.9574
GB54422	0.795
GB51794	1.1343
GB51257	0.8257
GB49324	1.0079
GB54715	1.2088
GB45809,GB45809	1.1833
GB40904	1.1501
GB44581	0.8993
GB55350	0.8365
GB41688	0.7504
GB46102	0.7924
GB43159	1.0538
GB48434	0.8642
GB41798	0.8027
GB55527	0.9372
GB48489	0.9124
GB47779	1.0018
GB50160,GB50160	0.9484
GB42884	1.1455
GB41659	0.8845
GB55147	1.207
GB42959,GB42958	1.5613
GB55809,GB50017	0.8369
GB41250	1.238
GB50043,GB50043	0.992
GB46069	0.9009999999999999
GB55067	1.1718
GB49275,GB49273	1.0002
GB41974	0.8109999999999999
GB44350	0.8057
GB41910	0.9689
GB40123	0.9233
GB52307	1.3402
GB42750	0.9129
GB52473	1.2896
GB42567	0.94
GB46012	0.888
GB54543	0.8071
GB46429	1.0938
GB53042	0.8767
GB52008	0.9043
GB40149	0.9615
GB43119	1.1927
GB50941	0.9608
GB45815	1.0319
GB45207	0.8236
GB42674	0.7838
GB43391	1.2756
GB49969	1.0295
GB55148	1.0771
GB52091	0.7281
GB49652	0.841
GB43719	0.7861
GB47841	0.9519
GB49688	1.0501
GB44614	1.0462
GB53163	1.3374
GB45228	1.1379
GB52316	1.2435
GB44999	1.178
GB42856	0.8616
GB48509	1.1853
GB49235	0.9341
GB40670	0.8486
GB55846	0.9415
GB51486	0.9559
GB54658	1.1548
GB43889	1.0902
GB43954	1.5563
GB41844	0.9323
GB42949	0.8874
GB45518	0.7717
GB55366	1.4754
GB40901	0.7729
GB54325	0.8129
GB41094,GB41094	0.8764
GB47748	0.9735
GB45140	0.9873
GB46036	0.992
GB45926	0.7236
GB48847	0.9401
GB46431	0.7683
GB50521,GB50521	1.3093
GB41874	0.7798
GB44687	0.8281
GB50491	1.0109
GB50911	0.8993
GB46165	0.9769
GB44114,GB47820	1.0933
GB41825	1.1176
GB45777,GB48385	1.0847
GB50640	0.7744
GB51638	1.8869
GB49534,GB49534	0.7535
GB44516	0.932
GB44661,GB44455	1.141
GB47488,GB46971	1.2662
GB47334	0.8641
GB52651	0.8991
GB44533	1.3208
GB47876	0.7323
GB50261	0.8831
GB55074	0.9745
GB49478	1.5232
GB46746	1.4484
GB53846	1.3296
GB48386	0.8041
GB44082	0.7726
GB45273	1.6131
GB45278	1.3336
GB40287	1.368
GB44223	1.1006
GB49870	0.8366
GB50303	0.7758
GB51264	0.8740000000000001
GB48809	1.4827
GB46436	0.9578
GB47440	0.8177
GB49309	1.035
GB47018,GB47018,GB47018	1.1705
GB43000,GB43000	1.089
GB45072	1.7498
GB50105	1.0779
GB41136	1.4718
GB54083	0.8148
GB50730	0.9182
GB49050	1.0312
GB45713,GB45708	0.9027
GB54332	1.0527
GB52503	0.8781
GB45363	1.4177
GB55985	0.9143
GB47081	1.0426
GB44742	0.9277
GB42224	0.8955
GB43171	0.7614
GB46684	0.8142
GB41876	0.8303
GB41864	1.7756
GB43149	1.074
GB50237	1.4373
GB49089	0.8807
GB52676	1.1515
GB40282	1.0996
GB51015	1.1908
GB44347	0.9493
GB40788	0.8311
GB48938	1.0595
GB47549	0.9754
GB51912	1.1716
GB52619,GB43636	0.9606
GB43475	0.8228
GB44690	0.7508
GB42436	1.0785
GB51967	0.9729
GB46621	1.0611
GB40563,GB55130	0.8327
GB44031	1.0867
GB51237	1.07
GB48889,GB48889	0.8425
GB48786	0.9056
GB44307	1.0166
GB55757	1.6549
GB50245	1.3649
GB54627	0.8907
GB45463,GB45463,GB54870	0.9467
GB46973	1.1127
GB50960	1.3446
GB49528	0.802
GB54622	0.8918
GB40580	0.7977
GB49906	0.8089
GB54124	1.2114
GB54493	0.8552
GB49037	0.8122
GB55896	0.8116
GB54522	1.0317
GB50586	1.0958
GB45067	0.8569
GB51431	0.8617
GB54742	1.0988
GB47102	0.9435
GB48360	1.0523
GB49579	1.2722
GB47230	1.5235
GB54436	0.9229999999999999
GB44387,GB44387	0.8957
GB44295	0.7974
GB45568	0.9492
GB43122	1.074
GB51828	1.0826
GB45349	1.2024
GB45343	0.9232
GB45052	0.8303
GB41156	0.8769
GB50244	1.1417
GB44353	1.0051
GB46627	1.0927
GB52247	1.3681
GB54428	2.0584
GB45126	0.855
GB43561	1.6386
GB48055	0.8754
GB49896	0.8208
GB41902	1.1364
GB43052	0.7852
GB44176	0.9782
GB42854	0.9423
GB42063	1.0006
GB47106	0.8552
GB42559	0.8856
GB54242,GB54242	1.3456
GB48160	0.9741
GB50178	1.6143
GB48370	0.9399
GB52948	0.9576
GB49590	1.0282
GB55359	1.3158
GB40217	0.9114
GB52158	0.8640000000000001
GB47194	1.1164
GB44570,GB45484	0.9179999999999999
GB41487	0.988
GB40863	1.56
GB44592	1.0239
GB45297	1.0331
GB52797	0.9536
GB55056	1.2197
GB45031	1.0616
GB42501	0.958
GB44900	0.7593
GB50537	1.0052
GB50777	1.2658
GB52557	0.9189
GB42783	0.7426
GB55333	0.8489
GB42211	0.7977
GB51525	1.21
GB46290	0.8688
GB54809	1.187
GB51836	1.4228
GB53949	0.9612
GB55704	1.1315
GB46908	0.9233
GB48266	1.1122
GB53376	0.8643
GB41819	0.7813
GB48596	1.057
GB49505	0.7675
GB44199,GB44199	1.1347
GB55387	1.2217
GB42892	1.7657
GB47962	0.9176
GB55765	0.9282
GB51749	0.7844
GB53237	0.8353
GB45457	0.8499
GB42215	1.1364
GB54784	0.8218
GB50157	0.8444
GB45194	0.8636
GB50126	1.2343
GB46300	0.9502
GB50069	0.8836
GB53944	0.862
GB47942	0.9889
GB47350	1.2479
GB49190	0.9272
GB52012	1.1788
GB44982	1.1044
GB47177	1.7065
GB50493	0.8365
GB45133	0.922
GB45413	0.9134
GB43715	1.4242
GB48125	1.168
GB54391	0.7812
GB45695	1.0057
GB53598	1.0581
GB40944	0.8936
GB47429	1.6869
GB49527	1.188
GB42960	1.153
GB44315	0.9533
GB45663	1.0399
GB44412	0.8735
GB41188	0.9454
GB53323	0.8851
GB50871	0.8263
GB49612	0.8672
GB55403	0.8420000000000001
GB55274	0.8248
GB44072	0.8322
GB54214	0.9117
GB51505	0.9915
GB55940	0.9528
GB40437	1.3302
GB49327	1.0058
GB42651	0.99
GB49494	0.8685
GB46339	0.9616
GB54989	0.8692
GB53035	1.0672
GB43366	1.0811
GB54994	0.9228
GB51333	0.83
GB47737	1.3664
GB44682	0.8567
GB51063	0.9106
GB54239	0.8140000000000001
GB45555	0.7955
GB52978	0.9075
GB41294	1.5398
GB55660	1.1093
GB45875	1.3195
GB44611	1.0743
GB44293	1.0915
GB48684	0.7659
GB41171	1.0471
GB47503	0.8477
GB47846	0.7903
GB43435	0.8654
GB45525,GB45524,GB44248	0.9499
GB50506	0.8823
GB52195	0.7948
GB43637	0.8483
GB51580	1.0505
GB52704	0.9079
GB41693	1.111
GB42487	0.7546
GB46042	0.8374
GB48337	0.8052
GB44121	0.8815
GB43113	0.9448
GB50367	1.2323
GB52498	0.9645
GB55485	1.2546
GB44099	0.9371
GB50071	0.8168
GB49120	1.0808
GB42450	0.9994
GB43162	1.406
GB46685	0.9518
GB44636	0.8732
GB50352	1.0338
GB48746	1.1929
GB43738	0.9177
GB42652	1.0627
GB45175	0.8109999999999999
GB46523	0.8193
GB46692	1.2008
GB52045	0.9507
GB40867,GB40947,GB40867	0.8546
GB51354	0.9473
GB42451	0.877
GB44436	1.2725
GB48066,GB48782	0.8829
GB46189	0.8187
GB43551	1.0188
GB47329	1.016
GB48678	1.162
GB46512	0.9052
GB53251	1.0601
GB47387	1.0559
GB47423	1.2064
GB51885	1.9501
GB47250	0.8643
GB42358	0.8937
GB53654	0.8287
GB49486	0.8297
GB46672	0.9187
GB49604	1.0265
GB45872	1.6919
GB45684	1.1764
GB41036	0.8561
GB41982	0.9597
GB47222	0.8161
GB43015	0.9246
GB48199	0.818
GB45128	0.9798
GB47471	1.6404
GB49525	0.8418
GB49841	1.0894
GB51999	0.8759999999999999
GB51738	0.9817
GB44590	1.7633
GB50891	0.8843
GB50039	1.1571
GB49909	1.1983
GB50190	0.9949
GB52627	0.9913
GB47300	2.0459
GB50802	1.1497
GB54111	1.0285
GB48416	1.3777
GB48237	1.0162
GB55489,GB55489	0.9417
GB52588	0.9527
GB54789	0.8177
GB44163	0.9718
GB41261	1.3651
GB50511	1.1122
GB43087	1.0245
GB49966	0.8639
GB43411	0.8151
GB40674	0.9538
GB51726	1.1295
GB45923	0.8103
GB55299	0.8475
GB44534	0.902
GB53788	0.7937
GB47076	0.9788
GB50290	1.5086
GB53166	0.9964
GB48456	1.0796
GB48075	1.1293
GB40363	1.2711
GB44333	1.2111
GB45180	1.5049
GB45425	0.9653
GB40766	1.6528
GB48873	0.8059999999999999
GB51560	1.1269
GB47413,GB47413	0.8229
GB51093	1.4580000000000002
GB47189	0.7947
GB49701	1.1596
GB50471	1.4017
GB47556	0.7502
GB44410	0.828
GB50015	1.0994
GB41867	0.8459
GB55877,GB55877	0.9182
GB48692	0.8921
GB43256	0.9474
GB44327	1.1193
GB42551	1.033
GB50031	0.9670000000000001
GB55893	1.0849
GB54190	1.0845
GB45314	0.995
GB47260	1.1223
GB55930	1.0173
GB43697	0.9304
GB44325	1.3232
GB52047	1.3057
GB54935	1.1941
GB44175	0.9598
GB53782	1.2145
GB50281	1.137
GB40999	1.02
GB54144	1.1652
GB47042	0.8707
GB45778	1.3707
GB47043	0.7723
GB46773,GB40332	1.1104
GB49169	1.2233
GB45985	1.1472
GB45487	1.0322
GB44757	0.7969
GB46972	0.8290000000000001
GB45534	0.9048
GB55390	1.1858
GB49456	0.7803
GB52929	0.8647
GB55971	0.8722
GB40335	0.9468
GB52360	1.0365
GB42534	1.3279
GB42023	1.1119
GB50418	1.4276
GB55537	0.8406
GB50748	0.8799
GB40577	0.8343
GB52785	1.0627
GB47007	0.8218
GB42945	1.0206
GB41304	0.9324
GB47232	1.5449
GB54608	1.2374
GB49330	1.0944
GB42096	1.1199
GB49622	0.9887
GB41211	0.7118
GB44526	0.8573
GB53700	0.8571
GB48539	1.1114
GB42747	1.0759
GB46640	1.6485
GB41397	1.0407
GB52904	1.065
GB53045,GB53043	0.8317
GB49130	1.2836
GB40201,GB40191,GB40184,GB40197,GB40200,GB40186,GB47122,GB40184,GB47122,GB47121,GB40194,GB40196,GB40193,GB40197,GB40183,GB40187,GB40192,GB46573,GB47122	1.5883
GB43107,GB43108	1.4698
GB45495,GB40976	0.7523
GB45618,GB45618	0.7776
GB43549	1.0644
GB50648	1.0543
GB41704	0.9304
GB44156	0.9555
GB54145	0.9833
GB43079	1.3305
GB42454	0.9025
GB41463,GB41464	0.9284
GB48608	0.8157
GB43277	1.6054
GB49315	1.0161
GB42020	0.8241
GB50741	1.103
GB50812	1.3832
GB41281	1.1637
GB48469	0.7090000000000001
GB48563	0.8164
GB43984,GB45309	0.8504
GB41212,GB53028,GB40624,GB49394	0.9401
GB48557	1.1142
GB40064	0.9613
GB42848	1.186
GB52427	0.7808
GB52282	0.7291
GB41856	0.8421
GB54986	0.9272
GB40076	0.8974
GB40980	0.8334
GB52423	1.0201
GB41315	0.8523
GB44285	1.2005
GB49967	0.7766
GB49152	0.8034
GB45776,GB45776	1.2065
GB51634	0.927
GB49466	0.7491
GB42732	0.8652
GB45733	0.8934
GB51968	0.9801
GB41002,GB41003	1.1039
GB42313	0.813
GB52825	1.0176
GB53333	0.7174
GB51751	0.9198
GB40592,GB53981	1.0015
GB46480	1.9352
GB40274	1.0125
GB48677	0.8711
GB46360,GB46360	1.1236
GB49124	0.7741
GB55619	0.9164
GB46609	1.053
GB48765	1.2623
GB47984	1.6453
GB42223	0.9257
GB50409	0.7851
GB55278	0.9141
GB44579	0.9165
GB53520	1.1605
GB51494	0.9133
GB49843	0.9579
GB43487	1.2658
GB50957	0.9766
GB52953	0.748
GB46960	0.8191
GB55505	1.2887
GB47635	1.1989
GB51040	1.5429
GB46257	1.1169
GB47235	0.9414
GB51119	0.9895
GB54261	1.2017
GB50771	1.1156
GB40158	1.0087
GB43502	1.0808
GB44222	1.2866
GB55632	1.2298
GB51198	0.8431
GB49559	0.9302
GB40816	1.5511
GB43095	0.9588
GB42190	0.9962
GB44567	0.8782
GB54881	1.1876
GB53126	0.7302
GB44936	0.7609
GB49852	0.7933
GB47278	0.9431
GB52314	0.996
GB46273	1.6465
GB55389	0.9947
GB53862	0.9898
GB52937	1.0678
GB48122	0.775
GB43836	1.0154
GB40693	0.8821
GB53830	0.9447
GB40654	1.3013
GB52211	0.8091
GB41827	0.8832
GB40415	1.2305
GB46048	1.1309
GB41872	0.815
GB45345	0.9272
GB51361	0.8571
GB41451	1.8083
GB48457	0.7985
GB44187	0.9653
GB51464	0.9937
GB49571	0.8923
GB48526	0.9829
GB41840	0.8789
GB51819	0.8056
GB52052	1.1214
GB42817	0.9213
GB42865	0.8503
GB50065	1.9526
GB43622	0.8799
GB46322	0.8201
GB50932	1.3452
GB51000,GB51000	0.9299
GB49349	0.9593
GB42721	1.1191
GB49098	0.7718
GB45071	0.8364
GB44828	0.9834
GB40466,GB40466	0.7565
GB46929	0.8498
GB49946	0.9304
GB45868	0.7741
GB51080	1.0232
GB53812	0.9077
GB55448	1.0004
GB52597	1.2559
GB44918	0.8076
GB45127	0.7975
GB40388	0.9687
GB54590	0.7781
GB46151	0.924
GB42295	0.7891
GB50299	1.0666
GB50146	1.0155
GB54651	1.0864
GB53683	0.9043
GB46452	1.2276
GB53685,GB53685	0.8963
GB48378	1.0872
GB41037	1.4412
GB42297	0.757
GB50130	1.2394
GB43831	0.9
GB55348	1.023
GB51938	1.1234
GB54512	1.2369
GB47435	1.0019
GB47073	1.0065
GB45692	1.304
GB54264	0.9468
GB43441	0.8163
GB45131	0.9475
GB53199	0.8313
GB55931	0.9046
GB47838	1.0743
GB51725	0.9805
GB46054	1.2676
GB49188	0.9843
GB50653	1.1946
GB53062	0.789
GB46918,GB50327	0.922
GB50365	1.0249
GB43245	0.8653
GB47451	1.3936
GB48157	1.2839
GB46954	1.5529
GB40359	0.9494
GB49533	0.8122
GB49589	0.7968
GB44961	0.8092
GB43172	0.8969
GB51655	1.4591
GB51029	0.8816
GB40704	0.9114
GB50955,GB48208	0.9497
GB55830	0.7925
GB53607	0.9488
GB53380	0.9638
GB43293	0.76
GB53411	1.0009
GB41590	0.9813
GB50228	1.1974
GB48532	1.0255
GB41610	0.8632
GB51058	1.1033
GB53582,GB53582	0.7338
GB40946	0.7589
GB49146	0.7671
GB54268	0.8697
GB53148	1.097
GB54140	0.9784
GB48817	0.888
GB45429	1.1966
GB52722	1.1132
GB40614	1.1696
GB49518	0.775
GB53092	1.18
GB45341	0.9463
GB45732	1.2716
GB51209	0.9869
GB40578	0.8165
GB43191	0.8592
GB44123	0.7895
GB42167	1.2373
GB44656	0.792
GB43953	0.9147
GB47184	0.9905
GB47461	1.0786
GB51302	1.0475
GB51833	1.0561
GB46338	1.2879
GB55006	0.9833
GB42268	0.7587
GB45392	1.0003
GB53239	1.2509
GB44371	0.8751
GB44184	0.8490000000000001
GB53196,GB53196	1.1988
GB47847	1.4633
GB52893	0.9162
GB40765	1.0342
GB50226	1.0039
GB52926	1.2627
GB45833	1.2468
GB53849	0.7512
GB43271	0.7611
GB51190	0.8685
GB47502	1.2073
GB46240	1.1272
GB53174	0.9115
GB44168	1.2189
GB45275	0.8856
GB50259	0.8375
GB50090	0.8346
GB52559	0.8704
GB45955	1.0704
GB45213	0.9373
GB41290	2.3095
GB40545	0.8251
GB43097,GB43098	0.986
GB54728	0.8459
GB48598	1.3041
GB43906	0.9645
GB42515	1.1606
GB45902	0.9191
GB41713	1.2978
GB49087	0.7844
GB53029	0.7822
GB44276	0.8294
GB41753	0.9417
GB42781	0.8395
GB49054,GB43751	0.7826
GB51744	1.1477
GB51964	1.1708
GB47379	0.8847
GB46218	1.4044
GB54354	1.4803
GB46267	1.7472
GB46371	0.7642
GB54097	0.9257
GB52456	0.847
GB47661	0.8164
GB47768	0.9406
GB46327	0.9973
GB42196,GB49726	1.1353
GB41342	0.9231
GB49425	1.1241
GB46728	1.1265
GB48967	1.2383
GB44073	0.8424
GB42661	1.1973
GB51541	0.9845
GB51418	0.982
GB50262	1.0267
GB44616	1.0817
GB42919	1.3430000000000002
GB55094,GB55094,GB55094,GB55094	0.8681
GB43552	1.0783
GB55784	1.0551
GB42681	1.1351
GB44331	0.9113
GB47575	0.8167
GB54201	1.1329
GB52755	1.4277
GB48467	1.0835
GB53013	0.8858
GB55743	1.2446
GB44766,GB44766	1.301
GB44615	0.9986
GB49074	1.6923
GB45852	0.8294
GB41173	1.6853
GB44901	1.1184
GB42716,GB55345	1.3943
GB41024	1.1602
GB52057	1.0372
GB53308	0.7973
GB47343	1.4265
GB52388,GB52408	1.4353
GB42425	1.3373
GB49231	0.8265
GB51599	0.7958
GB48165	0.7651
GB48452	0.9626
GB53238	1.3211
GB40711	1.2813
GB51630	0.8553
GB49396	0.8687
GB55507	0.937
GB43145	1.0812
GB55831	0.8292
GB42771	0.9346
GB44996	1.3543
GB49117	0.7878
GB48778	1.5186
GB40273	1.3067
GB49780	1.1579
GB47110	1.0073
GB48982	1.7549
GB50619	1.5679
GB51393	1.7651
GB44364	1.4595
GB48690	1.1936
GB54282	1.5419999999999998
GB49355	1.1673
GB53682	0.932
GB46740	0.8724
GB40479	1.0357
GB46466	0.8402
GB52325	1.0697
GB55307	1.2107
GB47061	0.8551
GB45087	0.8464
GB50972	0.8785
GB40842	0.8043
GB44010	1.3561
GB47114	1.1015
GB55506	0.9659
GB42680	0.9257
GB49584	1.6732
GB45645	0.9242
GB41195	1.4735
GB44882	1.415
GB52845	0.9601
GB47626	0.8993
GB44319	1.3839
GB49704	1.0128
GB44910	0.7851
GB41520,GB41521	0.8127
GB42383	2.0362
GB53378	1.005
GB50609	0.7688
GB44507	0.7959999999999999
GB44556	1.0299
GB42143	1.0932
GB55517	1.2964
GB50442	1.1943
GB53088	0.9166
GB48024	1.031
GB41807	0.8824
GB51338	1.6132
GB42286	1.5323
GB40866	0.7122
GB44761	0.8145
GB40118	0.7645
GB51095	0.7798
GB48951	1.0099
GB51632	1.6895
GB42744	1.4124
GB44344	1.1026
GB55096	0.8873
GB54762	0.9578
GB52037	0.9028
GB50166	1.5996
GB44943	0.9775
GB50078	0.7829999999999999
GB40907	1.0148
GB42382	0.8014
GB40427	0.7683
GB45507	0.8521
GB42855	0.9367
GB55190	1.3016
GB46542	0.8289
GB40106	0.8809999999999999
GB53665	0.9139
GB41730	0.8594
GB45361	0.8586
GB55259	0.8524
GB49883	1.0359
GB54957	0.8541
GB51148	0.7671
GB55369	1.1216
GB42516	0.8235
GB51818	0.8819
GB52244	1.9222
GB54101	1.432
GB54337	1.1117
GB52687	1.0222
GB43200	1.044
GB49285	0.8367
GB48623	0.9873
GB52979	1.2149
GB41164	0.894
GB42296	0.9316
GB48669	1.1659
GB51937	0.8376
GB49869	1.1443
GB45151	0.7444
GB49269,GB49269	0.9528
GB44078	1.1211
GB47411	0.8734
GB48262	1.3753
GB44791,GB44791,GB44791	1.0435
GB53033	1.0604
GB54674	1.1445
GB50973	1.2819999999999998
GB44941	0.7788
GB44850	1.2159
GB47450	1.0996
GB42021	1.1778
GB42997	1.5428
GB53295	0.8284
GB52275	0.9557
GB43963	0.9696
GB55986	0.7829
GB55890	0.9671
GB45340	0.948
GB50626	0.9796
GB51608	1.3573
GB52751	0.7423
GB50474	0.9021
GB40925	0.9886
GB45189	0.8011
GB55575,GB43649	0.9393
GB40909	1.0287
GB49025	1.1606
GB44548	0.9791
GB55693,GB55693	1.0557
GB45152	0.774
GB47151	0.8201
GB55491	0.9515
GB53768	1.1223
GB54847	1.6348
GB48836	0.8929
GB51508	0.7805
GB50897	1.2002
GB50337	1.1537
GB43270	1.6505
GB40948	0.8998
GB46023	1.7721
GB40824	0.9277
GB50132,GB48490	0.7684
GB41651	0.7662
GB49714,GB49714	0.8489
GB53155	0.9792
GB42841	0.9511
GB54812	1.3494
GB42354	0.8219
GB52542	0.9948
GB48046,GB41540	1.5426
GB44271	1.0655
GB52510	0.9095
GB43805	1.6027
GB47845	0.7776
GB52992	0.7683
GB45492	1.0746
GB49749	0.8188
GB55459	0.8604
GB54918,GB54918	0.7759
GB53753	1.075
GB54347	1.0705
GB49943	0.7461
GB50257	0.8961
GB41811	0.8992
GB51211,GB51211	1.1104
GB55187	0.8653
GB47736	0.9655
GB45287	1.3737
GB53289	1.4758
GB55576	1.0611
GB54571	0.8041
GB49827	0.8589
GB44288	0.7855
GB54052	0.9595
GB48661	1.0596
GB55587	0.8975
GB51504	0.8623
GB54228	0.9274
GB46304,GB46308	1.2434
GB44848	1.0473
GB45408	1.011
GB54731	1.6255
GB54049	0.7879999999999999
GB51441,GB51441	1.3218
GB49558	1.6754
GB55569	0.9697
GB51698	1.1249
GB55508	1.2041
GB45655	0.7240000000000001
GB48811	0.8304
GB44048	1.013
GB49535,GB49535,GB46266	0.7964
GB46231	0.922
GB55400	0.8363
GB48521,GB48521	1.2614
GB40853	0.9219
GB41962	1.0653
GB52576	0.9814
GB43104	1.675
GB41701	1.2511
GB53331	0.9585
GB44880	1.0212
GB43217	1.3330000000000002
GB55919	0.7664
GB50021	1.1077
GB44770	0.9388
GB40548	1.5682
GB42159	1.1261
GB50701	1.0479
GB48367	0.9029
GB53439	1.1799
GB43295	0.8637
GB53268	0.987
GB51817	0.8616
GB49284	0.9544
GB50526	0.9727
GB56009,GB56009,GB56009	0.9758
GB43676	0.9815
GB46910	1.0401
GB48326	1.0994
GB48028	1.0147
GB53936	1.6674
GB50066	1.8915
GB45952	0.9815
GB48462	1.4304
GB54574	1.3559
GB40541	0.8019
GB54050	1.1635
GB41710	1.2169
GB41032	1.1742
GB44909	1.05
GB53793	1.7778
GB52616	0.8014
GB55521	0.8181
GB41769	0.8606
GB48112	1.0891
GB49081	1.3458
GB43192	0.8399
GB40296	1.2677
GB55665	0.8119
GB48313	0.7768
GB42920	0.9104
GB41280	0.7645
GB52724	1.0997
GB42965	1.2243
GB51694	0.7633
GB44662	1.0917
GB42494	0.7991
GB54167	0.9003
GB40343	0.8964
GB49012	0.8832
GB55054,GB55054	1.0588
GB49076	1.0331
GB54867,GB53933	0.9082
GB51697	1.19
GB55929	0.8237
GB44517	1.2836
GB46709	0.8146
GB55494	0.878
GB47393	1.0075
GB44346	0.9135
GB50527	0.8809
GB51713	0.8834
GB42564	0.792
GB52763	1.4273
GB41182	0.9704
GB48750	0.7427
GB50877	0.8173
GB42850	0.8603
GB54927	0.9517
GB48816	0.8432
GB55622,GB55621	1.6246
GB44829	0.8565
GB48911	1.1862
GB52569	1.2125
GB48136	0.8735
GB49637	0.8298
GB43867	1.7802
GB42156	0.8728
GB52623	0.9198
GB40480	0.8521
GB44997	0.9198
GB55624	1.1067
GB52686	1.1696
GB45436	1.204
GB42840	0.9649
GB45879,GB47131	1.0198
GB55302	1.0231
GB52820,GB53324	1.1471
GB46641	1.0491
GB54599	1.1278
GB44575	1.1102
GB51995	0.9814
GB54971	0.9636
GB46788	1.5788
GB55158	1.0994
GB49004	1.5587
GB51495	0.9186
GB40637	0.8315
GB53820	1.1543
GB50921,GB56021	1.2725
GB55112	1.0828
GB41617	0.9021
GB42606	0.9847
GB55530	1.8941
GB42249	0.7240000000000001
GB54988,GB54988,GB51379	0.9782
GB43687	0.9766
GB40775	1.1431
GB41738	0.9301
GB49219	0.9335
GB41455	0.9301
GB54499	1.1472
GB45184	0.9249
GB41063	0.7413
GB40804	1.0047
GB42994,GB42994	0.8556
GB45654	1.033
GB53147	0.8999
GB50265	1.2013
GB50364	0.8032
GB51809	0.9822
GB49056	1.5089
GB53039	0.8316
GB54152,GB54150	0.9216
GB41735	1.1575
GB46628	1.6282
GB46580	0.8753
GB41028	0.7265
GB51893	0.7924
GB52260	0.7563
GB45296	1.0165
GB50168	1.123
GB46791	1.63
GB40208	0.7123
GB45825	0.9806
GB44557	1.0464
GB55659	1.1973
GB45364	0.922
GB54735	1.5878
GB40513	1.0542
GB48626,GB53757	1.01
GB42943	0.9696
GB54217	1.1746
GB55493	0.9074
GB47041	1.3253
GB40871	0.82
GB51646	1.012
GB41372	1.1701
GB51558	1.2406
GB52739	0.8753
GB42479	0.8057
GB43553	0.7521
GB40931	0.9171
GB43737	1.1559
GB41768	1.3512
GB44883	1.0608
GB52421	0.8885
GB52793	0.9059999999999999
GB49484,GB49484	0.9518
GB42275	1.3098
GB46241	0.8483
GB42689	1.2223
GB48691	1.0493
GB52424	0.9238
GB50045	1.1511
GB53084	0.8292
GB45459	0.8324
GB47111	0.9527
GB47660	0.8496
GB49155	0.8671
GB40364	0.9464
GB41257	0.9903
GB42656	0.7607
GB51755	0.8240000000000001
GB44259	0.8388
GB53715,GB53714	1.3593
GB44688	1.4107
GB45017	0.7795
GB55594	1.2746
GB50672	0.8365
GB50627	1.0339
GB46661	1.0537
GB43004	0.8961
GB46296	0.866
GB46029	1.2962
GB40074,GB40074	0.9296
GB47285	1.0443
GB55823	0.7490000000000001
GB42271	1.0164
GB45830	1.1544
GB50750	0.8315
GB43247	1.1467
GB50725	0.8327
GB51143	1.1147
GB51117	0.9847
GB52813	0.8454
GB49548	0.8256
GB41672	0.8359
GB48720	0.8279
GB49380	0.8728
GB44149	1.0442
GB49066	1.0134
GB41427	0.8913
GB50094	1.3454
GB54818	0.8133
GB51064	0.7493
GB49634	1.0439
GB54689	0.7991
GB45794,GB45794	0.9348
GB42822	1.045
GB45254	1.0328
GB44366	0.7987
GB46565	0.8072
GB40424	0.8737
GB49473	0.8076
GB40531,GB40534	0.8918
GB46211	0.7941
GB46895	1.0162
GB43226	0.9675
GB42932	0.8363
GB44419	0.8586
GB42666	0.8936
GB54351	0.8156
GB55003	0.82
GB53389	0.8535
GB40112	1.2778
GB52677	0.8545
GB43782	0.9057
GB51110	1.0925
GB40783	0.8819
GB51112	1.0857
GB54093	1.0624
GB46694	0.7969
GB50392	0.7513
GB45761	0.8137
GB41863	0.9021
GB53319	1.4534
GB44792	0.8543
GB41141	0.9337
GB49497	0.7064
GB53836	0.9593
GB54234	1.5667
GB40319	1.0946
