pub_og_id	AAL	ACN	AEN	AGE	CAF	CON	EXP	CNV	STA	PDN	SEL	PDS	DUP	EVR	LCA	SYN	UNI
MZ22506076	629.4	1.0526315789473684	8.8	43.0	0.888	0.0	1.0	0.21213203435596426	35.0	0.9906	0.12789	7.74577	0.05263157894736842	1.1154	7	0.12280701754385964	1.0
MZ22506078	548.4444444444445	1.0	2.9444444444444446	43.0	0.7865	1.0	0.0	0.0	35.0	0.23701	0.04247	5.58128	0.0	0.882	7	0.0	0.9473684210526315
MZ22506079	599.2105263157895	1.0	3.8947368421052633	43.0	0.9565	0.0	0.0	0.0	36.0	0.14246	0.02285	6.23502	0.0	0.8477	7	0.0	1.0
MZ22506081	701.1111111111111	1.0	2.4444444444444446	27.90365678	0.003	8.0	0.0	0.0	28.0	1.09348	0.17475	6.25729	0.0	1.4599	7	0.0	0.47368421052631576
MZ22506082	599.0	1.0	4.631578947368421	43.0	0.9565	0.0	0.0	0.0	36.0	0.29486	0.04301	6.85569	0.0	0.9139	7	0.07309941520467836	1.0
MZ22506083	762.7368421052631	1.0	2.0	43.0	0.9565	0.0	0.0	0.0	36.0	1.28246	0.15547	8.24897	0.0	1.1769	7	0.0	1.0
MZ22506086	643.9411764705883	1.0	4.294117647058823	43.0	0.493	2.0	0.0	0.0	34.0	1.00981	0.13256	7.61789	0.0	1.1728	7	0.0	0.8947368421052632
MZ22506089	610.9444444444445	1.0	3.388888888888889	43.0	0.691	1.0	0.0	0.0	35.0	1.97748	0.24907	7.93938	0.0	1.4226	7	0.0	0.9473684210526315
MZ22506091	693.6111111111111	1.0588235294117647	7.277777777777778	43.0	0.466	2.0	1.0	0.22222222222222224	33.0	0.08726	0.02461	3.54513	0.058823529411764705	0.8432	7	0.0	0.8947368421052632
MZ22506092	583.625	1.3333333333333333	3.8333333333333335	43.0	0.327	1.0	4.0	0.3535533905932738	31.0	7.7185	0.18556	41.5951	0.3333333333333333	1.1731	7	0.042483660130718956	0.9473684210526315
MZ22506093	725.3333333333334	1.0	9.333333333333334	1.72922562879999	0.003	8.0	0.0	0.0	28.0	0.1014	0.30349	0.33411	0.0	1.1003	6	0.0	0.15789473684210525
MZ22506096	875.1666666666666	1.0	4.166666666666667	27.90365678	0.0	9.0	0.0	0.0	27.0	1.74413	0.49545	3.52026	0.0	1.4312	7	0.0	0.3157894736842105
MZ22506097	1700.142857142857	1.0	5.428571428571429	27.90365678	0.002	8.0	0.0	0.0	28.0	0.774	0.13903	5.56727	0.0	1.4341	7	0.0	0.3684210526315789
MZ22506100	905.4	1.0526315789473684	2.9	43.0	0.957	0.0	1.0	0.21213203435596426	35.0	0.35166	0.06393	5.50083	0.05263157894736842	0.9709	7	0.07894736842105263	1.0
MZ22506101	639.0	1.0	4.7894736842105265	43.0	0.9565	0.0	0.0	0.0	36.0	0.23999	0.03233	7.42211	0.0	0.869	7	0.23976608187134502	1.0
MZ22506104	690.1052631578947	1.0555555555555556	1.105263157894737	43.0	0.725	1.0	1.0	0.21700555924303477	34.0	0.44263	0.06067	7.29528	0.05555555555555555	0.9617	7	0.0	0.9473684210526315
MZ22506110	667.0714285714286	1.0	3.642857142857143	43.0	0.0	5.0	0.0	0.0	31.0	0.33695	0.05038	6.68815	0.0	0.9631	7	0.0879120879120879	0.7368421052631579
MZ22506111	770.65	1.1111111111111112	6.35	43.0	0.386	1.0	2.0	0.282842712474619	33.0	0.4132	0.08335	4.9572	0.1111111111111111	1.045	7	0.0	0.9473684210526315
MZ22506112	648.9047619047619	1.105263157894737	7.904761904761905	43.0	0.859	0.0	2.0	0.2776643759450143	34.0	0.0362	0.01102	3.2851	0.10526315789473684	0.8519	7	0.0	1.0
MZ22506119	556.7777777777778	1.0	2.611111111111111	43.0	0.8355	1.0	0.0	0.0	35.0	0.39812	0.06954	5.72514	0.0	0.9303	7	0.0	0.9473684210526315
MZ22506120	785.3125	1.0666666666666667	8.9375	43.0	0.064	4.0	1.0	0.23385358667337136	31.0	0.2965	0.04183	7.0886	0.06666666666666667	0.9538	7	0.0	0.7894736842105263
MZ22506121	844.9130434782609	1.2777777777777777	9.26086956521739	43.0	0.032	1.0	5.0	0.3505329455781978	30.0	1.6296	0.115	14.17	0.2777777777777778	1.0886	7	0.0	0.9473684210526315
MZ22506122	684.95	1.0526315789473684	12.15	43.0	0.888	0.0	1.0	0.21213203435596426	35.0	0.04161	0.01035	4.02163	0.05263157894736842	0.919	7	0.0	1.0
MZ22506124	1400.0	1.0	9.0	43.0	0.781	2.0	0.0	0.0	34.0	0.56778	0.17562	3.23292	0.0	1.6923	7	0.0	0.15789473684210525
MZ22506125	624.0	1.0	4.6	43.0	0.061	4.0	0.0	0.0	32.0	0.81036	0.10756	7.5341	0.0	1.0676	7	0.0	0.7894736842105263
MZ22506130	622.0	1.0	6.0	27.90365678	0.0	9.0	0.0	0.0	27.0	0.08849	0.03364	2.6304	0.0	0.8638	7	0.0	0.3684210526315789
MZ22506133	651.4444444444445	1.0	10.833333333333334	43.0	0.7975	1.0	0.0	0.0	35.0	0.34819	0.05602	6.21597	0.0	0.9263	7	0.0718954248366013	0.9473684210526315
MZ22506134	759.578947368421	1.0	8.31578947368421	43.0	0.9565	0.0	0.0	0.0	36.0	0.5196	0.08589	6.04993	0.0	0.9862	7	0.0	1.0
MZ22506135	617.9411764705883	1.0	1.1764705882352942	43.0	0.668	2.0	0.0	0.0	34.0	0.15488	0.02089	7.41339	0.0	0.8799	7	0.0	0.8947368421052632
MZ22506137	1306.96	1.3157894736842106	3.48	43.0	0.015	0.0	3.0	0.606630035524124	33.0	5.0358	0.17678	28.4863	0.15789473684210525	1.3847	7	0.0	1.0
MZ22506139	426.0	1.3888888888888888	4.24	43.0	0.048	1.0	6.0	0.35099857549568486	29.0	0.60306	0.04489	13.43298	0.3888888888888889	0.8933	7	0.0	0.9473684210526315
MZ22506140	599.35	1.0526315789473684	4.8	43.0	0.888	0.0	1.0	0.21213203435596426	35.0	0.75229	0.10481	7.17735	0.05263157894736842	1.0069	7	0.0	1.0
MZ22506143	639.5	1.1111111111111112	5.2	43.0	0.772	1.0	2.0	0.282842712474619	33.0	0.49357	0.06952	7.09929	0.1111111111111111	0.9686	7	0.0	0.9473684210526315
MZ22506145	571.5	1.0	7.444444444444445	43.0	0.825	1.0	0.0	0.0	35.0	0.2204	0.04749	4.64139	0.0	0.8792	7	0.0	0.9473684210526315
MZ22506146	616.0526315789474	1.0	6.0	43.0	0.9565	0.0	0.0	0.0	36.0	0.20942	0.03362	6.22883	0.0	0.8841	7	0.038011695906432746	1.0
MZ22506147	593.1052631578947	1.0555555555555556	4.0	43.0	0.887	1.0	1.0	0.21700555924303477	34.0	1.24149	0.14785	8.39671	0.05555555555555555	1.1766	7	0.0	0.9473684210526315
MZ22506151	537.448275862069	1.5263157894736843	5.241379310344827	43.0	0.0	0.0	9.0	0.39012787927533654	27.0	0.0	0.0	0.0	0.47368421052631576	0.9928	7	0.0	1.0
MZ22506152	395.962962962963	1.4210526315789473	7.074074074074074	43.0	0.0	0.0	7.0	0.34743820443136514	29.0	0.75838	0.04073	18.6205	0.42105263157894735	0.9539	7	0.0	1.0
MZ22506156	701.7368421052631	1.0555555555555556	4.473684210526316	43.0	0.723	1.0	1.0	0.21700555924303477	34.0	1.26135	0.16088	7.84027	0.05555555555555555	1.142	7	0.0	0.9473684210526315
MZ22506157	834.0555555555555	1.0	4.333333333333333	43.0	0.825	1.0	0.0	0.0	35.0	0.49324	0.07659	6.43988	0.0	1.0187	7	0.0	0.9473684210526315
MZ22506158	767.2631578947369	1.0	5.052631578947368	43.0	0.9565	0.0	0.0	0.0	36.0	0.34652	0.05093	6.80338	0.0	0.981	7	0.1783625730994152	1.0
MZ22506161	712.578947368421	1.0	4.157894736842105	43.0	0.9565	0.0	0.0	0.0	36.0	0.45497	0.06888	6.60526	0.0	0.9054	7	0.0	1.0
MZ22506162	802.5333333333333	1.0	1.2	43.0	0.0	4.0	0.0	0.0	32.0	0.16495	0.02746	6.00673	0.0	0.84	7	0.0	0.7894736842105263
MZ22506163	656.1578947368421	1.0	4.684210526315789	43.0	0.9565	0.0	0.0	0.0	36.0	0.1529	0.02858	5.34941	0.0	0.8446	7	0.09064327485380116	1.0
MZ22506164	833.9473684210526	1.0	5.526315789473684	43.0	0.9565	0.0	0.0	0.0	36.0	1.07468	0.15117	7.10912	0.0	1.2541	7	0.0847953216374269	1.0
MZ22506165	691.9	1.0	9.7	43.0	0.002	8.0	0.0	0.0	28.0	0.08687	0.01758	4.94181	0.0	0.869	7	0.0	0.5263157894736842
MZ22506167	671.0	1.0	5.0	43.0	0.9565	0.0	0.0	0.0	36.0	0.66523	0.07276	9.14295	0.0	0.986	7	0.0	1.0
MZ22506169	655.6315789473684	1.0	5.631578947368421	43.0	0.9565	0.0	0.0	0.0	36.0	0.95194	0.11246	8.46495	0.0	1.1041	7	0.0	1.0
MZ22506170	636.2777777777778	1.0	9.61111111111111	43.0	0.7975	1.0	0.0	0.0	35.0	0.20076	0.05009	4.00771	0.0	0.8839	7	0.0	0.9473684210526315
MZ22506171	846.4444444444445	1.0588235294117647	4.444444444444445	27.90365678	0.8	1.0	1.0	0.22222222222222224	34.0	2.12937	0.11477	18.55369	0.058823529411764705	1.1025	7	0.0	0.8947368421052632
MZ22506181	602.4444444444445	1.0	7.444444444444445	43.0	0.001	9.0	0.0	0.0	27.0	0.0935	0.02128	4.39308	0.0	0.8489	7	0.0	0.47368421052631576
MZ22506182	1018.4583333333334	1.263157894736842	3.1666666666666665	43.0	0.0	0.0	3.0	0.5034602488997739	33.0	2.3313	0.01579	147.6708	0.15789473684210525	1.1392	7	0.10526315789473684	1.0
MZ22506184	441.9032258064516	1.631578947368421	5.32258064516129	43.0	0.0	1.0	7.0	0.29565004483586066	28.0	2.07322	0.12251	16.92225	0.631578947368421	1.028	7	0.0	1.0
MZ22506186	724.4444444444445	1.0	6.555555555555555	43.0	0.8355	1.0	0.0	0.0	35.0	0.27509	0.03158	8.71104	0.0	0.8884	7	0.0	0.9473684210526315
MZ22506187	651.2631578947369	1.0	4.052631578947368	43.0	0.9565	0.0	0.0	0.0	36.0	0.10432	0.0164	6.36045	0.0	0.8504	7	0.0	1.0
MZ22506188	599.4117647058823	1.0	1.9411764705882353	43.0	0.658	2.0	0.0	0.0	34.0	0.19041	0.02961	6.43162	0.0	0.8831	7	0.06985294117647059	0.8947368421052632
MZ22506190	628.3684210526316	1.0	7.421052631578948	43.0	0.9565	0.0	0.0	0.0	36.0	0.11817	0.01732	6.8234	0.0	0.8535	7	0.0	1.0
MZ22506192	707.5	1.0	3.5	1.72922562879999	0.023	7.0	0.0	0.0	29.0	0.06935	0.56737	0.12223	0.0	1.1652	6	0.0	0.21052631578947367
MZ22506193	710.1052631578947	1.0	7.894736842105263	43.0	0.9565	0.0	0.0	0.0	36.0	0.45302	0.08169	5.54557	0.0	0.9286	7	0.0	1.0
MZ22506196	529.4375	1.0	3.0	43.0	0.729	2.0	0.0	0.0	34.0	0.60831	0.09801	6.20684	0.0	0.9977	7	0.058333333333333334	0.8421052631578947
MZ22506197	639.9473684210526	1.0	3.0	43.0	0.9565	0.0	0.0	0.0	36.0	0.07726	0.01084	7.12406	0.0	0.8306	7	0.2543859649122807	1.0
MZ22506200	591.0	1.0	6.684210526315789	43.0	0.9565	0.0	0.0	0.0	36.0	0.22057	0.05255	4.19721	0.0	0.8801	7	0.0	1.0
MZ22506201	728.1578947368421	1.0	2.1578947368421053	43.0	0.9565	0.0	0.0	0.0	36.0	0.36563	0.0521	7.01764	0.0	0.916	7	0.0	1.0
MZ22506204	617.7	1.0526315789473684	3.4	43.0	0.977	0.0	1.0	0.21213203435596426	35.0	1.55222	0.07356	21.10162	0.05263157894736842	0.996	7	0.0	1.0
MZ22506206	559.8	1.0526315789473684	9.25	43.0	0.951	0.0	1.0	0.21213203435596426	35.0	0.94258	0.13527	6.96814	0.05263157894736842	1.1212	7	0.0	1.0
MZ22506207	471.05	1.0526315789473684	7.3	43.0	0.977	0.0	1.0	0.21213203435596426	35.0	1.44085	0.13983	10.30421	0.05263157894736842	1.0523	7	0.04093567251461988	1.0
MZ22506208	594.0	1.0	6.473684210526316	43.0	0.9565	0.0	0.0	0.0	36.0	0.52621	0.07747	6.79262	0.0	0.9769	7	0.07894736842105263	1.0
MZ22506210	650.1111111111111	1.0	3.5	43.0	0.82	1.0	0.0	0.0	35.0	0.94466	0.12158	7.76958	0.0	1.0717	7	0.08650519031141868	0.9473684210526315
MZ22506212	599.9473684210526	1.0	4.631578947368421	43.0	0.9565	0.0	0.0	0.0	36.0	0.3411	0.0543	6.28148	0.0	0.9123	7	0.0	1.0
MZ22506217	717.7894736842105	1.0	3.6842105263157894	43.0	0.9565	0.0	0.0	0.0	36.0	1.13029	0.12899	8.7624	0.0	1.1493	7	0.20760233918128654	1.0
MZ22506219	645.2105263157895	1.0	9.894736842105264	43.0	0.9565	0.0	0.0	0.0	36.0	0.31928	0.07024	4.54583	0.0	0.8982	7	0.0	1.0
MZ22506221	740.7368421052631	1.0	3.0526315789473686	43.0	0.9565	0.0	0.0	0.0	36.0	0.51716	0.06922	7.47147	0.0	0.9737	7	0.07894736842105263	1.0
MZ22506222	651.125	1.0	2.875	43.0	0.0	3.0	0.0	0.0	33.0	0.32581	0.04913	6.63107	0.0	0.9216	7	0.0	0.8421052631578947
MZ22506223	643.3684210526316	1.0555555555555556	2.0526315789473686	43.0	0.827	1.0	1.0	0.21700555924303477	34.0	1.97335	0.1944	10.15107	0.05555555555555555	1.4376	7	0.0	0.9473684210526315
MZ22506224	623.0	1.0	4.157894736842105	43.0	0.9565	0.0	0.0	0.0	36.0	0.14719	0.02693	5.4658	0.0	0.8476	7	0.0	1.0
MZ22506225	628.0	1.0	5.105263157894737	43.0	0.9565	0.0	0.0	0.0	36.0	0.09384	0.01685	5.56791	0.0	0.845	7	0.0	1.0
MZ22506226	602.2	1.0	4.533333333333333	19.196826645	0.811	2.0	0.0	0.0	34.0	1.43257	0.24664	5.80839	0.0	1.3253	6	0.0	0.7894736842105263
MZ22506227	619.1578947368421	1.0	6.473684210526316	43.0	0.9565	0.0	0.0	0.0	36.0	0.26636	0.04403	6.04969	0.0	0.8969	7	0.0	1.0
MZ22506228	695.2777777777778	1.0	6.111111111111111	43.0	0.7975	1.0	0.0	0.0	35.0	0.1898	0.03007	6.31107	0.0	0.8926	7	0.0	0.9473684210526315
MZ22506233	746.6111111111111	1.0	1.5555555555555556	43.0	0.82	1.0	0.0	0.0	35.0	0.92005	0.1196	7.69286	0.0	1.0529	7	0.0	0.9473684210526315
MZ22506237	605.0526315789474	1.0	2.9473684210526314	43.0	0.9565	0.0	0.0	0.0	36.0	0.35667	0.04495	7.93554	0.0	0.9116	7	0.0	1.0
MZ22506238	567.8125	1.0666666666666667	7.3125	27.90365678	0.471	3.0	1.0	0.23385358667337136	32.0	0.4912	0.11382	4.3156	0.06666666666666667	1.1722	7	0.0	0.7894736842105263
MZ22506241	721.5	1.1111111111111112	1.85	43.0	0.724	1.0	1.0	0.412310562561766	34.0	1.19983	0.12899	9.30206	0.05555555555555555	1.1554	7	0.0	0.9473684210526315
MZ22506244	634.8421052631579	1.0	4.631578947368421	43.0	0.9565	0.0	0.0	0.0	36.0	0.17135	0.02665	6.42886	0.0	0.8651	7	0.0847953216374269	1.0
MZ22506245	587.3055555555555	2.0	3.361111111111111	43.0	0.845	1.0	0.0	0.0	35.0	1.01677	0.05878	17.29829	1.0	0.936	7	0.0	0.9473684210526315
MZ22506246	846.6315789473684	1.0	4.947368421052632	43.0	0.9565	0.0	0.0	0.0	36.0	0.44754	0.06287	7.11843	0.0	1.0189	7	0.0	1.0
MZ22506247	713.2941176470588	1.0	4.529411764705882	43.0	0.629	2.0	0.0	0.0	34.0	1.62162	0.29265	5.54107	0.0	1.4963	7	0.0	0.8947368421052632
MZ22506253	648.3157894736842	1.0	2.263157894736842	43.0	0.9565	0.0	0.0	0.0	36.0	0.44807	0.06352	7.05428	0.0	0.9528	7	0.0	1.0
MZ22506254	660.1666666666666	1.0	2.388888888888889	43.0	0.82	1.0	0.0	0.0	35.0	0.12281	0.01857	6.61271	0.0	0.8383	7	0.0	0.9473684210526315
MZ22506258	884.625	1.0	2.0	43.0	0.0	8.0	0.0	0.0	28.0	0.48164	0.09176	5.24918	0.0	1.0311	7	0.0	0.42105263157894735
MZ22506260	831.6666666666666	1.105263157894737	6.142857142857143	43.0	0.902	0.0	2.0	0.2776643759450143	34.0	1.6643	0.08215	20.2582	0.10526315789473684	1.0591	7	0.0	1.0
MZ22506261	710.578947368421	1.0	2.0526315789473686	43.0	0.9565	0.0	0.0	0.0	36.0	0.5843	0.08182	7.14108	0.0	1.0271	7	0.038011695906432746	1.0
MZ22506263	661.0555555555555	1.0588235294117647	4.666666666666667	43.0	0.465	2.0	1.0	0.22222222222222224	33.0	0.66373	0.10364	6.40432	0.058823529411764705	1.0607	7	0.0	0.8947368421052632
MZ22506264	672.9	1.1111111111111112	1.95	43.0	0.772	1.0	2.0	0.282842712474619	33.0	0.86291	0.07837	11.01053	0.1111111111111111	1.0704	7	0.0	0.9473684210526315
MZ22506265	531.1176470588235	1.0	2.9411764705882355	43.0	0.0	2.0	0.0	0.0	34.0	0.55166	0.06535	8.4414	0.0	0.9657	7	0.0	0.8947368421052632
MZ22506266	923.2631578947369	1.0555555555555556	2.6315789473684212	43.0	0.757	1.0	1.0	0.21700555924303477	34.0	0.96655	0.11546	8.37123	0.05555555555555555	0.8822	7	0.07516339869281045	0.9473684210526315
MZ22506267	674.2222222222222	1.0	6.5	43.0	0.851	1.0	0.0	0.0	35.0	0.43296	0.02242	19.31097	0.0	0.8621	7	0.0	0.9473684210526315
MZ22506268	612.45	1.0526315789473684	6.6	43.0	0.887	0.0	1.0	0.21213203435596428	35.0	0.11308	0.02448	4.61935	0.05263157894736842	0.8457	7	0.16666666666666666	1.0
MZ22506269	612.9333333333333	1.0	2.8	27.90365678	0.519	3.0	0.0	0.0	33.0	2.0623	0.13185	15.64161	0.0	1.6856	7	0.0	0.7894736842105263
MZ22506271	683.3125	1.0666666666666667	4.25	27.90365678	0.412	3.0	1.0	0.23385358667337136	32.0	2.2243	0.26336	8.4459	0.06666666666666667	1.5178	7	0.0	0.7894736842105263
MZ22506272	709.15	1.1764705882352942	3.75	43.0	0.088	2.0	2.0	0.43588989435406733	32.0	0.5458	0.06545	8.3395	0.11764705882352941	1.0453	7	0.0	0.8947368421052632
MZ22506275	707.55	1.0526315789473684	2.15	43.0	0.888	0.0	1.0	0.21213203435596426	35.0	0.32917	0.04796	6.86318	0.05263157894736842	0.9351	7	0.09064327485380116	1.0
MZ22506278	588.5	1.0526315789473684	6.45	43.0	0.0	0.0	1.0	0.21213203435596426	35.0	0.283	0.05615	5.0402	0.05263157894736842	0.8971	7	0.0	1.0
MZ22506280	553.5	1.0526315789473684	4.45	43.0	0.951	0.0	1.0	0.21213203435596426	35.0	0.7643	0.06281	12.1693	0.05263157894736842	1.0027	7	0.0	1.0
MZ22506282	551.6428571428571	1.0	5.714285714285714	43.0	0.084	4.0	0.0	0.0	32.0	0.76312	0.10803	7.06384	0.0	1.1424	7	0.0	0.7368421052631579
MZ22506284	638.7777777777778	1.0	3.888888888888889	43.0	0.825	1.0	0.0	0.0	35.0	0.41176	0.05467	7.5323	0.0	0.9494	7	0.08996539792387544	0.9473684210526315
MZ22506286	687.4545454545455	1.0	5.636363636363637	43.0	0.006	7.0	0.0	0.0	29.0	0.33877	0.06249	5.421	0.0	0.9761	7	0.0	0.5789473684210527
MZ22506290	911.65	1.0526315789473684	5.7	43.0	0.887	0.0	1.0	0.21213203435596428	35.0	0.47612	0.07198	6.61494	0.05263157894736842	0.9518	7	0.0	1.0
MZ22506291	615.5263157894736	1.0	6.105263157894737	43.0	0.9565	0.0	0.0	0.0	36.0	0.22	0.02663	8.26278	0.0	0.8876	7	0.0	1.0
MZ22506292	666.85	1.0526315789473684	3.9	43.0	0.888	0.0	1.0	0.21213203435596426	35.0	0.65485	0.08119	8.06588	0.05263157894736842	1.0392	7	0.0	1.0
MZ22506296	702.0	1.0	3.9473684210526314	43.0	0.9565	0.0	0.0	0.0	36.0	0.3261	0.04806	6.78499	0.0	0.9089	7	0.0	1.0
MZ22506297	649.3333333333334	1.0	5.111111111111111	43.0	0.825	1.0	0.0	0.0	35.0	0.40609	0.0585	6.94141	0.0	0.9305	7	0.0	0.9473684210526315
MZ22506298	901.7619047619048	1.105263157894737	2.9047619047619047	43.0	0.731	0.0	2.0	0.2776643759450143	34.0	1.4452	0.18156	7.95996	0.10526315789473684	1.3693	7	0.0	1.0
MZ22506299	796.25	1.0	5.25	19.196826645	0.0	10.0	0.0	0.0	26.0	1.17741	0.3642	3.23288	0.0	1.5553	6	0.0	0.21052631578947367
MZ22506301	717.4444444444445	1.0	5.0	43.0	0.82	1.0	0.0	0.0	35.0	1.43269	0.2071	6.91786	0.0	1.3153	7	0.0718954248366013	0.9473684210526315
MZ22506302	538.7	1.0	8.1	43.0	0.0	7.0	0.0	0.0	29.0	0.13068	0.04231	3.08846	0.0	0.8494	7	0.0	0.5263157894736842
MZ22506303	681.0555555555555	1.0588235294117647	6.055555555555555	43.0	0.488	2.0	1.0	0.22222222222222224	33.0	1.78032	0.11469	15.52295	0.058823529411764705	0.9936	7	0.0	0.8947368421052632
MZ22506304	676.2105263157895	1.0	2.0	43.0	0.9565	0.0	0.0	0.0	36.0	1.37371	0.16357	8.39834	0.0	1.3068	7	0.14912280701754385	1.0
MZ22506305	941.3333333333334	1.0	2.2666666666666666	43.0	0.085	4.0	0.0	0.0	32.0	0.36292	0.04854	7.47666	0.0	0.9373	7	0.0	0.7894736842105263
MZ22506306	649.2	1.0	5.0	15.683734722	0.0	9.0	0.0	0.0	27.0	0.12206	0.07979	1.52971	0.0	1.0007	6	0.0	0.2631578947368421
MZ22506309	636.3333333333334	1.0	4.0	1.97980751599999	0.003	8.0	0.0	0.0	28.0	0.01941	0.16772	0.11573	0.0	1.0007	6	0.0	0.15789473684210525
MZ22506312	696.15	1.0526315789473684	6.45	43.0	0.888	0.0	1.0	0.21213203435596426	35.0	0.34215	0.05664	6.04083	0.05263157894736842	1.053	7	0.0	1.0
MZ22506316	649.8	1.0	5.8	43.0	0.066	4.0	0.0	0.0	32.0	0.51569	0.07807	6.60537	0.0	1.0184	7	0.0	0.7894736842105263
MZ22506319	532.3888888888889	1.0	1.0555555555555556	43.0	0.82	1.0	0.0	0.0	35.0	1.59268	0.19585	8.13223	0.0	1.3875	7	0.2777777777777778	0.9473684210526315
MZ22506321	746.2857142857143	1.1666666666666667	5.571428571428571	43.0	0.295	1.0	3.0	0.3194382824999699	32.0	1.6982	0.22921	7.40895	0.16666666666666666	1.3646	7	0.0	0.9473684210526315
MZ22506327	620.8	1.0526315789473684	2.9	43.0	0.888	0.0	1.0	0.21213203435596426	35.0	0.46797	0.06745	6.93769	0.05263157894736842	0.9264	7	0.0	1.0
MZ22506328	712.1666666666666	1.0	6.25	43.0	0.002	7.0	0.0	0.0	29.0	0.25064	0.04279	5.85797	0.0	0.9003	7	0.0	0.631578947368421
MZ22506331	690.65	1.0526315789473684	8.75	43.0	0.887	0.0	1.0	0.21213203435596428	35.0	0.3009	0.06108	4.9266	0.05263157894736842	0.8904	7	0.0	1.0
MZ22506335	725.7857142857143	1.0	5.285714285714286	43.0	0.0	4.0	4.0	0.0	28.0	0.47336	0.06477	7.30807	0.0	0.987	7	0.0	0.7368421052631579
MZ22506336	672.578947368421	1.0	2.0	43.0	0.9565	0.0	0.0	0.0	36.0	0.53022	0.06936	7.64458	0.0	0.9878	7	0.06725146198830409	1.0
MZ22506337	531.421052631579	1.0555555555555556	6.315789473684211	43.0	0.881	1.0	1.0	0.21700555924303477	34.0	1.60799	0.18277	8.79778	0.05555555555555555	1.177	7	0.03460207612456748	0.9473684210526315
MZ22506340	644.1666666666666	1.0	2.2222222222222223	43.0	0.825	1.0	0.0	0.0	35.0	0.69114	0.09366	7.37943	0.0	1.0199	7	0.0	0.9473684210526315
MZ22506344	607.4666666666667	1.0	4.2	27.90365678	0.608	3.0	0.0	0.0	33.0	0.60239	0.10455	5.76147	0.0	0.9799	7	0.0	0.7894736842105263
MZ22506345	768.4444444444445	1.0	10.666666666666666	43.0	0.825	1.0	0.0	0.0	35.0	0.32398	0.05412	5.9859	0.0	1.0292	7	0.0	0.9473684210526315
MZ22506346	554.6666666666666	1.0	2.5555555555555554	43.0	0.82	1.0	0.0	0.0	35.0	1.55539	0.18851	8.25088	0.0	1.3439	7	0.20261437908496732	0.9473684210526315
MZ22506348	1568.6666666666667	1.0	10.666666666666666	43.0	0.206	4.0	0.0	0.0	32.0	0.09425	0.072	1.30911	0.0	1.0885	7	0.0	0.15789473684210525
MZ22506349	705.6315789473684	1.0555555555555556	1.4210526315789473	43.0	0.723	1.0	1.0	0.21700555924303477	34.0	1.00775	0.11944	8.43713	0.05555555555555555	1.1654	7	0.0	0.9473684210526315
MZ22506353	660.6	1.0526315789473684	5.1	43.0	0.977	0.0	1.0	0.21213203435596426	35.0	1.30062	0.08882	14.64324	0.05263157894736842	1.0035	7	0.0	1.0
MZ22506356	560.15	1.0526315789473684	8.5	43.0	0.95	0.0	1.0	0.21213203435596426	35.0	0.1159	0.0207	5.6002	0.05263157894736842	0.8447	7	0.0	1.0
MZ22506359	632.6470588235294	1.0	2.9411764705882355	27.90365678	0.925	1.0	0.0	0.0	35.0	0.98609	0.12327	7.9993	0.0	1.1443	7	0.0	0.8947368421052632
MZ22506360	1164.2631578947369	1.0	10.263157894736842	43.0	0.9565	0.0	0.0	0.0	36.0	0.99443	0.13691	7.26354	0.0	1.2087	7	0.0	1.0
MZ22506363	711.6190476190476	1.105263157894737	7.238095238095238	43.0	0.832	0.0	2.0	0.2776643759450143	34.0	0.07412	0.01348	5.49692	0.10526315789473684	0.8373	7	0.0	1.0
MZ22506364	864.7894736842105	1.0	5.105263157894737	43.0	0.9565	0.0	0.0	0.0	36.0	0.51659	0.06709	7.69983	0.0	1.073	7	0.0	1.0
MZ22506366	687.1176470588235	1.0	6.9411764705882355	43.0	0.68	2.0	0.0	0.0	34.0	0.79375	0.10097	7.86116	0.0	1.0814	7	0.0	0.8947368421052632
MZ22506370	635.1578947368421	1.0555555555555556	3.8421052631578947	43.0	0.887	1.0	1.0	0.21700555924303477	34.0	0.08586	0.01352	6.35023	0.05555555555555555	0.8604	7	0.06862745098039216	0.9473684210526315
MZ22506372	800.0	1.0555555555555556	1.4210526315789473	43.0	0.839	1.0	1.0	0.21700555924303477	34.0	0.56121	0.07587	7.39665	0.05555555555555555	1.0274	7	0.0	0.9473684210526315
MZ22506373	619.3333333333334	1.105263157894737	8.904761904761905	43.0	0.759	0.0	2.0	0.2776643759450143	34.0	0.25718	0.03979	6.46291	0.10526315789473684	0.9026	7	0.0	1.0
MZ22506375	1506.5263157894738	1.0	11.0	43.0	0.9565	0.0	0.0	0.0	36.0	0.74337	0.13948	5.32957	0.0	0.9977	7	0.0	1.0
MZ22506376	561.5714285714286	1.105263157894737	3.5238095238095237	43.0	0.0	0.0	2.0	0.2776643759450143	34.0	1.25615	0.12598	9.97127	0.10526315789473684	1.0957	7	0.06725146198830409	1.0
MZ22506377	666.8947368421053	1.0	2.0526315789473686	43.0	0.9565	0.0	0.0	0.0	36.0	0.79241	0.10401	7.61863	0.0	1.0151	7	0.06140350877192982	1.0
MZ22506380	534.0	1.0	2.6666666666666665	27.90365678	0.0	9.0	0.0	0.0	27.0	0.33768	0.0785	4.30182	0.0	0.9776	7	0.0	0.47368421052631576
