orthogroup	gene	species
10746	000c96	516756
10746	0000da	88501
10747	00042f	143995
10747	2133	178035
10748	000b8b	1507135
10748	0013f2	7460
10749	g10951.t1	148810
10749	000dd8	132113
10749	3066	88501
1075	g36.t1	148810
1075	3384	132113
1075	00108b	143995
1075	000ce5	1507135
1075	001c9f	156304
1075	001fe8	166423
1075	3.00E+08	178035
1075	000b90	516756
1075	1.00E+81	597456
1075	0004a9	7460
1075	00103c	88501
10750	001d9e	132113
10750	000aa2	1507135
10751	001d9f	132113
10751	2206	156304
10752	2668	143995
10752	001c19	166423
10752	1497	88501
10753	3243	1507135
10753	000a79	516756
10754	00103d	132113
10754	0024bb	178035
10755	g5948.t1	148810
10755	001ef6	1507135
10755	00117d	88501
10756	g4374.t1	148810
10756	001efe	597456
10756	00172f	7460
10757	001b96	143995
10757	0011d0	178035
10759	0015b2	156304
10759	1681	88501
1076	g7701.t1	148810
1076	00210d	132113
1076	634	143995
1076	36	1507135
1076	1067	156304
1076	658	166423
1076	00251d	178035
1076	00016c	516756
1076	001b21	597456
1076	001b5a	7460
1076	00084f	88501
10760	31	178035
10760	646	88501
10761	855	132113
10761	866	132113
10761	2941	7460
10762	003c1e	132113
10762	0013bf	516756
10763	00177d	143995
10763	720	178035
10764	2994	143995
10764	001d1d	156304
10764	0026bb	597456
10765	2.60E+08	1507135
10765	00275f	7460
10766	g2162.t1	148810
10766	0037c8	132113
10766	1356	1507135
10767	0.00E+00	143995
10767	00199c	178035
10767	2212	178035
10768	001d23	143995
10768	0025c0	597456
10769	00052c	132113
10769	0034cc	166423
1077	g3960.t1	148810
1077	0039cb	132113
1077	001a64	143995
1077	2729	1507135
1077	000a18	156304
1077	002d0c	166423
1077	2479	178035
1077	2287	516756
1077	00039f	597456
1077	428	7460
1077	0019b7	88501
10770	001eba	132113
10770	00206d	597456
10771	2.00E+95	132113
10771	2979	7460
10772	2230	166423
10772	0003f9	88501
10773	2496	178035
10773	0026c1	88501
10774	002b71	1507135
10774	0033b9	166423
10774	000a8a	7460
10775	577	178035
10775	0016c3	597456
10777	g8272.t1	148810
10777	338	143995
10777	001b0c	7460
10778	0.00E+00	132113
10778	002c5a	166423
10779	g12432.t1	148810
10779	2907	1507135
10779	00092b	88501
1078	604	516756
1078	00056e	7460
10780	000ec2	132113
10780	00262d	178035
10781	471	516756
10781	000bb8	7460
10783	001f64	178035
10783	0.00E+00	597456
10783	2690	88501
10784	000d01	132113
10784	0028b7	88501
10785	g12964.t1	148810
10785	7.00E+00	166423
10785	0002b3	88501
10786	2992	143995
10786	001a94	597456
10786	0026d2	597456
10787	2.30E+01	1507135
10787	00079b	597456
10788	0027b8	156304
10788	0015bf	166423
10789	003a79	132113
10789	490	1507135
1079	g11877.t1	148810
1079	1873	132113
1079	983	143995
1079	001d2f	1507135
1079	0.00E+00	156304
1079	0002a9	166423
1079	5	178035
1079	000a95	516756
1079	00011c	597456
1079	2357	7460
1079	0024f9	88501
10790	1086	156304
10790	0003eb	166423
10790	00152a	88501
10791	00143c	132113
10791	0028aa	7460
10792	00242a	143995
10792	2667	143995
10792	001a7d	166423
10793	g10781.t1	148810
10793	001ee5	132113
10793	002b91	1507135
10794	002ac2	132113
10794	0028d1	7460
10797	g783.t1	148810
10797	3355	132113
10797	1688	166423
10798	0006b7	516756
10798	144	88501
10799	g9286.t1	148810
10799	00043b	132113
10799	2986	1507135
108	g13090.t1	148810
108	1253	132113
108	922	143995
108	3903	1507135
108	0022d6	156304
108	3655	166423
108	001cc4	178035
108	2.60E+09	516756
108	0016ff	597456
108	00247a	7460
108	0021f6	88501
1080	g337.t1	148810
1080	002d95	132113
1080	0028cf	143995
1080	682	1507135
1080	2118	156304
1080	001f32	166423
1080	000f35	178035
1080	000fec	516756
1080	2132	597456
1080	00026c	7460
1080	1088	88501
10800	945	1507135
10800	1.00E+80	597456
10801	g7764.t1	148810
10801	2979	143995
10801	000ff0	178035
10802	00077a	1507135
10802	2562	88501
10803	g4178.t1	148810
10803	001f73	1507135
10803	0031dd	166423
10804	00328d	132113
10804	002b97	166423
10805	000a41	516756
10805	001b02	88501
10806	g213.t1	148810
10806	1855	132113
10806	1282	1507135
10808	2876	143995
10808	1890	88501
10808	001c05	88501
10808	2477	88501
10808	00302f	88501
10809	4.00E+06	1507135
10809	0007ca	166423
1081	g2763.t1	148810
1081	0028c8	132113
1081	000a00	143995
1081	1725	1507135
1081	0010de	156304
1081	00141a	166423
1081	001a89	178035
1081	1273	516756
1081	2517	597456
1081	0005a6	7460
1081	002c66	88501
10811	00169d	156304
10811	0001a5	88501
10812	00212e	178035
10812	000b06	597456
10813	g6711.t1	148810
10813	0002ec	143995
10813	001c5a	166423
10814	000d3d	516756
10814	0027c3	7460
10815	001e3d	132113
10815	2851	7460
10816	g4514.t1	148810
10816	g4515.t1	148810
10816	003c13	132113
10816	0018ea	88501
10817	878	132113
10817	0029f3	7460
10819	001a3e	143995
10819	1463	156304
1082	g12116.t1	148810
1082	3765	132113
1082	1650	143995
1082	0018d1	143995
1082	0023ad	1507135
1082	0020f0	156304
1082	00086f	166423
1082	001a16	178035
1082	001adb	516756
1082	1133	597456
1082	001c5f	7460
1082	00220c	88501
10820	g12252.t1	148810
10820	1563	132113
10820	216	88501
10821	0020b5	156304
10821	0010cd	88501
10821	0010ce	88501
10822	g242.t1	148810
10822	0017fd	132113
10822	2610	166423
10823	003a57	132113
10823	0004f5	1507135
10824	g6666.t1	148810
10824	0004ce	132113
10824	3035	88501
10826	g883.t1	148810
10826	157	132113
10826	00242d	1507135
10827	0009af	143995
10827	1857	178035
10827	002b32	88501
10829	00358e	132113
10829	00227b	1507135
1083	g11546.t1	148810
1083	001d5e	132113
1083	1587	143995
1083	0015dc	1507135
1083	000d89	156304
1083	00118f	166423
1083	00161a	178035
1083	0006ca	516756
1083	000f75	597456
1083	001f5b	7460
1083	173	88501
10831	2916	1507135
10831	0.00E+00	88501
10832	00163b	1507135
10832	0011ab	166423
10833	g10074.t1	148810
10833	001a53	1507135
10833	00171e	166423
10833	00296d	88501
10834	2807	1507135
10834	3.20E+04	88501
10835	g2140.t1	148810
10835	2753	1507135
10835	0039ce	166423
10835	331	597456
10836	g9231.t1	148810
10836	00177c	143995
10836	0022b0	88501
10837	000bf1	143995
10837	000b37	166423
10838	g11174.t1	148810
10838	000eeb	1507135
10838	002ba4	88501
10839	g11090.t1	148810
10839	2422	156304
10839	00378c	166423
10839	00181b	178035
1084	g11707.t1	148810
1084	00178f	132113
1084	1.00E+02	143995
1084	0015c6	1507135
1084	1847	156304
1084	000f11	166423
1084	00229f	178035
1084	000b05	516756
1084	0027a1	516756
1084	00122c	597456
1084	001fca	7460
1084	001b26	88501
10840	2066	132113
10840	00285d	7460
10841	000dc8	156304
10841	1117	156304
10841	001ec7	166423
10842	g12827.t1	148810
10842	g3793.t1	148810
10842	g4941.t1	148810
10842	00287a	143995
10842	000a26	178035
10842	0018b4	516756
10843	00261a	166423
10843	00026b	7460
10844	002ab3	132113
10844	00155d	156304
10845	001afd	156304
10845	00009a	88501
10846	0007c6	143995
10846	0032ee	166423
10847	0023c7	1507135
10847	0026d1	7460
10848	000bf7	516756
10848	001d5c	7460
1085	g7376.t1	148810
1085	3694	132113
1085	00270a	143995
1085	0002f9	1507135
1085	0013c7	156304
1085	2087	166423
1085	000d9d	178035
1085	0014a9	516756
1085	0010f9	597456
1085	0025ba	7460
1085	00241f	88501
10850	g8250.t1	148810
10850	1416	132113
10850	109	1507135
10851	00034a	132113
10851	389	132113
10851	000ab0	132113
10851	00142f	132113
10851	001b9c	132113
10851	002b49	132113
10851	003bfb	132113
10851	2773	516756
10851	001bd3	88501
10853	2.70E+05	132113
10853	00292a	7460
10855	g8768.t1	148810
10855	0002f0	132113
10855	2722	166423
10856	00179c	156304
10856	000fb1	88501
10856	1499	88501
10857	0018d0	143995
10857	002d0f	88501
10858	00231d	143995
10858	0022de	166423
1086	g3712.t1	148810
1086	00145c	132113
1086	0016c3	143995
1086	1199	1507135
1086	000eec	156304
1086	001d82	166423
1086	0012c4	178035
1086	1618	516756
1086	0.00E+00	597456
1086	2606	7460
1086	2941	88501
10860	749	132113
10860	2928	7460
10861	g602.t1	148810
10861	2574	132113
10861	1.50E+03	156304
10861	001aec	7460
10862	g1462.t1	148810
10862	002d02	166423
10862	000f7d	7460
10863	g10099.t1	148810
10863	001a5b	1507135
10863	00170e	166423
10864	001b77	516756
10864	1459	597456
10865	00294f	156304
10865	3431	88501
10866	2660	143995
10866	0028d8	143995
10866	0003cc	88501
10866	2961	88501
10867	002ae1	166423
10867	1702	178035
10867	2036	178035
10867	001f6f	597456
10867	904	88501
10867	0.00E+00	88501
10867	1949	88501
10867	2364	88501
10869	00059c	1507135
10869	1188	88501
1087	g9362.t1	148810
1087	432	132113
1087	0027ad	143995
1087	00113c	1507135
1087	2222	156304
1087	000ed3	166423
1087	00218f	178035
1087	1924	516756
1087	0005b5	597456
1087	2038	7460
1087	000bd4	88501
10870	g13140.t1	148810
10870	g13580.t1	148810
10870	g13586.t1	148810
10870	g1938.t1	148810
10870	g1956.t1	148810
10870	0018cb	516756
10870	000a16	7460
10871	g8855.t1	148810
10871	1701	143995
10871	1982	7460
10872	g12200.t1	148810
10872	g3798.t1	148810
10872	g3807.t1	148810
10872	g3874.t1	148810
10872	g4947.t1	148810
10872	0036f0	132113
10872	0014b4	178035
10872	0019a4	178035
10872	2628	178035
10873	0006f3	156304
10873	000d62	156304
10873	000de0	156304
10873	000e0e	156304
10873	00147b	156304
10873	1.60E+07	156304
10873	1774	156304
10873	1780	156304
10873	001a6a	156304
10873	001a7a	156304
10873	001c48	156304
10873	001ff9	156304
10873	0020bd	156304
10873	0020bf	156304
10873	0020da	156304
10873	2232	156304
10873	0026c3	156304
10873	00030f	88501
10873	00091c	88501
10873	000a0a	88501
10873	1351	88501
10873	0014dd	88501
10873	00168a	88501
10873	00190a	88501
10873	00190b	88501
10873	1971	88501
10873	1973	88501
10873	00232c	88501
10873	002ae1	88501
10873	002fed	88501
10873	002fef	88501
10873	002ff0	88501
10873	3.00E+06	88501
10873	3.00E+07	88501
10874	g10608.t1	148810
10874	g13521.t1	148810
10874	334	132113
10874	0005a5	132113
10874	00233b	132113
10874	003a19	132113
10874	00036f	156304
10874	001c47	156304
10874	3020	166423
10874	1974	516756
10875	204	132113
10875	0008b3	1507135
10876	g5318.t1	148810
10876	003a46	132113
10876	001cb5	1507135
10877	0019a8	178035
10877	001f6f	178035
10877	0025de	178035
10877	1820	597456
10878	00222b	1507135
10878	003af5	166423
10879	2782	166423
10879	00114b	88501
1088	g11472.t1	148810
1088	3494	132113
1088	00162e	143995
1088	1602	1507135
1088	0007ae	156304
1088	3549	166423
1088	000b30	178035
1088	00061c	516756
1088	000f94	597456
1088	001f1a	7460
1088	001b3c	88501
10880	1314	156304
10880	00162d	7460
10881	g13265.t1	148810
10881	00227b	516756
10881	2476	88501
10882	2.00E+54	166423
10882	00029d	516756
10883	g7282.t1	148810
10883	000f21	132113
10883	00235e	166423
10884	g10779.t1	148810
10884	001ee2	132113
10884	00294e	1507135
10885	3.70E+03	1507135
10885	2301	597456
10886	2.70E+10	132113
10886	2936	7460
10887	g10569.t1	148810
10887	g10599.t1	148810
10887	001c9d	143995
10887	399	597456
10888	2921	1507135
10888	001ffc	156304
10889	g5455.t1	148810
10889	003d6e	132113
10889	644	88501
1089	g10112.t1	148810
1089	00158c	132113
1089	001fe0	143995
1089	001a0c	1507135
1089	0001be	156304
1089	002a3a	166423
1089	000d34	178035
1089	001b8b	516756
1089	00144b	597456
1089	1393	7460
1089	00039e	88501
10890	g9068.t1	148810
10890	000ba6	132113
10890	2440	516756
10890	298	88501
10890	00047b	88501
10891	001bab	143995
10891	00235f	178035
10892	000c14	178035
10892	0020da	597456
10892	0022db	597456
10893	2771	132113
10893	1025	1507135
10894	001e0b	143995
10894	0000df	166423
10895	g10669.t1	148810
10895	g13984.t1	148810
10895	g14030.t1	148810
10895	g14038.t1	148810
10895	g14155.t1	148810
10895	g4743.t1	148810
10895	g4744.t1	148810
10895	g4913.t1	148810
10895	g4936.t1	148810
10895	g6211.t1	148810
10895	003a11	1507135
10895	2699	597456
10896	g13378.t1	148810
10896	2732	1507135
10896	001aa3	88501
10897	0025a4	132113
10897	0025a5	132113
10897	3846	166423
10899	g7222.t1	148810
10899	00069e	132113
10899	0018ee	1507135
109	g7144.t1	148810
109	003acf	132113
109	1467	143995
109	751	1507135
109	0013d8	156304
109	6.00E+06	166423
109	1397	178035
109	00199e	516756
109	0017a4	597456
109	8.00E+00	7460
109	0010b4	88501
1090	g11345.t1	148810
1090	0034dc	132113
1090	1568	143995
1090	001cb1	166423
1090	00254b	178035
1090	0015b2	516756
1090	00164d	597456
1090	001eac	7460
1090	00148f	88501
10900	2051	132113
10900	2861	7460
10900	00294e	7460
10901	002c2e	132113
10901	0008d3	1507135
10902	0009c7	132113
10902	0012c2	1507135
10903	1.70E+01	132113
10903	2998	7460
10904	00014f	132113
10904	00215a	1507135
10905	000ba4	132113
10905	00243a	516756
10906	g11973.t1	148810
10906	726	516756
10906	00249f	597456
10907	724	516756
10907	3433	88501
10908	3598	132113
10908	00198b	1507135
10909	0028f0	143995
10909	2775	88501
1091	g10097.t1	148810
1091	412	132113
1091	001fe8	143995
1091	001a5a	1507135
1091	0001ba	156304
1091	1710	166423
1091	000e0f	178035
1091	001b7a	516756
1091	001b7b	516756
1091	0013bc	597456
1091	00158d	7460
1091	0003a5	88501
10910	366	1507135
10910	0006a9	166423
10911	g4056.t1	148810
10911	000c79	132113
10911	001dee	88501
10912	0022a3	132113
10912	0009ed	1507135
10913	0007ec	132113
10913	1.00E+70	88501
10914	2636	132113
10914	00247d	1507135
10915	g10614.t1	148810
10915	g13158.t1	148810
10915	g3814.t1	148810
10915	g4817.t1	148810
10915	g6549.t1	148810
10915	g9180.t1	148810
10915	g9190.t1	148810
10915	0001a4	132113
10915	000bc6	132113
10915	000c75	132113
10915	0036ff	132113
10915	3860	132113
10915	003cba	132113
10915	0025ec	178035
10916	509	1507135
10916	001d21	516756
10916	001dea	7460
10917	g2171.t1	148810
10917	0011b7	516756
10917	0006dd	7460
10918	g6007.t1	148810
10918	3440	132113
10918	1651	166423
10918	0018cd	516756
10919	g6926.t1	148810
10919	000be5	132113
10919	1087	166423
1092	g273.t1	148810
1092	0017ee	132113
1092	0024b6	143995
1092	0021d4	1507135
1092	2127	156304
1092	0025fa	166423
1092	000f84	178035
1092	0025fd	516756
1092	000d88	597456
1092	00040d	7460
1092	002ebc	88501
10920	g11151.t1	148810
10920	003cef	132113
10920	002f52	88501
10921	g7867.t1	148810
10921	1675	132113
10921	1.00E+21	1507135
10922	001bf5	178035
10922	000c5d	597456
10923	000d94	143995
10923	001a6f	597456
10924	g7814.t1	148810
10924	1737	132113
10924	00013b	597456
10925	0001d6	1507135
10925	000dc2	516756
10926	563	132113
10926	00011b	156304
10928	g11005.t1	148810
10928	000f7c	1507135
10928	0004ea	88501
10929	6.00E+00	156304
10929	00056e	597456
1093	g11150.t1	148810
1093	003cf0	132113
1093	0025c3	143995
1093	0.00E+00	1507135
1093	00228d	156304
1093	00092c	166423
1093	001e9a	178035
1093	00224c	516756
1093	00267f	516756
1093	989	597456
1093	0004de	7460
1093	002c1f	88501
10930	000c8b	132113
10930	0006fd	1507135
10931	001d14	1507135
10931	0005a4	88501
10932	000c52	132113
10932	1077	166423
10933	g5911.t1	148810
10933	2433	516756
10933	002ac0	88501
10934	00156a	156304
10934	001c9f	88501
10935	2.40E+09	178035
10935	00280a	7460
10936	933	143995
10936	00080c	88501
10937	g11189.t1	148810
10937	002fa5	132113
10937	00375d	166423
10938	000ba0	132113
10938	000e3f	1507135
10939	0003d9	132113
10939	002a0f	7460
1094	g12522.t1	148810
1094	00304f	132113
1094	0008f6	143995
1094	001ca7	1507135
1094	000d11	156304
1094	3422	166423
1094	1201	178035
1094	0024ba	516756
1094	1.00E+06	597456
1094	1364	7460
1094	000fdb	88501
10940	3005	132113
10940	000ff1	1507135
10941	g8750.t1	148810
10941	16	143995
10941	0007fd	178035
10941	286	597456
10942	g4226.t1	148810
10942	000cec	132113
10942	3212	166423
10943	000a74	132113
10943	181	143995
10944	g3483.t1	148810
10944	2699	1507135
10944	000b5f	88501
10945	g11691.t1	148810
10945	001d1f	132113
10945	000f1b	166423
10946	003c12	132113
10946	0035b7	166423
10947	g10511.t1	148810
10947	167	132113
10947	0011ec	132113
10947	0014d6	132113
10947	913	1507135
10947	0029a1	1507135
10948	2878	143995
10948	00233f	597456
10949	g9528.t1	148810
10949	2222	597456
10949	2285	88501
1095	g13912.t1	148810
1095	0012eb	132113
1095	001d20	143995
1095	001d79	1507135
1095	001eff	156304
1095	002eca	166423
1095	00165c	178035
1095	00266f	516756
1095	00258a	597456
1095	0023f9	7460
1095	2737	88501
10950	0001c1	156304
10950	1317	88501
10951	1682	132113
10951	001b6a	166423
10951	001e2b	88501
10952	g3237.t1	148810
10952	002ab2	166423
10952	0023b5	597456
10953	0008cb	132113
10953	0020b1	156304
10954	g652.t1	148810
10954	2550	132113
10954	2931	1507135
10955	g10602.t1	148810
10955	g11157.t1	148810
10955	g14363.t1	148810
10955	g3825.t1	148810
10955	0001dd	132113
10955	00036c	132113
10955	0011c5	132113
10955	0016cc	516756
10955	00277e	516756
10955	0021af	597456
10956	g4143.t1	148810
10956	00070f	1507135
10956	0028b3	88501
10957	g8821.t1	148810
10957	0007ce	132113
10957	000a72	88501
10958	003a6d	166423
10958	000fab	88501
10959	g12423.t1	148810
10959	001da4	132113
10959	003b20	166423
1096	g914.t1	148810
1096	0032df	132113
1096	0010a3	143995
1096	0012d6	1507135
1096	718	156304
1096	002b8b	166423
1096	3.00E+04	178035
1096	303	516756
1096	00197d	597456
1096	0002fe	7460
1096	0014aa	88501
10961	000d15	178035
10961	0016b5	178035
10961	0019a6	178035
10961	2435	178035
10961	00181c	597456
10962	0020d7	143995
10962	000eb7	1507135
10964	000d08	143995
10964	436	156304
10965	195	132113
10965	3406	166423
10966	002a27	1507135
10966	001a3f	166423
10967	00008e	166423
10967	2141	88501
10968	g9003.t1	148810
10968	0017ff	166423
10968	001ddf	88501
10969	001f69	132113
10969	00141a	1507135
1097	g8910.t1	148810
1097	296	132113
1097	284	143995
1097	2633	1507135
1097	000b7f	156304
1097	00179d	166423
1097	00179e	166423
1097	000c28	178035
1097	0015f7	516756
1097	1173	597456
1097	1814	7460
1097	1477	88501
10970	003a1c	132113
10970	000f89	166423
10971	0037f5	132113
10971	000b0a	166423
10972	3161	132113
10972	0027b3	1507135
10973	2609	178035
10973	002a1c	7460
10974	003d8d	132113
10974	000d04	166423
10975	000a5e	132113
10975	000e0a	132113
10975	00102e	132113
10975	0014f5	132113
10975	00241c	132113
10975	2654	132113
10975	0027b5	132113
10975	002a8e	132113
10975	003d68	132113
10975	0023f0	143995
10975	001b4e	516756
10975	2623	597456
10976	000f97	516756
10976	1940	88501
10977	0023f7	156304
10977	4.00E+09	88501
10978	001bb7	143995
10978	0011bb	88501
10978	001dfc	88501
10978	002b84	88501
10979	3914	132113
10979	00290b	7460
1098	g4150.t1	148810
1098	000d05	132113
1098	1864	143995
1098	705	1507135
1098	1494	156304
1098	000a73	166423
1098	000a76	166423
1098	00127b	178035
1098	1984	516756
1098	586	597456
1098	1728	7460
1098	002f70	88501
10980	2619	178035
10980	00260f	88501
10981	g13662.t1	148810
10981	0020d5	166423
10981	00064b	597456
10982	g746.t1	148810
10982	000e0d	166423
10982	0012af	7460
10984	g2449.t1	148810
10984	393	132113
10984	002b8a	1507135
10985	g10629.t1	148810
10985	g1076.t1	148810
10985	g12216.t1	148810
10985	g1947.t1	148810
10985	g4847.t1	148810
10985	0016b9	132113
10985	3706	132113
10985	000dc1	516756
10986	g1443.t1	148810
10986	00034a	156304
10986	564	597456
10987	0035cf	132113
10987	000ddf	88501
10988	001c17	1507135
10988	0018dc	88501
10988	0018dd	88501
10989	0002b9	1507135
10989	2.00E+16	166423
1099	g11547.t1	148810
1099	g11549.t1	148810
1099	001d7b	132113
1099	0015ba	143995
1099	1.50E+05	1507135
1099	000d75	156304
1099	00118d	166423
1099	1601	178035
1099	00064d	516756
1099	000f65	597456
1099	001ee2	7460
1099	172	88501
10990	000ae8	178035
10990	001d34	88501
10991	00023a	143995
10991	00277d	143995
10991	001a0c	88501
10992	0012f7	132113
10992	2577	597456
10993	1.00E+91	1507135
10993	001e5b	88501
10994	001f5a	1507135
10994	00062e	156304
10995	00035d	156304
10995	0005a3	178035
10996	162	132113
10996	347	132113
10996	352	132113
10996	712	132113
10996	00360d	132113
10996	003cbc	132113
10996	00246e	156304
10996	2305	178035
10996	2544	178035
10997	0000f3	1507135
10997	3184	166423
10998	1205	132113
10998	001b77	143995
10998	2761	143995
10999	1920	132113
10999	00180a	1507135
11	g5402.t1	148810
11	003d8c	132113
11	0006cc	143995
11	0017f0	1507135
11	0015b7	156304
11	0022b6	156304
11	000d03	166423
11	1570	178035
11	0017b8	516756
11	0020f5	597456
11	001e1d	7460
11	00143d	88501
110	g7711.t1	148810
110	0020b9	132113
110	0005ec	143995
110	40	1507135
110	1062	156304
110	00064f	166423
110	00251b	178035
110	156	516756
110	001b1f	597456
110	001a64	7460
110	001b78	88501
1100	g4062.t1	148810
1100	000d1f	132113
1100	1830	143995
1100	0006ea	1507135
1100	0005f3	156304
1100	0009a7	166423
1100	0007d2	178035
1100	1129	516756
1100	00153c	597456
1100	00171d	7460
1100	00264e	88501
11000	000d3e	1507135
11000	0000ae	156304
11001	1754	1507135
11001	001a51	88501
11002	0024cf	132113
11002	003b68	166423
11003	002c70	132113
11003	154	166423
11004	g7481.t1	148810
11004	2528	166423
11004	002f0f	88501
11005	0024be	143995
11005	2571	143995
11005	2654	143995
11005	00080a	88501
11006	g6008.t1	148810
11006	g6009.t1	148810
11006	001b0c	143995
11006	001f15	143995
11006	0022a2	143995
11006	2817	143995
11006	000a10	156304
11006	0018cc	516756
11006	00261b	7460
11007	g9331.t1	148810
11007	000bf2	166423
11007	0002ea	88501
11008	168	1507135
11008	001c7f	7460
11009	1.00E+36	132113
11009	2800	7460
1101	g761.t1	148810
1101	0.00E+00	132113
1101	000c5d	143995
1101	000c8b	1507135
1101	0005b2	156304
1101	000df9	166423
1101	000dd0	178035
1101	2.00E+09	516756
1101	000c30	597456
1101	1164	7460
1101	002af5	88501
11010	00288c	156304
11010	1745	7460
11011	g10538.t1	148810
11011	g13539.t1	148810
11011	g13540.t1	148810
11011	g13600.t1	148810
11011	g13611.t1	148810
11011	g13612.t1	148810
11011	g14008.t1	148810
11011	g6545.t1	148810
11011	003cd0	132113
11011	00109d	156304
11012	g4513.t1	148810
11012	001c12	1507135
11012	0013d5	516756
11013	g5164.t1	148810
11013	3.00E+07	1507135
11013	0021ff	156304
11014	g11274.t1	148810
11014	2436	143995
11014	1113	178035
11015	0001db	1507135
11015	001c2e	166423
11016	003c9b	132113
11016	3350	88501
11017	00289c	132113
11017	000ecc	88501
11018	000b88	132113
11018	001e5d	132113
11018	0029f7	7460
11019	00278f	143995
11019	003cbe	1507135
1102	g713.t1	148810
1102	0004fe	132113
1102	001a1b	143995
1102	0016d3	1507135
1102	0001c9	156304
1102	0027bf	166423
1102	001f4f	178035
1102	0018d3	516756
1102	0021c3	597456
1102	1149	7460
1102	2393	88501
11020	00252b	132113
11020	1540	1507135
11021	001ade	156304
11021	0000fb	88501
11022	003d5c	1507135
11022	2332	156304
11023	g13909.t1	148810
11023	1.00E+00	1507135
11023	2247	7460
11024	41	178035
11024	00333d	88501
11025	g12552.t1	148810
11025	002b51	1507135
11025	3444	166423
11026	0035b2	166423
11026	0018da	88501
11027	g12236.t1	148810
11027	g12237.t1	148810
11027	g13332.t1	148810
11027	g4781.t1	148810
11027	1773	143995
11027	1.00E+01	143995
11027	0026d1	143995
11027	2873	143995
11027	001a63	156304
11027	2.60E+02	156304
11028	0008ac	132113
11028	0029ea	7460
11029	0024bc	597456
11029	000ee0	88501
1103	g9165.t1	148810
1103	00004c	132113
1103	2211	143995
1103	2546	1507135
1103	0009c3	156304
1103	001be2	166423
1103	499	178035
1103	0025a0	516756
1103	203	597456
1103	00171c	88501
11030	001fc1	132113
11030	1747	88501
11031	002e1a	1507135
11031	000c94	166423
11032	1440	132113
11032	2567	143995
11034	1173	166423
11034	160	88501
11035	2205	156304
11035	0026a0	166423
11035	208	88501
11036	00036a	143995
11036	000bca	143995
11036	0020bd	143995
11036	00000e	597456
11037	g3465.t1	148810
11037	75	516756
11037	2613	597456
11038	g9623.t1	148810
11038	00297b	1507135
11038	0007b2	516756
1104	g12445.t1	148810
1104	0010a4	132113
1104	0.00E+00	143995
1104	0007bf	1507135
1104	000dda	156304
1104	003aff	166423
1104	0010a2	178035
1104	00117e	516756
1104	000ae3	597456
1104	0013a3	7460
1104	002d21	88501
11041	613	1507135
11041	00289d	166423
11042	00003b	178035
11042	1403	88501
11043	00228a	166423
11043	000f8c	88501
11044	g3754.t1	148810
11044	00019d	166423
11044	0002df	597456
11044	187	88501
11045	0001f9	166423
11045	00299f	7460
11046	003d46	132113
11046	0020d7	516756
11046	2301	516756
11046	0027ae	516756
11047	g4518.t1	148810
11047	003c18	132113
11047	001c13	1507135
11049	001b4a	143995
11049	0005f4	178035
1105	g8789.t1	148810
1105	0007f0	132113
1105	2123	143995
1105	2616	1507135
1105	0004f2	156304
1105	00273a	166423
1105	000c35	178035
1105	883	516756
1105	00023e	597456
1105	00189d	7460
1105	00041e	88501
11050	0028d6	1507135
11050	002dd1	166423
11051	000f15	156304
11051	00232b	7460
11052	002bb5	132113
11052	0006a5	1507135
11053	1144	1507135
11053	0002df	88501
11054	000bfa	143995
11054	000acd	1507135
11055	001de2	1507135
11055	001aec	88501
11056	000caf	143995
11056	2932	1507135
11057	652	132113
11057	001ef1	1507135
11058	1469	156304
11058	1.00E+01	88501
11059	2060	143995
11059	0024c0	143995
11059	2676	143995
11059	2.60E+10	143995
11059	002cd7	88501
1106	g8820.t1	148810
1106	0007cd	132113
1106	2.10E+02	143995
1106	0025bc	1507135
1106	0019d0	156304
1106	1745	166423
1106	0004c1	178035
1106	850	516756
1106	289	597456
1106	0017d5	7460
1106	000a71	88501
11060	002aa2	1507135
11060	2363	7460
11061	g3079.t1	148810
11061	998	1507135
11061	00097f	178035
11062	00032c	166423
11062	002b42	88501
11063	001dbd	178035
11063	2.00E+78	88501
11064	00230e	132113
11064	204	88501
11065	g7003.t1	148810
11065	000f72	132113
11065	2846	1507135
11066	g10072.t1	148810
11066	409	132113
11066	001a57	1507135
11067	g4821.t1	148810
11067	2671	143995
11067	001f57	178035
11068	0001a8	132113
11068	401	132113
11068	1512	166423
11069	g2574.t1	148810
11069	001b50	132113
11069	1114	88501
1107	g10053.t1	148810
1107	611	132113
1107	1317	143995
1107	001a07	1507135
1107	00073e	156304
1107	000b21	156304
1107	0012bc	166423
1107	000e3c	178035
1107	1373	516756
1107	0008c3	597456
1107	0022d1	7460
1107	00186a	88501
11070	002c4f	1507135
11070	621	88501
11071	g14219.t1	148810
11071	1894	1507135
11071	378	166423
11071	2649	88501
11072	0008ab	132113
11072	2458	156304
11073	000c8c	132113
11073	0006fe	1507135
11074	0009f6	166423
11074	2630	88501
11075	002eda	132113
11075	0029ba	7460
11076	000af4	143995
11076	002b53	166423
11078	g7814.t1	148810
11078	00187a	178035
11078	00239c	7460
11079	g1283.t1	148810
11079	0031a5	132113
11079	001f47	1507135
1108	g1199.t1	148810
1108	3176	132113
1108	001cdc	143995
1108	00051d	1507135
1108	002db7	166423
1108	1.40E+08	178035
1108	200	516756
1108	000fb1	597456
1108	00111c	7460
1108	888	88501
11080	882	132113
