gene	AGE
AATE001650	43.0
ACHR009187	43.0
ACUA003747	43.0
ADAC006355	43.0
ADIR001865	43.0
AEPI000863	43.0
AFAF013161	43.0
AFUN010677	43.0
AGAP010838	43.0
AGAP012520	43.0
AMAM011282	43.0
AMEC016851	43.0
AMEC017107	43.0
AMEM013209	43.0
AMIN006972	43.0
AQUA004575	43.0
AQUA008292	43.0
ASIS015769	43.0
ASTE001651	43.0
ASTEI02509	43.0
AALB002336	43.0
AARA009703	43.0
AATE009100	43.0
ACHR001465	43.0
ACUA006995	43.0
ADAC006166	43.0
ADIR002932	43.0
AEPI008560	43.0
AFAF012409	43.0
AFUN005990	43.0
AGAP004104	43.0
AMAM007156	43.0
AMEC014400	43.0
AMEM016791	43.0
AMIN003829	43.0
AQUA008611	43.0
ASIS009320	43.0
ASTE009353	43.0
ASTEI04283	43.0
AALB008305	43.0
AARA005318	43.0
AATE014154	43.0
ACHR009517	43.0
ACUA005581	43.0
ADAC008959	43.0
ADIR005426	43.0
AEPI005937	43.0
AFAF007303	43.0
AFUN002487	43.0
AGAP004366	43.0
AMAM016487	43.0
AMEC010022	43.0
AMEM003945	43.0
AMIN004757	43.0
AQUA008436	43.0
ASIS002445	43.0
ASTE002914	43.0
ASTEI08690	43.0
AATE003744	43.0
ACUA009069	43.0
ACUA016998	43.0
ADAC000698	43.0
AFAF016284	43.0
AGAP002419	43.0
AMAM001002	43.0
AMEM008058	43.0
ASIS009556	43.0
AALB010529	43.0
AARA009030	43.0
AATE016710	43.0
ACHR005730	43.0
ADAC006618	43.0
ADIR009479	43.0
AEPI008384	43.0
AFAF002611	43.0
AFUN007231	43.0
AGAP010676	43.0
AMAM019120	43.0
AMEC012469	43.0
AMEM003182	43.0
AMIN008687	43.0
AQUA002417	43.0
ASIS015556	43.0
ASTE005374	43.0
ASTEI05394	43.0
AALB006831	43.0
AARA010477	43.0
AATE020851	43.0
ACHR009619	43.0
ACUA021015	43.0
ADAC002775	43.0
ADIR011679	43.0
AEPI009081	43.0
AFAF013543	43.0
AFUN010151	43.0
AGAP000567	43.0
AMAM011424	43.0
AMEC008408	43.0
AMEM017559	43.0
AMIN005328	43.0
AQUA010802	43.0
ASIS004994	43.0
ASTE001202	43.0
ASTEI04417	43.0
AALB010574	43.0
AARA000134	43.0
AATE015713	43.0
ACHR004541	43.0
ACUA024552	43.0
ADIR000083	43.0
AEPI006648	43.0
AFAF004716	43.0
AFUN004056	43.0
AGAP011210	43.0
AMAM004136	43.0
AMAM021857	43.0
AMEC007101	43.0
AMEM008844	43.0
AMIN008373	43.0
AQUA005059	43.0
ASIS021695	43.0
ASTE008258	43.0
ASTEI06799	43.0
AALB003626	43.0
AARA001381	43.0
AATE021188	43.0
ACHR003157	43.0
ACUA015340	43.0
ADAC005099	43.0
ADIR008401	43.0
AEPI006897	43.0
AFAF020234	43.0
AFUN005849	43.0
AGAP003303	43.0
AMAM022463	43.0
AMEC009296	43.0
AMEM000746	43.0
AMIN000342	43.0
AQUA003813	43.0
ASIS005034	43.0
ASTE007427	43.0
ASTEI08887	43.0
AALB008665	43.0
AARA004157	43.0
AATE002763	43.0
ACHR000117	43.0
ACUA001448	43.0
ADAC002246	43.0
ADIR010155	43.0
AEPI001615	43.0
AFAF006711	43.0
AFUN009578	43.0
AGAP002686	43.0
AMAM007637	43.0
AMEC022327	43.0
AMEM007346	43.0
AMIN003620	43.0
AQUA006802	43.0
ASIS022336	43.0
ASTE009419	43.0
ASTEI03213	43.0
AALB005172	43.0
AARA008094	43.0
AATE002436	43.0
ACHR006671	43.0
ACUA009367	43.0
ADAC005707	43.0
ADIR007190	43.0
AEPI009143	43.0
AFAF005865	43.0
AFUN001029	43.0
AGAP007525	43.0
AMAM021373	43.0
AMEC000407	43.0
AMEC011114	43.0
AMEM013439	43.0
AMIN010402	43.0
AQUA004397	43.0
ASIS005197	43.0
ASTE002370	43.0
ASTEI01435	43.0
AALB001496	43.0
AARA005004	43.0
AATE005155	43.0
ACHR001217	43.0
ACUA013281	43.0
ADAC009533	43.0
ADIR011281	43.0
AEPI008867	43.0
AFAF013704	43.0
AFUN010304	43.0
AGAP008123	43.0
AMAM004379	43.0
AMEC021561	43.0
AMEM003930	43.0
AMIN006154	43.0
AQUA001031	43.0
ASIS001711	43.0
ASTE007286	43.0
ASTEI01871	43.0
AALB010639	43.0
AARA008847	43.0
AATE009810	43.0
ACHR006753	43.0
ACUA009348	43.0
ADAC005214	43.0
ADIR002071	43.0
AEPI005715	43.0
AFAF013304	43.0
AFUN001323	43.0
AMAM013982	43.0
AMEC008508	43.0
AMEM009535	43.0
AMIN004475	43.0
AQUA004552	43.0
ASIS001087	43.0
ASTE002454	43.0
ASTEI09660	43.0
AALB009848	43.0
AARA006338	43.0
AATE004901	43.0
ACHR001700	43.0
ACUA018782	43.0
ADAC002209	43.0
ADIR005646	43.0
AEPI010600	43.0
AFAF005917	43.0
AFUN006160	43.0
AGAP010500	43.0
AMEC016554	43.0
AMEM000561	43.0
AMIN001245	43.0
AQUA001322	43.0
ASIS004633	43.0
ASTE006779	43.0
ASTEI07132	43.0
AALB004151	43.0
AARA005712	43.0
AATE001068	43.0
ACHR008870	43.0
ACUA003634	43.0
ADAC005680	43.0
ADIR007538	43.0
AEPI008163	43.0
AFAF004824	43.0
AFUN011810	43.0
AGAP005711	43.0
AMAM002083	43.0
AMEC012294	43.0
AMEM015248	43.0
AMIN011013	43.0
AQUA011172	43.0
ASIS005813	43.0
ASTE004909	43.0
ASTEI06385	43.0
AALB002600	43.0
AARA001459	43.0
AATE003871	43.0
AATE004327	43.0
ACHR009518	43.0
ACUA027816	43.0
ADAC009623	43.0
ADIR010730	43.0
AEPI004758	43.0
AFAF014118	43.0
AFUN004219	43.0
AGAP003369	43.0
AMAM011202	43.0
AMAM019597	43.0
AMEC015311	43.0
AMEC022493	43.0
AMEM004939	43.0
AMIN003897	43.0
AQUA010296	43.0
ASIS011181	43.0
ASTE009470	43.0
ASTEI03400	43.0
ASTEI11540	43.0
AALB008874	43.0
AARA001368	43.0
AATE018487	43.0
ACHR006378	43.0
ACUA012518	43.0
ADAC010404	43.0
ADIR008388	43.0
AEPI002262	43.0
AFAF005387	43.0
AFUN005836	43.0
AGAP003287	43.0
AMAM000366	43.0
AMEC009812	43.0
AMEM001643	43.0
AMIN000354	43.0
AQUA003802	43.0
ASIS022109	43.0
ASTE007439	43.0
ASTEI08876	43.0
ASTEI11265	43.0
ASTEI11393	43.0
AALB005560	43.0
AARA009309	43.0
AATE004399	43.0
ACHR001793	43.0
ACUA005908	43.0
ADAC008759	43.0
ADIR004396	43.0
ADIR008740	43.0
AEPI000613	43.0
AFAF018253	43.0
AFUN002954	43.0
AGAP006993	43.0
AMAM002425	43.0
AMEC001040	43.0
AMEM004445	43.0
AMIN009978	43.0
AQUA001927	43.0
ASIS014383	43.0
ASTE010451	43.0
ASTEI02854	43.0
AALB009749	43.0
AARA009034	43.0
AATE006122	43.0
ACHR009954	43.0
ACUA019367	43.0
ADIR000199	43.0
AEPI008389	43.0
AFAF006922	43.0
AFUN007238	43.0
AGAP010671	43.0
AMAM012068	43.0
AMEC019170	43.0
AMEM002675	43.0
AMIN008692	43.0
AQUA002422	43.0
ASIS004882	43.0
ASTE001631	43.0
ASTEI05389	43.0
AALB006153	43.0
AARA007448	43.0
AATE012045	43.0
ACHR004677	43.0
ACUA008000	43.0
ADAC002703	43.0
ADIR007970	43.0
AEPI000556	43.0
AFAF002801	43.0
AFUN002032	43.0
AFUN010998	43.0
AGAP006072	43.0
AMAM003290	43.0
AMAM011192	43.0
AMEC003458	43.0
AMEM004803	43.0
AMIN009912	43.0
AQUA010958	43.0
ASIS013045	43.0
ASTE002720	43.0
ASTEI02910	43.0
AALB009403	43.0
AARA001646	43.0
AATE015266	43.0
ACUA020250	43.0
ADAC010523	43.0
ADIR010052	43.0
AEPI006945	43.0
AEPI009487	43.0
AFAF007218	43.0
AFUN009231	43.0
AGAP001179	43.0
AMAM023678	43.0
AMEC004265	43.0
AMEM000147	43.0
AMIN002298	43.0
AQUA011632	43.0
ASIS000029	43.0
ASTE005775	43.0
ASTEI08010	43.0
ASTEI08011	43.0
AALB001166	43.0
AARA012014	43.0
AATE000023	43.0
ACHR006417	43.0
ACUA017026	43.0
ADIR000751	43.0
AEPI000384	43.0
AFAF007107	43.0
AFUN010331	43.0
AGAP007817	43.0
AMAM014558	43.0
AMEC015962	43.0
AMEM002867	43.0
AMIN006405	43.0
AQUA003676	43.0
ASIS009760	43.0
ASTEI01640	43.0
AALB002476	43.0
AARA002018	43.0
AATE018147	43.0
ACHR010015	43.0
ACUA007539	43.0
ADAC008121	43.0
ADIR002389	43.0
AEPI006135	43.0
AFAF002455	43.0
AFUN001656	43.0
AGAP001568	43.0
AMAM002673	43.0
AMEC003429	43.0
AMEM008219	43.0
AMIN003385	43.0
AQUA000440	43.0
ASIS007760	43.0
ASTE000186	43.0
ASTEI05525	43.0
AALB009322	43.0
AARA001613	43.0
ACHR001099	43.0
ACUA019911	43.0
ADAC009283	43.0
ADAC009289	43.0
ADIR010086	43.0
AEPI009452	43.0
AGAP001137	43.0
AMIN002329	43.0
AQUA011592	43.0
AARA005905	43.0
AATE015000	43.0
ACUA013169	43.0
ADAC008452	43.0
AFAF008718	43.0
AGAP010417	43.0
AMAM021473	43.0
AMEC007267	43.0
AMEM008330	43.0
AQUA007001	43.0
ASIS014896	43.0
AARA010699	27.90365678
AATE002558	27.90365678
ACUA010119	27.90365678
ADIR001170	27.90365678
AFAF006766	27.90365678
AFUN006847	27.90365678
AGAP000418	27.90365678
AMAM003663	27.90365678
AMEC012326	27.90365678
AMEM014152	27.90365678
AMIN005705	27.90365678
AQUA001790	27.90365678
ASIS002172	27.90365678
ASTE011624	27.90365678
ACUA021959	15.683734722
AMAM016724	15.683734722
AMEC007431	15.683734722
AQUA000499	15.683734722
AARA009457	43.0
AATE013390	43.0
ACHR002210	43.0
ACUA003007	43.0
ADAC000915	43.0
ADIR000685	43.0
AEPI003159	43.0
AFAF010070	43.0
AFUN009242	43.0
AGAP008904	43.0
AMAM015163	43.0
AMEC016772	43.0
AMEC017552	43.0
AMEM002260	43.0
AMIN001675	43.0
AQUA011494	43.0
ASIS006505	43.0
ASIS018444	43.0
ASTE001261	43.0
ASTEI01894	43.0
AALB006281	43.0
AARA000989	43.0
AATE001231	43.0
ACHR009496	43.0
ACUA001827	43.0
ADIR001110	43.0
ADIR001111	43.0
AFAF006611	43.0
AFUN002144	43.0
AGAP000176	43.0
AMAM020848	43.0
AMEC009556	43.0
AMEM003430	43.0
AMIN005424	43.0
AQUA005924	43.0
ASIS017689	43.0
ASTE001300	43.0
ASTEI07782	43.0
AALB006091	43.0
AARA003127	43.0
AATE010650	43.0
ACHR008021	43.0
ACUA015254	43.0
ADAC010299	43.0
ADIR008648	43.0
AEPI000141	43.0
AFAF020560	43.0
AFUN010086	43.0
AGAP005053	43.0
AMAM003924	43.0
AMEC018794	43.0
AMEM012477	43.0
AMIN011544	43.0
AQUA003437	43.0
ASIS023584	43.0
ASTE009217	43.0
ASTEI08454	43.0
AALB000407	43.0
AARA011024	43.0
AATE001922	43.0
ACHR003089	43.0
ACUA024769	43.0
ADAC002625	43.0
ADIR010880	43.0
AEPI001853	43.0
AFAF011806	43.0
AFUN010576	43.0
AGAP008557	43.0
AMAM022738	43.0
AMEC004934	43.0
AMEM008503	43.0
AMIN001000	43.0
AQUA000245	43.0
ASIS008320	43.0
ASTE003029	43.0
ASTEI05189	43.0
AALB009279	43.0
AARA010181	43.0
AATE000272	43.0
ACUA005834	43.0
AEPI003413	43.0
AFAF010997	43.0
AFUN004731	43.0
AMAM006289	43.0
AMAM013137	43.0
AMEC019257	43.0
AMEM014291	43.0
AMIN002786	43.0
AQUA001597	43.0
ASIS008075	43.0
ASTE005311	43.0
AALB006365	43.0
AARA011777	43.0
AATE009927	43.0
AATE016092	43.0
ACHR010212	43.0
ACUA016085	43.0
ADAC000387	43.0
ADIR004119	43.0
AEPI008580	43.0
AFAF020465	43.0
AFUN008063	43.0
AGAP001039	43.0
AMAM003397	43.0
AMEC000551	43.0
AMEM009738	43.0
AMIN005367	43.0
AQUA003947	43.0
ASIS006642	43.0
ASTE000291	43.0
ASTEI03548	43.0
AALB006424	43.0
AARA010611	43.0
AATE008220	43.0
ACUA018404	43.0
ACUA022202	43.0
ADAC004523	43.0
ADAC004527	43.0
ADIR003936	43.0
AEPI010034	43.0
AFAF009391	43.0
AFUN005721	43.0
AGAP000275	43.0
AGAP012953	43.0
AMAM023612	43.0
AMEC000655	43.0
AMEM001861	43.0
AMIN005639	43.0
AQUA007335	43.0
ASIS007270	43.0
ASTE001277	43.0
ASTE003363	43.0
ASTEI07805	43.0
AALB006640	43.0
AARA001113	43.0
AATE006222	43.0
ADIR000970	43.0
AEPI005801	43.0
AFUN011573	43.0
AGAP013381	43.0
AMAM021964	43.0
AMEC019274	43.0
AMIN002129	43.0
AQUA008310	43.0
ASIS008740	43.0
ASTE001505	43.0
ASTEI06202	43.0
AALB001749	43.0
AARA011139	43.0
AATE000329	43.0
ACHR004308	43.0
ACUA023841	43.0
ADIR006153	43.0
AEPI004006	43.0
AFAF019593	43.0
AFUN005161	43.0
AGAP008427	43.0
AMAM009595	43.0
AMEC021115	43.0
AMEM014761	43.0
AMIN009784	43.0
AQUA008698	43.0
ASIS014743	43.0
ASTE003333	43.0
ASTEI05278	43.0
AALB006393	43.0
AARA008618	43.0
AATE005501	43.0
ACHR005385	43.0
ACUA020909	43.0
ADIR001180	43.0
AEPI004959	43.0
AFAF005362	43.0
AFUN002930	43.0
AGAP009079	43.0
AMAM024149	43.0
AMEC010884	43.0
AMEM009813	43.0
AMIN009623	43.0
AQUA004158	43.0
ASIS021852	43.0
ASTE010129	43.0
ASTEI07203	43.0
AALB003091	43.0
AARA004261	43.0
AATE019207	43.0
ACHR009066	43.0
ACUA007238	43.0
ADAC009201	43.0
ADIR010266	43.0
AEPI004588	43.0
AFAF006403	43.0
AFUN007066	43.0
AGAP002598	43.0
AMAM017933	43.0
AMEC019597	43.0
AMEM011964	43.0
AMIN003977	43.0
AQUA006904	43.0
ASIS007317	43.0
ASTE000488	43.0
ASTEI04072	43.0
AALB009319	43.0
AARA001610	43.0
AATE006115	43.0
ACHR001102	43.0
ACUA027958	43.0
ADAC009266	43.0
ADIR010089	43.0
AEPI009449	43.0
AFAF017364	43.0
AFUN005148	43.0
AGAP001134	43.0
AMAM002839	43.0
AMEC018083	43.0
AMEM005450	43.0
AMIN002332	43.0
AQUA011589	43.0
ASIS021337	43.0
ASTE005733	43.0
ASTEI09950	43.0
AALB007573	43.0
AARA005903	43.0
AARA007225	43.0
AARA009038	43.0
AATE007252	43.0
ACHR001895	43.0
ACHR005116	43.0
ADAC008460	43.0
AEPI005457	43.0
AFUN002792	43.0
AGAP010635	43.0
AGAP010662	43.0
AMAM005165	43.0
AMEM017896	43.0
AQUA000091	43.0
AQUA002168	43.0
AQUA006999	43.0
ASIS019553	43.0
ASTE004399	43.0
ASTE010062	43.0
ASTEI05358	43.0
ASTEI09472	43.0
AALB001671	43.0
AARA008681	43.0
AATE002903	43.0
ACHR007109	43.0
ACUA002658	43.0
ADAC004762	43.0
ADIR006232	43.0
AEPI005743	43.0
AFAF009692	43.0
AFUN006198	43.0
AGAP009141	43.0
AMAM004842	43.0
AMEC006626	43.0
AMEM018023	43.0
AMIN009686	43.0
AQUA002651	43.0
ASIS021130	43.0
ASTE003889	43.0
ASTEI06179	43.0
AALB000594	43.0
AALB000653	43.0
AARA011091	43.0
AATE011407	43.0
AATE016715	43.0
ACHR007101	43.0
ACUA002275	43.0
ADAC010334	43.0
ADIR011449	43.0
AEPI001388	43.0
AFAF018948	43.0
AFUN008901	43.0
AGAP008484	43.0
AMAM003280	43.0
AMEC012102	43.0
AMEC019203	43.0
AMEM013443	43.0
AMIN009822	43.0
AQUA003518	43.0
ASIS019555	43.0
ASTE010809	43.0
ASTEI03726	43.0
AALB006138	43.0
AARA007338	43.0
AATE016505	43.0
ACHR007345	43.0
ACUA008059	43.0
ADAC006312	43.0
ADIR007983	43.0
AEPI004094	43.0
AFAF006963	43.0
AFUN004376	43.0
AGAP006184	43.0
AMAM003749	43.0
AMEC000668	43.0
AMEM014490	43.0
AMIN011316	43.0
AQUA005039	43.0
ASIS021743	43.0
ASTE006204	43.0
ASTEI10753	43.0
AALB001711	43.0
AARA008640	43.0
AATE020051	43.0
ACHR006831	43.0
ACUA021249	43.0
ADAC007577	43.0
ADIR006190	43.0
AEPI004937	43.0
AFAF008483	43.0
AFUN002907	43.0
AGAP009105	43.0
AMAM016347	43.0
AMEC020750	43.0
AMEM012114	43.0
AMIN009645	43.0
AQUA004135	43.0
ASIS005944	43.0
ASTE010104	43.0
ASTEI07182	43.0
AALB007604	43.0
AARA005930	43.0
AATE001185	43.0
AATE015767	43.0
ACHR005452	43.0
ACHR009636	43.0
ACUA025978	43.0
ADAC007100	43.0
ADAC007101	43.0
ADIR005733	43.0
AEPI006598	43.0
AEPI006600	43.0
AFAF013020	43.0
AFUN003485	43.0
AGAP010439	43.0
AMAM003309	43.0
AMAM009763	43.0
AMEC011645	43.0
AMEM014287	43.0
AMIN004997	43.0
AQUA005996	43.0
ASIS001736	43.0
ASTE004372	43.0
ASTEI08332	43.0
ASTEI08333	43.0
AALB010741	43.0
AARA009052	43.0
AATE009167	43.0
ACHR005078	43.0
ACUA012079	43.0
ADAC001404	43.0
ADIR000334	43.0
AEPI004418	43.0
AFAF007129	43.0
AFUN007249	43.0
AGAP010645	43.0
AGAP012577	43.0
AGAP012900	43.0
AMAM001122	43.0
AMEC011450	43.0
AMEM016581	43.0
AMIN008703	43.0
AQUA000083	43.0
ASIS003729	43.0
ASTE010088	43.0
ASTEI05380	43.0
AALB000351	43.0
AARA008711	43.0
AATE017855	43.0
ACHR007481	43.0
ACUA004340	43.0
ADAC002840	43.0
ADIR006267	43.0
AEPI005771	43.0
AFAF010838	43.0
AFUN001790	43.0
AGAP009171	43.0
AMAM010829	43.0
AMEC011067	43.0
AMEM011169	43.0
AMIN009718	43.0
AQUA002620	43.0
ASIS009262	43.0
ASTE003051	43.0
ASTEI11240	43.0
AALB003784	43.0
AARA003447	43.0
AATE001966	43.0
ACHR000961	43.0
ACHR004718	43.0
ACUA002981	43.0
ADAC000443	43.0
ADIR000530	43.0
AEPI007060	43.0
AFAF011923	43.0
AGAP012371	43.0
AMAM006485	43.0
AMEC014883	43.0
AMEM013069	43.0
AMIN008952	43.0
AQUA003026	43.0
ASIS004858	43.0
ASTE004605	43.0
ASTEI02339	43.0
AARA008313	43.0
AATE000237	43.0
ACHR010133	43.0
ACUA007213	43.0
ADAC005234	43.0
ADIR007680	43.0
AEPI006703	43.0
AFAF015629	43.0
AFUN007496	43.0
AGAP006438	43.0
AMAM009190	43.0
AMEC013394	43.0
AMEM016161	43.0
AMIN007932	43.0
AQUA006274	43.0
ASIS016183	43.0
ASTE001068	43.0
ASTEI10303	43.0
AATE018275	43.0
ADAC006812	43.0
AFAF017989	43.0
AGAP010911	43.0
AMEC019248	43.0
AMEM006224	43.0
AALB004651	43.0
AARA008284	43.0
AATE006407	43.0
AATE010680	43.0
AATE017567	43.0
ACUA001407	43.0
ACUA007479	43.0
ADAC010329	43.0
ADIR007415	43.0
AEPI000914	43.0
AFAF015555	43.0
AFUN004852	43.0
AGAP006405	43.0
AMEC005242	43.0
AMEC018566	43.0
AMEM004162	43.0
AMIN007964	43.0
AQUA000963	43.0
AQUA000964	43.0
ASIS006839	43.0
ASIS009529	43.0
ASIS009544	43.0
ASIS013595	43.0
ASIS017010	43.0
ASTE008990	43.0
ASTEI10635	43.0
AALB000496	43.0
AARA011819	43.0
AATE003115	43.0
ACHR002470	43.0
ACUA010721	43.0
ADIR008528	43.0
AEPI004140	43.0
AFAF009084	43.0
AFUN002790	43.0
AGAP009562	43.0
AMEC012708	43.0
AMEM010782	43.0
AMIN001933	43.0
AQUA007568	43.0
ASIS020341	43.0
ASTE010749	43.0
ASTEI03785	43.0
AALB002863	43.0
AARA011479	43.0
AATE006475	43.0
ACHR005198	43.0
ACUA003356	43.0
ADAC006501	43.0
ADIR002896	43.0
AEPI003958	43.0
AFAF005120	43.0
AFUN001487	43.0
AGAP004322	43.0
AMAM000247	43.0
AMEC001749	43.0
AMEM005271	43.0
AMIN002979	43.0
AQUA006215	43.0
ASIS009155	43.0
ASTE000859	43.0
ASTEI00666	43.0
AALB010185	43.0
AARA003333	43.0
AATE020098	43.0
ACHR002849	43.0
ACUA022784	43.0
ADAC010510	43.0
ADIR009550	43.0
AEPI004337	43.0
AFAF020760	43.0
AFUN005377	43.0
AGAP012249	43.0
AMAM020563	43.0
AMEC011464	43.0
AMEM008326	43.0
AMIN006920	43.0
AQUA007799	43.0
ASIS016594	43.0
ASTE011524	43.0
ASTEI02453	43.0
AALB010200	43.0
AARA003320	43.0
AATE019464	43.0
ACHR002875	43.0
ACUA013792	43.0
ADAC003702	43.0
ADIR009535	43.0
AEPI004323	43.0
AFAF019683	43.0
AFUN005364	43.0
AMAM014493	43.0
AMEC019106	43.0
AMEM008828	43.0
AMIN006934	43.0
AQUA002889	43.0
ASIS019600	43.0
ASTE011538	43.0
ASTEI02466	43.0
AALB003538	43.0
AARA006630	43.0
AATE010176	43.0
ACHR005268	43.0
ADIR008494	43.0
AEPI009750	43.0
AFAF010820	43.0
AFUN011690	43.0
AMAM000771	43.0
AMAM017868	43.0
AMEC020459	43.0
AMEM012400	43.0
AMIN000174	43.0
AQUA001643	43.0
ASIS018118	43.0
ASTE001667	43.0
ASTEI04378	43.0
AALB002498	43.0
AARA010017	43.0
AATE002230	43.0
ACHR002471	43.0
ACUA020153	43.0
ADAC008135	43.0
AEPI002807	43.0
AFAF007320	43.0
AGAP003772	43.0
AMAM021024	43.0
AMEC004163	43.0
AMEM004988	43.0
AQUA001439	43.0
ASIS016749	43.0
ASTEI00895	43.0
AALB001003	43.0
AARA011178	43.0
AATE018022	43.0
ACHR004614	43.0
ACUA017855	43.0
ADAC001834	43.0
ADIR011142	43.0
AEPI007890	43.0
AFAF006343	43.0
AFUN004340	43.0
AGAP008387	43.0
AMAM019131	43.0
AMEC009153	43.0
AMEC014138	43.0
AMEM008623	43.0
AMIN005920	43.0
AQUA008735	43.0
ASIS021191	43.0
ASTE008710	43.0
ASTEI06626	43.0
AALB003150	43.0
AARA009999	43.0
AATE005575	43.0
ACHR002674	43.0
ACUA004444	43.0
ADAC003884	43.0
ADIR002509	43.0
AEPI002794	43.0
AFAF017354	43.0
AFUN001562	43.0
AGAP003793	43.0
AMAM014685	43.0
AMEC000624	43.0
AMEM009941	43.0
AMIN002907	43.0
AQUA001420	43.0
ASIS017339	43.0
ASTE009155	43.0
ASTEI00882	43.0
AARA004370	43.0
AATE006440	43.0
ACUA021205	43.0
ADAC004776	43.0
ADIR002753	43.0
AEPI003493	43.0
AFAF001443	43.0
AFUN005488	43.0
AGAP002492	43.0
AMAM010764	43.0
AMEC013439	43.0
AMEM011281	43.0
AMIN002505	43.0
AQUA009461	43.0
ASIS011992	43.0
ASTE000672	43.0
ASTEI07943	43.0
AALB000559	43.0
AARA000943	43.0
AATE001996	43.0
ACHR003493	43.0
ACUA027777	43.0
ADAC007198	43.0
ADIR005005	43.0
AEPI004928	43.0
AFAF009787	43.0
AFUN000860	43.0
AGAP009676	43.0
AMAM016239	43.0
AMEC003278	43.0
AMEC003649	43.0
AMEM015089	43.0
AMIN001531	43.0
AQUA011291	43.0
ASIS006930	43.0
ASTE010649	43.0
ASTEI07340	43.0
AALB009224	43.0
AARA004350	43.0
AATE012938	43.0
ACHR004028	43.0
ACUA014088	43.0
ADAC008072	43.0
ADIR010348	43.0
AEPI003474	43.0
AFAF006779	43.0
AFUN005469	43.0
AGAP002515	43.0
AMAM019085	43.0
AMEC020172	43.0
AMEM002278	43.0
AMIN002524	43.0
AQUA009440	43.0
ASIS003992	43.0
ASTE000687	43.0
ASTEI11059	43.0
AALB000231	43.0
AARA011954	43.0
AATE012106	43.0
ACHR003183	43.0
ACUA027962	43.0
ADIR010951	43.0
AEPI007185	43.0
AFAF018685	43.0
AFUN006359	43.0
AGAP007756	43.0
AMAM013081	43.0
AMEC019250	43.0
AMEM007510	43.0
AMIN006340	43.0
AQUA003617	43.0
ASIS008462	43.0
ASTE006387	43.0
ASTEI01699	43.0
AALB003922	43.0
AARA002216	43.0
AATE008599	43.0
ACUA026864	43.0
ADAC010429	43.0
ADIR003421	43.0
AEPI009377	43.0
AFAF014369	43.0
AFUN007780	43.0
AGAP001765	43.0
AMAM008279	43.0
AMEC008853	43.0
AMEM004821	43.0
AMIN003188	43.0
AQUA000633	43.0
ASIS011793	43.0
ASTE003552	43.0
ASTEI00488	43.0
AALB001330	43.0
AARA011839	43.0
AATE015869	43.0
ACHR003528	43.0
ACUA013826	43.0
ADAC009959	43.0
ADIR005986	43.0
AEPI003456	43.0
AFAF002026	43.0
AFUN005327	43.0
AGAP009536	43.0
AMAM010977	43.0
AMEC002762	43.0
AMEM011120	43.0
AMIN001912	43.0
AQUA005840	43.0
ASIS010992	43.0
ASTE011352	43.0
ASTEI03806	43.0
AALB007610	43.0
AARA005936	43.0
AATE004586	43.0
ACHR005725	43.0
ACUA017194	43.0
ADAC007189	43.0
ADIR005738	43.0
AEPI006606	43.0
AFAF002538	43.0
AFUN003479	43.0
AGAP010445	43.0
AMAM009165	43.0
AMEC001205	43.0
AMEM010629	43.0
AMIN005002	43.0
AQUA005990	43.0
ASIS020610	43.0
ASTE004366	43.0
ASTEI08339	43.0
AALB001334	43.0
AARA011836	43.0
AATE018750	43.0
ACUA010413	43.0
ADAC009966	43.0
ADIR005946	43.0
AFAF013203	43.0
AFUN005331	43.0
AGAP009540	43.0
AGAP009541	43.0
AGAP012649	43.0
AMAM005965	43.0
AMEC021428	43.0
AMEM009412	43.0
AMIN001917	43.0
AQUA007587	43.0
AQUA007588	43.0
AQUA007589	43.0
ASIS007177	43.0
ASTE011349	43.0
ASTEI03802	43.0
AALB006220	43.0
AARA008136	43.0
AATE016843	43.0
ACHR000622	43.0
ACUA006605	43.0
ADAC008547	43.0
ADIR007012	43.0
AEPI001542	43.0
AFAF004843	43.0
AFUN001145	43.0
AGAP007571	43.0
AMAM023925	43.0
AMEC009320	43.0
AMEM015378	43.0
AMIN010239	43.0
AQUA004356	43.0
ASIS001905	43.0
ASTE002324	43.0
ASTEI01474	43.0
AALB008242	43.0
AARA004315	43.0
ACUA018752	43.0
ADAC005251	43.0
ADIR010315	43.0
AFAF018475	43.0
AFUN009107	43.0
AMAM006355	43.0
AMEC016249	43.0
AMEM012105	43.0
AMIN002558	43.0
AQUA006954	43.0
ASIS017034	43.0
ASTE000722	43.0
AALB008643	43.0
AARA002080	43.0
AATE016559	43.0
ACHR002902	43.0
ACUA021409	43.0
ADAC009209	43.0
ADIR010463	43.0
AEPI006076	43.0
AFAF018124	43.0
AFUN001598	43.0
AGAP001635	43.0
AMAM006020	43.0
AMEC006603	43.0
AMEM002894	43.0
AMIN003446	43.0
AQUA000501	43.0
ASIS016641	43.0
ASTE010638	43.0
ASTEI05703	43.0
AALB003849	43.0
AARA002693	43.0
AATE002722	43.0
ACUA024181	43.0
ADIR000139	43.0
AEPI008360	43.0
AFAF007186	43.0
AFUN003243	43.0
AGAP011611	43.0
AMAM020097	43.0
AMEC012079	43.0
AMEM007984	43.0
AMIN008836	43.0
AQUA002110	43.0
ASIS018830	43.0
ASTE008563	43.0
ASTEI09410	43.0
AALB006497	43.0
AARA010405	43.0
AATE019374	43.0
ACHR010034	43.0
ACUA012694	43.0
ADAC000908	43.0
ADIR001288	43.0
