GB_gene_id	ACN	AGE	CAF	CNV	CON	DUP	EVR	EXP	LCA	PHC	STA	UNI	WGA
GB41827	1	203	0.662	0	1	0	0.8832	0	16	0.64	79	0.975609756	0.85
GB40415	1.026315789	203	0.89	0.15596827	3	0.026315789	1.2305	1	16	0.35	76	0.926829268	0.87
GB46048	1.024390244	203	0.935	0.15058465	0	0.024390244	1.1309	1	16	0.48	79	1	0.82
GB41872	1.024390244	203	0.954	0.15058465	0	0.024390244	0.815	1	16	0.48	79	1	0.73
GB45345	1.027777778	183.0129637	0.953	0.159894048	2	0.027777778	0.9272	1	16	0.42	77	0.87804878	0.69
GB51361	1.024390244	203	0.954	0.15058465	0	0.024390244	0.8571	1	16	0.45	79	1	0.78
GB41451	1	203	0.702	0	0	0	1.8083	0	16	0.43	80	1	0.94
GB48457	1	203	0.702	0	0	0	0.7985	0	16	0.68	80	1	0.93
GB44187	1.024390244	203	0.956	0.15058465	0	0.024390244	0.9653	1	16	0.43	79	1	0.74
GB51464	1	203	0.702	0	0	0	0.9937	0	16	0.28	80	1	0.7
GB49571	1	203	0.702	0	0	0	0.8923	0	16	0.95	80	1	0.99
GB48526	1	183.0129637	0.743	0	1	0	0.9829	0	16	0.19	79	0.902439024	0.66
GB41840	1	45.85966719	0.722	0	11	0	0.8789	0	11	0.53	69	0.048780488	0.9
GB51819	1.041666667	203	0.787	0.191833261	8	0.041666667	0.8056	1	16	0.18	71	0.585365854	0.52
GB52052	1.157894737	203	0.949	0.37206149	3	0.131578947	1.1214	5	16	0.08	72	0.926829268	0.53
GB42817	1	203	0.687	0	2	0	0.9213	0	16	0.47	78	0.951219512	0.88
GB42865	1.024390244	203	0.949	0.15058465	0	0.024390244	0.8503	1	16	0.43	79	1	0.66
GB50065	1	177.3420531	0.34	0	17	0	1.9526	0	16	0.18	63	0.292682927	0.76
GB43622	1	203	0.702	0	0	0	0.8799	0	16	0.51	80	1	0.89
GB46322	1	203	0.702	0	0	0	0.8201	0	16	0.3	80	1	0.77
GB50932	1	203	0.694	0	1	0	1.3452	0	16	0.27	79	0.975609756	0.62
GB51000,GB51000	1.048780488	203	0.935	0.205389788	0	0.048780488	0.9299	2	16	0.7	78	1	0.94
GB49349	1.024390244	203	0.942	0.15058465	0	0.024390244	0.9593	1	16	0.62	79	1	0.92
GB42721	1	203	0.647	0	1	0	1.1191	0	16	0.35	79	0.975609756	0.84
GB49098	1.048780488	203	0.944	0.205389788	0	0.048780488	0.7718	2	16	0.29	78	1	0.51
GB45071	1	203	0.702	0	0	0	0.8364	0	16	0.59	80	1	0.92
GB44828	1	203	0.702	0	0	0	0.9834	0	16	0.67	80	1	0.88
GB40466,GB40466	1.048780488	203	0.915	0.205389788	0	0.048780488	0.7565	2	16	0.66	78	1	0.84
GB46929	1.025	203	0.94	0.152317024	1	0.025	0.8498	1	16	0.52	78	0.975609756	0.87
GB49946	1.048780488	203	0.934	0.205389788	0	0.048780488	0.9304	2	16	0.35	78	1	0.75
GB45868	1	203	0.702	0	0	0	0.7741	0	16	0.52	80	1	0.83
GB51080	1.027027027	183.0129637	0.955	0.157894737	1	0.027027027	1.0232	1	16	0.72	78	0.902439024	0.94
GB53812	1	203	0.702	0	0	0	0.9077	0	16	0.56	80	1	0.93
GB55448	1	165.1934818	0.564	0	10	0	1.0004	0	14	0.4	70	0.341463415	0.91
GB52597	1.071428571	183.0129637	0.754	0.240370085	13	0.071428571	1.2559	1	15	0.28	66	0.341463415	0.72
GB44918	1.024390244	203	0.956	0.15058465	0	0.024390244	0.8076	1	16	0.66	79	1	0.94
GB45127	1	203	0.702	0	0	0	0.7975	0	16	0.64	80	1	0.97
GB40388	1.048780488	203	0.949	0.205389788	0	0.048780488	0.9687	2	16	0.59	78	1	0.93
GB54590	1.175	203	0.859	0.323376259	3	0.175	0.7781	1	16	0.78	76	0.975609756	0.94
GB46151	1.051282051	203	0.916	0.209812811	2	0.051282051	0.924	2	16	0.37	76	0.951219512	0.52
GB42295	1.024390244	203	0.956	0.15058465	0	0.024390244	0.7891	1	16	0.69	79	1	0.95
GB50299	1	183.0129637	0.743	0	1	0	1.0666	0	16	0.54	79	0.902439024	0.98
GB50146	1	203	0.694	0	1	0	1.0155	0	16	0.24	79	0.975609756	0.42
GB54651	1.025641026	203	0.904	0.15411035	2	0.025641026	1.0864	1	16	0.62	77	0.951219512	0.94
GB53683	1.025	203	0.944	0.152317024	1	0.025	0.9043	1	16	0.66	78	0.975609756	0.92
GB46452	1.073170732	203	0.881	0.242660869	0	0.073170732	1.2276	3	16	0.5	77	1	0.92
GB53685,GB53685	1.075	203	0.993	0.321401743	1	0.05	0.8963	2	16	0.4	77	0.975609756	0.94
GB48378	1.073170732	203	0.904	0.242660869	0	0.073170732	1.0872	3	16	0.45	77	1	0.89
GB41037	1.054054054	203	0.866	0.214528212	3	0.054054054	1.4412	2	16	0.13	75	0.902439024	0.83
GB42297	1.1	203	0.805	0.272727273	1	0.1	0.757	4	16	0.41	75	0.975609756	0.81
GB50130	1.05	203	0.934	0.207566616	1	0.05	1.2394	2	16	0.27	77	0.975609756	0.42
GB43831	1.024390244	203	0.949	0.15058465	0	0.024390244	0.9	1	16	0.45	79	1	0.84
GB55348	1.097560976	203	0.995	0.337016686	0	0.073170732	1.023	3	16	0.35	77	1	0.68
GB51938	1.078947368	203	0.904	0.249925628	3	0.078947368	1.1234	2	16	0.35	75	0.926829268	0.82
GB54512	1.073170732	203	0.995	0.318181818	0	0.048780488	1.2369	2	16	0.36	78	1	0.89
GB47435	1.024390244	203	0.948	0.15058465	0	0.024390244	1.0019	1	16	0.53	79	1	0.9
GB47073	1.024390244	203	0.942	0.15058465	0	0.024390244	1.0065	1	16	0.26	79	1	0.51
GB45692	1.05	203	0.904	0.207566616	1	0.05	1.304	2	16	0.53	77	0.975609756	0.85
GB54264	1	203	0.694	0	1	0	0.9468	0	16	0.55	79	0.975609756	0.88
GB43441	1.024390244	203	0.942	0.15058465	0	0.024390244	0.8163	1	16	0.68	79	1	0.94
GB45131	1.048780488	203	0.915	0.205389788	0	0.048780488	0.9475	2	16	0.59	78	1	0.76
GB53199	1	203	0.702	0	0	0	0.8313	0	16	0.41	80	1	0.81
GB55931	1	203	0.702	0	0	0	0.9046	0	16	0.65	80	1	0.94
GB47838	1	203	0.702	0	0	0	1.0743	0	16	0.25	80	1	0.57
GB51725	1.024390244	203	0.942	0.15058465	0	0.024390244	0.9805	1	16	0.54	79	1	0.86
GB46054	1.075	203	0.944	0.245015204	1	0.075	1.2676	2	16	0.19	77	0.975609756	0.62
GB49188	1	203	0.702	0	0	0	0.9843	0	16	0.57	80	1	0.89
GB50653	1.153846154	203	0.973	0.312694384	6	0.153846154	1.1946	2	15	0.3	72	0.317073171	0.85
GB53062	1	203	0.702	0	0	0	0.789	0	16	0.14	80	1	0.47
GB46918,GB50327	1.024390244	203	0.943	0.15058465	0	0.024390244	0.922	1	16	0.645	79	1	0.84
GB50365	1	203	0.702	0	0	0	1.0249	0	16	0.62	80	1	0.77
GB43245	1.184210526	203	0.948	0.380383173	2	0.157894737	0.8653	6	16	0.1	72	0.926829268	0.43
GB47451	1.025641026	203	0.934	0.15411035	2	0.025641026	1.3936	1	16	0.48	77	0.951219512	0.87
GB48157	1	203	0.687	0	1	0	1.2839	0	16	0.42	79	0.975609756	0.86
GB46954	1.28	183.0129637	0.818	0.414578099	15	0.24	1.5529	4	16	0.35	61	0.609756098	0.85
GB40359	1.05	203	0.995	0.297380857	1	0.025	0.9494	1	16	0.55	78	0.975609756	0.87
GB49533	1	203	0.655	0	2	0	0.8122	0	16	0.28	78	0.951219512	0.68
GB49589	1.048780488	203	0.933	0.205389788	0	0.048780488	0.7968	2	16	0.72	78	1	0.96
GB44961	1.073170732	203	0.84	0.242660869	0	0.073170732	0.8092	3	16	0.24	77	1	0.46
GB43172	1.12195122	203	0.883	0.291661041	0	0.12195122	0.8969	5	16	0.58	75	1	0.84
GB51655	1	203	0.702	0	0	0	1.4591	0	16	0.36	80	1	0.77
GB51029	1	203	0.702	0	0	0	0.8816	0	16	0.61	80	1	0.9
GB40704	1	203	0.702	0	0	0	0.9114	0	16	0.51	80	1	0.88
GB50955,GB48208	2.341463415	203	0.979	0.292409768	13	0.951219512	0.9497	4	16	0.21	63	1	0.69
GB55830	1.058823529	203	0.977	0.319142369	7	0.029411765	0.7925	1	16	0.46	72	0.829268293	0.8
GB53607	1.048780488	203	0.953	0.205389788	0	0.048780488	0.9488	1	16	0.22	79	1	0.52
GB53380	1	203	0.702	0	0	0	0.9638	0	16	0.16	80	1	0.64
GB43293	1	203	0.702	0	0	0	0.76	0	16	0.32	80	1	0.66
GB53411	1	203	0.626	0	2	0	1.0009	0	16	0.6	78	0.951219512	0.9
GB41590	1.15	203	0.712	0.310496888	1	0.15	0.9813	6	16	0.06	73	0.975609756	0.37
GB50228	1	203	0.702	0	0	0	1.1974	0	16	0.33	80	1	0.65
GB48532	1	183.0129637	0.743	0	1	0	1.0255	0	16	0.53	79	0.902439024	0.92
GB41610	1	203	0.702	0	0	0	0.8632	0	16	0.57	80	1	0.89
GB51058	1	203	0.165	0	19	0	1.1033	0	16	0.32	61	0.341463415	0.59
GB53582,GB53582	1.048780488	203	0.929	0.205389788	0	0.048780488	0.7338	2	16	0.23	78	1	0.54
GB40946	1	203	0.702	0	0	0	0.7589	0	16	0.59	80	1	0.93
GB49146	1	203	0.665	0	1	0	0.7671	0	16	0.51	79	0.975609756	0.91
GB54268	1.048780488	203	0.895	0.205389788	1	0.048780488	0.8697	1	16	0.43	78	1	0.88
GB53148	1	203	0.624	0	3	0	1.097	0	16	0.41	77	0.926829268	0.74
GB54140	1.025	203	0.949	0.152317024	1	0.025	0.9784	1	16	0.43	78	0.975609756	0.66
GB48817	1	203	0.702	0	0	0	0.888	0	16	0.43	80	1	0.83
GB45429	1.024390244	203	0.942	0.15058465	0	0.024390244	1.1966	1	16	0.41	79	1	0.79
GB52722	1	203	0.702	0	0	0	1.1132	0	16	0.49	80	1	0.93
GB40614	1.025	203	0.953	0.152317024	1	0.025	1.1696	1	16	0.35	78	0.975609756	0.74
GB49518	1	203	0.702	0	0	0	0.775	0	16	0.16	80	1	0.39
GB53092	1.048780488	203	0.953	0.205389788	0	0.048780488	1.18	2	16	0.57	78	1	0.92
GB45341	1	203	0.694	0	1	0	0.9463	0	16	0.54	79	0.975609756	0.95
GB45732	1.128205128	203	0.9	0.296327382	6	0.128205128	1.2716	1	16	0.35	73	0.951219512	0.79
GB51209	1	203	0.702	0	0	0	0.9869	0	16	0.22	80	1	0.61
GB40578	1.025	203	0.949	0.152317024	1	0.025	0.8165	1	16	0.46	78	0.975609756	0.86
GB43191	1	203	0.702	0	0	0	0.8592	0	16	0.34	80	1	0.49
GB44123	1.026315789	203	0.803	0.15596827	3	0.026315789	0.7895	1	16	0.61	76	0.926829268	0.91
GB42167	1	203	0.695	0	5	0	1.2373	0	16	0.17	75	0.804878049	0.41
GB44656	1	203	0.702	0	0	0	0.792	0	16	0.93	80	1	0.98
GB43953	1.025	203	0.912	0.152317024	1	0.025	0.9147	1	16	0.14	78	0.975609756	0.48
GB47184	1	203	0.702	0	0	0	0.9905	0	16	0.63	80	1	0.94
GB47461	1	203	0.702	0	0	0	1.0786	0	16	0.56	80	1	0.91
GB51302	1	203	0.702	0	0	0	1.0475	0	16	0.16	80	1	0.29
GB51833	1.068965517	183.0129637	0.986	0.341387266	6	0.034482759	1.0561	1	16	0.26	73	0.707317073	0.71
GB46338	1.052631579	183.0129637	0.73	0.212132034	14	0.052631579	1.2879	1	15	0.36	65	0.463414634	0.8
GB55006	1.024390244	203	0.935	0.15058465	0	0.024390244	0.9833	1	16	0.5	79	1	0.73
GB42268	1.026315789	203	0.877	0.15596827	3	0.026315789	0.7587	1	16	0.2	76	0.926829268	0.49
GB45392	1	203	0.702	0	0	0	1.0003	0	16	0.22	80	1	0.58
GB53239	1.075	203	0.904	0.245015204	1	0.075	1.2509	3	16	0.35	76	0.975609756	0.81
GB44371	1.024390244	203	0.94	0.15058465	0	0.024390244	0.8751	1	16	0.64	79	1	0.92
GB44184	1	203	0.683	0	1	0	0.849	0	16	0.37	79	0.975609756	0.88
GB53196,GB53196	1.024390244	203	0.943	0.15058465	0	0.024390244	1.1988	1	16	0.47	79	1	0.83
GB47847	1.073170732	203	0.991	0.318181818	0	0.048780488	1.4633	2	16	0.37	78	1	0.77
GB52893	1	203	0.647	0	1	0	0.9162	0	16	0.3	79	0.975609756	0.6
GB40765	1.05	203	0.915	0.207566616	1	0.05	1.0342	2	16	0.32	77	0.975609756	0.79
GB50226	1.025	203	0.953	0.152317024	1	0.025	1.0039	1	16	0.39	78	0.975609756	0.75
GB41220	1.083333333	203	0.953	0.255124984	1	0.083333333	0.9394	2	16	0.18	77	0.585365854	0.5
GB52926	1.05	203	0.483	0.207566616	19	0.05	1.2627	1	16	0.1	60	0.487804878	0.49
GB45833	1	203	0.664	0	1	0	1.2468	0	16	0.2	79	0.975609756	0.62
GB53849	1.073170732	203	0.998	0.318181818	0	0.048780488	0.7512	2	16	0.66	78	1	0.94
GB43271	1.121212121	203	0.922	0.364614529	7	0.090909091	0.7611	3	16	0.1	70	0.804878049	0.53
GB51190	1	203	0.572	0	3	0	0.8685	0	16	0.21	77	0.926829268	0.58
GB47502	1.048780488	203	0.934	0.205389788	0	0.048780488	1.2073	2	16	0.68	78	1	0.93
GB46240	1	203	0.706	0	1	0	1.1272	0	16	0.3	79	0.975609756	0.72
GB53174	1.048780488	203	0.934	0.205389788	0	0.048780488	0.9115	2	16	0.44	78	1	0.84
GB44168	1	203	0.44	0	12	0	1.2189	0	16	0.52	68	0.487804878	0.86
GB45275	1	203	0.683	0	1	0	0.8856	0	16	0.45	79	0.975609756	0.83
GB50259	1	203	0.702	0	0	0	0.8375	0	16	0.5	80	1	0.84
GB50090	1.073170732	203	0.91	0.242660869	0	0.073170732	0.8346	3	16	0.73	77	1	0.96
GB52559	1	203	0.702	0	0	0	0.8704	0	16	0.57	80	1	0.83
GB45955	1.146341463	203	0.997	0.363574627	2	0.12195122	1.0704	3	16	0.22	75	1	0.73
GB45213	1.024390244	203	0.956	0.15058465	0	0.024390244	0.9373	1	16	0.24	79	1	0.6
GB41290	1	165.1934818	0.887	0	4	0	2.3095	0	14	0.06	76	0.292682927	0.81
GB40545	1	203	0.702	0	0	0	0.8251	0	16	0.68	80	1	0.91
GB43097,GB43098	1.097560976	203	0.877	0.270345001	0	0.097560976	0.986	4	16	0.495	76	1	0.865
GB54728	1.05	203	0.935	0.207566616	1	0.05	0.8459	2	16	0.43	77	0.975609756	0.64
GB48598	1.024390244	203	0.949	0.15058465	0	0.024390244	1.3041	1	16	0.32	79	1	0.79
GB43906	1.024390244	203	0.956	0.15058465	0	0.024390244	0.9645	1	16	0.26	79	1	0.69
GB42515	1.048780488	203	0.916	0.205389788	0	0.048780488	1.1606	2	16	0.13	78	1	0.7
GB45902	1.025	203	0.934	0.152317024	1	0.025	0.9191	1	16	0.11	78	0.975609756	0.46
GB41713	1	203	0.81	0	3	0	1.2978	0	15	0.45	77	0.463414634	0.92
GB49087	1	203	0.702	0	0	0	0.7844	0	16	0.27	80	1	0.54
GB53029	1.05	203	0.916	0.207566616	1	0.05	0.7822	2	16	0.57	77	0.975609756	0.84
GB44276	1	203	0.642	0	2	0	0.8294	0	16	0.39	78	0.951219512	0.62
GB41753	1	183.0129637	0.743	0	1	0	0.9417	0	16	0.55	79	0.902439024	0.91
GB42781	1.024390244	203	0.942	0.15058465	0	0.024390244	0.8395	1	16	0.59	79	1	0.86
GB49054,GB43751	1.975609756	203	0.764	0.07808093	1	0.975609756	0.7826	0	16	0.35	79	1	0.595
GB51744	1.025	203	0.94	0.152317024	1	0.025	1.1477	1	16	0.22	78	0.975609756	0.65
GB51964	1.675	203	0.113	1.240782455	6	0.175	1.1708	4	16	0.44	70	0.975609756	0.87
GB47379	1	203	0.647	0	1	0	0.8847	0	16	0.32	79	0.975609756	0.76
GB46218	1	203	0.67	0	1	0	1.4044	0	16	0.24	79	0.975609756	0.62
GB54354	1	183.0129637	0.743	0	2	0	1.4803	0	16	0.25	78	0.87804878	0.88
GB46267	1.146341463	203	0.977	0.411469779	2	0.097560976	1.7472	3	16	0.45	75	1	0.98
GB46371	1.025	203	0.942	0.152317024	1	0.025	0.7642	1	16	0.48	78	0.975609756	0.77
GB54097	1.12195122	203	0.997	0.351878566	2	0.097560976	0.9257	2	16	0.34	76	1	0.78
GB52456	1	203	0.702	0	0	0	0.847	0	16	0.65	80	1	0.93
GB47661	1.048780488	203	0.993	0.294165364	0	0.024390244	0.8164	1	16	0.34	79	1	0.71
GB47768	1.024390244	203	0.94	0.15058465	0	0.024390244	0.9406	1	16	0.64	79	1	0.89
GB46327	1.075	203	0.904	0.245015204	1	0.075	0.9973	3	16	0.24	76	0.975609756	0.58
GB42196,GB49726	1.8	203	0.969	0.254587539	7	0.775	1.1353	1	16	0.345	72	0.975609756	0.715
GB41342	1	203	0.702	0	0	0	0.9231	0	16	0.5	80	1	0.9
GB49425	1.05	203	0.895	0.207566616	1	0.05	1.1241	2	16	0.2	77	0.975609756	0.75
GB46728	1	203	0.702	0	0	0	1.1265	0	16	0.64	80	1	0.9
GB48967	1	203	0.702	0	2	0	1.2383	0	16	0.41	78	0.951219512	0.86
GB44073	1	203	0.702	0	0	0	0.8424	0	16	0.49	80	1	0.72
GB42661	1.054054054	183.0129637	0.934	0.214528212	1	0.054054054	1.1973	2	16	0.21	77	0.902439024	0.9
GB51541	1	203	0.702	0	0	0	0.9845	0	16	0.92	80	1	0.99
GB51418	1.025	203	0.934	0.152317024	1	0.025	0.982	1	16	0.35	78	0.975609756	0.74
GB50262	1.057142857	203	0.893	0.219568606	5	0.057142857	1.0267	2	16	0.25	73	0.853658537	0.51
GB44616	1	203	0.659	0	2	0	1.0817	0	16	0.29	78	0.951219512	0.75
GB42919	1.1	203	0.986	0.340150672	1	0.075	1.343	3	16	0.33	76	0.975609756	0.91
GB55094,GB55094,GB55094,GB55094	1.170731707	203	0.991	0.458333333	0	0.12195122	0.8681	5	16	0.18	75	1	0.56
GB43552	1	203	0.605	0	6	0	1.0783	0	16	0.63	74	0.780487805	0.94
GB55784	1.317073171	203	0.994	0.567162697	9	0.219512195	1.0551	6	16	0.24	65	1	0.46
GB42681	1.097560976	203	0.992	0.337016686	0	0.073170732	1.1351	3	16	0.66	77	1	0.92
GB44331	1.024390244	203	0.942	0.15058465	0	0.024390244	0.9113	1	16	0.66	79	1	0.92
GB47575	1.025	203	0.938	0.152317024	1	0.025	0.8167	1	16	0.55	78	0.975609756	0.91
GB54201	1	203	0.702	0	3	0	1.1329	0	16	0.75	77	0.926829268	0.97
GB52755	2.097560976	203	0.999	0.952353266	17	0.365853659	1.4277	7	16	0.27	56	1	0.95
GB48467	1.048780488	203	0.997	0.294165364	0	0.024390244	1.0835	1	16	0.56	79	1	0.92
GB53013	1.05	203	0.909	0.207566616	1	0.05	0.8858	2	16	0.31	77	0.975609756	0.47
GB55743	1	203	0.67	0	1	0	1.2446	0	16	0.45	79	0.975609756	0.92
GB44766,GB44766	1.3	177.3420531	0.904	0.352505823	9	0.3	1.301	3	16	0.44	68	0.243902439	0.71
GB44615	1	203	0.702	0	0	0	0.9986	0	16	0.46	80	1	0.88
GB49074	1.097560976	203	0.993	0.337016686	0	0.073170732	1.6923	3	16	0.31	77	1	0.9
GB45852	1.024390244	203	0.952	0.15058465	0	0.024390244	0.8294	1	16	0.48	79	1	0.74
GB41173	1.025641026	203	0.917	0.15411035	2	0.025641026	1.6853	1	16	0.32	77	0.951219512	0.93
GB44901	1.025	203	0.955	0.152317024	1	0.025	1.1184	1	16	0.43	78	0.975609756	0.85
GB42716,GB55345	1.05	203	0.888	0.207566616	1	0.05	1.3943	2	16	0.515	77	0.975609756	0.955
GB41024	1.170731707	203	0.809	0.321401013	0	0.170731707	1.1602	6	16	0.53	74	1	0.85
GB52057	1.024390244	203	0.956	0.15058465	0	0.024390244	1.0372	1	16	0.42	79	1	0.69
GB53308	1	203	0.626	0	1	0	0.7973	0	16	0.14	79	0.975609756	0.4
GB47343	1.05	203	0.917	0.207566616	1	0.05	1.4265	2	16	0.13	77	0.975609756	0.83
GB52388,GB52408	3.833333333	165.1934818	0	0.728828461	15	0.833333333	1.4353	13	14	0.06	52	0.585365854	0.865
GB42425	1.086956522	203	0.512	0.259229628	15	0.086956522	1.3373	2	16	0.09	63	0.56097561	0.61
GB49231	1.024390244	203	0.944	0.15058465	0	0.024390244	0.8265	1	16	0.26	79	1	0.5
GB51599	1.048780488	203	0.916	0.205389788	0	0.048780488	0.7958	2	16	0.74	78	1	0.93
GB48165	1.024390244	203	0.949	0.15058465	0	0.024390244	0.7651	1	16	0.4	79	1	0.68
GB48452	1	203	0.702	0	0	0	0.9626	0	16	0.5	80	1	0.81
GB53238	1.048780488	203	0.895	0.205389788	0	0.048780488	1.3211	2	16	0.36	78	1	0.96
GB40711	1	203	0.702	0	0	0	1.2813	0	16	0.47	80	1	0.89
GB51630	1.195121951	203	0.943	0.422207365	0	0.146341463	0.8553	6	16	0.3	74	1	0.61
GB49396	1	183.0129637	0.719	0	2	0	0.8687	0	16	0.44	78	0.87804878	0.73
GB55507	1	203	0.702	0	0	0	0.937	0	16	0.66	80	1	0.94
GB43145	1	203	0.683	0	1	0	1.0812	0	16	0.42	79	0.975609756	0.6
GB55831	1	203	0.577	0	5	0	0.8292	0	16	0.55	75	0.87804878	0.79
GB42771	1	203	0.702	0	0	0	0.9346	0	16	0.53	80	1	0.89
GB44996	1.076923077	203	0.9	0.24743583	2	0.076923077	1.3543	3	16	0.47	75	0.951219512	0.91
GB49117	1	162	0.479	0	14	0	0.7878	0	14	0.83	66	0.390243902	0.96
GB48778	1.048780488	203	0.993	0.294165364	0	0.024390244	1.5186	1	16	0.64	79	1	0.98
GB40273	1.048780488	203	0.921	0.205389788	0	0.048780488	1.3067	2	16	0.29	78	1	0.7
GB49780	1	177.3420531	0.773	0	9	0	1.1579	0	16	0.25	71	0.195121951	0.71
GB47110	1	203	0.702	0	0	0	1.0073	0	16	0.5	80	1	0.88
GB48982	1.024390244	203	0.944	0.15058465	0	0.024390244	1.7549	1	16	0.25	79	1	0.54
GB50619	1	203	0.683	0	1	0	1.5679	0	16	0.25	79	0.975609756	0.76
GB51393	1	183.0129637	0.719	0	6	0	1.7651	0	16	0.27	74	0.780487805	0.84
GB44364	1.048780488	203	0.942	0.205389788	0	0.048780488	1.4595	2	16	0.34	78	1	0.81
GB48690	1.024390244	203	0.935	0.15058465	0	0.024390244	1.1936	1	16	0.13	79	1	0.61
GB54282	1.075	203	0.862	0.245015204	1	0.075	1.542	3	16	0.55	76	0.975609756	0.98
GB49355	1.073170732	203	0.999	0.431219681	0	0.024390244	1.1673	1	16	0.72	79	1	0.95
GB53682	1.025641026	203	0.934	0.15411035	2	0.025641026	0.932	1	16	0.17	77	0.951219512	0.46
GB46740	1	203	0.655	0	2	0	0.8724	0	16	0.81	78	0.951219512	0.98
GB40479	1.097560976	203	0.819	0.270345001	0	0.097560976	1.0357	4	16	0.62	76	1	0.94
GB46466	1	203	0.702	0	0	0	0.8402	0	16	0.6	80	1	0.83
GB52325	1	203	0.693	0	2	0	1.0697	0	16	0.31	78	0.951219512	0.7
GB55307	1.025	203	0.938	0.152317024	1	0.025	1.2107	1	16	0.1	78	0.975609756	0.55
GB47061	1.024390244	203	0.942	0.15058465	0	0.024390244	0.8551	1	16	0.74	79	1	0.94
GB45087	1	203	0.538	0	3	0	0.8464	0	16	0.49	77	0.926829268	0.9
GB50972	1	203	0.702	0	0	0	0.8785	0	16	0.83	80	1	0.99
GB40842	1	203	0.633	0	7	0	0.8043	0	16	0.18	73	0.414634146	0.62
GB44010	1.025	203	0.936	0.152317024	1	0.025	1.3561	1	16	0.29	78	0.975609756	0.86
GB47114	1	203	0.702	0	0	0	1.1015	0	16	0.23	80	1	0.61
GB55506	1	203	0.702	0	0	0	0.9659	0	16	0.33	80	1	0.82
GB42680	1	203	0.702	0	0	0	0.9257	0	16	0.6	80	1	0.95
GB49584	1	203	0.702	0	0	0	1.6732	0	16	0.24	80	1	0.99
GB45645	1.052631579	203	0.883	0.212132034	3	0.052631579	0.9242	2	16	0.49	75	0.926829268	0.67
GB41195	1	183.0129637	0.743	0	3	0	1.4735	0	16	0.37	77	0.853658537	0.88
GB44882	1.051282051	203	0.997	0.300703122	2	0.025641026	1.415	1	16	0.31	77	0.951219512	0.86
GB52845	1.024390244	203	0.949	0.15058465	0	0.024390244	0.9601	1	16	0.19	79	1	0.49
GB47626	1	203	0.702	0	0	0	0.8993	0	16	0.37	80	1	0.81
GB44319	1.025	203	0.949	0.152317024	1	0.025	1.3839	1	16	0.61	78	0.975609756	0.99
GB49704	1	203	0.702	0	0	0	1.0128	0	16	0.35	80	1	0.92
GB44910	1.024390244	203	0.954	0.15058465	0	0.024390244	0.7851	1	16	0.47	79	1	0.8
GB41520,GB41521	2	203	0.984	0.110431526	1	0.975609756	0.8127	1	16	0.32	78	1	0.59
GB42383	1.060606061	183.0129637	0.895	0.224971654	4	0.060606061	2.0362	2	16	0.21	74	0.804878049	0.81
GB53378	1	203	0.702	0	0	0	1.005	0	16	0.47	80	1	0.91
GB50609	1	203	0.621	0	7	0	0.7688	0	16	0.62	73	0.707317073	0.91
GB44507	1	203	0.702	0	0	0	0.796	0	16	0.69	80	1	0.93
GB44556	1.024390244	203	0.949	0.15058465	0	0.024390244	1.0299	1	16	0.19	79	1	0.72
GB42143	1.024390244	203	0.948	0.15058465	0	0.024390244	1.0932	1	16	0.6	79	1	0.92
GB55517	1	203	0.706	0	1	0	1.2964	0	16	0.24	79	0.975609756	0.69
GB50442	1.073170732	203	0.887	0.242660869	0	0.073170732	1.1943	3	16	0.42	77	1	0.85
GB53088	1	203	0.702	0	0	0	0.9166	0	16	0.64	80	1	0.92
GB48024	1.170731707	203	0.992	0.458333333	0	0.12195122	1.031	5	16	0.39	75	1	0.68
GB41807	1.170731707	203	1	0.593658619	0	0.073170732	0.8824	3	16	0.12	77	1	0.82
GB51338	1	203	0.655	0	2	0	1.6132	0	16	0.38	78	0.951219512	0.93
GB42286	1.024390244	203	0.935	0.15058465	0	0.024390244	1.5323	1	16	0.48	79	1	0.91
GB40866	1	203	0.702	0	0	0	0.7122	0	16	0.48	80	1	0.84
GB44761	1	203	0.702	0	0	0	0.8145	0	16	0.58	80	1	0.91
GB40118	1.025	203	0.893	0.152317024	1	0.025	0.7645	1	16	0.44	78	0.975609756	0.8
GB51095	1	203	0.702	0	0	0	0.7798	0	16	0.3	80	1	0.57
GB48951	1	203	0.7	0	1	0	1.0099	0	16	0.63	79	0.975609756	0.92
GB51632	1.609756098	203	0.96	0.359828548	10	0.56097561	1.6895	2	16	0.18	68	1	0.87
GB42744	1.051282051	203	0.984	0.300703122	2	0.025641026	1.4124	1	16	0.55	77	0.951219512	0.88
GB44344	1.025	203	0.942	0.152317024	1	0.025	1.1026	1	16	0.25	78	0.975609756	0.71
GB55096	1.024390244	203	0.942	0.15058465	0	0.024390244	0.8873	1	16	0.1	79	1	0.43
GB54762	1	203	0.702	0	0	0	0.9578	0	16	0.29	80	1	0.72
GB52037	1	203	0.702	0	0	0	0.9028	0	16	0.69	80	1	0.95
GB50166	1.051282051	203	0.994	0.300703122	2	0.025641026	1.5996	1	16	0.59	77	0.951219512	0.95
GB44943	1.052631579	203	0.876	0.212132034	3	0.052631579	0.9775	2	16	0.57	75	0.926829268	0.94
GB50078	1	203	0.694	0	1	0	0.783	0	16	0.69	79	0.975609756	0.94
GB40907	1	203	0.702	0	0	0	1.0148	0	16	0.28	80	1	0.72
