pub_og_id	ACN	AGE	CNV	CON	DUP	EVR	EXP	PHC	STA	UNI	WGA
4555at7399	1.05	203	0.207566616	1	0.05	0.8327	2	0.26	77	0.975609756	0.49
4557at7399	1	203	0	0	0	0.7684	0	0.55	80	1	0.86
4563at7399	1.024390244	203	0.15058465	0	0.024390244	0.8933	1	0.65	79	1	0.89
4565at7399	1	203	0	2	0	0.9424	0	0.37	78	0.926829268	0.65
4568at7399	1.024390244	203	0.15058465	0	0.024390244	0.856	1	0.78	79	1	0.98
4577at7399	1	183.0129637	0	1	0	1.4512	0	0.5	79	0.902439024	0.93
4579at7399	1.024390244	203	0.15058465	0	0.024390244	0.7208	1	0.39	79	1	0.87
4581at7399	1	203	0	0	0	0.7883	0	0.76	80	1	0.95
4582at7399	1.024390244	203	0.15058465	0	0.024390244	0.981	1	0.65	79	1	0.94
4588at7399	1.03030303	203	0.166378066	2	0.03030303	1.1678	1	0.46	77	0.804878049	0.92
4591at7399	1	203	0	0	0	0.8378	0	0.63	80	1	0.89
4593at7399	1.048780488	203	0.205389788	0	0.048780488	1.032	2	0.65	78	1	0.94
4595at7399	1	203	0	1	0	0.926	0	0.67	79	0.975609756	0.96
4601at7399	1	183.0129637	0	1	0	0.8211	0	0.68	79	0.902439024	0.92
4603at7399	1.975609756	203	0.176331566	3	0.926829268	0.8804	2	0.38	75	1	0.685
4606at7399	1.024390244	203	0.15058465	0	0.024390244	0.7977	1	0.56	79	1	0.82
4608at7399	1	203	0	0	0	1.2753	0	0.38	80	1	0.71
4621at7399	1	203	0	0	0	0.8484	0	0.62	80	1	0.92
4624at7399	1.025	203	0.152317024	1	0.025	1.3953	1	0.44	78	0.975609756	0.87
4631at7399	1.081081081	183.0129637	0.331662479	1	0.054054054	1.2043	2	0.5	77	0.902439024	0.84
4634at7399	1.048780488	203	0.205389788	0	0.048780488	0.9196	2	0.25	78	1	0.63
4641at7399	1.024390244	203	0.15058465	0	0.024390244	0.8669	1	0.73	79	1	0.96
4643at7399	1.097560976	203	0.337016686	0	0.073170732	0.8188	3	0.18	77	1	0.46
4646at7399	1	203	0	0	0	0.8326	0	0.71	80	1	0.91
4648at7399	1.025	203	0.152317024	1	0.025	1.0363	1	0.26	78	0.975609756	0.61
4650at7399	1	203	0	1	0	0.8873	0	0.41	79	0.975609756	0.83
4652at7399	1	203	0	0	0	1.2615	0	0.26	80	1	0.67
4653at7399	1	203	0	0	0	0.772	0	0.67	80	1	0.91
4657at7399	1	203	0	0	0	0.9991	0	0.53	80	1	0.89
4658at7399	1.12195122	203	0.291661041	0	0.12195122	1.1257	5	0.39	75	1	0.67
4659at7399	1.048780488	203	0.205389788	0	0.048780488	1.3037	2	0.51	78	1	0.83
4662at7399	1.027027027	203	0.157894737	4	0.027027027	1.3301	1	0.32	75	0.902439024	0.91
4665at7399	1	203	0	3	0	0.812	0	0.43	77	0.926829268	0.66
4669at7399	1	203	0	0	0	0.8492	0	0.33	80	1	0.5
4678at7399	1	203	0	0	0	0.8161	0	0.32	80	1	0.74
4681at7399	1	203	0	1	0	1.0291	0	0.3	79	0.975609756	0.75
4687at7399	1.075	203	0.245015204	1	0.075	1.0065	3	0.32	76	0.975609756	0.73
4689at7399	1.048780488	203	0.205389788	0	0.048780488	1.0701	2	0.31	78	1	0.57
4694at7399	1	203	0	0	0	0.8054	0	0.31	80	1	0.84
4695at7399	1	183.0129637	0	18	0	1.0794	0	0.25	62	0.170731707	0.75
4699at7399	1.025	203	0.152317024	1	0.025	0.8282	1	0.97	78	0.975609756	0.91
4708at7399	1	203	0	0	0	0.8555	0	0.75	80	1	0.94
4714at7399	1	203	0	2	0	1.5813	0	0.57	78	0.951219512	0.98
4717at7399	1.024390244	203	0.15058465	0	0.024390244	0.8623	1	0.6	79	1	0.95
4718at7399	1	183.0129637	0	1	0	0.8691	0	0.71	79	0.902439024	0.92
4727at7399	1.055555556	183.0129637	0.217005559	2	0.055555556	1.4059	2	0.33	76	0.87804878	0.91
4734at7399	1.025	203	0.152317024	1	0.025	0.8419	1	0.58	78	0.975609756	0.78
4736at7399	1	203	0	1	0	1.0756	0	0.62	79	0.975609756	0.92
4739at7399	1	203	0	0	0	0.9574	0	0.4	80	1	0.68
4743at7399	1.097560976	203	0.270345001	0	0.097560976	0.795	4	0.4	76	1	0.91
4747at7399	1	203	0	1	0	1.1343	0	0.56	79	0.975609756	0.92
4758at7399	1.024390244	203	0.15058465	0	0.024390244	0.8257	1	0.3	79	1	0.57
4760at7399	1	203	0	0	0	1.0079	0	0.64	80	1	0.92
4761at7399	1	203	0	0	0	1.2088	0	0.44	80	1	0.89
4767at7399	1.097560976	203	0.270345001	0	0.097560976	1.1833	4	0.25	76	1	0.67
4768at7399	1.025641026	203	0.15411035	2	0.025641026	1.1501	1	0.44	77	0.951219512	0.9
4773at7399	1	203	0	0	0	0.8993	0	0.52	80	1	0.65
4774at7399	1	203	0	0	0	0.8365	0	0.4	80	1	0.7
4775at7399	1	203	0	0	0	0.7504	0	0.71	80	1	0.94
4776at7399	1.048780488	203	0.205389788	0	0.048780488	0.7924	2	0.43	78	1	0.72
4785at7399	1	203	0	2	0	1.0538	0	0.38	78	0.951219512	0.87
4792at7399	1	203	0	0	0	0.8642	0	0.62	80	1	0.9
4800at7399	1	203	0	0	0	0.8027	0	0.38	80	1	0.79
4803at7399	1	203	0	0	0	0.9372	0	0.41	80	1	0.64
4804at7399	1.052631579	203	0.304138127	3	0.026315789	0.9124	1	0.29	76	0.926829268	0.65
4806at7399	1.073170732	203	0.242660869	0	0.073170732	1.0018	2	0.52	78	1	0.74
4808at7399	1.024390244	203	0.15058465	0	0.024390244	0.9484	1	0.34	79	1	0.56
4809at7399	1.048780488	203	0.205389788	0	0.048780488	1.1455	2	0.28	78	1	0.58
4811at7399	1	203	0	0	0	0.8845	0	0.36	80	1	0.62
4813at7399	1	203	0	0	0	1.207	0	0.42	80	1	0.87
4814at7399	1.272727273	177.3420531	0.349927106	7	0.272727273	1.5613	4	0.315	69	0.804878049	0.75
4819at7399	1.097560976	203	0.441098516	0	0.048780488	0.8369	2	0.62	78	1	0.8
4822at7399	1	203	0	2	0	1.238	0	0.4	78	0.951219512	0.76
4824at7399	1.048780488	203	0.205389788	0	0.048780488	0.992	2	0.4	78	1	0.76
4827at7399	1	203	0	0	0	0.901	0	0.46	80	1	0.75
4831at7399	1.029411765	183.0129637	0.164130361	4	0.029411765	1.1718	1	0.07	75	0.829268293	0.34
4833at7399	2.263157895	203	0.298726339	17	0.894736842	1.0002	1	0.285	62	0.926829268	0.59
4835at7399	1	203	0	0	0	0.811	0	0.59	80	1	0.9
4838at7399	1	203	0	0	0	0.8057	0	0.85	80	1	0.97
4839at7399	1.048780488	203	0.205389788	0	0.048780488	0.9689	2	0.27	78	1	0.75
4847at7399	1	162	0	4	0	0.9233	0	0.57	76	0.682926829	0.91
4848at7399	1.151515152	203	0.528940822	7	0.060606061	1.3402	2	0.42	71	0.804878049	0.93
4854at7399	1	203	0	2	0	0.9129	0	0.62	78	0.951219512	0.9
4857at7399	1.1	203	0.272727273	1	0.1	1.2896	1	0.42	78	0.975609756	0.89
4858at7399	1.076923077	203	0.24743583	2	0.076923077	0.94	3	0.15	75	0.951219512	0.39
4864at7399	1	203	0	0	0	0.888	0	0.38	80	1	0.74
4865at7399	1.048780488	203	0.205389788	0	0.048780488	0.8071	2	0.61	78	1	0.89
4866at7399	1.243902439	203	0.634761336	1	0.12195122	1.0938	6	0.17	73	1	0.62
4867at7399	1.024390244	203	0.15058465	0	0.024390244	0.8767	1	0.27	79	1	0.56
4868at7399	1	203	0	1	0	0.9043	0	0.64	79	0.975609756	0.93
4872at7399	1	203	0	0	0	0.9615	0	0.24	80	1	0.79
4873at7399	1	203	0	0	0	1.1927	0	0.15	80	1	0.35
4875at7399	1	203	0	0	0	0.9608	0	0.51	80	1	0.86
4889at7399	1.025641026	203	0.15411035	2	0.025641026	1.0319	1	0.39	77	0.951219512	0.73
4890at7399	1.025	203	0.152317024	1	0.025	0.8236	1	0.63	78	0.975609756	0.93
4899at7399	1	203	0	0	0	0.7838	0	0.55	80	1	0.79
4900at7399	1.027027027	203	0.157894737	4	0.027027027	1.2756	1	0.42	75	0.902439024	0.86
4903at7399	1.024390244	203	0.15058465	0	0.024390244	1.0295	1	0.23	79	1	0.49
4907at7399	1.024390244	203	0.15058465	0	0.024390244	1.0771	1	0.46	79	1	0.86
4911at7399	1	203	0	0	0	0.7281	0	0.61	80	1	0.93
4912at7399	1	203	0	0	0	0.841	0	0.64	80	1	0.9
4915at7399	1.05	203	0.207566616	1	0.05	0.7861	2	0.17	77	0.975609756	0.47
4916at7399	1.024390244	203	0.15058465	0	0.024390244	1.0994	1	0.25	79	1	0.58
4917at7399	1.025641026	203	0.15411035	2	0.025641026	0.9519	1	0.65	77	0.951219512	0.92
4921at7399	1.105263158	203	0.454256763	3	0.052631579	1.0501	2	0.14	75	0.926829268	0.58
4936at7399	1.025	203	0.152317024	1	0.025	1.0462	1	0.18	78	0.975609756	0.61
4938at7399	1.206896552	177.3420531	0.549582402	6	0.103448276	1.3374	3	0.35	71	0.707317073	0.71
4940at7399	1	203	0	0	0	1.1379	0	0.6	80	1	0.91
4943at7399	1	203	0	0	0	1.2435	0	0.29	80	1	0.75
4949at7399	1	203	0	0	0	1.178	0	0.44	80	1	0.72
4950at7399	1	203	0	0	0	0.8616	0	0.54	80	1	0.89
4952at7399	1.090909091	183.0129637	0.263523138	4	0.090909091	1.1853	3	0.03	73	0.804878049	0.27
4953at7399	1	203	0	0	0	0.9341	0	0.65	80	1	0.91
4955at7399	1.024390244	203	0.15058465	0	0.024390244	0.8486	1	0.31	79	1	0.56
4957at7399	1	183.0129637	0	5	0	0.9415	0	0.37	75	0.804878049	0.81
4959at7399	1.024390244	203	0.15058465	0	0.024390244	0.9559	1	0.39	79	1	0.86
4960at7399	1	203	0	2	0	1.1548	0	0.63	78	0.951219512	0.92
4962at7399	1	203	0	0	0	1.2697	0	0.26	80	1	0.58
4968at7399	1	203	0	0	0	1.0902	0	0.43	80	1	0.87
4969at7399	1	183.0129637	0	1	0	1.5563	0	0.28	79	0.902439024	0.9
4975at7399	1	203	0	0	0	0.9323	0	0.77	80	1	0.96
4976at7399	1.024390244	203	0.15058465	0	0.024390244	0.8874	1	0.88	79	1	1
4977at7399	1	203	0	0	0	0.7717	0	0.32	80	1	0.56
4984at7399	1	203	0	2	0	1.4754	0	0.57	78	0.951219512	0.95
4985at7399	1.121212121	177.3420531	0.29108999	2	0.121212121	1.2514	4	0.43	74	0.804878049	0.83
4988at7399	1.024390244	203	0.15058465	0	0.024390244	0.7729	1	0.65	79	1	0.88
4991at7399	1	203	0	1	0	0.8129	0	0.1	79	0.975609756	0.39
4994at7399	1.171428571	203	0.380987789	8	0.142857143	0.8764	3	0.17	69	0.853658537	0.48
4995at7399	1.024390244	203	0.15058465	0	0.024390244	0.9735	1	0.42	79	1	0.83
4997at7399	1	203	0	0	0	0.9873	0	0.27	80	1	0.5
5000at7399	1	203	0	0	0	0.992	0	0.48	80	1	0.88
5005at7399	1.054054054	203	0.214528212	4	0.054054054	0.7236	2	0.99	74	0.902439024	1
5008at7399	1	203	0	0	0	0.9401	0	0.52	80	1	0.85
5009at7399	1.024390244	203	0.15058465	0	0.024390244	0.7683	1	0.7	79	1	0.93
5013at7399	1.027777778	203	0.159894048	5	0.027777778	1.3093	1	0.43	74	0.87804878	0.83
5016at7399	1.170731707	203	0.458333333	9	0.12195122	0.7798	2	0.76	69	1	0.94
5019at7399	1	203	0	1	0	0.8281	0	0.03	79	0.975609756	0.07
5023at7399	1	203	0	0	0	1.0109	0	0.77	80	1	0.97
5026at7399	1.027027027	183.0129637	0.157894737	1	0.027027027	0.8993	1	0.39	78	0.902439024	0.78
5028at7399	1	203	0	0	0	0.9769	0	0.34	80	1	0.71
5030at7399	1.87804878	203	0.21021317	3	0.853658537	1.0933	1	0.615	76	1	0.97
5034at7399	1.025	203	0.152317024	1	0.025	1.1176	1	0.53	78	0.975609756	0.92
5037at7399	2.048780488	203	0.15058465	12	0.975609756	1.0847	1	0.47	67	1	0.785
5048at7399	1.024390244	203	0.15058465	0	0.024390244	0.7744	1	0.65	79	1	0.89
5052at7399	1	203	0	2	0	1.8869	0	0.36	78	0.951219512	0.94
5054at7399	1.048780488	203	0.205389788	0	0.048780488	0.7535	2	0.23	78	1	0.67
5057at7399	1	203	0	3	0	0.932	0	0.58	77	0.926829268	0.91
5059at7399	1.073170732	203	0.242660869	0	0.073170732	1.141	3	0.225	77	1	0.74
5060at7399	1.6	203	0.537645329	18	0.45	1.2662	3	0.225	59	0.975609756	0.72
5062at7399	1.024390244	203	0.15058465	0	0.024390244	0.8641	1	0.45	79	1	0.85
5066at7399	1	203	0	1	0	0.8991	0	0.72	79	0.975609756	0.95
5071at7399	1	203	0	0	0	1.3208	0	0.53	80	1	0.96
5075at7399	1.024390244	203	0.15058465	0	0.024390244	0.7323	1	0.23	79	1	0.57
5077at7399	1	203	0	0	0	0.8831	0	0.38	80	1	0.68
5086at7399	1	203	0	0	0	0.9745	0	0.22	80	1	0.48
5090at7399	1	203	0	0	0	1.5232	0	0.28	80	1	0.56
5092at7399	1	203	0	10	0	1.4484	0	0.42	70	0.756097561	0.83
5094at7399	1.025	203	0.152317024	1	0.025	1.3296	1	0.33	78	0.975609756	0.88
5096at7399	1	203	0	0	0	0.8041	0	0.38	80	1	0.6
5101at7399	1	203	0	0	0	0.7726	0	0.81	80	1	0.96
5109at7399	1.033333333	203	0.173714994	11	0.033333333	1.6131	1	0.24	68	0.731707317	0.68
5111at7399	1.974358974	203	1.144037171	19	0.384615385	1.3336	7	0.16	54	0.951219512	0.82
5113at7399	1.952380952	203	0.621831648	19	0.571428571	1.368	8	0.1	53	0.512195122	0.82
5119at7399	1.12195122	203	0.291661041	0	0.12195122	1.1006	4	0.26	76	1	0.76
5122at7399	1.025	203	0.152317024	1	0.025	0.8366	1	0.18	78	0.975609756	0.51
5123at7399	1.073170732	203	0.318181818	0	0.048780488	0.7758	2	0.38	78	1	0.69
5125at7399	1.038461538	203	0.185185185	14	0.038461538	0.874	1	0.2	65	0.634146341	0.41
5130at7399	1	203	0	0	0	1.4827	0	0.33	80	1	0.84
5145at7399	1	203	0	0	0	0.9578	0	0.67	80	1	0.87
5146at7399	1	203	0	0	0	0.8177	0	0.61	80	1	0.91
5148at7399	1.05	203	0.207566616	1	0.05	1.035	2	0.26	77	0.975609756	0.61
5161at7399	1.073170732	203	0.318181818	0	0.048780488	1.1705	2	0.36	78	1	0.71
5165at7399	1.073170732	203	0.242660869	0	0.073170732	1.089	3	0.42	77	1	0.87
5169at7399	1	183.0129637	0	8	0	1.7498	0	0.27	72	0.731707317	0.92
5172at7399	1	203	0	0	0	1.0779	0	0.26	80	1	0.78
5174at7399	1	203	0	0	0	1.4718	0	0.44	80	1	0.95
5175at7399	1.024390244	203	0.15058465	0	0.024390244	0.8148	1	0.66	79	1	0.92
5179at7399	1.024390244	203	0.15058465	0	0.024390244	0.9182	1	0.37	79	1	0.65
5182at7399	1	203	0	0	0	1.0312	0	0.51	80	1	0.9
5188at7399	1.170731707	203	0.495640719	0	0.097560976	0.9027	4	0.435	76	1	0.69
5189at7399	1	165.1934818	0	3	0	1.0527	0	0.42	77	0.707317073	0.8
5190at7399	1	203	0	0	0	0.8781	0	0.68	80	1	0.93
5191at7399	1.024390244	203	0.15058465	0	0.024390244	1.4177	1	0.4	79	1	0.89
5192at7399	1	203	0	1	0	0.9143	0	0.25	79	0.975609756	0.54
5198at7399	1	203	0	1	0	1.0426	0	0.58	79	0.975609756	0.88
5201at7399	1	203	0	1	0	0.9277	0	0.5	79	0.975609756	0.82
5203at7399	1.025	203	0.152317024	1	0.025	0.8955	1	0.39	78	0.975609756	0.76
5204at7399	1	203	0	0	0	0.7614	0	0.71	80	1	0.92
5205at7399	1.024390244	203	0.15058465	0	0.024390244	0.8142	1	0.64	79	1	0.93
5206at7399	1.024390244	203	0.15058465	0	0.024390244	0.8303	1	0.51	79	1	0.85
5208at7399	1.081081081	203	0.331662479	4	0.054054054	1.7756	2	0.15	74	0.902439024	0.85
5211at7399	1.026315789	203	0.15596827	3	0.026315789	1.074	1	0.71	76	0.926829268	0.99
5214at7399	1	203	0	0	0	1.4373	0	0.18	80	1	0.56
5218at7399	1	203	0	0	0	0.8807	0	0.72	80	1	0.91
5220at7399	1	203	0	0	0	1.1515	0	0.13	80	1	0.28
5221at7399	1.052631579	203	0.212132034	3	0.052631579	1.0996	2	0.16	75	0.926829268	0.47
5223at7399	1.073170732	203	0.242660869	2	0.073170732	1.1908	0	0.31	78	1	0.58
5224at7399	1.075	203	0.245015204	1	0.075	0.9493	3	0.59	76	0.975609756	0.94
5232at7399	1.268292683	203	0.349344272	5	0.268292683	0.8311	1	0.09	74	1	0.46
5238at7399	1	203	0	6	0	1.0595	0	0.44	74	0.780487805	0.92
5241at7399	1	203	0	1	0	0.9754	0	0.36	79	0.975609756	0.81
5243at7399	1.025	203	0.152317024	1	0.025	1.1716	1	0.5	78	0.975609756	0.9
5247at7399	2	203	0.110431526	1	0.975609756	0.9606	1	0.555	78	1	0.87
5252at7399	1.08	203	0.362887369	11	0.04	0.8228	1	0.13	68	0.609756098	0.41
5254at7399	1	203	0	0	0	0.7508	0	0.75	80	1	0.95
5256at7399	1	203	0	0	0	1.0785	0	0.19	80	1	0.26
5262at7399	1	183.0129637	0	2	0	0.9729	0	0.21	78	0.87804878	0.44
5266at7399	1.024390244	203	0.15058465	0	0.024390244	1.0611	1	0.61	79	1	0.89
5267at7399	1.05	203	0.207566616	1	0.05	0.8327	2	0.495	77	0.975609756	0.91
5268at7399	1.028571429	203	0.161970886	6	0.028571429	1.0867	1	0.63	73	0.853658537	0.95
5271at7399	1	203	0	10	0	1.07	0	0.15	70	0.731707317	0.68
5278at7399	1.048780488	203	0.205389788	0	0.048780488	0.8425	2	0.21	78	1	0.62
5280at7399	1.170731707	203	0.372677996	0	0.146341463	0.9056	6	0.18	74	1	0.41
5281at7399	1.097560976	203	0.337016686	0	0.073170732	1.0166	3	0.38	77	1	0.71
5285at7399	1.153846154	183.0129637	0.394405319	9	0.115384615	1.6549	3	0.24	68	0.634146341	0.54
5288at7399	1	177.3420531	0	6	0	1.3649	0	0.3	74	0.682926829	0.83
5289at7399	1	203	0	1	0	0.8907	0	0.83	79	0.975609756	0.96
5290at7399	1.097560976	203	0.392522705	0	0.048780488	0.9467	2	0.18	78	1	0.553333333
5291at7399	1.025	203	0.152317024	1	0.025	1.1127	1	0.23	78	0.975609756	0.62
5292at7399	1	203	0	1	0	1.3446	0	0.5	79	0.975609756	0.89
5293at7399	1	203	0	1	0	0.802	0	0.63	79	0.975609756	0.78
5296at7399	1.048780488	203	0.205389788	0	0.048780488	0.8918	2	0.11	78	1	0.43
5298at7399	1.073170732	203	0.242660869	0	0.073170732	0.7977	3	0.5	77	1	0.66
5299at7399	1.024390244	203	0.15058465	0	0.024390244	0.8089	1	0.13	79	1	0.45
5306at7399	1.117647059	203	0.28827503	7	0.117647059	1.2114	2	0.32	71	0.414634146	0.76
5307at7399	1.073170732	203	0.318181818	0	0.048780488	0.8552	2	0.32	78	1	0.54
5311at7399	1.048780488	203	0.205389788	0	0.048780488	0.8122	2	0.69	78	1	0.92
5312at7399	1.097560976	203	0.270345001	0	0.097560976	0.8116	4	0.33	76	1	0.71
5315at7399	1	203	0	0	0	1.0317	0	0.42	80	1	0.76
5317at7399	1	203	0	0	0	1.0958	0	0.4	80	1	0.68
5318at7399	1.048780488	203	0.205389788	0	0.048780488	0.8569	2	0.17	78	1	0.45
5321at7399	1.097560976	203	0.441098516	0	0.048780488	0.8617	2	0.08	78	1	0.19
5322at7399	1.048780488	203	0.205389788	0	0.048780488	1.0988	2	0.5	78	1	0.85
5323at7399	1.024390244	203	0.15058465	0	0.024390244	0.9435	1	0.52	79	1	0.86
5329at7399	1	183.0129637	0	1	0	1.0523	0	0.83	79	0.902439024	0.96
5332at7399	1	177.3420531	0	5	0	1.2722	0	0.31	75	0.365853659	0.81
5334at7399	1	203	0	0	0	1.5235	0	0.43	80	1	0.92
5336at7399	1.051282051	203	0.300703122	2	0.025641026	0.923	1	0.16	77	0.951219512	0.5
5337at7399	1.073170732	203	0.242660869	0	0.073170732	0.8957	3	0.3	77	1	0.6
5338at7399	1	203	0	0	0	0.7974	0	0.36	80	1	0.66
5339at7399	1	203	0	4	0	0.9492	0	0.62	76	0.902439024	0.87
5346at7399	1	203	0	0	0	1.074	0	0.51	80	1	0.91
5353at7399	1.025	203	0.152317024	1	0.025	1.0826	1	0.32	78	0.975609756	0.63
5355at7399	1	203	0	0	0	1.2024	0	0.79	80	1	0.99
5358at7399	1.027027027	183.0129637	0.157894737	1	0.027027027	0.9232	1	0.56	78	0.902439024	0.79
5363at7399	1	203	0	1	0	0.8303	0	0.24	79	0.975609756	0.55
5374at7399	1.078947368	203	0.328137172	3	0.052631579	0.8769	2	0.2	75	0.926829268	0.56
5375at7399	1	203	0	1	0	1.1417	0	0.18	79	0.951219512	0.57
5376at7399	1	203	0	0	0	1.0051	0	0.62	80	1	0.9
5377at7399	1	203	0	1	0	1.0927	0	0.37	79	0.975609756	0.88
5379at7399	1	203	0	1	0	1.3681	0	0.6	79	0.975609756	0.92
5385at7399	1.487179487	203	0.695663483	10	0.230769231	2.0584	7	0.38	63	0.951219512	0.99
5393at7399	1.024390244	203	0.15058465	0	0.024390244	1.1465	1	0.1	79	1	0.62
5394at7399	1	203	0	0	0	0.855	0	0.5	80	1	0.75
5396at7399	1	203	0	1	0	1.6386	0	0.34	79	0.975609756	0.88
5399at7399	1	203	0	7	0	0.8754	0	0.27	73	0.731707317	0.65
5401at7399	1	203	0	2	0	0.8208	0	0.62	78	0.951219512	0.9
5404at7399	1.024390244	203	0.15058465	0	0.024390244	1.1364	1	0.56	79	1	0.91
5406at7399	1.12195122	203	0.291661041	0	0.12195122	0.7852	3	0.29	77	1	0.74
5408at7399	1.024390244	203	0.15058465	0	0.024390244	0.9782	1	0.76	79	1	0.96
5410at7399	1	203	0	2	0	0.9423	0	0.35	78	0.951219512	0.65
5414at7399	1.025	203	0.152317024	1	0.025	1.0006	1	0.48	78	0.975609756	0.93
5415at7399	1	203	0	0	0	0.8552	0	0.52	80	1	0.87
5417at7399	1.024390244	203	0.15058465	0	0.024390244	0.8856	1	0.44	79	1	0.84
5418at7399	1.12195122	203	0.563542669	0	0.048780488	1.3456	2	0.62	78	1	0.99
5421at7399	1.048780488	203	0.205389788	0	0.048780488	0.9741	2	0.4	78	1	0.75
5424at7399	1.066666667	203	0.233853587	7	0.066666667	1.6143	2	0.3	71	0.731707317	0.83
5426at7399	1	203	0	0	0	0.9399	0	0.58	80	1	0.91
5431at7399	1	203	0	2	0	0.9576	0	0.39	78	0.951219512	0.79
5433at7399	1.024390244	203	0.15058465	0	0.024390244	1.0282	1	0.47	79	1	0.86
5434at7399	1.024390244	203	0.15058465	0	0.024390244	1.3158	1	0.62	79	1	0.93
5435at7399	1	203	0	0	0	0.9114	0	0.45	80	1	0.84
5444at7399	1.108108108	183.0129637	0.350065856	1	0.081081081	0.864	3	0.31	76	0.902439024	0.62
5446at7399	1.048780488	203	0.205389788	0	0.048780488	1.1164	2	0.26	78	1	0.67
5447at7399	1.1	183.0129637	0.272727273	16	0.1	0.918	1	0.805	63	0.243902439	0.965
5448at7399	1.025	203	0.152317024	1	0.025	0.988	1	0.56	78	0.975609756	0.77
5450at7399	1.041666667	203	0.191833261	1	0.041666667	1.56	1	0.52	78	0.585365854	0.94
5453at7399	1.024390244	203	0.15058465	0	0.024390244	1.0239	1	0.31	79	1	0.76
5454at7399	1	203	0	0	0	1.0331	0	0.51	80	1	0.94
5462at7399	1	203	0	0	0	0.9536	0	0.64	80	1	0.94
5468at7399	1	203	0	1	0	1.2197	0	0.29	79	0.975609756	0.6
5469at7399	1.024390244	203	0.15058465	0	0.024390244	1.0616	1	0.37	79	1	0.7
5470at7399	1.097560976	203	0.337016686	0	0.073170732	0.958	3	0.6	77	1	0.87
5474at7399	1	203	0	0	0	0.7593	0	0.52	80	1	0.9
5477at7399	1.054054054	203	0.214528212	4	0.054054054	1.0052	2	0.38	74	0.902439024	0.7
5478at7399	1	203	0	0	0	1.2658	0	0.38	80	1	0.72
5479at7399	1.097560976	203	0.270345001	2	0.097560976	0.9189	1	0.49	77	1	0.8
5484at7399	1.026315789	203	0.15596827	3	0.026315789	0.7426	1	0.12	76	0.926829268	0.4
5485at7399	1	203	0	0	0	0.8489	0	0.39	80	1	0.62
5490at7399	1.024390244	203	0.15058465	0	0.024390244	0.7977	1	0.82	79	1	0.96
5492at7399	1.048780488	203	0.205389788	0	0.048780488	1.21	2	0.41	78	1	0.55
5496at7399	1.048780488	203	0.205389788	0	0.048780488	0.8688	2	0.08	78	1	0.38
5498at7399	1	203	0	0	0	1.187	0	0.45	80	1	0.86
5499at7399	1	203	0	16	0	1.4376	0	0.1	64	0.536585366	0.28
5500at7399	1.024390244	203	0.15058465	0	0.024390244	1.4228	1	0.46	79	1	0.94
5501at7399	1.146341463	203	0.363574627	0	0.12195122	0.9612	5	0.48	75	1	0.87
5506at7399	1.024390244	203	0.15058465	0	0.024390244	1.1315	1	0.42	79	1	0.67
5511at7399	1.048780488	203	0.205389788	0	0.048780488	0.9233	2	0.49	78	1	0.87
5515at7399	1.025	203	0.152317024	1	0.025	1.1122	1	0.02	78	0.975609756	0.04
5517at7399	1	203	0	0	0	0.8643	0	0.46	80	1	0.85
5520at7399	1.073170732	203	0.318181818	0	0.048780488	0.7813	2	0.15	78	1	0.64
5521at7399	1.024390244	203	0.15058465	0	0.024390244	1.057	1	0.59	79	1	0.91
5524at7399	1	203	0	2	0	0.7675	0	0.47	78	0.951219512	0.79
5526at7399	1.108108108	203	0.280222568	1	0.108108108	1.1347	4	0.29	75	0.902439024	0.64
5530at7399	1.097560976	203	0.270345001	0	0.097560976	1.2217	4	0.36	76	1	0.61
5531at7399	1.025	203	0.152317024	1	0.025	1.4149	1	0.47	78	0.975609756	0.92
5533at7399	1.054054054	203	0.214528212	4	0.054054054	1.7657	2	0.16	74	0.902439024	0.83
5536at7399	1.025641026	203	0.15411035	2	0.025641026	0.9176	1	0.26	77	0.951219512	0.71
5539at7399	1	203	0	9	0	0.9282	0	0.5	71	0.780487805	0.9
5545at7399	1.025	203	0.152317024	1	0.025	0.7844	1	0.19	78	0.975609756	0.42
5553at7399	1.048780488	203	0.294165364	0	0.024390244	0.8353	1	0.42	79	1	0.85
5554at7399	1.048780488	203	0.205389788	0	0.048780488	0.8499	2	0.6	78	1	0.86
5558at7399	1	203	0	5	0	1.1364	0	0.46	75	0.87804878	0.85
5566at7399	1.024390244	203	0.15058465	0	0.024390244	0.8218	1	0.34	79	1	0.5
5570at7399	1.081081081	183.0129637	0.252487623	1	0.081081081	0.8444	3	0.36	76	0.902439024	0.64
5571at7399	1	203	0	1	0	0.8636	0	0.68	79	0.975609756	0.94
5576at7399	1.025	203	0.152317024	1	0.025	1.2343	1	0.7	78	0.975609756	0.93
5577at7399	1.024390244	203	0.15058465	0	0.024390244	0.9502	1	0.21	79	1	0.67
5589at7399	1	203	0	0	0	0.8836	0	0.43	80	1	0.64
5592at7399	1	203	0	0	0	0.862	0	0.52	80	1	0.87
5594at7399	1.028571429	203	0.161970886	6	0.028571429	0.9889	1	0.18	73	0.853658537	0.64
5597at7399	1.025	203	0.152317024	1	0.025	1.2479	1	0.42	78	0.975609756	0.85
5600at7399	1	203	0	0	0	0.9272	0	0.52	80	1	0.8
5601at7399	1.1	203	0.272727273	2	0.1	1.1788	3	0.61	75	0.975609756	0.95
